paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,fieldsOfStudy/3
b8efbba73d30b881ecbf0569decc9c686aa43b8a,https://www.semanticscholar.org/paper/b8efbba73d30b881ecbf0569decc9c686aa43b8a,Using Smartphones and Machine Learning to Quantify Parkinson Disease Severity: The Mobile Parkinson Disease Score,"Importance Current Parkinson disease (PD) measures are subjective, rater-dependent, and assessed in clinic. Smartphones can measure PD features, yet no smartphone-derived rating score exists to assess motor symptom severity in real-world settings. Objectives To develop an objective measure of PD severity and test construct validity by evaluating the ability of the measure to capture intraday symptom fluctuations, correlate with current standard PD outcome measures, and respond to dopaminergic therapy. Design, Setting, and Participants This observational study assessed individuals with PD who remotely completed 5 tasks (voice, finger tapping, gait, balance, and reaction time) on the smartphone application. We used a novel machine-learning–based approach to generate a mobile Parkinson disease score (mPDS) that objectively weighs features derived from each smartphone activity (eg, stride length from the gait activity) and is scaled from 0 to 100 (where higher scores indicate greater severity). Individuals with and without PD additionally completed standard in-person assessments of PD with smartphone assessments during a period of 6 months. Main Outcomes and Measures Ability of the mPDS to detect intraday symptom fluctuations, the correlation between the mPDS and standard measures, and the ability of the mPDS to respond to dopaminergic medication. Results The mPDS was derived from 6148 smartphone activity assessments from 129 individuals (mean [SD] age, 58.7 [8.6] years; 56 [43.4%] women). Gait features contributed most to the total mPDS (33.4%). In addition, 23 individuals with PD (mean [SD] age, 64.6 [11.5] years; 11 [48%] women) and 17 without PD (mean [SD] age 54.2 [16.5] years; 12 [71%] women) completed in-clinic assessments. The mPDS detected symptom fluctuations with a mean (SD) intraday change of 13.9 (10.3) points on a scale of 0 to 100. The measure correlated well with the Movement Disorder Society Unified Parkinson Disease’s Rating Scale total (r = 0.81; P < .001) and part III only (r = 0.88; P < .001), the Timed Up and Go assessment (r = 0.72; P = .002), and the Hoehn and Yahr stage (r = 0.91; P < .001). The mPDS improved by a mean (SD) of 16.3 (5.6) points in response to dopaminergic therapy. Conclusions and Relevance Using a novel machine-learning approach, we created and demonstrated construct validity of an objective PD severity score derived from smartphone assessments. This score complements standard PD measures by providing frequent, objective, real-world assessments that could enhance clinical care and evaluation of novel therapeutics.",2018,22,230,6,False,Medicine,1778154,A. Zhan,49966366.0,Srihari Mohan,,,8144512.0,Christopher G. Tarolli,46432319.0,Ruth B. Schneider,40225037.0,Jamie L. Adams,2109947828.0,Saloni Sharma,22362419.0,M. Elson,40810034.0,Kelsey L. Spear,40794084.0,Alistair M Glidden,2022640.0,M. Little,1763579.0,A. Terzis,145272944.0,E. Dorsey,1932128.0,S. Saria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2caea5a7fd7f48914023f2365b07f119a9793bb,https://www.semanticscholar.org/paper/f2caea5a7fd7f48914023f2365b07f119a9793bb,Breast Cancer Detection Using Machine Learning Algorithms,"The most frequently occuring cancer among Indian women is breast cancer. There is a chance of fifty percent for fatality in a case as one of two women diagnosed with breast cancer die in the cases of Indian women [1]. This paper aims to present comparison of the largely popular machine learning algorithms and techniques commonly used for breast cancer prediction, namely Random Forest, kNN (k-Nearest-Neighbor) and Naïve Bayes. The Wisconsin Diagnosis Breast Cancer data set was used as a training set to compare the performance of the various machine learning techniques in terms of key parameters such as accuracy, and precision. The results obtained are very competitive and can be used for detection and treatment.",2018,7,51,1,False,Computer Science,2109851139,Shubham Sharma,13143144.0,Archit Aggarwal,,,2447463.0,T. Choudhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cdd742261c9f07887354622f79ade8226d625c7,https://www.semanticscholar.org/paper/9cdd742261c9f07887354622f79ade8226d625c7,DeepEar: robust smartphone audio sensing in unconstrained acoustic environments using deep learning,"Microphones are remarkably powerful sensors of human behavior and context. However, audio sensing is highly susceptible to wild fluctuations in accuracy when used in diverse acoustic environments (such as, bedrooms, vehicles, or cafes), that users encounter on a daily basis. Towards addressing this challenge, we turn to the field of deep learning; an area of machine learning that has radically changed related audio modeling domains like speech recognition. In this paper, we present DeepEar -- the first mobile audio sensing framework built from coupled Deep Neural Networks (DNNs) that simultaneously perform common audio sensing tasks. We train DeepEar with a large-scale dataset including unlabeled data from 168 place visits. The resulting learned model, involving 2.3M parameters, enables DeepEar to significantly increase inference robustness to background noise beyond conventional approaches present in mobile devices. Finally, we show DeepEar is feasible for smartphones by building a cloud-free DSP-based prototype that runs continuously, using only 6% of the smartphone's battery daily.",2015,83,318,15,False,Computer Science,144948031,N. Lane,1737522.0,Petko Georgiev,,,1994899.0,Lorena Qendro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d73e21af71bde8dc7984bd72f7077fb691b2523,https://www.semanticscholar.org/paper/3d73e21af71bde8dc7984bd72f7077fb691b2523,FATE: An Industrial Grade Platform for Collaborative Learning With Data Protection,"Collaborative and federated learning has become an emerging solution to many industrial applications where data values from different sites are exploit jointly with privacy protection. We introduce FATE, an industrial-grade project that supports enterprises and institutions to build machine learning models collaboratively at large-scale in a distributed manner. FATE supports a variety of secure computation protocols and machine learning algorithms, and features out-of-box usability with end-to-end building modules and visualization tools. Documentations are available at https://github.com/FederatedAI/FATE. Case studies and other information are available at https://www.fedai.org.",2021,19,26,0,False,Computer Science,1614034792,Yang Liu,2072650627.0,Tao Fan,,,11573257.0,Tianjian Chen,144217477.0,Qian Xu,152290618.0,Qiang Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390be827bc894e5eef81e3c22818460c3477dbf,https://www.semanticscholar.org/paper/5390be827bc894e5eef81e3c22818460c3477dbf,Machine Learning Helps Identify CHRONO as a Circadian Clock Component,"Two independent studies, one of them using a computational approach, identified CHRONO, a gene shown to modulate the activity of circadian transcription factors and alter circadian behavior in mice.",2014,100,111,10,True,Medicine,2589241,R. Anafi,5450608.0,Yool Lee,Biology,,2144068958.0,Trey K. Sato,47028574.0,Anand Venkataraman,48810707.0,C. Ramanathan,2001476.0,I. Kavakli,49853504.0,M. Hughes,2183587.0,J. Baggs,4834976.0,Jacqueline Growe,144675143.0,A. C. Liu,82101484.0,Junhyong Kim,3167766.0,J. Hogenesch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e60dd237328bc92941e0559ab358e6186cdd41de,https://www.semanticscholar.org/paper/e60dd237328bc92941e0559ab358e6186cdd41de,On the Convergence of A Class of Adam-Type Algorithms for Non-Convex Optimization,"This paper studies a class of adaptive gradient based momentum algorithms that update the search directions and learning rates simultaneously using past gradients. This class, which we refer to as the ""Adam-type"", includes the popular algorithms such as the Adam, AMSGrad and AdaGrad. Despite their popularity in training deep neural networks, the convergence of these algorithms for solving nonconvex problems remains an open question. This paper provides a set of mild sufficient conditions that guarantee the convergence for the Adam-type methods. We prove that under our derived conditions, these methods can achieve the convergence rate of order $O(\log{T}/\sqrt{T})$ for nonconvex stochastic optimization. We show the conditions are essential in the sense that violating them may make the algorithm diverge. Moreover, we propose and analyze a class of (deterministic) incremental adaptive gradient algorithms, which has the same $O(\log{T}/\sqrt{T})$ convergence rate. Our study could also be extended to a broader class of adaptive gradient methods in machine learning and optimization.",2018,35,219,54,False,Computer Science,2347508,Xiangyi Chen,143743061.0,Sijia Liu,Mathematics,,39447572.0,Ruoyu Sun,1793717.0,Mingyi Hong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ed617d14dbc53b20287d3405b14c68d8dad3965,https://www.semanticscholar.org/paper/1ed617d14dbc53b20287d3405b14c68d8dad3965,Benchmarking a Multimodal and Multiview and Interactive Dataset for Human Action Recognition,"Human action recognition is an active research area in both computer vision and machine learning communities. In the past decades, the machine learning problem has evolved from conventional single-view learning problem, to cross-view learning, cross-domain learning and multitask learning, where a large number of algorithms have been proposed in the literature. Despite having large number of action recognition datasets, most of them are designed for a subset of the four learning problems, where the comparisons between algorithms can further limited by variances within datasets, experimental configurations, and other factors. To the best of our knowledge, there exists no dataset that allows concurrent analysis on the four learning problems. In this paper, we introduce a novel multimodal and multiview and interactive (<inline-formula> <tex-math notation=""LaTeX"">$\text{M}^{{2}}\text{I}$ </tex-math></inline-formula>) dataset, which is designed for the evaluation of human action recognition methods under all four scenarios. This dataset consists of 1760 action samples from 22 action categories, including nine person-person interactive actions and 13 person-object interactive actions. We systematically benchmark state-of-the-art approaches on <inline-formula> <tex-math notation=""LaTeX"">$\text{M}^{{2}}\text{I}$ </tex-math></inline-formula> dataset on all four learning problems. Overall, we evaluated 13 approaches with nine popular feature and descriptor combinations. Our comprehensive analysis demonstrates that <inline-formula> <tex-math notation=""LaTeX"">$\text{M}^{{2}}\text{I}$ </tex-math></inline-formula> dataset is challenging due to significant intraclass and view variations, and multiple similar action categories, as well as provides solid foundation for the evaluation of existing state-of-the-art algorithms.",2017,82,94,2,False,Medicine,143602033,Anan Liu,145857599.0,N. Xu,Computer Science,,144536249.0,Weizhi Nie,2788104.0,Yuting Su,3026404.0,Yongkang Wong,1744045.0,M. Kankanhalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511db696d9a0c3dc49eba1fcf3d947282ce390aa,https://www.semanticscholar.org/paper/511db696d9a0c3dc49eba1fcf3d947282ce390aa,Asynchronous Distributed Learning of Topic Models,"Distributed learning is a problem of fundamental interest in machine learning and cognitive science. In this paper, we present asynchronous distributed learning algorithms for two well-known unsupervised learning frameworks: Latent Dirichlet Allocation (LDA) and Hierarchical Dirichlet Processes (HDP). In the proposed approach, the data are distributed across P processors, and processors independently perform Gibbs sampling on their local data and communicate their information in a local asynchronous manner with other processors. We demonstrate that our asynchronous algorithms are able to learn global topic models that are statistically as accurate as those learned by the standard LDA and HDP samplers, but with significant improvements in computation time and memory. We show speedup results on a 730-million-word text corpus using 32 processors, and we provide perplexity results for up to 1500 virtual processors. As a stepping stone in the development of asynchronous HDP, a parallel HDP sampler is also introduced.",2008,11,170,14,False,Computer Science,2767462,A. Asuncion,50860274.0,Padhraic Smyth,,,1678311.0,M. Welling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8751badde259e833a41a76f8a827d8185615fefe,https://www.semanticscholar.org/paper/8751badde259e833a41a76f8a827d8185615fefe,Arctic Sea Ice Thickness Estimation from CryoSat-2 Satellite Data Using Machine Learning-Based Lead Detection,"Satellite altimeters have been used to monitor Arctic sea ice thickness since the early 2000s. In order to estimate sea ice thickness from satellite altimeter data, leads (i.e., cracks between ice floes) should first be identified for the calculation of sea ice freeboard. In this study, we proposed novel approaches for lead detection using two machine learning algorithms: decision trees and random forest. CryoSat-2 satellite data collected in March and April of 2011–2014 over the Arctic region were used to extract waveform parameters that show the characteristics of leads, ice floes and ocean, including stack standard deviation, stack skewness, stack kurtosis, pulse peakiness and backscatter sigma-0. The parameters were used to identify leads in the machine learning models. Results show that the proposed approaches, with overall accuracy >90%, produced much better performance than existing lead detection methods based on simple thresholding approaches. Sea ice thickness estimated based on the machine learning-detected leads was compared to the averaged Airborne Electromagnetic (AEM)-bird data collected over two days during the CryoSat Validation experiment (CryoVex) field campaign in April 2011. This comparison showed that the proposed machine learning methods had better performance (up to r = 0.83 and Root Mean Square Error (RMSE) = 0.29 m) compared to thickness estimation based on existing lead detection methods (RMSE = 0.86–0.93 m). Sea ice thickness based on the machine learning approaches showed a consistent decline from 2011–2013 and rebounded in 2014.",2016,80,50,2,True,Geology,2108229655,Sanggyun Lee,143927093.0,J. Im,Computer Science,,97649714.0,Jinwoo Kim,12694411.0,Miae Kim,9689912.0,M. Shin,46695915.0,Hyun‐cheol Kim,39608278.0,Lindi J. Quackenbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fefbb122a2fd92a354647a7185e940cad6abdb60,https://www.semanticscholar.org/paper/fefbb122a2fd92a354647a7185e940cad6abdb60,Portfolio Choices with Orthogonal Bandit Learning,"The investigation and development of new methods from diverse perspectives to shed light on portfolio choice problems has never stagnated in financial research. Recently, multi-armed bandits have drawn intensive attention in various machine learning applications in online settings. The tradeoff between exploration and exploitation to maximize rewards in bandit algorithms naturally establishes a connection to portfolio choice problems. In this paper, we present a bandit algorithm for conducting online portfolio choices by effectually exploiting correlations among multiple arms. Through constructing orthogonal portfolios from multiple assets and integrating with the upper confidence bound bandit framework, we derive the optimal portfolio strategy that represents the combination of passive and active investments according to a risk-adjusted reward function. Compared with oft-quoted trading strategies in finance and machine learning fields across representative real-world market datasets, the proposed algorithm demonstrates superiority in both risk-adjusted return and cumulative wealth.",2015,44,96,3,False,Computer Science,3356010,Weiwei Shen,2152811615.0,Jun Wang,,,1717861.0,Yu-Gang Jiang,145203884.0,H. Zha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a88b3be9b2db0319f8880e60a131b3060dba1eb7,https://www.semanticscholar.org/paper/a88b3be9b2db0319f8880e60a131b3060dba1eb7,Modeling attacks on physical unclonable functions,"We show in this paper how several proposed Physical Unclonable Functions (PUFs) can be broken by numerical modeling attacks. Given a set of challenge-response pairs (CRPs) of a PUF, our attacks construct a computer algorithm which behaves indistinguishably from the original PUF on almost all CRPs. This algorithm can subsequently impersonate the PUF, and can be cloned and distributed arbitrarily. This breaks the security of essentially all applications and protocols that are based on the respective PUF. The PUFs we attacked successfully include standard Arbited PUFs and Ring Oscillator PUFs of arbitrary sizes, and XO Arbiter PUFs, Lightweight Secure PUFs, and Feed-Forward Arbiter PUFs of up to a given size and complexity. Our attacks are based upon various machine learning techniques including Logistic Regression and Evolution Strategies. Our work leads to new design requirements for secure electrical PUFs, and will be useful to PUF designers and attackers alike.",2010,34,804,119,True,Computer Science,2057173,U. Rührmair,1702866.0,Frank Sehnke,,,47663455.0,J. Sölter,2088846.0,G. Dror,1695217.0,S. Devadas,145341374.0,J. Schmidhuber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9784def56106aad20921c8845562aa574bc819d0,https://www.semanticscholar.org/paper/9784def56106aad20921c8845562aa574bc819d0,An Ensemble Deep Dynamic Algorithm (EDDA) to Predict the Heart Disease,"Nowadays heart disease becomes more complicated to every human being. Machine Learning and Deep Learning plays the major role in processing the automatic systems. Prediction of heart disease is most difficult task because many algorithms perform limited operations. The aim of the paper is to increase the accuracy and prediction values. Various heart disease datasets are available for the research. Deep Learning (DL) algorithms play the major role in prediction of heart disease. Prediction can be done in the early stages to reduce the risk of death for the humans. In this paper, An Ensemble Deep Dynamic Algorithm (EDDA) is introduced to increase the accuracy of prediction values. The EDDA follows the some steps to process the prediction of heart disease. The steps are as follows: Linear Regression and Deep Boltzmann Machine (DBM) is applied on the selected dataset. Performance is calculated in terms of sensitivity, specificity and accuracy are shown with the comparative results.",2021,0,102,0,False,,120440785,J. Rao,153132732.0,R. Prasad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82976d0012a326c570dee0d27ba39efab6ec6062,https://www.semanticscholar.org/paper/82976d0012a326c570dee0d27ba39efab6ec6062,Integrating rich user feedback into intelligent user interfaces,"The potential for machine learning systems to improve via a mutually beneficial exchange of information with users has yet to be explored in much detail. Previously, we found that users were willing to provide a generous amount of rich feedback to machine learning systems, and that the types of some of this rich feedback seem promising for assimilation by machine learning algorithms. Following up on those findings, we ran an experiment to assess the viability of incorporating real-time keyword-based feedback in initial training phases when data is limited. We found that rich feedback improved accuracy but an initial unstable period often caused large fluctuations in classifier behavior. Participants were able to give feedback by relying heavily on system communication in order to respond to changes. The results show that in order to benefit from the user's knowledge, machine learning systems must be able to absorb keyword-based rich feedback in a graceful manner and provide clear explanations of their predictions.",2008,31,53,2,True,Computer Science,2121662,S. Stumpf,2054441880.0,Erin Sullivan,,,2082804064.0,Erin Fitzhenry,1834297.0,Ian Oberst,37535697.0,Weng-Keen Wong,1737204.0,M. Burnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52629ce70c164d4096c2afafb060bdb47fe9fc07,https://www.semanticscholar.org/paper/52629ce70c164d4096c2afafb060bdb47fe9fc07,Measuring Non-Expert Comprehension of Machine Learning Fairness Metrics,"Bias in machine learning has manifested injustice in several areas, such as medicine, hiring, and criminal justice. In response, computer scientists have developed myriad definitions of fairness to correct this bias in fielded algorithms. While some definitions are based on established legal and ethical norms, others are largely mathematical. It is unclear whether the general public agrees with these fairness definitions, and perhaps more importantly, whether they understand these definitions. We take initial steps toward bridging this gap between ML researchers and the public, by addressing the question: does a lay audience understand a basic definition of ML fairness? We develop a metric to measure comprehension of three such definitions--demographic parity, equal opportunity, and equalized odds. We evaluate this metric using an online survey, and investigate the relationship between comprehension and sentiment, demographics, and the definition itself.",2019,47,31,1,False,Computer Science,6972492,Debjani Saha,29326342.0,Candice Schumann,Psychology,,9561277.0,Duncan C. McElfresh,1718974.0,John P. Dickerson,37176218.0,Michelle L. Mazurek,2877185.0,M. Tschantz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a065f40bac876a41ffc66577efaf8c935a0944e9,https://www.semanticscholar.org/paper/a065f40bac876a41ffc66577efaf8c935a0944e9,Modeling electronic quantum transport with machine learning,"We present a machine learning approach to solve electronic quantum transport equations of one-dimensional nanostructures. The transmission coefficients of disordered systems were computed to provide training and test data sets to the machine. The system's representation encodes energetic as well as geometrical information to characterize similarities between disordered configurations, while the Euclidean norm is used as a measure of similarity. Errors for out-of-sample predictions systematically decrease with training set size, enabling the accurate and fast prediction of new transmission coefficients. The remarkable performance of our model to capture the complexity of interference phenomena lends further support to its viability in dealing with transport problems of undulatory nature.",2014,27,52,0,True,Physics,1398945311,A. Lopez-Bezanilla,11615881.0,O. A. V. Lilienfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12e643fb3b4f5ed99c22af2e04b152f2b3296ad9,https://www.semanticscholar.org/paper/12e643fb3b4f5ed99c22af2e04b152f2b3296ad9,"Regularization, Optimization, Kernels, and Support Vector Machines","Regularization, Optimization, Kernels, and Support Vector Machines offers a snapshot of the current state of the art of large-scale machine learning, providing a single multidisciplinary source for the latest research and advances in regularization, sparsity, compressed sensing, convex and large-scale optimization, kernel methods, and support vector machines. Consisting of 21 chapters authored by leading researchers in machine learning, this comprehensive reference: Covers the relationship between support vector machines (SVMs) and the Lasso Discusses multi-layer SVMs Explores nonparametric feature selection, basis pursuit methods, and robust compressive sensing Describes graph-based regularization methods for single- and multi-task learning Considers regularized methods for dictionary learning and portfolio selection Addresses non-negative matrix factorization Examines low-rank matrix and tensor-based models Presents advanced kernel methods for batch and online machine learning, system identification, domain adaptation, and image processing Tackles large-scale algorithms including conditional gradient methods, (non-convex) proximal techniques, and stochastic gradient descent Regularization, Optimization, Kernels, and Support Vector Machines is ideal for researchers in machine learning, pattern recognition, data mining, signal processing, statistical learning, and related areas.",2014,0,40,0,False,Computer Science,1744439,J. Suykens,2555636.0,M. Signoretto,,,50033175.0,Andreas Argyriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e6c03c3a971ca0d17f21bd094beaca51b514676,https://www.semanticscholar.org/paper/6e6c03c3a971ca0d17f21bd094beaca51b514676,Identifying Ethical Considerations for Machine Learning Healthcare Applications,"Abstract Along with potential benefits to healthcare delivery, machine learning healthcare applications (ML-HCAs) raise a number of ethical concerns. Ethical evaluations of ML-HCAs will need to structure the overall problem of evaluating these technologies, especially for a diverse group of stakeholders. This paper outlines a systematic approach to identifying ML-HCA ethical concerns, starting with a conceptual model of the pipeline of the conception, development, implementation of ML-HCAs, and the parallel pipeline of evaluation and oversight tasks at each stage. Over this model, we layer key questions that raise value-based issues, along with ethical considerations identified in large part by a literature review, but also identifying some ethical considerations that have yet to receive attention. This pipeline model framework will be useful for systematic ethical appraisals of ML-HCA from development through implementation, and for interdisciplinary collaboration of diverse stakeholders that will be required to understand and subsequently manage the ethical implications of ML-HCAs.",2020,63,88,6,True,Medicine,16015502,D. Char,143650563.0,M. Abràmoff,Computer Science,,5993799.0,C. Feudtner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c40e6439fd283cf960cb9a753a018adc7ab0ad5,https://www.semanticscholar.org/paper/2c40e6439fd283cf960cb9a753a018adc7ab0ad5,Data Mining and Statistics for Decision Making,"Data mining is the process of automatically searching large volumes of data for models and patterns using computational techniques from statistics, machine learning and information theory; it is the ideal tool for such an extraction of knowledge. Data mining is usually associated with a business or an organization's need to identify trends and profiles, allowing, for example, retailers to discover patterns on which to base marketing objectives. This book looks at both classical and recent techniques of data mining, such as clustering, discriminant analysis, logistic regression, generalized linear models, regularized regression, PLS regression, decision trees, neural networks, support vector machines, Vapnik theory, naive Bayesian classifier, ensemble learning and detection of association rules. They are discussed along with illustrative examples throughout the book to explain the theory of these methods, as well as their strengths and limitations. Key Features: * Presents a comprehensive introduction to all techniques used in data mining and statistical learning, from classical to latest techniques. * Starts from basic principles up to advanced concepts. * Includes many step-by-step examples with the main software (R, SAS, IBM SPSS) as well as a thorough discussion and comparison of those software. * Gives practical tips for data mining implementation to solve real world problems. * Looks at a range of tools and applications, such as association rules, web mining and text mining, with a special focus on credit scoring. * Supported by an accompanying website hosting datasets and user analysis. Statisticians and business intelligence analysts, students as well as computer science, biology, marketing and financial risk professionals in both commercial and government organizations across all business and industry sectors will benefit from this book.",2011,0,324,28,False,Computer Science,69329748,Stphane Tuffry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47a148e508c43db0c1faeb7513f9ae07eee3f4d2,https://www.semanticscholar.org/paper/47a148e508c43db0c1faeb7513f9ae07eee3f4d2,Machine Learning and Psychological Research: The Unexplored Effect of Measurement,"Machine learning (i.e., data mining, artificial intelligence, big data) has been increasingly applied in psychological science. Although some areas of research have benefited tremendously from a new set of statistical tools, most often in the use of biological or genetic variables, the hype has not been substantiated in more traditional areas of research. We argue that this phenomenon results from measurement errors that prevent machine-learning algorithms from accurately modeling nonlinear relationships, if indeed they exist. This shortcoming is showcased across a set of simulated examples, demonstrating that model selection between a machine-learning algorithm and regression depends on the measurement quality, regardless of sample size. We conclude with a set of recommendations and a discussion of ways to better integrate machine learning with statistics as traditionally practiced in psychological science.",2020,42,43,0,True,Computer Science,8490482,R. Jacobucci,5163661.0,K. Grimm,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1cf6f349581c1a029134e63fff3aeadfb0a58def,https://www.semanticscholar.org/paper/1cf6f349581c1a029134e63fff3aeadfb0a58def,Chinese News Text Classification Based on Machine Learning Algorithm,"Text classification is the key technology for mining and organizing text information, which is the process of determining the text types automatically according to the content. Based on machine learning algorithm, text classification system includes four processes, namely text pretreatment, text representation, classifier training and classification. In this paper, a Chinese news text classification system model is designed. And in the classifier training part, we separately chose and compared K-nearest Neighbor, Naive Bayes, and Support Vector Machine as our classification algorithm. Then, we tested and analyzed these classifiers with each other and finally got a conclusion. The experimental conclusion shows that the Chinese news text classification system can get satisfied results based on the machine learning algorithm.",2018,12,30,3,False,Computer Science,2051291966,Fang Miao,2110106540.0,Pu Zhang,,,1937960.0,Libiao Jin,47987674.0,Hongda Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19a2435a002787c7b20b8e5f20371e72fb8e7b9e,https://www.semanticscholar.org/paper/19a2435a002787c7b20b8e5f20371e72fb8e7b9e,A human-machine adversarial scoring framework for urban perception assessment using street-view images,"ABSTRACT Though global-coverage urban perception datasets have been recently created using machine learning, their efficacy in accurately assessing local urban perceptions for other countries and regions remains a problem. Here we describe a human-machine adversarial scoring framework using a methodology that incorporates deep learning and iterative feedback with recommendation scores, which allows for the rapid and cost-effective assessment of the local urban perceptions for Chinese cities. Using the state-of-the-art Fully Convolutional Network (FCN) and Random Forest (RF) algorithms, the proposed method provides perception estimations with errors less than 10%. The driving factor analysis from both the visual and urban functional aspects demonstrated its feasibility in facilitating local urban perception derivations. With high-throughput and high-accuracy scorings, the proposed human-machine adversarial framework offers an affordable and rapid solution for urban planners and researchers to conduct local urban perception assessments.",2019,75,90,2,False,Computer Science,144224933,Yao Yao,8877817.0,Zhaotang Liang,,,48803762.0,Zehao Yuan,29320040.0,Penghua Liu,1388295337.0,Yongpan Bie,2107990337.0,Jinbao Zhang,50818758.0,Ruoyu Wang,2115721018.0,Jiale Wang,35796399.0,Qingfeng Guan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082c40cc5ae05cce412b6614991af383d6e249c7,https://www.semanticscholar.org/paper/082c40cc5ae05cce412b6614991af383d6e249c7,Machine Learning the Cryptocurrency Market,"Machine learning and AI-assisted trading have attracted growing interest for the past few years. Here, we use this approach to test the hypothesis that the inefficiency of the cryptocurrency market can be exploited to generate abnormal profits. We analyse daily data for $1,681$ cryptocurrencies for the period between Nov. 2015 and Apr. 2018. We show that simple trading strategies assisted by state-of-the-art machine learning algorithms outperform standard benchmarks. Our results show that non-trivial, but ultimately simple, algorithmic mechanisms can help anticipate the short-term evolution of the cryptocurrency market.",2018,57,38,2,True,Computer Science,2818774,Laura Alessandretti,70058324.0,Abeer ElBahrawy,,,2905635.0,L. Aiello,2836702.0,A. Baronchelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dd7ce12d1902abcea7a929321482385f8639fee,https://www.semanticscholar.org/paper/9dd7ce12d1902abcea7a929321482385f8639fee,An Enhanced Novel Dynamic Data Processing (ENDDP) Algorithm for Predicting Heart Disease in Machine Learning,"Machine learning (ML) is a rapidly developing field in today's world. Use machine learning to extract data from a wide variety of sources. ML can solve various problems based on complex data sets. The prediction of heart disease is the most complex task in the medical field. It cannot be observed with the naked eye, it can appear immediately anywhere, anytime. Many ML algorithms are more capable of handling various algorithms. Due to complexity, the processing of massive data sets is more complicated. By improving these systems, the quality of medical diagnosis decisions can be improved. They can find patterns hidden in large amounts of data that will avoid the use of traditional statistical methods for analysis. In this article, An Enhanced New Dynamic Data Processing (ENDDP) Algorithm is developed to predict the early stages of heart disease. The results prove the performance of the proposed system.",2021,0,104,1,False,,120440785,J. Rao,153132732.0,R. Prasad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
