paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,fieldsOfStudy/2,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,fieldsOfStudy/3,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name
cfea40bf4e4131aab2727e3aaedcf02c1dd594ac,https://www.semanticscholar.org/paper/cfea40bf4e4131aab2727e3aaedcf02c1dd594ac,Bidirectional Extreme Learning Machine for Regression Problem and Its Learning Effectiveness,"It is clear that the learning effectiveness and learning speed of neural networks are in general far slower than required, which has been a major bottleneck for many applications. Recently, a simple and efficient learning method, referred to as extreme learning machine (ELM), was proposed by Huang , which has shown that, compared to some conventional methods, the training time of neural networks can be reduced by a thousand times. However, one of the open problems in ELM research is whether the number of hidden nodes can be further reduced without affecting learning effectiveness. This brief proposes a new learning algorithm, called bidirectional extreme learning machine (B-ELM), in which some hidden nodes are not randomly selected. In theory, this algorithm tends to reduce network output error to 0 at an extremely early learning stage. Furthermore, we find a relationship between the network output error and the network output weights in the proposed B-ELM. Simulation results demonstrate that the proposed method can be tens to hundreds of times faster than other incremental ELM algorithms.",2012,14,162,6,False,Computer Science,Medicine,2108776795,Yimin Yang,2119048509.0,Yaonan Wang,2474758.0,Xiaofang Yuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9862146f11fb22df97231b3cccf0e95e8fc2749,https://www.semanticscholar.org/paper/e9862146f11fb22df97231b3cccf0e95e8fc2749,Tutelage and socially guided robot learning,"We view the problem of machine learning as a collaboration between the human and the machine. Inspired by human-style tutelage, we situate the learning problem within a dialog in which social interaction structures the learning experience, providing instruction, directing attention, and controlling the complexity of the task. We present a learning mechanism, implemented on a humanoid robot, to demonstrate that a collaborative dialog framework allows a robot to efficiently learn a task from a human, generalize this ability to a new task configuration, and show commitment to the overall goal of the learned task. We also compare this approach to traditional machine learning approaches.",2004,37,168,12,False,Computer Science,,1682788,A. Thomaz,1711777.0,C. Breazeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a4a50f6155e8cb7ee95772194f696a4a1aff0b4,https://www.semanticscholar.org/paper/5a4a50f6155e8cb7ee95772194f696a4a1aff0b4,Towards quantum machine learning with tensor networks,"Machine learning is a promising application of quantum computing, but challenges remain for implementation today because near-term devices have a limited number of physical qubits and high error rates. Motivated by the usefulness of tensor networks for machine learning in the classical context, we propose quantum computing approaches to both discriminative and generative learning, with circuits based on tree and matrix product state tensor networks, that could already have benefits with such near-term devices. The result is a unified framework in which classical and quantum computing can benefit from the same theoretical and algorithmic developments, and the same model can be trained classically then transferred to the quantum setting for additional optimization. Tensor network circuits can also provide qubit-efficient schemes in which, depending on the architecture, the number of physical qubits required scales only logarithmically with, or independently of the input or output data sizes. We demonstrate our proposals with numerical experiments, training a discriminative model to perform handwriting recognition using a hybrid quantum-classical optimization procedure that could be carried out on quantum hardware today, and testing the noise resilience of the trained model.",2018,72,189,13,True,Physics,Computer Science,145287043,W. Huggins,2414098.0,P. Patil,144694999.0,B. Mitchell,52089889.0,K. B. Whaley,3407994.0,E. Stoudenmire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032773345c73957f87178fd5d0556870299c4e1,https://www.semanticscholar.org/paper/6032773345c73957f87178fd5d0556870299c4e1,Learning Deep Boltzmann Machines using Adaptive MCMC,"When modeling high-dimensional richly structured data, it is often the case that the distribution defined by the Deep Boltzmann Machine (DBM) has a rough energy landscape with many local minima separated by high energy barriers. The commonly used Gibbs sampler tends to get trapped in one local mode, which often results in unstable learning dynamics and leads to poor parameter estimates. In this paper, we concentrate on learning DBM's using adaptive MCMC algorithms. We first show a close connection between Fast PCD and adaptive MCMC. We then develop a Coupled Adaptive Simulated Tempering algorithm that can be used to better explore a highly multimodal energy landscape. Finally, we demonstrate that the proposed algorithm considerably improves parameter estimates, particularly when learning large-scale DBM's.",2010,20,87,7,False,Computer Science,,145124475,R. Salakhutdinov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8fadb33a38f1096f84f64bd66345717a5bc3241,https://www.semanticscholar.org/paper/a8fadb33a38f1096f84f64bd66345717a5bc3241,Machine Learning Made Easy: A Review of Scikit-learn Package in Python Programming Language,"Machine learning is a popular topic in data analysis and modeling. Many different machine learning algorithms have been developed and implemented in a variety of programming languages over the past 20 years. In this article, we first provide an overview of machine learning and clarify its difference from statistical inference. Then, we review Scikit-learn, a machine learning package in the Python programming language that is widely used in data science. The Scikit-learn package includes implementations of a comprehensive list of machine learning methods under unified data and modeling procedure conventions, making it a convenient toolkit for educational and behavior statisticians.",2019,0,101,6,False,Computer Science,,3433417,J. Hao,1795578.0,T. Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36d442f59c61ea2912d227c24dee76778c546b0a,https://www.semanticscholar.org/paper/36d442f59c61ea2912d227c24dee76778c546b0a,"Graph Signal Processing: Overview, Challenges, and Applications","Research in graph signal processing (GSP) aims to develop tools for processing data defined on irregular graph domains. In this paper, we first provide an overview of core ideas in GSP and their connection to conventional digital signal processing, along with a brief historical perspective to highlight how concepts recently developed in GSP build on top of prior research in other areas. We then summarize recent advances in developing basic GSP tools, including methods for sampling, filtering, or graph learning. Next, we review progress in several application areas using GSP, including processing and analysis of sensor network data, biological data, and applications to image processing and machine learning.",2017,221,908,108,True,Engineering,Computer Science,145029825,Antonio Ortega,1703189.0,P. Frossard,2442915.0,J. Kovacevic,51283515.0,J. Moura,1697397.0,P. Vandergheynst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c46b08850b9c458704a3ca69172e6a0d40a6cb7f,https://www.semanticscholar.org/paper/c46b08850b9c458704a3ca69172e6a0d40a6cb7f,Online Tracking by Learning Discriminative Saliency Map with Convolutional Neural Network,"We propose an online visual tracking algorithm by learning discriminative saliency map using Convolutional Neural Network (CNN). Given a CNN pre-trained on a large-scale image repository in offline, our algorithm takes outputs from hidden layers of the network as feature descriptors since they show excellent representation performance in various general visual recognition problems. The features are used to learn discriminative target appearance models using an online Support Vector Machine (SVM). In addition, we construct target-specific saliency map by backprojecting CNN features with guidance of the SVM, and obtain the final tracking result in each frame based on the appearance model generatively constructed with the saliency map. Since the saliency map reveals spatial configuration of target effectively, it improves target localization accuracy and enables us to achieve pixel-level target segmentation. We verify the effectiveness of our tracking algorithm through extensive experiment on a challenging benchmark, where our method illustrates outstanding performance compared to the state-of-the-art tracking algorithms.",2015,50,742,83,False,Computer Science,,2241528,Seunghoon Hong,2205770.0,Tackgeun You,2483916.0,Suha Kwak,40030651.0,Bohyung Han,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778ac8db117bdd831e3776b78de7b7d1b98de3a,https://www.semanticscholar.org/paper/4778ac8db117bdd831e3776b78de7b7d1b98de3a,"Unsupervised Machine Learning for Networking: Techniques, Applications and Research Challenges","While machine learning and artificial intelligence have long been applied in networking research, the bulk of such works has focused on supervised learning. Recently, there has been a rising trend of employing unsupervised machine learning using unstructured raw network data to improve network performance and provide services, such as traffic engineering, anomaly detection, Internet traffic classification, and quality of service optimization. The growing interest in applying unsupervised learning techniques in networking stems from their great success in other fields, such as computer vision, natural language processing, speech recognition, and optimal control (e.g., for developing autonomous self-driving cars). In addition, unsupervised learning can unconstrain us from the need for labeled data and manual handcrafted feature engineering, thereby facilitating flexible, general, and automated methods of machine learning. The focus of this survey paper is to provide an overview of applications of unsupervised learning in the domain of networking. We provide a comprehensive survey highlighting recent advancements in unsupervised learning techniques, and describe their applications in various learning tasks, in the context of networking. We also provide a discussion on future directions and open research issues, while identifying potential pitfalls. While a few survey papers focusing on applications of machine learning in networking have previously been published, a survey of similar scope and breadth is missing in the literature. Through this timely review, we aim to advance the current state of knowledge, by carefully synthesizing insights from previous survey papers, while providing contemporary coverage of the recent advances and innovations.",2017,335,149,5,True,Computer Science,,145474282,M. Usama,1734917.0,Junaid Qadir,10195630.0,Aunn Raza,1413069513.0,Hunain Arif,34896884.0,K. Yau,2067322996.0,Y. Elkhatib,145125161.0,A. Hussain,,1404786833.0,A. Al-Fuqaha,,,,,,,,,,,,,,,,,,,,,,,,,
b2e0b79e6f180af2e0e559f2b1faba66b2bd578a,https://www.semanticscholar.org/paper/b2e0b79e6f180af2e0e559f2b1faba66b2bd578a,Accelerating the Machine Learning Lifecycle with MLflow,"Machine learning development creates multiple new challenges that are not present in a traditional software development lifecycle. These include keeping track of the myriad inputs to an ML application (e.g., data versions, code and tuning parameters), reproducing results, and production deployment. In this paper, we summarize these challenges from our experience with Databricks customers, and describe MLflow, an open source platform we recently launched to streamline the machine learning lifecycle. MLflow covers three key challenges: experimentation, reproducibility, and model deployment, using generic APIs that work with any ML library, algorithm and programming language. The project has a rapidly growing open source community, with over 50 contributors since its launch in June 2018.",2018,12,179,23,False,Computer Science,,143834867,M. Zaharia,2111074632.0,A. Chen,39885771.0,A. Davidson,38565890.0,A. Ghodsi,3352005.0,S. Hong,2371549.0,A. Konwinski,88307932.0,Siddharth Murching,,2766877.0,Tomas Nykodym,1873118.0,Paul Ogilvie,87380811.0,Mani Parkhe,2054585376.0,Fen Xie,52145600.0,Corey Zumar,,,,,,,,,,,,,,,,,
cbac8b0d82ea8e9251d5530695841d816cb196b9,https://www.semanticscholar.org/paper/cbac8b0d82ea8e9251d5530695841d816cb196b9,Pingouin: statistics in Python,"Python is currently the fastest growing programming language in the world, thanks to its ease-of-use, fast learning curve and its numerous high quality packages for data science and machine-learning. Surprisingly however, Python is far behind the R programming language when it comes to general statistics and for this reason many scientists still rely heavily on R to perform their statistical analyses.",2018,5,426,60,True,Computer Science,,2095214091,Raphael Vallat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3adcfd254b271bcc2fb7e2a62d750db17e6c2c08,https://www.semanticscholar.org/paper/3adcfd254b271bcc2fb7e2a62d750db17e6c2c08,A brief introduction to weakly supervised learning,"Supervised learning techniques construct predictive models by learning from a large number of training examples, where each training example has a label indicating its ground-truth output. Though current techniques have achieved great success, it is noteworthy that in many tasks it is difficult to get strong supervision information like fully ground-truth labels due to the high cost of the data-labeling process. Thus, it is desirable for machine-learning techniques to work with weak supervision. This article reviews some research progress of weakly supervised learning, focusing on three typical types of weak supervision: incomplete supervision, where only a subset of training data is given with labels; inexact supervision, where the training data are given with only coarse-grained labels; and inaccurate supervision, where the given labels are not always ground-truth.",2018,104,890,27,False,Computer Science,,145624000,Zhi-Hua Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ebe893e426d1f4c0e1cc2059ea87cf9bceeb4a1,https://www.semanticscholar.org/paper/9ebe893e426d1f4c0e1cc2059ea87cf9bceeb4a1,Syntactic Methods in Pattern Recognition,"This book is an integrated sequence of papers Professor Michie has published, for a general audience, over the last decade or so. It contains the following: Introduction Trial and Error (Science Survey, 1961) Puzzle-learning versus Game-learning (The Scientist Speculates, 1962) Game-playing Automata (Advances in Programming and Non-Numerical Computation, 1966) Machines that Play and Plan (Science Journal, 1968) Computer servant or master (Theoria to Theory, 1968) Integrated Cognitive Systems (Nature, 1970) Tokyo-Edinburgh Dialogue (The Computer Journal, 1971) Artificial Intelligence (New Society, 1971) On not seeing things (Experimental Programming Report, 1971) Programmer's Gambit (New Scientist, 1972) Machine Intelligence at Edinburgh (Management Informatics, 1973) Theory of Intelligence (Nature, 1973) Memory Mechanisms and Learning (Simple Nervous Systems, 1974) Knowledge Engineering (Kybernetics, 1973) Maching Intelligence as Technology (Proceedings of the Conference on Shop Floor Automation, 1973) 7. The Structure of Belief Systems -Robert P. Abelson",1974,57,504,11,False,Computer Science,,97306284,K. Fu,2545803.0,M. Aizerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7178bf9576ea3c8094953cbad5cfa950502a3dc0,https://www.semanticscholar.org/paper/7178bf9576ea3c8094953cbad5cfa950502a3dc0,Adversarial Machine Learning,"Abstract The increasing abundance of large high-quality datasets, combined with significant technical advances over the last several decades have made machine learning into a major tool employed ac...",2018,84,41,1,True,Computer Science,,1699600,Yevgeniy Vorobeychik,1741044.0,Murat Kantarcioglu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6139e7f568f0cbd8bcfc7dfd5885dec474270d6,https://www.semanticscholar.org/paper/b6139e7f568f0cbd8bcfc7dfd5885dec474270d6,Distributed learning in wireless sensor networks,"This paper discusses nonparametric distributed learning. After reviewing the classical learning model and highlighting the success of machine learning in centralized settings, the challenges that wireless sensor networks (WSN) pose for distributed learning are discussed, and research aimed at addressing these challenges is surveyed.",2005,131,293,10,True,Computer Science,Mathematics,2498294,J. Predd,1697413.0,S. Kulkarni,145967056.0,H. Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f1024a28c977c9555b77ef2b7c8cada2ae3b36b,https://www.semanticscholar.org/paper/5f1024a28c977c9555b77ef2b7c8cada2ae3b36b,Machine Learning: Hands-On for Developers and Technical Professionals,"Dig deep into the data with a hands-on guide to machine learning Machine Learning: Hands-On for Developers and Technical Professionals provides hands-on instruction and fully-coded working examples for the most common machine learning techniques used by developers and technical professionals. The book contains a breakdown of each ML variant, explaining how it works and how it is used within certain industries, allowing readers to incorporate the presented techniques into their own work as they follow along. A core tenant of machine learning is a strong focus on data preparation, and a full exploration of the various types of learning algorithms illustrates how the proper tools can help any developer extract information and insights from existing data. The book includes a full complement of Instructor's Materials to facilitate use in the classroom, making this resource useful for students and as a professional reference.",2014,0,128,14,False,Computer Science,,51011457,J. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43054544c4ff2e25513de8b1a655593b8ff89338,https://www.semanticscholar.org/paper/43054544c4ff2e25513de8b1a655593b8ff89338,Deep Learning for Classical Japanese Literature,"Much of machine learning research focuses on producing models which perform well on benchmark tasks, in turn improving our understanding of the challenges associated with those tasks. From the perspective of ML researchers, the content of the task itself is largely irrelevant, and thus there have increasingly been calls for benchmark tasks to more heavily focus on problems which are of social or cultural relevance. In this work, we introduce Kuzushiji-MNIST, a dataset which focuses on Kuzushiji (cursive Japanese), as well as two larger, more challenging datasets, Kuzushiji-49 and Kuzushiji-Kanji. Through these datasets, we wish to engage the machine learning community into the world of classical Japanese literature. Dataset available at this https URL",2018,30,411,93,False,Computer Science,Mathematics,52214414,Tarin Clanuwat,1387990552.0,Mikel Bober-Irizar,1730368.0,A. Kitamoto,49071560.0,Alex Lamb,50032855.0,Kazuaki Yamamoto,1389041357.0,David Ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168b7d0ab57a331a228ce21ffd1becbb93066f79,https://www.semanticscholar.org/paper/168b7d0ab57a331a228ce21ffd1becbb93066f79,Neural Optimizer Search with Reinforcement Learning,"We present an approach to automate the process of discovering optimization methods, with a focus on deep learning architectures. We train a Recurrent Neural Network controller to generate a string in a domain specific language that describes a mathematical update equation based on a list of primitive functions, such as the gradient, running average of the gradient, etc. The controller is trained with Reinforcement Learning to maximize the performance of a model after a few epochs. On CIFAR-10, our method discovers several update rules that are better than many commonly used optimizers, such as Adam, RMSProp, or SGD with and without Momentum on a ConvNet model. We introduce two new optimizers, named PowerSign and AddSign, which we show transfer well and improve training on a variety of different tasks and architectures, including ImageNet classification and Google's neural machine translation system.",2017,49,300,32,False,Computer Science,Mathematics,4689792,Irwan Bello,2368067.0,Barret Zoph,2053781980.0,Vijay Vasudevan,2827616.0,Quoc V. Le,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5aaa65fbe2abe27afb237b2f40909d686b14b1ee,https://www.semanticscholar.org/paper/5aaa65fbe2abe27afb237b2f40909d686b14b1ee,"Asymptotically Exact, Embarrassingly Parallel MCMC","Communication costs, resulting from synchronization requirements during learning, can greatly slow down many parallel machine learning algorithms. In this paper, we present a parallel Markov chain Monte Carlo (MCMC) algorithm in which subsets of data are processed independently, with very little communication. First, we arbitrarily partition data onto multiple machines. Then, on each machine, any classical MCMC method (e.g., Gibbs sampling) may be used to draw samples from a posterior distribution given the data subset. Finally, the samples from each machine are combined to form samples from the full posterior. This embarrassingly parallel algorithm allows each machine to act independently on a subset of the data (without communication) until the final combination stage. We prove that our algorithm generates asymptotically exact samples and empirically demonstrate its ability to parallelize burn-in and sampling in several models.",2013,27,286,42,False,Computer Science,Mathematics,2934259,W. Neiswanger,2108881999.0,Chong Wang,143977260.0,E. Xing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22a65f6975c98644f9a2601f731e9b2b7e15a216,https://www.semanticscholar.org/paper/22a65f6975c98644f9a2601f731e9b2b7e15a216,A Primer on PAC-Bayesian Learning,"Generalised Bayesian learning algorithms are increasingly popular in machine learning, due to their PAC generalisation properties and flexibility. The present paper aims at providing a self-contained survey on the resulting PAC-Bayes framework and some of its main theoretical and algorithmic developments.",2019,106,131,10,False,Mathematics,Computer Science,3383281,Benjamin Guedj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31357323cf2e99d33c0441bf3b5d0eeaccb9a59b,https://www.semanticscholar.org/paper/31357323cf2e99d33c0441bf3b5d0eeaccb9a59b,A Hybrid Intelligent System Framework for the Prediction of Heart Disease Using Machine Learning Algorithms,"Heart disease is one of the most critical human diseases in the world and affects human life very badly. In heart disease, the heart is unable to push the required amount of blood to other parts of the body. Accurate and on time diagnosis of heart disease is important for heart failure prevention and treatment. The diagnosis of heart disease through traditional medical history has been considered as not reliable in many aspects. To classify the healthy people and people with heart disease, noninvasive-based methods such as machine learning are reliable and efficient. In the proposed study, we developed a machine-learning-based diagnosis system for heart disease prediction by using heart disease dataset. We used seven popular machine learning algorithms, three feature selection algorithms, the cross-validation method, and seven classifiers performance evaluation metrics such as classification accuracy, specificity, sensitivity, Matthews’ correlation coefficient, and execution time. The proposed system can easily identify and classify people with heart disease from healthy people. Additionally, receiver optimistic curves and area under the curves for each classifier was computed. We have discussed all of the classifiers, feature selection algorithms, preprocessing methods, validation method, and classifiers performance evaluation metrics used in this paper. The performance of the proposed system has been validated on full features and on a reduced set of features. The features reduction has an impact on classifiers performance in terms of accuracy and execution time of classifiers. The proposed machine-learning-based decision support system will assist the doctors to diagnosis heart patients efficiently.",2018,50,243,11,True,Computer Science,,23729239,A. Haq,2109027908.0,Jianping Li,2578437.0,Muhammad Hammad Memon,3195938.0,S. Nazir,123195371.0,Ruinan Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcc9a75d0cd12cfce81fcd22b22867f76b258e0c,https://www.semanticscholar.org/paper/fcc9a75d0cd12cfce81fcd22b22867f76b258e0c,DiSCO: Distributed Optimization for Self-Concordant Empirical Loss,"We propose a new distributed algorithm for empirical risk minimization in machine learning. The algorithm is based on an inexact damped Newton method, where the inexact Newton steps are computed by a distributed preconditioned conjugate gradient method. We analyze its iteration complexity and communication efficiency for minimizing self-concordant empirical loss functions, and discuss the results for distributed ridge regression, logistic regression and binary classification with a smoothed hinge loss. In a standard setting for supervised learning, where the n data points are i.i.d. sampled and when the regularization parameter scales as 1/√n show that the proposed algorithm is communication efficient: the required round of communication does not increase with the sample size n, and only grows slowly with the number of machines.",2015,27,185,34,False,Mathematics,Computer Science,2108471978,Yuchen Zhang,143724437.0,Xiao Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0c882bcae6531fa13e75bcc5c297b9985f207f7,https://www.semanticscholar.org/paper/d0c882bcae6531fa13e75bcc5c297b9985f207f7,Web mining research: a survey,"With the huge amount of information available online, the World Wide Web is a fertile area for data mining research. The Web mining research is at the cross road of research from several research communities, such as database, information retrieval, and within AI, especially the sub-areas of machine learning and natural language processing. However, there is a lot of confusions when comparing research efforts from different point of views. In this paper, we survey the research in the area of Web mining, point out some confusions regarded the usage of the term Web mining and suggest three Web mining categories. Then we situate some of the research with respect to these three categories. We also explore the connection between the Web mining categories and the related agent paradigm. For the survey, we focus on representation issues, on the process, on the learning algorithm, and on the application of the recent works as the criteria. We conclude the paper with some research issues.",2000,133,1872,88,True,Computer Science,,2937911,R. Kosala,1755851.0,H. Blockeel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b5c2601b63607d557daa98fdff8899068c2377e,https://www.semanticscholar.org/paper/8b5c2601b63607d557daa98fdff8899068c2377e,Comparison of machine learning and traditional classifiers in glaucoma diagnosis,"Glaucoma is a progressive optic neuropathy with characteristic structural changes in the optic nerve head reflected in the visual field. The visual-field sensitivity test is commonly used in a clinical setting to evaluate glaucoma. Standard automated perimetry (SAP) is a common computerized visual-field test whose output is amenable to machine learning. We compared the performance of a number of machine learning algorithms with STATPAC indexes mean deviation, pattern standard deviation, and corrected pattern standard deviation. The machine learning algorithms studied included multilayer perceptron (MLP), support vector machine (SVM), and linear (LDA) and quadratic discriminant analysis (QDA), Parzen window, mixture of Gaussian (MOG), and mixture of generalized Gaussian (MGG). MLP and SVM are classifiers that work directly on the decision boundary and fall under the discriminative paradigm. Generative classifiers, which first model the data probability density and then perform classification via Bayes' rule, usually give deeper insight into the structure of the data space. We have applied MOG, MGG, LDA, QDA, and Parzen window to the classification of glaucoma from SAP. Performance of the various classifiers was compared by the areas under their receiver operating characteristic curves and by sensitivities (true-positive rates) at chosen specificities (true-negative rates). The machine-learning-type classifiers showed improved performance over the best indexes from STATPAC. Forward-selection and backward-elimination methodology further improved the classification rate and also has the potential to reduce testing time by diminishing the number of visual-field location measurements.",2002,99,188,5,False,Computer Science,Medicine,9261843,K. Chan,103917250.0,Te-Won Lee,2175412.0,P. Sample,32618175.0,M. Goldbaum,2418684.0,R. Weinreb,1714528.0,T. Sejnowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6965c8e2dcd6ecf2a5f3f9320de5fced37391e42,https://www.semanticscholar.org/paper/6965c8e2dcd6ecf2a5f3f9320de5fced37391e42,Classification and modeling with linguistic information granules - advanced approaches to linguistic data mining,Linguistic Information Granules.- Pattern Classification with Linguistic Rules.- Learning of Linguistic Rules.- Input Selection and Rule Selection.- Genetics-Based Machine Learning.- Multi-Objective Design of Linguistic Models.- Comparison of Linguistic Discretization with Interval Discretization.- Modeling with Linguistic Rules.- Design of Compact Linguistic Models.- Linguistic Rules with Consequent Real Numbers.- Handling of Linguistic Rules in Neural Networks.- Learning of Neural Networks from Linguistic Rules.- Linguistic Rule Extraction from Neural Networks.- Modeling of Fuzzy Input-Output Relations.,2004,0,418,19,False,Computer Science,,10022373,H. Ishibuchi,72328943.0,T. Nakashima,3128274.0,M. Nii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8c8619ea7d68e604e40b814b40c72888a755e95,https://www.semanticscholar.org/paper/f8c8619ea7d68e604e40b814b40c72888a755e95,Unsupervised Feature Learning and Deep Learning: A Review and New Perspectives,"The success of machine learning algorithms generally depends on data representation, and we hypothesize that this is because different representations can entangle and hide more or less the different explanatory factors of variation behind the data. Although domain knowledge can be used to help design representations, learning can also be used, and the quest for AI is motivating the design of more powerful representation-learning algorithms. This paper reviews recent work in the area of unsupervised feature learning and deep learning, covering advances in probabilistic models, manifold learning, and deep learning. This motivates longer-term unanswered questions about the appropriate objectives for learning good representations, for computing representations (i.e., inference), and the geometrical connections between representation learning, density estimation and manifold learning.",2012,209,501,33,False,Computer Science,,1751762,Yoshua Bengio,1760871.0,Aaron C. Courville,145467703.0,Pascal Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d517b13f2b152c913b81ce534a149493517dbdad,https://www.semanticscholar.org/paper/d517b13f2b152c913b81ce534a149493517dbdad,Big Data Deep Learning: Challenges and Perspectives,"Deep learning is currently an extremely active research area in machine learning and pattern recognition society. It has gained huge successes in a broad area of applications such as speech recognition, computer vision, and natural language processing. With the sheer size of data available today, big data brings big opportunities and transformative potential for various sectors; on the other hand, it also presents unprecedented challenges to harnessing data and information. As the data keeps getting bigger, deep learning is coming to play a key role in providing big data predictive analytics solutions. In this paper, we provide a brief overview of deep learning, and highlight current research efforts and the challenges to big data, as well as the future trends.",2014,110,867,30,False,Computer Science,,2145447101,Xue-wen Chen,39376164.0,Xiaotong Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012d9c71b9e6c312e3f1ec4cfb089622eceaf9d,https://www.semanticscholar.org/paper/8012d9c71b9e6c312e3f1ec4cfb089622eceaf9d,Transductive Support Vector Machines,"In contrast to learning a general prediction rule, V. Vapnik proposed the transductive learning setting where predictions are made only at a fixed number of known test points. This allows the learning algorithm to exploit the location of the test points, making it a particular type of semi-supervised learning problem. Transductive support vector machines (TSVMs) implement the idea of transductive learning by including test points in the computation of the margin. This chapter will provide some examples for why the margin on the test examples can provide useful prior information for learning, in particular for the problem of text classification. The resulting optimization problems, however, are difficult to solve. The chapter reviews exact and approximate optimization methods and discusses their properties. Finally, the chapter discusses connections to other related semi-supervised learning approaches like co-training and methods based on graph cuts, which can be seen as solving variants of the TSVM optimization problem.",2006,0,59,3,False,Computer Science,,1680188,T. Joachims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38d8230a7aeae6554497b253848ad5bf677e4fb3,https://www.semanticscholar.org/paper/38d8230a7aeae6554497b253848ad5bf677e4fb3,PennyLane: Automatic differentiation of hybrid quantum-classical computations,"PennyLane is a Python 3 software framework for optimization and machine learning of quantum and hybrid quantum-classical computations. The library provides a unified architecture for near-term quantum computing devices, supporting both qubit and continuous-variable paradigms. PennyLane's core feature is the ability to compute gradients of variational quantum circuits in a way that is compatible with classical techniques such as backpropagation. PennyLane thus extends the automatic differentiation algorithms common in optimization and machine learning to include quantum and hybrid computations. A plugin system makes the framework compatible with any gate-based quantum simulator or hardware. We provide plugins for Strawberry Fields, Rigetti Forest, Qiskit, Cirq, and ProjectQ, allowing PennyLane optimizations to be run on publicly accessible quantum devices provided by Rigetti and IBM Q. On the classical front, PennyLane interfaces with accelerated machine learning libraries such as TensorFlow, PyTorch, and autograd. PennyLane can be used for the optimization of variational quantum eigensolvers, quantum approximate optimization, quantum machine learning models, and many other applications.",2018,55,313,46,False,Physics,Computer Science,3201137,V. Bergholm,2070140.0,J. Izaac,3048564.0,M. Schuld,3348073.0,C. Gogolin,3399181.0,N. Killoran,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,
