paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,fieldsOfStudy/1,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,fieldsOfStudy/2,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,fieldsOfStudy/3
67a09f2a68726f676b05a6f15635c566218db373,https://www.semanticscholar.org/paper/67a09f2a68726f676b05a6f15635c566218db373,Mining e-mail content for author identification forensics,"We describe an investigation into e-mail content mining for author identification, or authorship attribution, for the purpose of forensic investigation. We focus our discussion on the ability to discriminate between authors for the case of both aggregated e-mail topics as well as across different e-mail topics. An extended set of e-mail document features including structural characteristics and linguistic patterns were derived and, together with a Support Vector Machine learning algorithm, were used for mining the e-mail content. Experiments using a number of e-mail documents generated by different authors on a set of topics gave promising results for both aggregated and multi-topic author categorisation.",2001,47,594,41,True,Computer Science,1790642,O. Vel,2082390228.0,Alison Anderson,3218002.0,M. Corney,3173519.0,G. Mohay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e82b1355a597bd5795c387beafb961b12de73331,https://www.semanticscholar.org/paper/e82b1355a597bd5795c387beafb961b12de73331,Indoor Place Recognition using Online Independent Support Vector Machines,"In the framework of indoor mobile robotics, place recognition is a challenging task, where it is crucial that self-localization be enforced precisely, notwithstanding the changing conditions of illumination, objects being shifted around and/or people affecting the appearance of the scene. In this scenario online learning seems the main way out, thanks to the possibility of adapting to changes in a smart and flexible way. Nevertheless, standard machine learning approaches usually suffer when confronted with massive amounts of data and when asked to work online. Online learning requires a high training and testing speed, all the more in place recognition, where a continuous flow of data comes from one or more cameras. In this paper we follow the Support Vector Machines-based approach of Pronobis et al., proposing an improvement that we call Online Independent Support Vector Machines. This technique exploits linear independence in the image feature space to incrementally keep the size of the learning machine remarkably small while retaining the accuracy of a standard machine. Since the training and testing time crucially depend on the size of the machine, this solves the above stated problems. Our experimental results prove the effectiveness of the approach.",2007,33,37,5,True,Computer Science,1721068,Francesco Orabona,1743399.0,Claudio Castellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cef206029e2a925e0754d23651ab228d5904d481,https://www.semanticscholar.org/paper/cef206029e2a925e0754d23651ab228d5904d481,A tutorial on -support vector machines,"We briefly describe the main ideas of statistical learning theory, support vector machines (SVMs), and kernel feature spaces. We place particular emphasis on a description of the so-called -SVM, in...",2005,38,125,0,False,Economics,1897534699,ChenPai-Hsuen,1643819532.0,LinChih-Jen,1643791277.0,SchölkopfBernhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487a65b5e4e1c0e2dc5e5de898891053d208017a,https://www.semanticscholar.org/paper/487a65b5e4e1c0e2dc5e5de898891053d208017a,Estimating Individualized Treatment Rules Using Outcome Weighted Learning,"There is increasing interest in discovering individualized treatment rules (ITRs) for patients who have heterogeneous responses to treatment. In particular, one aims to find an optimal ITR that is a deterministic function of patient-specific characteristics maximizing expected clinical outcome. In this article, we first show that estimating such an optimal treatment rule is equivalent to a classification problem where each subject is weighted proportional to his or her clinical outcome. We then propose an outcome weighted learning approach based on the support vector machine framework. We show that the resulting estimator of the treatment rule is consistent. We further obtain a finite sample bound for the difference between the expected outcome using the estimated ITR and that of the optimal treatment rule. The performance of the proposed approach is demonstrated via simulation studies and an analysis of chronic depression data.",2012,50,566,92,True,Medicine,88823233,Ying‐Qi Zhao,145810704.0,D. Zeng,2082382107.0,A. Rush,2560724.0,M. Kosorok,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2339cab222de05377f40858d549f53cfd34f804,https://www.semanticscholar.org/paper/f2339cab222de05377f40858d549f53cfd34f804,Machine learning in radiation oncology : theory and applications,Introduction: What is Machine Learning.- Computational Learning Theory.- Overview of Supervised Learning Methods.- Overview of Unsupervised Learning Methods.- Performance Evaluation.- Variety of Applications in Radiation Oncology.- Machine Learning for Quality Assurance: Quality Assurance as a Learning Problem.- Detection of Radiotherapy Errors Using Unsupervised Learning.- Prediction of Radiotherapy Errors Using Supervised Learning.- Machine Learning for Computer-Aided Detection: Detection of Cancer Lesions from Imaging.- Classification of Malignant and Benign Tumours.- Machine Learning for Treatment Planning and Delivery.- Image-guided Radiotherapy with Machine Learning: IMRT Optimization Using Machine Learning.- Treatment Assessment Tools.- Machine Learning for Motion Management: Prediction of Respiratory Motion.- Motion-Correction Using Learning Methods.- Machine Learning Application in 4D-CT.- Machine Learning Application in Dynamic Delivery.- Machine Learning for Outcomes Modeling: Bioinformatics of Treatment Response.- Modelling of Norma Tissue Complication Probabilities (NTCP).- Modelling of Tumour Control Probability (TCP).,2015,0,33,1,False,Computer Science,2571273,I. E. Naqa,1736607.0,Ruijiang Li,30436861.0,M. Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758311575a6385bb15d4f9af8c0e671cb98184b4,https://www.semanticscholar.org/paper/758311575a6385bb15d4f9af8c0e671cb98184b4,From Language to Goals: Inverse Reinforcement Learning for Vision-Based Instruction Following,"Reinforcement learning is a promising framework for solving control problems, but its use in practical situations is hampered by the fact that reward functions are often difficult to engineer. Specifying goals and tasks for autonomous machines, such as robots, is a significant challenge: conventionally, reward functions and goal states have been used to communicate objectives. But people can communicate objectives to each other simply by describing or demonstrating them. How can we build learning algorithms that will allow us to tell machines what we want them to do? In this work, we investigate the problem of grounding language commands as reward functions using inverse reinforcement learning, and argue that language-conditioned rewards are more transferable than language-conditioned policies to new environments. We propose language-conditioned reward learning (LC-RL), which grounds language commands as a reward function represented by a deep neural network. We demonstrate that our model learns rewards that transfer to novel tasks and environments on realistic, high-dimensional visual environments with natural language commands, whereas directly learning a language-conditioned policy leads to poor performance.",2019,29,81,3,False,Computer Science,2550764,Justin Fu,34786378.0,A. Balan,1736651.0,S. Levine,1687120.0,S. Guadarrama,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d5dcccf1ffba91437a2381c55796e49d6166c7e,https://www.semanticscholar.org/paper/1d5dcccf1ffba91437a2381c55796e49d6166c7e,Is Extreme Learning Machine Feasible? A Theoretical Assessment (Part I),"An extreme learning machine (ELM) is a feedforward neural network (FNN) like learning system whose connections with output neurons are adjustable, while the connections with and within hidden neurons are randomly fixed. Numerous applications have demonstrated the feasibility and high efficiency of ELM-like systems. It has, however, been open if this is true for any general applications. In this two-part paper, we conduct a comprehensive feasibility analysis of ELM. In Part I, we provide an answer to the question by theoretically justifying the following: 1) for some suitable activation functions, such as polynomials, Nadaraya-Watson and sigmoid functions, the ELM-like systems can attain the theoretical generalization bound of the FNNs with all connections adjusted, i.e., they do not degrade the generalization capability of the FNNs even when the connections with and within hidden neurons are randomly fixed; 2) the number of hidden neurons needed for an ELM-like system to achieve the theoretical bound can be estimated; and 3) whenever the activation function is taken as polynomial, the deduced hidden layer output matrix is of full column-rank, therefore the generalized inverse technique can be efficiently applied to yield the solution of an ELM-like system, and, furthermore, for the nonpolynomial case, the Tikhonov regularization can be applied to guarantee the weak regularity while not sacrificing the generalization capability. In Part II, however, we reveal a different aspect of the feasibility of ELM: there also exists some activation functions, which makes the corresponding ELM degrade the generalization capability. The obtained results underlie the feasibility and efficiency of ELM-like systems, and yield various generalizations and improvements of the systems as well.",2015,57,170,4,False,Mathematics,2110880625,Xia Liu,2432506.0,Shaobo Lin,2115378715.0,Jian Fang,98220533.0,Zongben Xu,Computer Science,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17f70b9d1fcf3b31948ffa578ac89399751fe73d,https://www.semanticscholar.org/paper/17f70b9d1fcf3b31948ffa578ac89399751fe73d,Petuum: A New Platform for Distributed Machine Learning on Big Data,"What is a systematic way to efficiently apply a wide spectrum of advanced ML programs to industrial scale problems, using Big Models (up to 100 s of billions of parameters) on Big Data (up to terabytes or petabytes)? Modern parallelization strategies employ fine-grained operations and scheduling beyond the classic bulk-synchronous processing paradigm popularized by MapReduce, or even specialized graph-based execution that relies on graph representations of ML programs. The variety of approaches tends to pull systems and algorithms design in different directions, and it remains difficult to find a universal platform applicable to a wide range of ML programs at scale. We propose a general-purpose framework, Petuum, that systematically addresses data- and model-parallel challenges in large-scale ML, by observing that many ML programs are fundamentally optimization-centric and admit error-tolerant, iterative-convergent algorithmic solutions. This presents unique opportunities for an integrative system design, such as bounded-error network synchronization and dynamic scheduling based on ML program structure. We demonstrate the efficacy of these system designs versus well-known implementations of modern ML algorithms, showing that Petuum allows ML programs to run in much less time and at considerably larger model sizes, even on modestly-sized compute clusters.",2013,74,468,48,True,Computer Science,143977260,E. Xing,1707357.0,Qirong Ho,143716171.0,Wei Dai,2152674455.0,Jin Kyu Kim,,1766143.0,Jinliang Wei,1739906504.0,Seunghak Lee,2496226.0,Xun Zheng,40526720.0,P. Xie,1776255.0,Abhimanu Kumar,,40508553.0,Yaoliang Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906692b7590a724f0ab3ae6831567efe69586c6,https://www.semanticscholar.org/paper/9906692b7590a724f0ab3ae6831567efe69586c6,Pixel-Based Machine Learning in Medical Imaging,"Machine learning (ML) plays an important role in the medical imaging field, including medical image analysis and computer-aided diagnosis, because objects such as lesions and organs may not be represented accurately by a simple equation; thus, medical pattern recognition essentially require “learning from examples.” One of the most popular uses of ML is classification of objects such as lesions into certain classes (e.g., abnormal or normal, or lesions or nonlesions) based on input features (e.g., contrast and circularity) obtained from segmented object candidates. Recently, pixel/voxel-based ML (PML) emerged in medical image processing/analysis, which use pixel/voxel values in images directly instead of features calculated from segmented objects as input information; thus, feature calculation or segmentation is not required. Because the PML can avoid errors caused by inaccurate feature calculation and segmentation which often occur for subtle or complex objects, the performance of the PML can potentially be higher for such objects than that of common classifiers (i.e., feature-based MLs). In this paper, PMLs are surveyed to make clear (a) classes of PMLs, (b) similarities and differences within (among) different PMLs and those between PMLs and feature-based MLs, (c) advantages and limitations of PMLs, and (d) their applications in medical imaging.",2012,119,82,3,True,Computer Science,2118855751,Kenji Suzuki,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43dd2df0a123fedb022d353892713cd2eec7a6b4,https://www.semanticscholar.org/paper/43dd2df0a123fedb022d353892713cd2eec7a6b4,Learning-based approach for online lane change intention prediction,"Predicting driver behavior is a key component for Advanced Driver Assistance Systems (ADAS). In this paper, a novel approach based on Support Vector Machine and Bayesian filtering is proposed for online lane change intention prediction. The approach uses the multiclass probabilistic outputs of the Support Vector Machine as an input to the Bayesian filter, and the output of the Bayesian filter is used for the final prediction of lane changes. A lane tracker integrated in a passenger vehicle is used for real-world data collection for the purpose of training and testing. Data from different drivers on different highways were used to evaluate the robustness of the approach. The results demonstrate that the proposed approach is able to predict driver intention to change lanes on average 1.3 seconds in advance, with a maximum prediction horizon of 3.29 seconds.",2013,25,271,12,True,Engineering,2107908359,Puneet Kumar,2009249.0,M. Perrollaz,3161482.0,S. Lefèvre,1727574.0,C. Laugier,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73b226ea356f14e6751f16871da2e357a7989990,https://www.semanticscholar.org/paper/73b226ea356f14e6751f16871da2e357a7989990,Learning To Simulate,"Simulation is a useful tool in situations where training data for machine learning models is costly to annotate or even hard to acquire. In this work, we propose a reinforcement learning-based method for automatically adjusting the parameters of any (non-differentiable) simulator, thereby controlling the distribution of synthesized data in order to maximize the accuracy of a model trained on that data. In contrast to prior art that hand-crafts these simulation parameters or adjusts only parts of the available parameters, our approach fully controls the simulator with the actual underlying goal of maximizing accuracy, rather than mimicking the real data distribution or randomly generating a large volume of data. We find that our approach (i) quickly converges to the optimal simulation parameters in controlled experiments and (ii) can indeed discover good sets of parameters for an image rendering simulator in actual computer vision applications.",2018,28,79,11,False,Computer Science,31601235,Nataniel Ruiz,1790643.0,S. Schulter,2099305.0,Manmohan Chandraker,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898a69a4d648eee8df0aafe33a39d9c96a0374a6,https://www.semanticscholar.org/paper/898a69a4d648eee8df0aafe33a39d9c96a0374a6,Learning Categories From Few Examples With Multi Model Knowledge Transfer,"Learning a visual object category from few samples is a compelling and challenging problem. In several real-world applications collecting many annotated data is costly and not always possible. However, a small training set does not allow to cover the high intraclass variability typical of visual objects. In this condition, machine learning methods provide very few guarantees. This paper presents a discriminative model adaptation algorithm able to proficiently learn a target object with few examples by relying on other previously learned source categories. The proposed method autonomously chooses from where and how much to transfer information by solving a convex optimization problem which ensures to have the minimal leave-one-out error on the available training set. We analyze several properties of the described approach and perform an extensive experimental comparison with other existing transfer solutions, consistently showing the value of our algorithm.",2014,65,156,13,True,Computer Science,2087226,T. Tommasi,1721068.0,Francesco Orabona,3033284.0,B. Caputo,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e108baaa96b856314597979cb11c6dc8c030a52f,https://www.semanticscholar.org/paper/e108baaa96b856314597979cb11c6dc8c030a52f,"Automated measurement of mouse social behaviors using depth sensing, video tracking, and machine learning","Significance Accurate, quantitative measurement of animal social behaviors is critical, not only for researchers in academic institutions studying social behavior and related mental disorders, but also for pharmaceutical companies developing drugs to treat disorders affecting social interactions, such as autism and schizophrenia. Here we describe an integrated hardware and software system that combines video tracking, depth-sensing technology, machine vision, and machine learning to automatically detect and score innate social behaviors, such as aggression, mating, and social investigation, between mice in a home-cage environment. This technology has the potential to have a transformative impact on the study of the neural mechanisms underlying social behavior and the development of new drug therapies for psychiatric disorders in humans. A lack of automated, quantitative, and accurate assessment of social behaviors in mammalian animal models has limited progress toward understanding mechanisms underlying social interactions and their disorders such as autism. Here we present a new integrated hardware and software system that combines video tracking, depth sensing, and machine learning for automatic detection and quantification of social behaviors involving close and dynamic interactions between two mice of different coat colors in their home cage. We designed a hardware setup that integrates traditional video cameras with a depth camera, developed computer vision tools to extract the body “pose” of individual animals in a social context, and used a supervised learning algorithm to classify several well-described social behaviors. We validated the robustness of the automated classifiers in various experimental settings and used them to examine how genetic background, such as that of Black and Tan Brachyury (BTBR) mice (a previously reported autism model), influences social behavior. Our integrated approach allows for rapid, automated measurement of social behaviors across diverse experimental designs and also affords the ability to develop new, objective behavioral metrics.",2015,53,219,4,True,Medicine,48980999,Weizhe Hong,143988562.0,A. Kennedy,1403267733.0,X. Burgos-Artizzu,4195968.0,Moriel Zelikowsky,Psychology,4986810.0,Santiago G Navonne,1690922.0,P. Perona,47965122.0,David J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da1be8602c735ae4d8875d7f3495de1ad1c7de7a,https://www.semanticscholar.org/paper/da1be8602c735ae4d8875d7f3495de1ad1c7de7a,A review of machine learning for automated planning,"Abstract Recent discoveries in automated planning are broadening the scope of planners, from toy problems to real applications. However, applying automated planners to real-world problems is far from simple. On the one hand, the definition of accurate action models for planning is still a bottleneck. On the other hand, off-the-shelf planners fail to scale-up and to provide good solutions in many domains. In these problematic domains, planners can exploit domain-specific control knowledge to improve their performance in terms of both speed and quality of the solutions. However, manual definition of control knowledge is quite difficult. This paper reviews recent techniques in machine learning for the automatic definition of planning knowledge. It has been organized according to the target of the learning process: automatic definition of planning action models and automatic definition of planning control knowledge. In addition, the paper reviews the advances in the related field of reinforcement learning.",2012,153,106,11,True,Computer Science,1728891,Sergio Jiménez Celorrio,1805731.0,T. D. L. Rosa,79824244.0,S. Fernández,143901279.0,F. Fernández,,1788554.0,D. Borrajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0132b27e3681ce910ae74643e33a53b74bd5f5c7,https://www.semanticscholar.org/paper/0132b27e3681ce910ae74643e33a53b74bd5f5c7,Learning Steady-States of Iterative Algorithms over Graphs,"Many graph analytics problems can be solved via iterative algorithms where the solutions are often characterized by a set of steady-state conditions. Different algorithms respect to different set of fixed point constraints, so instead of using these traditional algorithms, can we learn an algorithm which can obtain the same steady-state solutions automatically from examples, in an effective and scalable way? How to represent the meta learner for such algorithm and how to carry out the learning? In this paper, we propose an embedding representation for iterative algorithms over graphs, and design a learning method which alternates between updating the embeddings and projecting them onto the steadystate constraints. We demonstrate the effectiveness of our framework using a few commonly used graph algorithms, and show that in some cases, the learned algorithm can handle graphs with more than 100,000,000 nodes in a single machine.",2018,25,122,14,False,Computer Science,2791430,H. Dai,1714932.0,Zornitsa Kozareva,144445933.0,Bo Dai,46234526.0,Alex Smola,,1779453.0,Le Song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b50eb80ef02d322ab4157253f3fea28770d32558,https://www.semanticscholar.org/paper/b50eb80ef02d322ab4157253f3fea28770d32558,Classification of ECG signals using machine learning techniques: A survey,"Classification of electrocardiogram (ECG) signals plays an important role in diagnoses of heart diseases. An accurate ECG classification is a challenging problem. This paper presents a survey of ECG classification into arrhythmia types. Early and accurate detection of arrhythmia types is important in detecting heart diseases and choosing appropriate treatment for a patient. Different classifiers are available for ECG classification. Amongst all classifiers, artificial neural networks (ANNs) have become very popular and most widely used for ECG classification. This paper discusses the issues involved in ECG classification and presents a detailed survey of preprocessing techniques, ECG databases, feature extraction techniques, ANN based classifiers, and performance measures to address the mentioned issues. Furthermore, for each surveyed paper, our paper also presents detailed analysis of input beat selection and output of the classifiers.",2015,40,171,6,False,Computer Science,9373518,Shweta H. Jambukia,1793052.0,V. Dabhi,8283467.0,H. Prajapati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9131b527b0e8269b3b1554aecd356bab060c9b86,https://www.semanticscholar.org/paper/9131b527b0e8269b3b1554aecd356bab060c9b86,Understanding Random Forests: From Theory to Practice,"Data analysis and machine learning have become an integrative part of the modern scientific methodology, offering automated procedures for the prediction of a phenomenon based on past observations, unraveling underlying patterns in data and providing insights about the problem. Yet, caution should avoid using machine learning as a black-box tool, but rather consider it as a methodology, with a rational thought process that is entirely dependent on the problem under study. In particular, the use of algorithms should ideally require a reasonable understanding of their mechanisms, properties and limitations, in order to better apprehend and interpret their results. 
Accordingly, the goal of this thesis is to provide an in-depth analysis of random forests, consistently calling into question each and every part of the algorithm, in order to shed new light on its learning capabilities, inner workings and interpretability. The first part of this work studies the induction of decision trees and the construction of ensembles of randomized trees, motivating their design and purpose whenever possible. Our contributions follow with an original complexity analysis of random forests, showing their good computational performance and scalability, along with an in-depth discussion of their implementation details, as contributed within Scikit-Learn. 
In the second part of this work, we analyse and discuss the interpretability of random forests in the eyes of variable importance measures. The core of our contributions rests in the theoretical characterization of the Mean Decrease of Impurity variable importance measure, from which we prove and derive some of its properties in the case of multiway totally randomized trees and in asymptotic conditions. In consequence of this work, our analysis demonstrates that variable importances [...].",2014,193,521,42,False,Computer Science,1881041,Gilles Louppe,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af6c3effba8911f6ab891a17f4dd3bbc7952f4e9,https://www.semanticscholar.org/paper/af6c3effba8911f6ab891a17f4dd3bbc7952f4e9,Data Clustering: Algorithms and Applications,"A g garw al • R ed d y Research on the problem of clustering tends to be fragmented across the pattern recognition, database, data mining, and machine learning communities. Addressing this problem in a unified way, Data Clustering: Algorithms and Applications provides complete coverage of the entire area of clustering, from basic methods to more refined and complex data clustering approaches. It pays special attention to recent issues in graphs, social networks, and other domains.",2014,258,357,22,False,Computer Science,1682418,C. Aggarwal,144417522.0,C. Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6fadc09bb76b5b6528f8e239a367bba466e79cf,https://www.semanticscholar.org/paper/b6fadc09bb76b5b6528f8e239a367bba466e79cf,"Mechanistic models versus machine learning, a fight worth fighting for the biological community?","Ninety per cent of the world's data have been generated in the last 5 years (Machine learning: the power and promise of computers that learn by example. Report no. DES4702. Issued April 2017. Royal Society). A small fraction of these data is collected with the aim of validating specific hypotheses. These studies are led by the development of mechanistic models focused on the causality of input–output relationships. However, the vast majority is aimed at supporting statistical or correlation studies that bypass the need for causality and focus exclusively on prediction. Along these lines, there has been a vast increase in the use of machine learning models, in particular in the biomedical and clinical sciences, to try and keep pace with the rate of data generation. Recent successes now beg the question of whether mechanistic models are still relevant in this area. Said otherwise, why should we try to understand the mechanisms of disease progression when we can use machine learning tools to directly predict disease outcome?",2018,10,141,5,True,Biology,35275545,R. Baker,70048667.0,J. Peña,6289334.0,J. Jayamohan,2905461.0,A. Jérusalem,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd53919b76f5eed0012429a8232eb1d5df300376,https://www.semanticscholar.org/paper/bd53919b76f5eed0012429a8232eb1d5df300376,NetVLAD: CNN Architecture for Weakly Supervised Place Recognition,"We tackle the problem of large scale visual place recognition, where the task is to quickly and accurately recognize the location of a given query photograph. We present the following four principal contributions. First, we develop a convolutional neural network (CNN) architecture that is trainable in an end-to-end manner directly for the place recognition task. The main component of this architecture, NetVLAD, is a new generalized VLAD layer, inspired by the “Vector of Locally Aggregated Descriptors” image representation commonly used in image retrieval. The layer is readily pluggable into any CNN architecture and amenable to training via backpropagation. Second, we create a new weakly supervised ranking loss, which enables end-to-end learning of the architecture's parameters from images depicting the same places over time downloaded from Google Street View Time Machine. Third, we develop an efficient training procedure which can be applied on very large-scale weakly labelled tasks. Finally, we show that the proposed architecture and training procedure significantly outperform non-learnt image representations and off-the-shelf CNN descriptors on challenging place recognition and image retrieval benchmarks.",2015,110,1555,441,True,Computer Science,2299479,R. Arandjelović,3413968.0,Petr Gronát,34395018.0,A. Torii,1758039.0,T. Pajdla,,1782755.0,Josef Sivic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761b69164d8b34398f010931faa534c031bdaad6,https://www.semanticscholar.org/paper/761b69164d8b34398f010931faa534c031bdaad6,Why Deep Learning Works: A Manifold Disentanglement Perspective,"Deep hierarchical representations of the data have been found out to provide better informative features for several machine learning applications. In addition, multilayer neural networks surprisingly tend to achieve better performance when they are subject to an unsupervised pretraining. The booming of deep learning motivates researchers to identify the factors that contribute to its success. One possible reason identified is the flattening of manifold-shaped data in higher layers of neural networks. However, it is not clear how to measure the flattening of such manifold-shaped data and what amount of flattening a deep neural network can achieve. For the first time, this paper provides quantitative evidence to validate the flattening hypothesis. To achieve this, we propose a few quantities for measuring manifold entanglement under certain assumptions and conduct experiments with both synthetic and real-world data. Our experimental results validate the proposition and lead to new insights on deep learning.",2016,28,121,5,False,Computer Science,143994572,P. Brahma,144953170.0,Dapeng Oliver Wu,34680388.0,Y. She,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f93e2de4c24acd3ffb10efae1c849a63830148d,https://www.semanticscholar.org/paper/9f93e2de4c24acd3ffb10efae1c849a63830148d,Domain Generalization via Model-Agnostic Learning of Semantic Features,"Generalization capability to unseen domains is crucial for machine learning models when deploying to real-world conditions. We investigate the challenging problem of domain generalization, i.e., training a model on multi-domain source data such that it can directly generalize to target domains with unknown statistics. We adopt a model-agnostic learning paradigm with gradient-based meta-train and meta-test procedures to expose the optimization to domain shift. Further, we introduce two complementary losses which explicitly regularize the semantic structure of the feature space. Globally, we align a derived soft confusion matrix to preserve general knowledge of inter-class relationships. Locally, we promote domain-independent class-specific cohesion and separation of sample features with a metric-learning component. The effectiveness of our method is demonstrated with new state-of-the-art results on two common object recognition benchmarks. Our method also shows consistent improvement on a medical image segmentation task.",2019,52,346,55,False,Computer Science,35647880,Q. Dou,39135119.0,Daniel Coelho de Castro,3371321.0,K. Kamnitsas,1381873274.0,B. Glocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708546fd943407b286e298df466259be8b84a0e3,https://www.semanticscholar.org/paper/708546fd943407b286e298df466259be8b84a0e3,Comparing machine learning classifiers for diagnosing glaucoma from standard automated perimetry.,"PURPOSE
To determine which machine learning classifier learns best to interpret standard automated perimetry (SAP) and to compare the best of the machine classifiers with the global indices of STATPAC 2 and with experts in glaucoma.


METHODS
Multilayer perceptrons (MLP), support vector machines (SVM), mixture of Gaussian (MoG), and mixture of generalized Gaussian (MGG) classifiers were trained and tested by cross validation on the numerical plot of absolute sensitivity plus age of 189 normal eyes and 156 glaucomatous eyes, designated as such by the appearance of the optic nerve. The authors compared performance of these classifiers with the global indices of STATPAC, using the area under the ROC curve. Two human experts were judged against the machine classifiers and the global indices by plotting their sensitivity-specificity pairs.


RESULTS
MoG had the greatest area under the ROC curve of the machine classifiers. Pattern SD (PSD) and corrected PSD (CPSD) had the largest areas under the curve of the global indices. MoG had significantly greater ROC area than PSD and CPSD. Human experts were not better at classifying visual fields than the machine classifiers or the global indices.


CONCLUSIONS
MoG, using the entire visual field and age for input, interpreted SAP better than the global indices of STATPAC. Machine classifiers may augment the global indices of STATPAC.",2002,62,113,1,False,Computer Science,32618175,M. Goldbaum,2175412.0,P. Sample,9261843.0,K. Chan,2109334422.0,Julia M. Williams,Medicine,103917250.0,Te-Won Lee,6832982.0,E. Blumenthal,2389101.0,C. Girkin,2306091.0,L. Zangwill,2375070.0,C. Bowd,,1714528.0,T. Sejnowski,2418684.0,R. Weinreb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb4ec590c3f4beefa6b6fb4a37bcb38c605edbd6,https://www.semanticscholar.org/paper/eb4ec590c3f4beefa6b6fb4a37bcb38c605edbd6,Speech Emotion Classification Using Machine Learning Algorithms,"The recognition of emotional states is a relatively new technique in the field of machine learning. The paper presents the study and the performance results of a system for emotion classification using the architecture of a distributed speech recognition system (DSR). The features used were extracted by the front-end ETSI Aurora eXtended of a mobile terminal in compliance with the ETSI ES 202-211 V1.1.1 standard. On the basis of the time trend of these parameters, over 3800 statistical parameters were extracted to characterize semantic units of varying length (sentences and words). Using the WEKA (Waikato Environment for Knowledge Analysis) software the most significant parameters for the classification of emotional states were selected and the results of various classification techniques were analysed. The results, obtained using both the Berlin Database of Emotional Speech (EMO-DB) and the Speech Under Simulated and Actual Stress (SUSAS) corpus, showed that the best performance is achieved using a support vector machine (SVM) trained with the sequential minimal optimization (SMO) algorithm, after normalizing and discretizing the input statistical parameters.",2008,13,79,3,False,Computer Science,1689121,S. Casale,2053792569.0,A. Russo,32396306.0,G. Scebba,145439077.0,S. Serrano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
