paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/1,fieldsOfStudy/2,fieldsOfStudy/3,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name
c4f294221008c4ff36ff7bfaac97fb648a5ff1ef,https://www.semanticscholar.org/paper/c4f294221008c4ff36ff7bfaac97fb648a5ff1ef,Mind Bugs: The Origins of Procedural Misconceptions,"From the Publisher: 
As children acquire arithmetic skills, they often develop ""bugs"" - small, local misconceptions that cause systematic errors. Mind Bugs combines a novel cognitive simulation process with careful hypothesis testing to explore how mathematics students acquire procedural skills in instructional settings, focusing in particular on these procedural misconceptions and what they reveal about the learning process. 
VanLehn develops a theory of learning that explains how students develop procedural misconceptions that cause systematic errors. He describes a computer program, ""Sierra,"" that simulates learning processes and predicts exactly what types of procedural errors should occur. These predictions are tested with error data from several thousand subjects from schools all over the world. Moreover, each hypothesis of the theory is tested individually by determining how the predictions would change if it were removed from the theory. 
Integrating ideas from research in machine learning, artificial intelligence, cognitive psychology, and linguistics, Mind Bugs specifically addresses error patterns on subtraction tests, showing, for example, why some students have an imperfect understanding of the rules for borrowing. Alternative explanatory hypotheses are explored by incorporating them in Sierra in place of the primary hypotheses, and seeing if the program still explains all the subtraction bugs that it explained before. 
Kurt VanLehn is Assistant Professor in the Department of Psychology at Carnegie Mellon University. Mind Bugs is included in the series Learning, Development, and Conceptual Change, edited by Lila Gleitman, Susan Carey, ElissaNewport, and Elizabeth Spelke. A Bradford Book",1990,1,364,37,False,Psychology,1797292,K. VanLehn,,,,,,,,,,,,,,,,,,,,,,,,,
c50b13842e77a7a26e52fd39fc78d8ae0be65414,https://www.semanticscholar.org/paper/c50b13842e77a7a26e52fd39fc78d8ae0be65414,Fuzzy Rule-Based Expert Systems and Genetic Machine Learning,"This work presents fuzzy rule-languages as links between quantitative and qualitative models. In the first part, the semantic of fuzzy rule-languages is extended with a type system and an object-oriented system. In the second part, fuzzy rule-languages are integrated with genetic algorithms and with classifier systems. For this purpose, the class of genetic algorithms over context-free languages has been developed.",1996,0,134,3,False,Computer Science,1401067057,A. Geyer-Schulz,,,,,,,,,,,,,,,,,,,,,,,,,
647412df4f7e8ac2deb3daa9d0d943c140c54094,https://www.semanticscholar.org/paper/647412df4f7e8ac2deb3daa9d0d943c140c54094,Apples-to-apples in cross-validation studies: pitfalls in classifier performance measurement,"Cross-validation is a mainstay for measuring performance and progress in machine learning. There are subtle differences in how exactly to compute accuracy, F-measure and Area Under the ROC Curve (AUC) in cross-validation studies. However, these details are not discussed in the literature, and incompatible methods are used by various papers and software packages. This leads to inconsistency across the research literature. Anomalies in performance calculations for particular folds and situations go undiscovered when they are buried in aggregated results over many folds and datasets, without ever a person looking at the intermediate performance measurements. This research note clarifies and illustrates the differences, and it provides guidance for how best to measure classification performance under cross-validation. In particular, there are several divergent methods used for computing F-measure, which is often recommended as a performance measure under class imbalance, e.g., for text classification domains and in one-vs.-all reductions of datasets having many classes. We show by experiment that all but one of these computation methods leads to biased measurements, especially under high class imbalance. This paper is of particular interest to those designing machine learning software libraries and researchers focused on high class imbalance.",2010,9,350,21,False,Computer Science,3332330,George Forman,144362899.0,Martin Scholz,,,,,,,,,,,,,,,,,,,,,,,
ac38bb21d18f070fcc4c815e24fae56cbfff519c,https://www.semanticscholar.org/paper/ac38bb21d18f070fcc4c815e24fae56cbfff519c,Cross-platform normalization of microarray and RNA-seq data for machine learning applications,"Large, publicly available gene expression datasets are often analyzed with the aid of machine learning algorithms. Although RNA-seq is increasingly the technology of choice, a wealth of expression data already exist in the form of microarray data. If machine learning models built from legacy data can be applied to RNA-seq data, larger, more diverse training datasets can be created and validation can be performed on newly generated data. We developed Training Distribution Matching (TDM), which transforms RNA-seq data for use with models constructed from legacy platforms. We evaluated TDM, as well as quantile normalization, nonparanormal transformation, and a simple log2 transformation, on both simulated and biological datasets of gene expression. Our evaluation included both supervised and unsupervised machine learning approaches. We found that TDM exhibited consistently strong performance across settings and that quantile normalization also performed well in many circumstances. We also provide a TDM package for the R programming language.",2016,52,71,8,False,Computer Science,2109870436,Jeffrey A. Thompson,145745139.0,J. Tan,2104940.0,C. Greene,,,,,,,,,,,Medicine,,,,,,,,,,
d8c1840c5f155a9f2a6caf26fd999e9bf068c73a,https://www.semanticscholar.org/paper/d8c1840c5f155a9f2a6caf26fd999e9bf068c73a,Multi-task Learning,"A fundamental limitation of standard machine learning methods is the cost incurred by the preparation of the large training samples required for good generalization. A potential remedy is offered by multi-task learning: in many cases, while individual sample sizes are rather small, there are samples to represent a large number of learning tasks (linear regression problems), which share some constraining or generative property. If this property is sufficiently simple it should allow for better learning of the individual tasks despite their small individual sample sizes. In this talk I will review a wide class of multi-task learning methods which encourage low-dimensional representations of the regression vectors. I will describe techniques to solve the underlying optimization problems and present an analysis of the generalization performance of these learning methods which provides a proof of the superiority of multi-task learning under specific conditions. ROKS 2013",2020,276,55,2,False,Computer Science,1704699,M. Pontil,,,,,,,,,,,,,,,,,,,,,,,,,
3ed98c18307fece4403c67b3f0888268fb5cbd26,https://www.semanticscholar.org/paper/3ed98c18307fece4403c67b3f0888268fb5cbd26,"Algorithms, Machine Learning, and Collusion","This paper discusses whether self-learning price-setting algorithms can coordinate their pricing behavior to achieve a collusive outcome that maximizes the joint profits of the firms using them. Although legal scholars have generally assumed that algorithmic collusion is not only possible but also exceptionally easy, computer scientists examining cooperation between algorithms as well as economists investigating collusion in experimental oligopolies have countered that coordinated, tacitly collusive behavior is not as rapid, easy, or even inevitable as often suggested. Research in experimental economics has shown that the exchange of information is vital to collusion when more than two firms operate within a given market. Communication between algorithms is also a topic in research on artificial intelligence, in which some scholars have recently indicated that algorithms can learn to communicate, albeit in somewhat limited ways. Taken together, algorithmic collusion currently seems far more difficult to achieve than legal scholars have often assumed and is thus not a particularly relevant competitive concern at present. Moreover, there are several legal problems associated with algorithmic collusion, including questions of liability, of auditing and monitoring algorithms, and of enforcing competition law.",2018,111,55,5,False,Computer Science,40482477,Ulrich Schwalbe,,,,,,,,,,,,,,,,,,,,,,,,,
be7f2245d56206b41d5dcc979b861bf156e5e0cb,https://www.semanticscholar.org/paper/be7f2245d56206b41d5dcc979b861bf156e5e0cb,A quantum machine learning algorithm based on generative models,"We propose a quantum learning algorithm for a quantum generative model and prove its advantages compared with classical models. Quantum computing and artificial intelligence, combined together, may revolutionize future technologies. A significant school of thought regarding artificial intelligence is based on generative models. Here, we propose a general quantum algorithm for machine learning based on a quantum generative model. We prove that our proposed model is more capable of representing probability distributions compared with classical generative models and has exponential speedup in learning and inference at least for some instances if a quantum computer cannot be efficiently simulated classically. Our result opens a new direction for quantum machine learning and offers a remarkable example where a quantum algorithm shows exponential improvement over classical algorithms in an important application field.",2018,41,71,2,False,Computer Science,2157928630,X. Gao,2108995385.0,Z. Zhang,144794202.0,L. Duan,,,,,,,,,,,Medicine,,,,,,,,,,
e2a240cc67c2909128f2154db2facba5810a94b0,https://www.semanticscholar.org/paper/e2a240cc67c2909128f2154db2facba5810a94b0,"Artificial Intelligence, Economics, and Industrial Organization","Machine learning (ML) and artificial intelligence (AI) have been around for many years. However, in the last 5 years, remarkable progress has been made using multilayered neural networks in diverse areas such as image recognition, speech recognition, and machine translation. AI is a general purpose technology that is likely to impact many industries. In this chapter I consider how machine learning availability might affect the industrial organization of both firms that provide AI services and industries that adopt AI technology. My intent is not to provide an extensive overview of this rapidly-evolving area, but instead to provide a short summary of some of the forces at work and to describe some possible areas for future research.",2018,46,116,3,True,Computer Science,2070970,H. Varian,,,,,,,,,,,,,,,,,,,,,,,,,
39cbb3a0c09ff8bb30437dd8503935ca2aa07d91,https://www.semanticscholar.org/paper/39cbb3a0c09ff8bb30437dd8503935ca2aa07d91,Single trajectory characterization via machine learning,"In order to study transport in complex environments, it is extremely important to determine the physical mechanism underlying diffusion and precisely characterize its nature and parameters. Often, this task is strongly impacted by data consisting of trajectories with short length (either due to brief recordings or previous trajectory segmentation) and limited localization precision. In this paper, we propose a machine learning method based on a random forest architecture, which is able to associate single trajectories to the underlying diffusion mechanism with high accuracy. In addition, the algorithm is able to determine the anomalous exponent with a small error, thus inherently providing a classification of the motion as normal or anomalous (sub- or super-diffusion). The method provides highly accurate outputs even when working with very short trajectories and in the presence of experimental noise. We further demonstrate the application of transfer learning to experimental and simulated data not included in the training/test dataset. This allows for a full, high-accuracy characterization of experimental trajectories without the need of any prior information.",2020,41,63,0,False,Physics,1412620650,G. Muñoz-Gil,1398728149.0,M. Garcia-March,40025272.0,C. Manzo,84306443.0,J. Martín-Guerrero,145453642.0,M. Lewenstein,,,,,,,,,,,,,,,,,
95d27c42dd28ade9cd3b192d1e6dc34a0b87ca02,https://www.semanticscholar.org/paper/95d27c42dd28ade9cd3b192d1e6dc34a0b87ca02,Nonlinear modelling and support vector machines,"Neural networks such as multilayer perceptrons and radial basis function networks have been very successful in a wide range of problems. In this paper we give a short introduction to some new developments related to support vector machines (SVM), a new class of kernel based techniques introduced within statistical learning theory and structural risk minimization. This new approach lends to solving convex optimization problems and also the model complexity follows from this solution. We especially focus on a least squares support vector machine formulation (LS-SVM) which enables to solve highly nonlinear and noisy black-box modelling problems, even in very high dimensional input spaces. While standard SVMs have been basically only applied to static problems like classification and function estimation, LS-SVM models have been extended to recurrent models and use in optimal control problems. Moreover, using weighted least squares and special pruning techniques, LS-SVMs can be employed for robust nonlinear estimation and sparse approximation. Applications of (LS)-SVMs to a large variety of artificial and real-life data sets indicate the huge potential of these methods.",2001,46,268,15,False,Mathematics,71431726,J. Suykens,,,,,,,,,,,,,,,,,,,,,,,,,
d0aa1ae9d8df097524fda2b7ff0d4ee81ee8be73,https://www.semanticscholar.org/paper/d0aa1ae9d8df097524fda2b7ff0d4ee81ee8be73,Learning to Filter Spam E-Mail: A Comparison of a Naive Bayesian and a Memory-Based Approach,"We investigate the performance of two machine learning algorithms in the context of antispam filtering. The increasing volume of unsolicited bulk e-mail (spam) has generated a need for reliable anti-spam filters. Filters of this type have so far been based mostly on keyword patterns that are constructed by hand and perform poorly. The Naive Bayesian classifier has recently been suggested as an effective method to construct automatically anti-spam filters with superior performance. We investigate thoroughly the performance of the Naive Bayesian filter on a publicly available corpus, contributing towards standard benchmarks. At the same time, we compare the performance of the Naive Bayesian filter to an alternative memorybased learning approach, after introducing suitable cost-sensitive evaluation measures. Both methods achieve very accurate spam filtering, outperforming clearly the keyword-based filter of a widely used e-mail reader.",2000,21,403,45,False,Computer Science,1752430,Ion Androutsopoulos,4738873.0,G. Paliouras,1745631.0,V. Karkaletsis,2589004.0,Georgios Sakkis,2124138.0,C. Spyropoulos,1800781.0,Panagiotis Stamatopoulos,,,,,,,,,,,,,,,
29588cfa8150b0c1d0ddf7635eac6d658be3dff0,https://www.semanticscholar.org/paper/29588cfa8150b0c1d0ddf7635eac6d658be3dff0,Cryptographically private support vector machines,"We propose private protocols implementing the Kernel Adatron and Kernel Perceptron learning algorithms, give private classification protocols and private polynomial kernel computation protocols. The new protocols return their outputs - either the kernel value, the classifier or the classifications - in encrypted form so that they can be decrypted only by a common agreement by the protocol participants. We show how to use the encrypted classifications to privately estimate many properties of the data and the classifier. The new SVM classifiers are the first to be proven private according to the standard cryptographic definitions.",2006,45,139,10,True,Computer Science,1801340,S. Laur,1704861.0,H. Lipmaa,1962611.0,Taneli Mielikäinen,,,,,,,,,,,,,,,,,,,,,
6976e5762d5cb285cbea8644a2406600248ea19a,https://www.semanticscholar.org/paper/6976e5762d5cb285cbea8644a2406600248ea19a,Predictive Power of Machine Learning for Optimizing Solar Water Heater Performance: The Potential Application of High-Throughput Screening,"Predicting the performance of solar water heater (SWH) is challenging due to the complexity of the system. Fortunately, knowledge-based machine learning can provide a fast and precise prediction method for SWH performance. With the predictive power of machine learning models, we can further solve a more challenging question: how to cost-effectively design a high-performance SWH? Here, we summarize our recent studies and propose a general framework of SWH design using a machine learning-based high-throughput screening (HTS) method. Design of water-in-glass evacuated tube solar water heater (WGET-SWH) is selected as a case study to show the potential application of machine learning-based HTS to the design and optimization of solar energy systems.",2017,53,54,1,True,Chemistry,2152377478,Hao Li,46271321.0,Zhijian Liu,2152352792.0,Kejun Liu,10389367.0,Zhien Zhang,,,,,,,,,,,,,,,,,,,
f54b36edae733ab9cd7a748595947710bd28a2e3,https://www.semanticscholar.org/paper/f54b36edae733ab9cd7a748595947710bd28a2e3,A Study of Reinforcement Learning for Neural Machine Translation,"Recent studies have shown that reinforcement learning (RL) is an effective approach for improving the performance of neural machine translation (NMT) system. However, due to its instability, successfully RL training is challenging, especially in real-world systems where deep models and large datasets are leveraged. In this paper, taking several large-scale translation tasks as testbeds, we conduct a systematic study on how to train better NMT models using reinforcement learning. We provide a comprehensive comparison of several important factors (e.g., baseline reward, reward shaping) in RL training. Furthermore, to fill in the gap that it remains unclear whether RL is still beneficial when monolingual data is used, we propose a new method to leverage RL to further boost the performance of NMT systems trained with source/target monolingual data. By integrating all our findings, we obtain competitive results on WMT14 English-German, WMT17 English-Chinese, and WMT17 Chinese-English translation tasks, especially setting a state-of-the-art performance on WMT17 Chinese-English translation task.",2018,44,126,13,True,Computer Science,47767550,Lijun Wu,143853336.0,Fei Tian,143826491.0,Tao Qin,66117656.0,J. Lai,2110264337.0,Tie-Yan Liu,,,,,,,Mathematics,,,,,,,,,,
c46d80f83813fba0e8363a0ab36a19fba062540e,https://www.semanticscholar.org/paper/c46d80f83813fba0e8363a0ab36a19fba062540e,Learning Actionable Representations with Goal-Conditioned Policies,"Representation learning is a central challenge across a range of machine learning areas. In reinforcement learning, effective and functional representations have the potential to tremendously accelerate learning progress and solve more challenging problems. Most prior work on representation learning has focused on generative approaches, learning representations that capture all underlying factors of variation in the observation space in a more disentangled or well-ordered manner. In this paper, we instead aim to learn functionally salient representations: representations that are not necessarily complete in terms of capturing all factors of variation in the observation space, but rather aim to capture those factors of variation that are important for decision making -- that are ""actionable."" These representations are aware of the dynamics of the environment, and capture only the elements of the observation that are necessary for decision making rather than all factors of variation, without explicit reconstruction of the observation. We show how these representations can be useful to improve exploration for sparse reward problems, to enable long horizon hierarchical reinforcement learning, and as a state representation for learning policies for downstream tasks. We evaluate our method on a number of simulated environments, and compare it to prior methods for representation learning, exploration, and hierarchical reinforcement learning.",2018,44,79,4,False,Computer Science,8021910,Dibya Ghosh,2129458064.0,Abhishek Gupta,1736651.0,S. Levine,,,,,,,,,,,Mathematics,,,,,,,,,,
0f5954b91a2f7bdd343caecab123cf077f566fb4,https://www.semanticscholar.org/paper/0f5954b91a2f7bdd343caecab123cf077f566fb4,"Going Deep in Medical Image Analysis: Concepts, Methods, Challenges, and Future Directions","Medical image analysis is currently experiencing a paradigm shift due to deep learning. This technology has recently attracted so much interest of the Medical Imaging Community that it led to a specialized conference in “Medical Imaging with Deep Learning” in the year 2018. This paper surveys the recent developments in this direction and provides a critical review of the related major aspects. We organize the reviewed literature according to the underlying pattern recognition tasks and further sub-categorize it following a taxonomy based on human anatomy. This paper does not assume prior knowledge of deep learning and makes a significant contribution in explaining the core deep learning concepts to the non-experts in the Medical Community. This paper provides a unique computer vision/machine learning perspective taken on the advances of deep learning in medical imaging. This enables us to single out “lack of appropriately annotated large-scale data sets” as the core challenge (among other challenges) in this research direction. We draw on the insights from the sister research fields of computer vision, pattern recognition, and machine learning, where the techniques of dealing with such challenges have already matured, to provide promising directions for the Medical Imaging Community to fully harness deep learning in the future.",2019,322,116,8,True,Computer Science,48438050,F. Altaf,2112527803.0,S. M. Islam,47398812.0,Naveed Akhtar,1979066.0,N. Janjua,,,,,,,,,,,,,,,,,,,
77332906ee0dabba93ddf6a088d80d8b13329574,https://www.semanticscholar.org/paper/77332906ee0dabba93ddf6a088d80d8b13329574,Low-Rank Tensor Networks for Dimensionality Reduction and Large-Scale Optimization Problems: Perspectives and Challenges PART 1,"Machine learning and data mining algorithms are becoming increasingly important in analyzing large volume, multi-relational and ∗Copyright A.Cichocki et al. Please make reference to: A. Cichocki, N. Lee, I. Oseledets, A.-H. Phan, Q. Zhao and D.P. Mandic (2016), “Tensor Networks for Dimensionality Reduction and Large-scale Optimization: Part 1 Low-Rank Tensor Decompositions”, Foundations and Trends in Machine Learning: Vol. 9: No. 4-5, pp 249-429.",2016,327,81,6,True,Computer Science,145683892,A. Cichocki,1777061.0,Namgil Lee,1738205.0,I. Oseledets,9377326.0,A. Phan,144251712.0,Qibin Zhao,9368519.0,D. Mandic,,,,,,,,,,,,,,,
8cfd6e2a1e9fe38f0a09b7e2448995c9398722b1,https://www.semanticscholar.org/paper/8cfd6e2a1e9fe38f0a09b7e2448995c9398722b1,Information Geometry of U-Boost and Bregman Divergence,"We aim at an extension of AdaBoost to U-Boost, in the paradigm to build a stronger classification machine from a set of weak learning machines. A geometric understanding of the Bregman divergence defined by a generic convex function U leads to the U-Boost method in the framework of information geometry extended to the space of the finite measures over a label set. We propose two versions of U-Boost learning algorithms by taking account of whether the domain is restricted to the space of probability functions. In the sequential step, we observe that the two adjacent and the initial classifiers are associated with a right triangle in the scale via the Bregman divergence, called the Pythagorean relation. This leads to a mild convergence property of the U-Boost algorithm as seen in the expectation-maximization algorithm. Statistical discussions for consistency and robustness elucidate the properties of the U-Boost methods based on a stochastic assumption for training data.",2004,38,190,5,False,Mathematics,2653061,N. Murata,2071010.0,T. Takenouchi,1897617.0,T. Kanamori,1760376.0,S. Eguchi,,,,,,,,,Computer Science,Medicine,,,,,,,,,
08cbed1690fb778b06343450ebe4f33057d5742a,https://www.semanticscholar.org/paper/08cbed1690fb778b06343450ebe4f33057d5742a,Convex Learning with Invariances,"Incorporating invariances into a learning algorithm is a common problem in machine learning. We provide a convex formulation which can deal with arbitrary loss functions and arbitrary losses. In addition, it is a drop-in replacement for most optimization algorithms for kernels, including solvers of the SVMStruct family. The advantage of our setting is that it relies on column generation instead of modifying the underlying optimization problem directly.",2007,16,104,8,False,Computer Science,37077406,C. Teo,1786843.0,A. Globerson,9330607.0,S. Roweis,46234526.0,Alex Smola,,,,,,,,,Mathematics,,,,,,,,,,
101aad03db53cac05e89e5d474fe68948afae09d,https://www.semanticscholar.org/paper/101aad03db53cac05e89e5d474fe68948afae09d,Multimodal Neuroimaging Feature Learning for Multiclass Diagnosis of Alzheimer's Disease,"The accurate diagnosis of Alzheimer's disease (AD) is essential for patient care and will be increasingly important as disease modifying agents become available, early in the course of the disease. Although studies have applied machine learning methods for the computer-aided diagnosis of AD, a bottleneck in the diagnostic performance was shown in previous methods, due to the lacking of efficient strategies for representing neuroimaging biomarkers. In this study, we designed a novel diagnostic framework with deep learning architecture to aid the diagnosis of AD. This framework uses a zero-masking strategy for data fusion to extract complementary information from multiple data modalities. Compared to the previous state-of-the-art workflows, our method is capable of fusing multimodal neuroimaging features in one setting and has the potential to require less labeled data. A performance gain was achieved in both binary classification and multiclass classification of AD. The advantages and limitations of the proposed framework are discussed.",2015,66,359,18,True,Psychology,47130333,Siqi Liu,1847158.0,Sidong Liu,122905659.0,Weidong (Tom) Cai,2520245.0,Hangyu Che,2455284.0,Sonia Pujol,48307303.0,R. Kikinis,145855523.0,D. Feng,2110883.0,M. Fulham,Computer Science,Medicine,,,,,,,,,
f938a29f108fe901ba4bc9162bbece909e8940f1,https://www.semanticscholar.org/paper/f938a29f108fe901ba4bc9162bbece909e8940f1,Future Intelligent and Secure Vehicular Network Toward 6G: Machine-Learning Approaches,"As a powerful tool, the vehicular network has been built to connect human communication and transportation around the world for many years to come. However, with the rapid growth of vehicles, the vehicular network becomes heterogeneous, dynamic, and large scaled, which makes it difficult to meet the strict requirements, such as ultralow latency, high reliability, high security, and massive connections of the next-generation (6G) network. Recently, machine learning (ML) has emerged as a powerful artificial intelligence (AI) technique to make both the vehicle and wireless communication highly efficient and adaptable. Naturally, employing ML into vehicular communication and network becomes a hot topic and is being widely studied in both academia and industry, paving the way for the future intelligentization in 6G vehicular networks. In this article, we provide a survey on various ML techniques applied to communication, networking, and security parts in vehicular networks and envision the ways of enabling AI toward a future 6G vehicular network, including the evolution of intelligent radio (IR), network intelligentization, and self-learning with proactive exploration.",2020,134,257,3,False,Computer Science,19282835,Fengxiao Tang,3246156.0,Y. Kawamoto,145842185.0,N. Kato,48211895.0,Jiajia Liu,,,,,,,,,,,,,,,,,,,
f774a7b3a843736cfa477df718243b90a5d83792,https://www.semanticscholar.org/paper/f774a7b3a843736cfa477df718243b90a5d83792,Autoregressive Energy Machines,"Neural density estimators are flexible families of parametric models which have seen widespread use in unsupervised machine learning in recent years. Maximum-likelihood training typically dictates that these models be constrained to specify an explicit density. However, this limitation can be overcome by instead using a neural network to specify an energy function, or unnormalized density, which can subsequently be normalized to obtain a valid distribution. The challenge with this approach lies in accurately estimating the normalizing constant of the high-dimensional energy function. We propose the Autoregressive Energy Machine, an energy-based model which simultaneously learns an unnormalized density and computes an importance-sampling estimate of the normalizing constant for each conditional in an autoregressive decomposition. The Autoregressive Energy Machine achieves state-of-the-art performance on a suite of density-estimation tasks.",2019,51,38,9,False,Computer Science,36942233,Charlie Nash,49089615.0,Conor Durkan,,,,,,,,,,,,,Mathematics,,,,,,,,,,
c990dcda41076956426872b7d72ec4121f354102,https://www.semanticscholar.org/paper/c990dcda41076956426872b7d72ec4121f354102,Computational Modeling of β-Secretase 1 (BACE-1) Inhibitors Using Ligand Based Approaches,"The binding affinities (IC50) reported for diverse structural and chemical classes of human β-secretase 1 (BACE-1) inhibitors in literature were modeled using multiple in silico ligand based modeling approaches and statistical techniques. The descriptor space encompasses simple binary molecular fingerprint, one- and two-dimensional constitutional, physicochemical, and topological descriptors, and sophisticated three-dimensional molecular fields that require appropriate structural alignments of varied chemical scaffolds in one universal chemical space. The affinities were modeled using qualitative classification or quantitative regression schemes involving linear, nonlinear, and deep neural network (DNN) machine-learning methods used in the scientific literature for quantitative-structure activity relationships (QSAR). In a departure from tradition, ∼20% of the chemically diverse data set (205 compounds) was used to train the model with the remaining ∼80% of the structural and chemical analogs used as part of an external validation (1273 compounds) and prospective test (69 compounds) sets respectively to ascertain the model performance. The machine-learning methods investigated herein performed well in both the qualitative classification (∼70% accuracy) and quantitative IC50 predictions (RMSE ∼ 1 log). The success of the 2D descriptor based machine learning approach when compared against the 3D field based technique pursued for hBACE-1 inhibitors provides a strong impetus for systematically applying such methods during the lead identification and optimization efforts for other protein families as well.",2016,74,143,14,False,Computer Science,144865677,G. Subramanian,2378027.0,Bharath Ramsundar,1806271.0,V. Pande,144030239.0,R. Denny,,,,,,,,,Medicine,Chemistry,,,,,,,,,
5d07b34998465bd2907d5d05424ed69b068b3e3f,https://www.semanticscholar.org/paper/5d07b34998465bd2907d5d05424ed69b068b3e3f,Machine learning in laboratory medicine: waiting for the flood?,"Abstract This review focuses on machine learning and on how methods and models combining data analytics and artificial intelligence have been applied to laboratory medicine so far. Although still in its infancy, the potential for applying machine learning to laboratory data for both diagnostic and prognostic purposes deserves more attention by the readership of this journal, as well as by physician-scientists who will want to take advantage of this new computer-based support in pathology and laboratory medicine.",2017,45,63,2,False,Medicine,3037324,F. Cabitza,145244821.0,G. Banfi,,,,,,,,,,,,,,,,,,,,,,,
a6e92f6fa9e91b7e869562a63b30a9a56cf14582,https://www.semanticscholar.org/paper/a6e92f6fa9e91b7e869562a63b30a9a56cf14582,Learning Fast Algorithms for Linear Transforms Using Butterfly Factorizations,"Fast linear transforms are ubiquitous in machine learning, including the discrete Fourier transform, discrete cosine transform, and other structured transformations such as convolutions. All of these transforms can be represented by dense matrix-vector multiplication, yet each has a specialized and highly efficient (subquadratic) algorithm. We ask to what extent hand-crafting these algorithms and implementations is necessary, what structural priors they encode, and how much knowledge is required to automatically learn a fast algorithm for a provided structured transform. Motivated by a characterization of fast matrix-vector multiplication as products of sparse matrices, we introduce a parameterization of divide-and-conquer methods that is capable of representing a large class of transforms. This generic formulation can automatically learn an efficient algorithm for many important transforms; for example, it recovers the O(N log N) Cooley-Tukey FFT algorithm to machine precision, for dimensions N up to 1024. Furthermore, our method can be incorporated as a lightweight replacement of generic matrices in machine learning pipelines to learn efficient and compressible transformations. On a standard task of compressing a single hidden-layer network, our method exceeds the classification accuracy of unconstrained matrices on CIFAR-10 by 3.9 points-the first time a structured approach has done so-with 4× faster inference speed and 40× fewer parameters.",2019,54,46,7,False,Medicine,24593911,Tri Dao,39499001.0,Albert Gu,41022841.0,Matthew Eichhorn,1755572.0,A. Rudra,2114485554.0,C. Ré,,,,,,,Computer Science,Mathematics,,,,,,,,,
5e4eb58d5b47ac1c73f4cf189497170e75ae6237,https://www.semanticscholar.org/paper/5e4eb58d5b47ac1c73f4cf189497170e75ae6237,Neural GPUs Learn Algorithms,"Learning an algorithm from examples is a fundamental problem that has been widely studied. Recently it has been addressed using neural networks, in particular by Neural Turing Machines (NTMs). These are fully differentiable computers that use backpropagation to learn their own programming. Despite their appeal NTMs have a weakness that is caused by their sequential nature: they are not parallel and are are hard to train due to their large depth when unfolded. 
We present a neural network architecture to address this problem: the Neural GPU. It is based on a type of convolutional gated recurrent unit and, like the NTM, is computationally universal. Unlike the NTM, the Neural GPU is highly parallel which makes it easier to train and efficient to run. 
An essential property of algorithms is their ability to handle inputs of arbitrary size. We show that the Neural GPU can be trained on short instances of an algorithmic task and successfully generalize to long instances. We verified it on a number of tasks including long addition and long multiplication of numbers represented in binary. We train the Neural GPU on numbers with upto 20 bits and observe no errors whatsoever while testing it, even on much longer numbers. 
To achieve these results we introduce a technique for training deep recurrent networks: parameter sharing relaxation. We also found a small amount of dropout and gradient noise to have a large positive effect on learning and generalization.",2015,48,311,34,False,Computer Science,40527594,Lukasz Kaiser,1701686.0,Ilya Sutskever,,,,,,,,,,,,,Mathematics,,,,,,,,,,
3f8c2a71dd1f399079cc2fa87e15e065b59ebfbe,https://www.semanticscholar.org/paper/3f8c2a71dd1f399079cc2fa87e15e065b59ebfbe,Feature space interpretation of SVMs with indefinite kernels,"Kernel methods are becoming increasingly popular for various kinds of machine learning tasks, the most famous being the support vector machine (SVM) for classification. The SVM is well understood when using conditionally positive definite (cpd) kernel functions. However, in practice, non-cpd kernels arise and demand application in SVM. The procedure of ""plugging"" these indefinite kernels in SVM often yields good empirical classification results. However, they are hard to interpret due to missing geometrical and theoretical understanding. In this paper, we provide a step toward the comprehension of SVM classifiers in these situations. We give a geometric interpretation of SVM with indefinite kernel functions. We show that such SVM are optimal hyperplane classifiers not by margin maximization, but by minimization of distances between convex hulls in pseudo-Euclidean spaces. By this, we obtain a sound framework and motivation for indefinite SVM. This interpretation is the basis for further theoretical analysis, e.g., investigating uniqueness, and for the derivation of practical guidelines like characterizing the suitability of indefinite SVM.",2005,32,255,18,True,Mathematics,2800929,B. Haasdonk,,,,,,,,,,,,,,,Computer Science,Medicine,,,,,,,,,
