paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name
2cff932a9fd1d1d4c7589a587015f79f1c291bc2,https://www.semanticscholar.org/paper/2cff932a9fd1d1d4c7589a587015f79f1c291bc2,A Machine Learning Approach to Musical Style Recognition,"Much of the work on perception and understanding of music by computers has focused on low-level
perceptual features such as pitch and tempo. Our work demonstrates that machine learning can be
used to build effective style classifiers for interactive performance systems. We also present an analysis explaining why these techniques work so well when hand-coded approaches have consistently
failed. We also describe a reliable real-time performance style classifier.",1997,4,183,10,False,Computer Science,1697732,R. Dannenberg,2691933.0,B. Thom,,2140403023.0,David S. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9ced913e39cccce2c61519acba8782d6a8d257b,https://www.semanticscholar.org/paper/a9ced913e39cccce2c61519acba8782d6a8d257b,Machine learning of inductive bias,"A solution to get the problem off, have you found it? Really? What kind of solution do you resolve the problem? From what sources? Well, there are so many questions that we utter every day. No matter how you will get the solution, it will mean better. You can take the reference from some books. And the machine learning of inductive bias is one book that we really recommend you to read, to get more solutions in solving this problem.",1986,0,74,0,False,Computer Science,65915339,P. Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fccba11583dc9e1030713d61bd65e9e9990e39f,https://www.semanticscholar.org/paper/1fccba11583dc9e1030713d61bd65e9e9990e39f,Human-Centered Artificial Intelligence and Machine Learning,"Humans are increasingly coming into contact with artificial intelligence and machine learning systems. Human-centered artificial intelligence is a perspective on AI and ML that algorithms must be designed with awareness that they are part of a larger system consisting of humans. We lay forth an argument that human-centered artificial intelligence can be broken down into two aspects: (1) AI systems that understand humans from a sociocultural perspective, and (2) AI systems that help humans understand them. We further argue that issues of social responsibility such as fairness, accountability, interpretability, and transparency.",2019,14,108,2,True,Computer Science,2757194,Mark O. Riedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00b7f44857676600805172e99be6f9f2987e98eb,https://www.semanticscholar.org/paper/00b7f44857676600805172e99be6f9f2987e98eb,Statistical Learning with Sparsity: The Lasso and Generalizations,"Discover New Methods for Dealing with High-Dimensional Data A sparse statistical model has only a small number of nonzero parameters or weights; therefore, it is much easier to estimate and interpret than a dense model. Statistical Learning with Sparsity: The Lasso and Generalizations presents methods that exploit sparsity to help recover the underlying signal in a set of data. Top experts in this rapidly evolving field, the authors describe the lasso for linear regression and a simple coordinate descent algorithm for its computation. They discuss the application of 1 penalties to generalized linear models and support vector machines, cover generalized penalties such as the elastic net and group lasso, and review numerical methods for optimization. They also present statistical inference methods for fitted (lasso) models, including the bootstrap, Bayesian methods, and recently developed approaches. In addition, the book examines matrix decomposition, sparse multivariate analysis, graphical models, and compressed sensing. It concludes with a survey of theoretical results for the lasso. In this age of big data, the number of features measured on a person or object can be large and might be larger than the number of observations. This book shows how the sparsity assumption allows us to tackle these problems and extract useful and reproducible patterns from big datasets. Data analysts, computer scientists, and theorists will appreciate this thorough and up-to-date treatment of sparse statistical modeling.",2015,301,1766,196,True,Computer Science,1784682,T. Hastie,1761784.0,R. Tibshirani,,1721860.0,M. Wainwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc8f9ff657cd7d257ce5285a40166a3b2ae26f57,https://www.semanticscholar.org/paper/fc8f9ff657cd7d257ce5285a40166a3b2ae26f57,Survey and Benchmarking of Machine Learning Accelerators,"Advances in multicore processors and accelerators have opened the flood gates to greater exploration and application of machine learning techniques to a variety of applications. These advances, along with breakdowns of several trends including Moore’s Law, have prompted an explosion of processors and accelerators that promise even greater computational and machine learning capabilities. These processors and accelerators are coming in many forms, from CPUs and GPUs to ASICs, FPGAs, and dataflow accelerators. This paper surveys the current state of these processors and accelerators that have been publicly announced with performance and power consumption numbers. The performance and power values are plotted on a scatter graph and a number of dimensions and observations from the trends on this plot are discussed and analyzed. For instance, there are interesting trends in the plot regarding power consumption, numerical precision, and inference versus training. We then select and benchmark two commercially available low size, weight, and power (SWaP) accelerators as these processors are the most interesting for embedded and mobile machine learning inference applications that are most applicable to the DoD and other SWaP constrained users. We determine how they actually perform with real-world images and neural network models, compare those results to the reported performance and power consumption values and evaluate them against an Intel CPU that is used in some embedded applications.",2019,97,102,2,True,Computer Science,2097629,A. Reuther,1684116.0,P. Michaleas,,2111328084.0,Michael Jones,74882299.0,V. Gadepally,2331418.0,S. Samsi,3257323.0,J. Kepner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432e5d09f080c95286dc461f419b0685b41eb7e3,https://www.semanticscholar.org/paper/432e5d09f080c95286dc461f419b0685b41eb7e3,Application of machine learning to epileptic seizure onset detection and treatment,"Epilepsy is a chronic disorder of the central nervous system that predisposes individuals to experiencing recurrent seizures. It affects 3 million Americans and 50 million people world-wide. A seizure is a transient aberration in the brain's electrical activity that produces disruptive physical symptoms such as a lapse in attention and memory, a sensory hallucination, or a whole-body convulsion. Approximately 1 out of every 3 individuals with epilepsy continues to experience frequent seizures despite treatment with multiple anti-epileptic drugs. These intractable seizures pose a serious risk of injury, limit the independence and mobility of an individual, and result in both social isolation and economic hardship. This thesis presents novel technology intended to ease the burden of intractable seizures. At its heart is a method for computerized detection of seizure onset. The method uses machine learning to construct patient-specific classifiers that are capable of rapid, sensitive, and specific detection of seizure onset. The algorithm detects the onset of a seizure through analysis of the brain's electrical activity alone or in concert with other physiologic signals. When trained on 2 or more seizures and tested on 844 hours of continuous scalp EEG from 23 pediatric epilepsy patients, our algorithm detected 96% of 163 test seizures with a median detection delay of 3 seconds and a median false detection rate of 2 false detections per 24 hour period. In this thesis we also discuss how our detector can be embedded within a lowpower, implantable medical device to enable the delivery of just-in-time therapy that has the potential to either eliminate or attenuate the clinical symptoms associated with seizures. Finally, we report on the in-hospital use of our detector to enable delay-sensitive therapeutic and diagnostic applications. We demonstrate the feasibility of using the algorithm to control the Vagus Nerve Stimulator (an implantable neurostimulator for the treatment of intractable seizures), and to initiate ictal SPECT (a functional neuroimaging modality useful for localizing the cerebral site of origin of a seizure). Thesis Supervisor: John V. Guttag Title: Professor of Electrical Engineering and Computer Science",2009,74,586,71,False,Psychology,2614750,A. Shoeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eabb5b4cf137c27917a8b91c471a6a2b9407469,https://www.semanticscholar.org/paper/4eabb5b4cf137c27917a8b91c471a6a2b9407469,A Review of Android Malware Detection Approaches Based on Machine Learning,"Android applications are developing rapidly across the mobile ecosystem, but Android malware is also emerging in an endless stream. Many researchers have studied the problem of Android malware detection and have put forward theories and methods from different perspectives. Existing research suggests that machine learning is an effective and promising way to detect Android malware. Notwithstanding, there exist reviews that have surveyed different issues related to Android malware detection based on machine learning. We believe our work complements the previous reviews by surveying a wider range of aspects of the topic. This paper presents a comprehensive survey of Android malware detection approaches based on machine learning. We briefly introduce some background on Android applications, including the Android system architecture, security mechanisms, and classification of Android malware. Then, taking machine learning as the focus, we analyze and summarize the research status from key perspectives such as sample acquisition, data preprocessing, feature selection, machine learning models, algorithms, and the evaluation of detection effectiveness. Finally, we assess the future prospects for research into Android malware detection based on machine learning. This review will help academics gain a full picture of Android malware detection based on machine learning. It could then serve as a basis for subsequent researchers to start new work and help to guide research in the field more generally.",2020,274,72,3,True,Computer Science,1828725529,Kaijun Liu,50433409.0,Shengwei Xu,,3027277.0,Guoai Xu,2108160165.0,Miao Zhang,2112672824.0,Dawei Sun,2109497851.0,Haifeng Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ca6097a09f07eb4d35e1730b793881f5f434b0a,https://www.semanticscholar.org/paper/6ca6097a09f07eb4d35e1730b793881f5f434b0a,Machine learning techniques and drug design.,"The interest in the application of machine learning techniques (MLT) as drug design tools is growing in the last decades. The reason for this is related to the fact that the drug design is very complex and requires the use of hybrid techniques. A brief review of some MLT such as self-organizing maps, multilayer perceptron, bayesian neural networks, counter-propagation neural network and support vector machines is described in this paper. A comparison between the performance of the described methods and some classical statistical methods (such as partial least squares and multiple linear regression) shows that MLT have significant advantages. Nowadays, the number of studies in medicinal chemistry that employ these techniques has considerably increased, in particular the use of support vector machines. The state of the art and the future trends of MLT applications encompass the use of these techniques to construct more reliable QSAR models. The models obtained from MLT can be used in virtual screening studies as well as filters to develop/discovery new chemicals. An important challenge in the drug design field is the prediction of pharmacokinetic and toxicity properties, which can avoid failures in the clinical phases. Therefore, this review provides a critical point of view on the main MLT and shows their potential ability as a valuable tool in drug design.",2012,131,110,2,False,Computer Science,14182494,J. C. Gertrudes,6019396.0,V. Maltarollo,Medicine,2190685008.0,R. A. Silva,34797219.0,P. R. Oliveira,2082452.0,K. M. Honorio,1398462782.0,A. B. F. D. DA SILVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72e93aa6767ee683de7f001fa72f1314e40a8f35,https://www.semanticscholar.org/paper/72e93aa6767ee683de7f001fa72f1314e40a8f35,Building high-level features using large scale unsupervised learning,"We consider the problem of building high-level, class-specific feature detectors from only unlabeled data. For example, is it possible to learn a face detector using only unlabeled images? To answer this, we train a deep sparse autoencoder on a large dataset of images (the model has 1 billion connections, the dataset has 10 million 200×200 pixel images downloaded from the Internet). We train this network using model parallelism and asynchronous SGD on a cluster with 1,000 machines (16,000 cores) for three days. Contrary to what appears to be a widely-held intuition, our experimental results reveal that it is possible to train a face detector without having to label images as containing a face or not. Control experiments show that this feature detector is robust not only to translation but also to scaling and out-of-plane rotation. We also find that the same network is sensitive to other high-level concepts such as cat faces and human bodies. Starting from these learned features, we trained our network to recognize 22,000 object categories from ImageNet and achieve a leap of 70% relative improvement over the previous state-of-the-art.",2011,56,2169,108,True,Computer Science,2827616,Quoc V. Le,1706809.0,Marc'Aurelio Ranzato,Mathematics,3089272.0,R. Monga,145139947.0,Matthieu Devin,32131713.0,G. Corrado,2118440152.0,Kai Chen,,49959210.0,J. Dean,34699434.0,A. Ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e5dfca7f4d996d0dd6ab469bb06bed5619b0a65,https://www.semanticscholar.org/paper/0e5dfca7f4d996d0dd6ab469bb06bed5619b0a65,Nonvolatile Memory Materials for Neuromorphic Intelligent Machines,"Recent progress in deep learning extends the capability of artificial intelligence to various practical tasks, making the deep neural network (DNN) an extremely versatile hypothesis. While such DNN is virtually built on contemporary data centers of the von Neumann architecture, physical (in part) DNN of non‐von Neumann architecture, also known as neuromorphic computing, can remarkably improve learning and inference efficiency. Particularly, resistance‐based nonvolatile random access memory (NVRAM) highlights its handy and efficient application to the multiply–accumulate (MAC) operation in an analog manner. Here, an overview is given of the available types of resistance‐based NVRAMs and their technological maturity from the material‐ and device‐points of view. Examples within the strategy are subsequently addressed in comparison with their benchmarks (virtual DNN in deep learning). A spiking neural network (SNN) is another type of neural network that is more biologically plausible than the DNN. The successful incorporation of resistance‐based NVRAM in SNN‐based neuromorphic computing offers an efficient solution to the MAC operation and spike timing‐based learning in nature. This strategy is exemplified from a material perspective. Intelligent machines are categorized according to their architecture and learning type. Also, the functionality and usefulness of NVRAM‐based neuromorphic computing are addressed.",2018,204,127,0,False,Medicine,6302138,D. Jeong,2557762.0,C. Hwang,Materials Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12244deb997152492d96c6246ec21b2b9804800d,https://www.semanticscholar.org/paper/12244deb997152492d96c6246ec21b2b9804800d,Text Detection and Character Recognition in Scene Images with Unsupervised Feature Learning,"Reading text from photographs is a challenging problem that has received a significant amount of attention. Two key components of most systems are (i) text detection from images and (ii) character recognition, and many recent methods have been proposed to design better feature representations and models for both. In this paper, we apply methods recently developed in machine learning -- specifically, large-scale algorithms for learning the features automatically from unlabeled data -- and show that they allow us to construct highly effective classifiers for both detection and recognition to be used in a high accuracy end-to-end system.",2011,28,407,24,True,Computer Science,144638694,Adam Coates,37742741.0,Blake Carpenter,,2065131508.0,Carl Case,145031342.0,S. Satheesh,39086009.0,B. Suresh,41154933.0,Tao Wang,,25629078.0,David J. Wu,34699434.0,A. Ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae523e2f137fa2a4f5a6cbcc443ba63db2642a96,https://www.semanticscholar.org/paper/ae523e2f137fa2a4f5a6cbcc443ba63db2642a96,Supervised Speech Separation Based on Deep Learning: An Overview,"Speech separation is the task of separating target speech from background interference. Traditionally, speech separation is studied as a signal processing problem. A more recent approach formulates speech separation as a supervised learning problem, where the discriminative patterns of speech, speakers, and background noise are learned from training data. Over the past decade, many supervised separation algorithms have been put forward. In particular, the recent introduction of deep learning to supervised speech separation has dramatically accelerated progress and boosted separation performance. This paper provides a comprehensive overview of the research on deep learning based supervised speech separation in the last several years. We first introduce the background of speech separation and the formulation of supervised separation. Then, we discuss three main components of supervised separation: learning machines, training targets, and acoustic features. Much of the overview is on separation algorithms where we review monaural methods, including speech enhancement (speech-nonspeech separation), speaker separation (multitalker separation), and speech dereverberation, as well as multimicrophone techniques. The important issue of generalization, unique to supervised learning, is discussed. This overview provides a historical perspective on how advances are made. In addition, we discuss a number of conceptual issues, including what constitutes the target source.",2017,216,861,45,False,Computer Science,38053687,Deliang Wang,2855690.0,Jitong Chen,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae4b0b63ff26e52792be7f60bda3ed5db83c1577,https://www.semanticscholar.org/paper/ae4b0b63ff26e52792be7f60bda3ed5db83c1577,A Bayesian Perspective on Generalization and Stochastic Gradient Descent,"We consider two questions at the heart of machine learning; how can we predict if a minimum will generalize to the test set, and why does stochastic gradient descent find minima that generalize well? Our work responds to Zhang et al. (2016), who showed deep neural networks can easily memorize randomly labeled training data, despite generalizing well on real labels of the same inputs. We show that the same phenomenon occurs in small linear models. These observations are explained by the Bayesian evidence, which penalizes sharp minima but is invariant to model parameterization. We also demonstrate that, when one holds the learning rate fixed, there is an optimum batch size which maximizes the test set accuracy. We propose that the noise introduced by small mini-batches drives the parameters towards minima whose evidence is large. Interpreting stochastic gradient descent as a stochastic differential equation, we identify the ""noise scale"" $g = \epsilon (\frac{N}{B} - 1) \approx \epsilon N/B$, where $\epsilon$ is the learning rate, $N$ the training set size and $B$ the batch size. Consequently the optimum batch size is proportional to both the learning rate and the size of the training set, $B_{opt} \propto \epsilon N$. We verify these predictions empirically.",2017,37,282,24,False,Computer Science,2157770601,Samuel L. Smith,2827616.0,Quoc V. Le,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021dc78bcb747888ad69f143516b12ca328d632b,https://www.semanticscholar.org/paper/021dc78bcb747888ad69f143516b12ca328d632b,"Prediction Modeling Using EHR Data: Challenges, Strategies, and a Comparison of Machine Learning Approaches","Background:Electronic health record (EHR) databases contain vast amounts of information about patients. Machine learning techniques such as Boosting and support vector machine (SVM) can potentially identify patients at high risk for serious conditions, such as heart disease, from EHR data. However, these techniques have not yet been widely tested. Objective:To model detection of heart failure more than 6 months before the actual date of clinical diagnosis using machine learning techniques applied to EHR data. To compare the performance of logistic regression, SVM, and Boosting, along with various variable selection methods in heart failure prediction. Research Design:Geisinger Clinic primary care patients with data in the EHR data from 2001 to 2006 diagnosed with heart failure between 2003 and 2006 were identified. Controls were randomly selected matched on sex, age, and clinic for this nested case-control study. Measures:Area under the curve (AUC) of receiver operator characteristic curve was computed for each method using 10-fold cross-validation. The number of variables selected by each method was compared. Results:Logistic regression with model selection based on Bayesian information criterion provided the most parsimonious model, with about 10 variables selected on average, while maintaining a high AUC (0.77 in 10-fold cross-validation). Boosting with strict variable importance threshold provided similar performance. Conclusions:Heart failure was predicted more than 6 months before clinical diagnosis, with AUC of about 0.76, using logistic regression and Boosting. These results were achieved even with strict model selection criteria. SVM had the poorest performance, possibly because of imbalanced data.",2010,14,297,11,False,Computer Science,4307937,Jionglin Wu,34263961.0,J. Roy,Medicine,49523072.0,W. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc2a5a9d07e46484422cc7628486f31f4b2fe074,https://www.semanticscholar.org/paper/cc2a5a9d07e46484422cc7628486f31f4b2fe074,Introduction To Gaussian Processes,"Adaptive and Natural Computing AlgorithmsAdvances in Knowledge Discovery and Data MiningLectures on Gaussian ProcessesAn introduction to continuity and related topics for general Gaussian ProcessesLarge Deviations for Gaussian QueuesGaussian Markov Random FieldsAsymptotic Methods in the Theory of Gaussian Processes and FieldsModelling and Control of Dynamic Systems Using Gaussian Process ModelsAn Introduction to Continuity, Extrema, and Related Topics for General Gaussian ProcessesThe Gaussian Approximation PotentialAn Introduction to Continuity, Extrema, and Related Topics for General Gaussian ProcessesStochastic Analysis for Gaussian Random Processes and FieldsMachine LearningNeural Networks and Machine LearningBayesian Time Series ModelsGraphical Models for Machine Learning and Digital CommunicationMarkov Processes, Gaussian Processes, and Local TimesThe Generic ChainingTime Series AnalysisProbability in Banach SpacesDark DataMachine LearningSurrogatesIntroduction and Implementations of the Kalman FilterMachine Learning and Knowledge Discovery in DatabasesLearning Kernel ClassifiersThe Concentration of Measure PhenomenonBayesian Data Analysis, Third EditionKernels for Vector-Valued FunctionsAdvanced Lectures on Machine LearningGaussian Processes for Machine LearningEfficient Reinforcement Learning Using Gaussian ProcessesGaussian Process Regression Analysis for Functional DataGaussian Processes on TreesBayesian Learning for Neural NetworksReinforcement Learning and Optimal ControlInterpolation of Spatial DataQuantum Processes Systems, and InformationHigh-Dimensional ProbabilityIntroduction to Empirical Processes and Semiparametric Inference The three volume proceedings LNAI 11906 – 11908 constitutes the refereed proceedings of the European Conference on Machine Learning and Knowledge Discovery in Databases, ECML PKDD 2019, held in Würzburg, Germany, in September 2019. The total of 130 regular papers presented in these volumes was carefully reviewed and selected from 733 submissions; there are 10 papers in the demo track. The contributions were organized in topical sections named as follows: Part I: pattern mining; clustering, anomaly and outlier detection, and autoencoders; dimensionality reduction and feature selection; social networks and graphs; decision trees, interpretability, and causality; strings and streams; privacy and security; optimization. Part II: supervised learning; multi-label learning; large-scale learning; deep learning; probabilistic models; natural language processing. Part III: reinforcement learning and bandits; ranking; applied data science: computer vision and explanation; applied data science: healthcare; applied data science: e-commerce, finance, and advertising; applied data science: rich data; applied data science: applications; demo track. Chapter ""Incorporating Dependencies in Spectral Kernels for Gaussian Processes"" is available open access under a Creative Commons Attribution 4.0 International License via link.springer.com.This book is devoted to a systematic analysis of asymptotic behavior of distributions of various typical functionals of Gaussian random variables and fields. The text begins with an extended introduction, which explains fundamental ideas and sketches the basic methods fully presented later in the book. Good approximate formulas and sharp estimates of the remainders are obtained for a large class of Gaussian and similar processes. The author devotes special attention to the development of asymptotic analysis methods, emphasizing the method of comparison, the double-sum method and the method of moments. The author has added an extended introduction and has significantly revised the text for this translation, particularly the material on the double-sum method.This monograph opens up new horizons for engineers and researchers in academia and in industry dealing with or interested in new developments in the field of system identification and control. It emphasizes guidelines for working solutions and practical advice for their implementation rather than the theoretical background of Gaussian process (GP) models. The book demonstrates the potential of this recent development in probabilistic machine-learning methods and gives the reader an intuitive understanding of the topic. The current state of the art is treated along with possible future directions for research. Systems control design relies on mathematical models and these may be developed from measurement data. This process of system identification, when based on GP models, can play an integral part of control design in data-based control and its description as such is an essential aspect of the text. The background of GP regression is introduced first with system identification and incorporation of prior knowledge then leading into full-blown control. The book is illustrated by extensive use of examples, line drawings, and graphical presentation of computer-simulation results and plant measurements. The research results presented are applied in real-life case studies drawn from successful applications including: a gas–liquid separator control; urban-traffic signal modelling and reconstruction; and prediction of atmospheric ozone concentration. A MATLAB® toolbox, for identification and simulation of dynamic GP models is provided for download.Sensor data fusion is the process of combining error-prone, heterogeneous, incomplete, and ambiguous data to gather a higher level of situational awareness. In principle, all living creatures are fusing information from their complementary senses to coordinate their actions and to detect and localize danger. In sensor data fusion, this process is transferred to electronic systems, which rely on some ""awareness"" of what is happening in certain areas of interest. By means of probability theory and statistics, it is possible to model the relationship between the state space and the sensor data. The number of ingredients of the resulting Kalman filter is limited, but its applications are not.Kosorok’s brilliant text provides a self-contained introduction to empirical processes and semiparametric inference. These powerful research techniques are surprisingly useful for developing methods of statistical inference for complex models and in understanding the properties of such methods. This is an authoritative text that covers all the bases, and also a friendly and gradual introduction to the area. The book can be used as research reference and textbook.The two-volume set LNAI 12084 and 12085 constitutes the thoroughly refereed proceedings of the 24th Pacific-Asia Conference on Knowledge Discovery and Data Mining, PAKDD 2020, which was due to be held in Singapore, in May 2020. The conference was held virtually due to the COVID-19 pandemic. The 135 full papers presented were carefully reviewed and selected from 628 submissions. The papers present new ideas, original research results, and practical development experiences from all KDD related areas, including data mining, data warehousing, machine learning, artificial intelligence, databases, statistics, knowledge engineering, visualization, decision-making systems, and the emerging applications. They are organized in the following topical sections: recommender systems; classification; clustering; mining social networks; representation learning and embedding; mining behavioral data; deep learning; feature extraction and selection; human, domain, organizational and social factors in data mining; mining sequential data; mining imbalanced data; association; privacy and security; supervised learning; novel algorithms; mining multimedia/multi-dimensional data; application; mining graph and network data; anomaly detection and analytics; mining spatial, temporal, unstructured and semi-structured data; sentiment analysis; statistical/graphical model; multi-source/distributed/parallel/cloud computing.Isoperimetric, measure concentration and random",2008,8,535,44,False,,145797336,Iain Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcba51774867c77f491581d3625d375a0a8f473b,https://www.semanticscholar.org/paper/fcba51774867c77f491581d3625d375a0a8f473b,Estimating a Kernel Fisher Discriminant in the Presence of Label Noise,"Data noise is present in many machine learning problems domains, some of these are well studied but others have received less attention. In this paper we propose an algorithm for constructing a kernel Fisher discriminant (KFD) from training examples with noisy labels. The approach allows to associate with each example a probability of the label being flipped. We utilise an expectation maximization (EM) algorithm for updating the probabilities. The E-step uses class conditional probabilities estimated as a by-product of the KFD algorithm. The M-step updates the flip probabilities and determines the parameters of the discriminant. We demonstrate the feasibility of the approach on two real-world data-sets.",2001,27,211,25,False,Computer Science,145306271,Neil D. Lawrence,1707625.0,B. Schölkopf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591cf181a0b4ab385322053e0320ef69461d1a3f,https://www.semanticscholar.org/paper/591cf181a0b4ab385322053e0320ef69461d1a3f,Learning to detect phishing emails,"Each month, more attacks are launched with the aim of making web users believe that they are communicating with a trusted entity for the purpose of stealing account information, logon credentials, and identity information in general. This attack method, commonly known as ""phishing,"" is most commonly initiated by sending out emails with links to spoofed websites that harvest information. We present a method for detecting these attacks, which in its most general form is an application of machine learning on a feature set designed to highlight user-targeted deception in electronic communication. This method is applicable, with slight modification, to detection of phishing websites, or the emails used to direct victims to these sites. We evaluate this method on a set of approximately 860 such phishing emails, and 6950 non-phishing emails, and correctly identify over 96% of the phishing emails while only mis-classifying on the order of 0.1% of the legitimate emails. We conclude with thoughts on the future for such techniques to specifically identify deception, specifically with respect to the evolutionary nature of the attacks and information available.",2007,30,643,53,True,Computer Science,3165536,Ian Fette,2464164.0,N. Sadeh,,1693125.0,A. Tomasic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f156dafea123de94c9e197c5f123bececcfa515c,https://www.semanticscholar.org/paper/f156dafea123de94c9e197c5f123bececcfa515c,Supervised Machine-learning Predictive Analytics for Prediction of Postinduction Hypotension,"What We Already Know about This Topic The ability to predict postinduction hypotension remains limited and challenging due to the multitude of data elements that may be considered Novel machine-learning algorithms may offer a systematic approach to predict postinduction hypotension, but are understudied What This Article Tells Us That Is New Among 13,323 patients undergoing a variety of surgical procedures, 8.9% experienced a mean arterial pressure less than 55 mmHg within 10 min of induction start While some machine-learning algorithms perform worse than logistic regression, several techniques may be superior Gradient boosting machine, with tuning, demonstrates a receiver operating characteristic area under the curve of 0.76, a negative predictive value of 19%, and positive predictive value of 96% Background: Hypotension is a risk factor for adverse perioperative outcomes. Machine-learning methods allow large amounts of data for development of robust predictive analytics. The authors hypothesized that machine-learning methods can provide prediction for the risk of postinduction hypotension. Methods: Data was extracted from the electronic health record of a single quaternary care center from November 2015 to May 2016 for patients over age 12 that underwent general anesthesia, without procedure exclusions. Multiple supervised machine-learning classification techniques were attempted, with postinduction hypotension (mean arterial pressure less than 55 mmHg within 10 min of induction by any measurement) as primary outcome, and preoperative medications, medical comorbidities, induction medications, and intraoperative vital signs as features. Discrimination was assessed using cross-validated area under the receiver operating characteristic curve. The best performing model was tuned and final performance assessed using split-set validation. Results: Out of 13,323 cases, 1,185 (8.9%) experienced postinduction hypotension. Area under the receiver operating characteristic curve using logistic regression was 0.71 (95% CI, 0.70 to 0.72), support vector machines was 0.63 (95% CI, 0.58 to 0.60), naive Bayes was 0.69 (95% CI, 0.67 to 0.69), k-nearest neighbor was 0.64 (95% CI, 0.63 to 0.65), linear discriminant analysis was 0.72 (95% CI, 0.71 to 0.73), random forest was 0.74 (95% CI, 0.73 to 0.75), neural nets 0.71 (95% CI, 0.69 to 0.71), and gradient boosting machine 0.76 (95% CI, 0.75 to 0.77). Test set area for the gradient boosting machine was 0.74 (95% CI, 0.72 to 0.77). Conclusions: The success of this technique in predicting postinduction hypotension demonstrates feasibility of machine-learning models for predictive analytics in the field of anesthesiology, with performance dependent on model selection and appropriate tuning.",2018,49,98,3,False,Medicine,7991579,S. Kendale,50348602.0,Prathamesh Kulkarni,,30488552.0,A. Rosenberg,2152449237.0,Jing Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23b13dc758bc0bf70e783a617085283d824216b1,https://www.semanticscholar.org/paper/23b13dc758bc0bf70e783a617085283d824216b1,Efficient Learning of Selective Bayesian Network Classifiers,"In this paper, we empirically evaluate algorithms for learning four types of Bayesian network (BN) classifiers – Naïve-Bayes, tree augmented Naïve-Bayes (TANs), BN augmented Naïve-Bayes (BANs) and general BNs (GBNs), where the GBNs and BANs are learned using two variants of a conditionalindependence based BN-learning algorithm. Based on their performance, we then define a new type of classifier. Experimental results show the resulting classifiers, learned using the proposed learning algorithms, are competitive with (or superior to) the best classifiers, based on both Bayesian networks and other formalisms, and that the computational time for learning and using these classifiers is relatively small. These results argue that BN classifiers deserve more attention in machine learning and data mining communities.",1996,18,101,6,False,Computer Science,2110447955,Moninder Singh,37838196.0,G. Provan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
