paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name
9d4bb6ec511c5dd4c6c97224b59cf4cdf4dc0746,https://www.semanticscholar.org/paper/9d4bb6ec511c5dd4c6c97224b59cf4cdf4dc0746,The class imbalance problem: A systematic study,"In machine learning problems, differences in prior class probabilities -- or class imbalances -- have been reported to hinder the performance of some standard classifiers, such as decision trees. This paper presents a systematic study aimed at answering three different questions. First, we attempt to understand the nature of the class imbalance problem by establishing a relationship between concept complexity, size of the training set and class imbalance level. Second, we discuss several basic re-sampling or cost-modifying methods previously proposed to deal with the class imbalance problem and compare their effectiveness. The results obtained by such methods on artificial domains are linked to results in real-world domains. Finally, we investigate the assumption that the class imbalance problem does not only affect decision tree systems but also affects other classification systems such as Neural Networks and Support Vector Machines.",2002,18,2546,116,False,Mathematics,1743642,N. Japkowicz,144980086.0,Shaju Stephen,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,
bae3eda9605700b14237f4d04652ab6759c68eef,https://www.semanticscholar.org/paper/bae3eda9605700b14237f4d04652ab6759c68eef,"Artificial intelligence - a modern approach, 2nd Edition","Artificial IntelligenceArtificial Intelligence: A Modern Approach 2Nd Ed.Introduction to Machine LearningArtificial IntelligenceArtificial Intelligence: A Modern Approach, eBook, Global EditionIntroduction to Artificial IntelligenceModern Approaches in Machine Learning and Cognitive Science: A WalkthroughArtificial Intelligence: Pearson New International EditionArtificial IntelligenceArtificial IntelligenceArtificial IntelligenceArtificial Intelligence a Modern ApproachFundamentals of the New Artificial IntelligenceMultiagent SystemsArtificial IntelligenceArtificial IntelligenceThe Hundred-page Machine Learning BookArtificial IntelligenceArtificial IntelligenceArtificial IntelligenceDistributed Artificial IntelligenceArtificial Intelligence For BeginnersParadigms of Artificial Intelligence ProgrammingHuman CompatibleHuman CompatibleARTIFICIAL INTELLIGENCEArtificial IntelligenceArtificial IntelligenceArtificial Intelligence a Modern ApproachDo the Right ThingArtificial IntelligenceArtificial Intelligence : a Modern ApproachArtificial IntelligenceIntelligent Help Systems for UNIXArtificial IntelligenceArtificial IntelligenceArtificial Intelligence a Modern ApproachArtificial IntelligenceArtificial IntelligenceArtificial Intelligence for Human Computer Interaction: A Modern Approach",2003,0,1975,198,False,Computer Science,145107462,Stuart J. Russell,2784519.0,Peter Norvig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f57e9939560562727344c1c987416285ef76cda,https://www.semanticscholar.org/paper/7f57e9939560562727344c1c987416285ef76cda,Accessorize to a Crime: Real and Stealthy Attacks on State-of-the-Art Face Recognition,"Machine learning is enabling a myriad innovations, including new algorithms for cancer diagnosis and self-driving cars. The broad use of machine learning makes it important to understand the extent to which machine-learning algorithms are subject to attack, particularly when used in applications where physical security or safety is at risk. In this paper, we focus on facial biometric systems, which are widely used in surveillance and access control. We define and investigate a novel class of attacks: attacks that are physically realizable and inconspicuous, and allow an attacker to evade recognition or impersonate another individual. We develop a systematic method to automatically generate such attacks, which are realized through printing a pair of eyeglass frames. When worn by the attacker whose image is supplied to a state-of-the-art face-recognition algorithm, the eyeglasses allow her to evade being recognized or to impersonate another individual. Our investigation focuses on white-box face-recognition systems, but we also demonstrate how similar techniques can be used in black-box scenarios, as well as to avoid face detection.",2016,45,1128,83,True,Computer Science,36301492,Mahmood Sharif,38181360.0,Sruti Bhagavatula,41224057.0,Lujo Bauer,1746214.0,M. Reiter,,,,,,,,,,,,,,,,,,,,,,,,,,
317794c81f54371dda5950a5ee7a41ed10298ab2,https://www.semanticscholar.org/paper/317794c81f54371dda5950a5ee7a41ed10298ab2,"How to Grow a Mind: Statistics, Structure, and Abstraction","In coming to understand the world—in learning concepts, acquiring language, and grasping causal relations—our minds make inferences that appear to go far beyond the data available. How do we do it? This review describes recent approaches to reverse-engineering human learning and cognitive development and, in parallel, engineering more humanlike machine learning systems. Computational models that perform probabilistic inference over hierarchies of flexibly structured representations can address some of the deepest questions about the nature and origins of human thought: How does abstract knowledge guide learning and reasoning from sparse data? What forms does our knowledge take, across different domains and tasks? And how is that abstract knowledge itself acquired?",2011,82,1376,57,False,Computer Science,1763295,J. Tenenbaum,145300792.0,Charles Kemp,1799860.0,T. Griffiths,144002017.0,Noah D. Goodman,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,
e86f71ca2948d17b003a5f068db1ecb2b77827f7,https://www.semanticscholar.org/paper/e86f71ca2948d17b003a5f068db1ecb2b77827f7,Concrete Problems in AI Safety,"Rapid progress in machine learning and artificial intelligence (AI) has brought increasing attention to the potential impacts of AI technologies on society. In this paper we discuss one such potential impact: the problem of accidents in machine learning systems, defined as unintended and harmful behavior that may emerge from poor design of real-world AI systems. We present a list of five practical research problems related to accident risk, categorized according to whether the problem originates from having the wrong objective function (""avoiding side effects"" and ""avoiding reward hacking""), an objective function that is too expensive to evaluate frequently (""scalable supervision""), or undesirable behavior during the learning process (""safe exploration"" and ""distributional shift""). We review previous work in these areas as well as suggesting research directions with a focus on relevance to cutting-edge AI systems. Finally, we consider the high-level question of how to think most productively about the safety of forward-looking applications of AI.",2016,173,1387,76,False,Computer Science,2698777,Dario Amodei,37232298.0,C. Olah,5164568.0,J. Steinhardt,145791315.0,P. Christiano,47971768.0,J. Schulman,30415265.0,Dandelion Mané,,,,,,,,,,,,,,,,,,,,,,
0a289dd59b8043c0fbe3a4d1ae59055476ddb3ff,https://www.semanticscholar.org/paper/0a289dd59b8043c0fbe3a4d1ae59055476ddb3ff,Ensemble Methods: Foundations and Algorithms,"An up-to-date, self-contained introduction to a state-of-the-art machine learning approach, Ensemble Methods: Foundations and Algorithms shows how these accurate methods are used in real-world tasks. It gives you the necessary groundwork to carry out further research in this evolving field. After presenting background and terminology, the book covers the main algorithms and theories, including Boosting, Bagging, Random Forest, averaging and voting schemes, the Stacking method, mixture of experts, and diversity measures. It also discusses multiclass extension, noise tolerance, error-ambiguity and bias-variance decompositions, and recent progress in information theoretic diversity. Moving on to more advanced topics, the author explains how to achieve better performance through ensemble pruning and how to generate better clustering results by combining multiple clusterings. In addition, he describes developments of ensemble methods in semi-supervised learning, active learning, cost-sensitive learning, class-imbalance learning, and comprehensibility enhancement.",2012,0,1183,44,False,Computer Science,145624000,Zhi-Hua Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455d9a4ff96561d543acbcb2aa81d6cd8fcd20df,https://www.semanticscholar.org/paper/455d9a4ff96561d543acbcb2aa81d6cd8fcd20df,Trends & Controversies: Support Vector Machines,"My first exposure to Support Vector Machines came this spring when heard Sue Dumais present impressive results on text categorization using this analysis technique. This issue's collection of essays should help familiarize our readers with this interesting new racehorse in the Machine Learning stable. Bernhard Scholkopf, in an introductory overview, points out that a particular advantage of SVMs over other learning algorithms is that it can be analyzed theoretically using concepts from computational learning theory, and at the same time can achieve good performance when applied to real problems. Examples of these real-world applications are provided by Sue Dumais, who describes the aforementioned text-categorization problem, yielding the best results to date on the Reuters collection, and Edgar Osuna, who presents strong results on application to face detection. Our fourth author, John Platt, gives us a practical guide and a new technique for implementing the algorithm efficiently.",1998,86,2627,111,False,Computer Science,1716902,Marti A. Hearst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad3c82ada3ff848bb36bade1d90820c2e465b2d7,https://www.semanticscholar.org/paper/ad3c82ada3ff848bb36bade1d90820c2e465b2d7,Feature Selection,"Feature selection, as a data preprocessing strategy, has been proven to be effective and efficient in preparing data (especially high-dimensional data) for various data-mining and machine-learning problems. The objectives of feature selection include building simpler and more comprehensible models, improving data-mining performance, and preparing clean, understandable data. The recent proliferation of big data has presented some substantial challenges and opportunities to feature selection. In this survey, we provide a comprehensive and structured overview of recent advances in feature selection research. Motivated by current challenges and opportunities in the era of big data, we revisit feature selection research from a data perspective and review representative feature selection algorithms for conventional data, structured data, heterogeneous data and streaming data. Methodologically, to emphasize the differences and similarities of most existing feature selection algorithms for conventional data, we categorize them into four main groups: similarity-based, information-theoretical-based, sparse-learning-based, and statistical-based methods. To facilitate and promote the research in this community, we also present an open source feature selection repository that consists of most of the popular feature selection algorithms (http://featureselection.asu.edu/). Also, we use it as an example to show how to evaluate feature selection algorithms. At the end of the survey, we present a discussion about some open problems and challenges that require more attention in future research.",2016,191,1239,46,True,Computer Science,2040455,Jundong Li,3161399.0,Kewei Cheng,2893721.0,Suhang Wang,2775559.0,Fred Morstatter,39690948.0,Robert P. Trevino,1736632.0,Jiliang Tang,,,145896397.0,Huan Liu,,,,,,,,,,,,,,,,,,
10f919b1a5161b560504c225cfb2d1b3a4768f80,https://www.semanticscholar.org/paper/10f919b1a5161b560504c225cfb2d1b3a4768f80,"Artificial intelligence in healthcare: past, present and future","Artificial intelligence (AI) aims to mimic human cognitive functions. It is bringing a paradigm shift to healthcare, powered by increasing availability of healthcare data and rapid progress of analytics techniques. We survey the current status of AI applications in healthcare and discuss its future. AI can be applied to various types of healthcare data (structured and unstructured). Popular AI techniques include machine learning methods for structured data, such as the classical support vector machine and neural network, and the modern deep learning, as well as natural language processing for unstructured data. Major disease areas that use AI tools include cancer, neurology and cardiology. We then review in more details the AI applications in stroke, in the three major areas of early detection and diagnosis, treatment, as well as outcome prediction and prognosis evaluation. We conclude with discussion about pioneer AI systems, such as IBM Watson, and hurdles for real-life deployment of AI.",2017,86,1413,36,True,Medicine,67092021,F. Jiang,2117937034.0,Yong Jiang,1976425918.0,Hui Zhi,1974599.0,Yi Dong,144966716.0,Hao Li,36156845.0,Sufeng Ma,Computer Science,,119918227.0,Yilong Wang,47454309.0,Q. Dong,46829048.0,Haipeng Shen,2108094216.0,Yongjun Wang,,,,,,,,,,,,
5e095981ebf4d389e9356bd56e59e0ade1b42e88,https://www.semanticscholar.org/paper/5e095981ebf4d389e9356bd56e59e0ade1b42e88,"2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text","The 2010 i2b2/VA Workshop on Natural Language Processing Challenges for Clinical Records presented three tasks: a concept extraction task focused on the extraction of medical concepts from patient reports; an assertion classification task focused on assigning assertion types for medical problem concepts; and a relation classification task focused on assigning relation types that hold between medical problems, tests, and treatments. i2b2 and the VA provided an annotated reference standard corpus for the three tasks. Using this reference standard, 22 systems were developed for concept extraction, 21 for assertion classification, and 16 for relation classification. These systems showed that machine learning approaches could be augmented with rule-based systems to determine concepts, assertions, and relations. Depending on the task, the rule-based systems can either provide input for machine learning or post-process the output of machine learning. Ensembles of classifiers, information from unlabeled data, and external knowledge sources can help when the training data are inadequate.",2011,43,1010,82,True,Computer Science,1723337,Özlem Uzuner,10208174.0,B. South,1807069.0,Shuying Shen,1807331.0,S. Duvall,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,
7547fd7c5e4bc3b8b8bf714583684ff187e8a382,https://www.semanticscholar.org/paper/7547fd7c5e4bc3b8b8bf714583684ff187e8a382,An assessment of support vector machines for land cover classification,"The support vector machine (SVM) is a group of theoretically superior machine learning algorithms. It was found competitive with the best available machine learning algorithms in classifying high-dimensional data sets. This paper gives an introduction to the theoretical development of the SVM and an experimental evaluation of its accuracy, stability and training speed in deriving land cover classifications from satellite images. The SVM was compared to three other popular classifiers, including the maximum likelihood classifier (MLC), neural network classifiers (NNC) and decision tree classifiers (DTC). The impacts of kernel configuration on the performance of the SVM and of the selection of training data and input variables on the four classifiers were also evaluated in this experiment.",2002,59,1609,91,False,Computer Science,3343280,Chengquan Huang,1693428.0,L. Davis,145181457.0,J. Townshend,,,,,,,Geology,,,,,,,,,,,,,,,,,,,,,
0407b605b8f55db72e2545586bfe8e946b691b70,https://www.semanticscholar.org/paper/0407b605b8f55db72e2545586bfe8e946b691b70,An Empirical Investigation of Catastrophic Forgeting in Gradient-Based Neural Networks,"Catastrophic forgetting is a problem faced by many machine learning models and algorithms. When trained on one task, then trained on a second task, many machine learning models ""forget"" how to perform the first task. This is widely believed to be a serious problem for neural networks. Here, we investigate the extent to which the catastrophic forgetting problem occurs for modern neural networks, comparing both established and recent gradient-based training algorithms and activation functions. We also examine the effect of the relationship between the first task and the second task on catastrophic forgetting. We find that it is always best to train using the dropout algorithm--the dropout algorithm is consistently best at adapting to the new task, remembering the old task, and has the best tradeoff curve between these two extremes. We find that different tasks and relationships between tasks result in very different rankings of activation function performance. This suggests the choice of activation function should always be cross-validated.",2013,21,837,69,False,Computer Science,153440022,Ian J. Goodfellow,153583218.0,Mehdi Mirza,2058614620.0,Xia Da,1760871.0,Aaron C. Courville,1751762.0,Yoshua Bengio,,,Mathematics,,,,,,,,,,,,,,,,,,,,,
eec471897375942fd690b736c2753bb19d907273,https://www.semanticscholar.org/paper/eec471897375942fd690b736c2753bb19d907273,"Gradient boosting machines, a tutorial","Gradient boosting machines are a family of powerful machine-learning techniques that have shown considerable success in a wide range of practical applications. They are highly customizable to the particular needs of the application, like being learned with respect to different loss functions. This article gives a tutorial introduction into the methodology of gradient boosting methods with a strong focus on machine learning aspects of modeling. A theoretical information is complemented with descriptive examples and illustrations which cover all the stages of the gradient boosting model design. Considerations on handling the model complexity are discussed. Three practical examples of gradient boosting applications are presented and comprehensively analyzed.",2013,76,1134,59,True,Computer Science,2551434,Alexey Natekin,143873832.0,A. Knoll,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,
ade03d0c772c35dc8e865bdb41d7bc54d5b782d1,https://www.semanticscholar.org/paper/ade03d0c772c35dc8e865bdb41d7bc54d5b782d1,kernlab - An S4 Package for Kernel Methods in R,"kernlab is an extensible package for kernel-based machine learning methods in R. It takes advantage of R's new S4 ob ject model and provides a framework for creating and using kernel-based algorithms. The package contains dot product primitives (kernels), implementations of support vector machines and the relevance vector machine, Gaussian processes, a ranking algorithm, kernel PCA, kernel CCA, and a spectral clustering algorithm. Moreover it provides a general purpose quadratic programming solver, and an incomplete Cholesky decomposition method.",2004,37,1621,72,True,Computer Science,1713164,Alexandros Karatzoglou,116865041.0,A. Smola,1764952.0,K. Hornik,2144516.0,A. Zeileis,,,,,,,,,,,,,,,,,,,,,,,,,,
759d9a6c9206c366a8d94a06f4eb05659c2bb7f2,https://www.semanticscholar.org/paper/759d9a6c9206c366a8d94a06f4eb05659c2bb7f2,Toward Open Set Recognition,"To date, almost all experimental evaluations of machine learning-based recognition algorithms in computer vision have taken the form of “closed set” recognition, whereby all testing classes are known at training time. A more realistic scenario for vision applications is “open set” recognition, where incomplete knowledge of the world is present at training time, and unknown classes can be submitted to an algorithm during testing. This paper explores the nature of open set recognition and formalizes its definition as a constrained minimization problem. The open set recognition problem is not well addressed by existing algorithms because it requires strong generalization. As a step toward a solution, we introduce a novel “1-vs-set machine,” which sculpts a decision space from the marginal distances of a 1-class or binary SVM with a linear kernel. This methodology applies to several different applications in computer vision where open set recognition is a challenging problem, including object recognition and face verification. We consider both in this work, with large scale cross-dataset experiments performed over the Caltech 256 and ImageNet sets, as well as face matching experiments performed over the Labeled Faces in the Wild set. The experiments highlight the effectiveness of machines adapted for open set evaluation compared to existing 1-class and binary SVMs for the same tasks.",2013,57,754,102,False,Medicine,2613438,W. Scheirer,145603848.0,A. Rocha,27469806.0,Archana Sapkota,32163276.0,T. Boult,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,
938f6ef7eed095919e6a482c7f1836a01d62db4b,https://www.semanticscholar.org/paper/938f6ef7eed095919e6a482c7f1836a01d62db4b,Google Vizier: A Service for Black-Box Optimization,"Any sufficiently complex system acts as a black box when it becomes easier to experiment with than to understand. Hence, black-box optimization has become increasingly important as systems have become more complex. In this paper we describe Google Vizier, a Google-internal service for performing black-box optimization that has become the de facto parameter tuning engine at Google. Google Vizier is used to optimize many of our machine learning models and other systems, and also provides core capabilities to Google's Cloud Machine Learning HyperTune subsystem. We discuss our requirements, infrastructure design, underlying algorithms, and advanced features such as transfer learning and automated early stopping that the service provides.",2017,38,580,74,True,Computer Science,145973657,D. Golovin,22695907.0,Benjamin Solnik,3316330.0,Subhodeep Moitra,2942286.0,G. Kochanski,2056044.0,J. Karro,1733143.0,D. Sculley,,,,,,,,,,,,,,,,,,,,,,
310ea531640728702fce6c743c1dd680a23d2ef4,https://www.semanticscholar.org/paper/310ea531640728702fce6c743c1dd680a23d2ef4,Feature Selection for Classification: A Review,"Nowadays, the growth of the high-throughput technologies has resulted in exponential growth in the harvested data with respect to both dimensionality and sample size. The trend of this growth of the UCI machine learning repository is shown in Figure 1. Efficient and effective management of these data becomes increasing challenging. Traditionally manual management of these datasets to be impractical. Therefore, data mining and machine learning techniques were developed to automatically discover knowledge and recognize ...",2014,88,931,45,False,Computer Science,1736632,Jiliang Tang,2523108.0,Salem Alelyani,38746648.0,Huan Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93cb06180743fa648d844b9e7883b62468921c84,https://www.semanticscholar.org/paper/93cb06180743fa648d844b9e7883b62468921c84,Pattern Recognition and Neural Networks,"From the Publisher: 
Pattern recognition has long been studied in relation to many different (and mainly unrelated) applications, such as remote sensing, computer vision, space research, and medical imaging. In this book Professor Ripley brings together two crucial ideas in pattern recognition; statistical methods and machine learning via neural networks. Unifying principles are brought to the fore, and the author gives an overview of the state of the subject. Many examples are included to illustrate real problems in pattern recognition and how to overcome them.This is a self-contained account, ideal both as an introduction for non-specialists readers, and also as a handbook for the more expert reader.",1996,113,2856,63,True,Computer Science,2122942,B. Ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80196cdfcd0c6ce2953bf65a7f019971e2026386,https://www.semanticscholar.org/paper/80196cdfcd0c6ce2953bf65a7f019971e2026386,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,"In this work we aim to solve a large collection of tasks using a single reinforcement learning agent with a single set of parameters. A key challenge is to handle the increased amount of data and extended training time. We have developed a new distributed agent IMPALA (Importance Weighted Actor-Learner Architecture) that not only uses resources more efficiently in single-machine training but also scales to thousands of machines without sacrificing data efficiency or resource utilisation. We achieve stable learning at high throughput by combining decoupled acting and learning with a novel off-policy correction method called V-trace. We demonstrate the effectiveness of IMPALA for multi-task reinforcement learning on DMLab-30 (a set of 30 tasks from the DeepMind Lab environment (Beattie et al., 2016)) and Atari-57 (all available Atari games in Arcade Learning Environment (Bellemare et al., 2013a)). Our results show that IMPALA is able to achieve better performance than previous agents with less data, and crucially exhibits positive transfer between tasks as a result of its multi-task approach.",2018,41,1038,208,False,Computer Science,2311318,Lasse Espeholt,2794457.0,Hubert Soyer,1708654.0,R. Munos,34838386.0,K. Simonyan,3255983.0,Volodymyr Mnih,2056968992.0,Tom Ward,Mathematics,,2895238.0,Yotam Doron,9559485.0,Vlad Firoiu,3367786.0,Tim Harley,2768462.0,Iain Dunning,34313265.0,S. Legg,2645384.0,K. Kavukcuoglu,,,,,,,,
79f2626046fdc56edfaca840874e355cac734b9a,https://www.semanticscholar.org/paper/79f2626046fdc56edfaca840874e355cac734b9a,Ad click prediction: a view from the trenches,"Predicting ad click-through rates (CTR) is a massive-scale learning problem that is central to the multi-billion dollar online advertising industry. We present a selection of case studies and topics drawn from recent experiments in the setting of a deployed CTR prediction system. These include improvements in the context of traditional supervised learning based on an FTRL-Proximal online learning algorithm (which has excellent sparsity and convergence properties) and the use of per-coordinate learning rates. We also explore some of the challenges that arise in a real-world system that may appear at first to be outside the domain of traditional machine learning research. These include useful tricks for memory savings, methods for assessing and visualizing performance, practical methods for providing confidence estimates for predicted probabilities, calibration methods, and methods for automated management of features. Finally, we also detail several directions that did not turn out to be beneficial for us, despite promising results elsewhere in the literature. The goal of this paper is to highlight the close relationship between theoretical advances and practical engineering in this industrial setting, and to show the depth of challenges that appear when applying traditional machine learning methods in a complex dynamic system.",2013,39,817,55,True,Computer Science,145057514,H. B. McMahan,144510728.0,Gary Holt,1733143.0,D. Sculley,2114084357.0,Michael Young,49236095.0,D. Ebner,36185845.0,Julian Grady,,,145945637.0,Lan Nie,2054375101.0,Todd Phillips,143698521.0,Eugene Davydov,145973657.0,D. Golovin,7489841.0,S. Chikkerur,144645397.0,Dan Liu,145233583.0,M. Wattenberg,103056458.0,A. M. Hrafnkelsson,67119094.0,T. Boulos,143702704.0,J. Kubica
6d5965a76f88a8ebab4fc9c43a3ae2630628966a,https://www.semanticscholar.org/paper/6d5965a76f88a8ebab4fc9c43a3ae2630628966a,Learning and evaluating classifiers under sample selection bias,"Classifier learning methods commonly assume that the training data consist of randomly drawn examples from the same distribution as the test examples about which the learned model is expected to make predictions. In many practical situations, however, this assumption is violated, in a problem known in econometrics as sample selection bias. In this paper, we formalize the sample selection bias problem in machine learning terms and study analytically and experimentally how a number of well-known classifier learning methods are affected by it. We also present a bias correction method that is particularly useful for classifier evaluation under sample selection bias.",2004,22,795,57,False,Computer Science,1735228,B. Zadrozny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9763afda62e960c35c80681f805ddecbef14a92,https://www.semanticscholar.org/paper/a9763afda62e960c35c80681f805ddecbef14a92,Images of Organization,"Preface Part I. An Overview Introduction Part II. Some Images of Organization 2. Mechanization Takes Command: Organizations as Machines Machines, Mechanical Thinking, and the Rise of Bureaucratic Organization The Origins of Mechanistic Organization Classical Management Theory: Designing bureaucratic organizations Scientific Management Strengths and Limitations of the Machine Metaphor 3. Nature Intervenes: Organizations as Organisms Discovering Organizational Needs Recognizing the Importance of Environment: Organizations as Open Systems Contingency Theory: Adapting Organization to Environment The Variety of the Species Contingency Theory: Promoting Organizational Health and Development Natural Selection: The Population-Ecology View of Organizations Organizational Ecology: The Creation of Shared Futures Strengths and Limitations of the Organismic Metaphor 4. Learning and Self-Organization: Organizations as Brains Images of the Brain Organizations as Information Processing Brains Creating Learning Organizations Cybernetics, Learning, and Learning to Learn Can Organizations Learn to Learn? Guidelines for ""Learning Organizations"" Organizations as Holographic Brains Principles of Holographic Design Strengths and Limitations of the Brain Metaphors 5. Creating Social Realty: Organizations as Cultures Culture and Organization Organization as a Cultural Phenomenon Organization and Cultural Context Corporate Cultures and Subcultures Creating Organizational Reality Culture: Rule Following or Enactment? Organization: The enactment of a Shared Reality Strengths and Limitations of the Cultural Metaphor 6. Interests, Conflict, and Power: Organizations as Political Systems Organizations as Systems of Government Organizations as Systems of Political Activity Analyzing Interests Understanding Conflict Exploring Power Managing Pluralist Organizations Strengths and Limitations of the Political Metaphor 7. Exploring Plato's Cave: Organizations as Psychic Prisons The Trap of Favored Ways of Thinking Organization and the Unconscious Organization and Repressed Sexuality Organization and the Patriarchal Family Organization, Death, and Immortality Organization and Anxiety Organization, Dolls, and Teddy Bears Organization, Shadow, and Archetype The Unconscious: A Creative and Destructive Force Strengths and Limitations of the Psychic Prison Metaphor 8. Unfolding Logics of Change: Organization as Flux and Transformation Autopoiesis: Rethinking Relations With the Environment Enactment as a Form of Narcissism: Organizations Interact With Projections of Themselves Identity and Closure: Egocentrism Versus Systemic Wisdom Shifting ""Attractors"": The Logic of Chaos and Complexity Managing in the Midst of Complexity Loops, Not Lines: The Logic of Mutual Causality Contradiction and Crisis: The Logic of Dialectical Change Dialectical Analysis: How Opposing Forces Drive Change The Dialectics of Management Strengths and Limitations of the Flux and Transformation Metaphor 9. The Ugly Face: Organizations as Instruments of Domination Organization as Domination How Organizations Use and Exploit Their Employees Organization, Class, and Control Work Hazards, Occupational Disease, and Industrial Accidents Workaholism and Social and Mental Stress Organizational Politics and the Radicalized Organization Multinationals and the World Economy The Multinationals as World Powers Multinationals: A Record of Exploitation? Strengths and Limitations of the Domination Metaphor Part III. Implications For Practice 10. The Challenge of Metaphor Metaphors Create Ways of Seeing and Shaping Organizational Life Seeing, Thinking, and Acting in New Ways 11. Reading and Shaping Organizational Life The Multicom Case Interpreting Multicom Developing and Detailed Reading and ""Storyline"" Multicom From Another View ""Reading"" and Emergent Intelligence 12. Postscript Bibliographic Notes Introduction The Machine Metaphor The Organismic Metaphor The Brain Metaphor The Culture Metaphor The Political Metaphor The Psychic Prison Metaphor The Flux and Transformation Metaphor The Domination Metaphor The Challenge of Metaphor Reading and Shaping Organizational Life Postscript Bibliography",1988,1,6782,435,False,Medicine,49811299,J. Alexander,2053884612.0,G. Morgan,,,,,,,,,Psychology,Sociology,,,,,,,,,,,,,,,,,,,,
e211ec0fdaee8bec696475eaffae05af32222b9b,https://www.semanticscholar.org/paper/e211ec0fdaee8bec696475eaffae05af32222b9b,Semantics derived automatically from language corpora contain human-like biases,"Machines learn what people know implicitly AlphaGo has demonstrated that a machine can learn how to do things that people spend many years of concentrated study learning, and it can rapidly learn how to do them better than any human can. Caliskan et al. now show that machines can learn word associations from written texts and that these associations mirror those learned by humans, as measured by the Implicit Association Test (IAT) (see the Perspective by Greenwald). Why does this matter? Because the IAT has predictive value in uncovering the association between concepts, such as pleasantness and flowers or unpleasantness and insects. It can also tease out attitudes and beliefs—for example, associations between female names and family or male names and career. Such biases may not be expressed explicitly, yet they can prove influential in behavior. Science, this issue p. 183; see also p. 133 Computers can learn which words go together more or less often and can thus mimic human performance on a test of implicit bias. Machine learning is a means to derive artificial intelligence by discovering patterns in existing data. Here, we show that applying machine learning to ordinary human language results in human-like semantic biases. We replicated a spectrum of known biases, as measured by the Implicit Association Test, using a widely used, purely statistical machine-learning model trained on a standard corpus of text from the World Wide Web. Our results indicate that text corpora contain recoverable and accurate imprints of our historic biases, whether morally neutral as toward insects or flowers, problematic as toward race or gender, or even simply veridical, reflecting the status quo distribution of gender with respect to careers or first names. Our methods hold promise for identifying and addressing sources of bias in culture, including technology.",2016,75,1514,183,True,Medicine,144537437,Aylin Caliskan,145315445.0,J. Bryson,47735253.0,A. Narayanan,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,
0c91d5305ad34814b631d4a642bb0535a2e066ea,https://www.semanticscholar.org/paper/0c91d5305ad34814b631d4a642bb0535a2e066ea,Feature selection based on mutual information,"The application of machine learning models such as support vector machine (SVM) and artificial neural networks (ANN) in predicting reservoir properties has been effective in the recent years when compared with the traditional empirical methods. Despite that the machine learning models suffer a lot in the faces of uncertain data which is common characteristics of well log dataset. The reason for uncertainty in well log dataset includes a missing scale, data interpretation and measurement error problems. Feature Selection aimed at selecting feature subset that is relevant to the predicting property. In this paper a feature selection based on mutual information criterion is proposed, the strong point of this method relies on the choice of threshold based on statistically sound criterion for the typical greedy feedforward method of feature selection. Experimental results indicate that the proposed method is capable of improving the performance of the machine learning models in terms of prediction accuracy and reduction in training time.",2015,21,740,55,True,Computer Science,2065588825,Muhammad Aliyu Sulaiman,2808327.0,J. Labadin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
