paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/2,fieldsOfStudy/3,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name
287bbba8e65cccb5dc61e438334dca430e7d001f,https://www.semanticscholar.org/paper/287bbba8e65cccb5dc61e438334dca430e7d001f,Spam Classification Based on Supervised Learning Using Machine Learning Techniques,"E-mail is one of the most popular and frequently used ways of communication due to its worldwide accessibility, relatively fast message transfer, and low sending cost. The flaws in the e-mail protocols and the increasing amount of electronic business and financial transactions directly contribute to the increase in e-mail-based threats. Email spam is one of the major problems of the today‟s Internet, bringing financial damage to companies and annoying individual users. Spam emails are invading users without their consent and filling their mail boxes. They consume more network capacity as well as time in checking and deleting spam mails. The vast majority of Internet users are outspoken in their disdain for spam, although enough of them respond to commercial offers that spam remains a viable source of income to spammers. While most of the users want to do right think to avoid and get rid of spam, they need clear and simple guidelines on how to behave. In spite of all the measures taken to eliminate spam, they are not yet eradicated. Also when the counter measures are over sensitive, even legitimate emails will be eliminated. Among the approaches developed to stop spam, filtering is the one of the most important technique. Many researches in spam filtering have been centered on the more sophisticated classifier-related issues. In recent days, Machine learning for spam classification is an important research issue. The effectiveness of the proposed work is explores and identifies the use of different learning algorithms for classifying spam messages from e-mail. A comparative analysis among the algorithms has also been presented.",2011,14,58,1,False,Computer Science,,35196491,D. Renuka,2205613.0,T. Hamsapriya,9404610.0,M. R. Chakkaravarthi,2140666555.0,P. Surya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efa8b1c728a06a4f01a60f586ea684592cb746a2,https://www.semanticscholar.org/paper/efa8b1c728a06a4f01a60f586ea684592cb746a2,An Empirical Study of the Behavior of Active Learning for Word Sense Disambiguation,"This paper shows that two uncertainty-based active learning methods, combined with a maximum entropy model, work well on learning English verb senses. Data analysis on the learning process, based on both instance and feature levels, suggests that a careful treatment of feature extraction is important for the active learning to be useful for WSD. The overfitting phenomena that occurred during the active learning process are identified as classic overfitting in machine learning based on the data analysis.",2006,16,89,9,True,Computer Science,,2108216213,Jinying Chen,34568108.0,A. Schein,1412391493.0,L. Ungar,145755155.0,Martha Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537be27743beabd3338e4a8f033e24380bed9165,https://www.semanticscholar.org/paper/537be27743beabd3338e4a8f033e24380bed9165,Information Visualization in Data Mining and Knowledge Discovery,"Data mining Wikipedia Fri, 23 Nov 2018 06:51:00 GMT Data mining is the process of discovering patterns in large data sets involving methods at the intersection of machine learning, statistics, and database systems. Data mining is an interdisciplinary subfield of computer science with an overall goal to extract information (with intelligent methods) from a data set and transform the information into a comprehensible structure for further use. ST-DBSCAN: An algorithm for clustering spatial–temporal data Mon, 19 Nov 2018 15:17:00 GMT",2001,0,441,16,False,Computer Science,,145506801,Download Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc95fb644c12ee9caa989390af29c969b4c1d646,https://www.semanticscholar.org/paper/dc95fb644c12ee9caa989390af29c969b4c1d646,Deep Ensemble Machine for Video Classification,"Video classification has been extensively researched in computer vision due to its wide spread applications. However, it remains an outstanding task because of the great challenges in effective spatial-temporal feature extraction and efficient classification with high-dimensional video representations. To address these challenges, in this paper, we propose an end-to-end learning framework called deep ensemble machine (DEM) for video classification. Specifically, to establish effective spatio-temporal features, we propose using two deep convolutional neural networks (CNNs), i.e., vision and graphics group and C3-D to extract heterogeneous spatial and temporal features for complementary representations. To achieve efficient classification, we propose ensemble learning based on random projections aiming to transform high-dimensional features into a set of lower dimensional compact features in subspaces; an ensemble of classifiers is trained on the subspaces and combined with a weighting layer during the backpropagation. To further enhance the performance, we introduce rectified linear encoding (RLE) inspired from error-correcting output coding to encode the initial outputs of classifiers, followed by a softmax layer to produce the final classification results. DEM combines the strengths of deep CNNs and ensemble learning, which establishes a new end-to-end learning architecture for more accurate and efficient video classification. We show the great effectiveness of DEM by extensive experiments on four data sets for diverse video classification tasks including action recognition and dynamic scene classification. Results have shown that DEM achieves high performance on all tasks with an improvement of up to 13% on CIFAR10 data set over the baseline model.",2019,73,38,2,False,Computer Science,Medicine,23124669,Jiewan Zheng,40916581.0,Xianbin Cao,1740430.0,Baochang Zhang,34798935.0,Xiantong Zhen,7883602.0,Xiangbo Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6e92f6fa9e91b7e869562a63b30a9a56cf14582,https://www.semanticscholar.org/paper/a6e92f6fa9e91b7e869562a63b30a9a56cf14582,Learning Fast Algorithms for Linear Transforms Using Butterfly Factorizations,"Fast linear transforms are ubiquitous in machine learning, including the discrete Fourier transform, discrete cosine transform, and other structured transformations such as convolutions. All of these transforms can be represented by dense matrix-vector multiplication, yet each has a specialized and highly efficient (subquadratic) algorithm. We ask to what extent hand-crafting these algorithms and implementations is necessary, what structural priors they encode, and how much knowledge is required to automatically learn a fast algorithm for a provided structured transform. Motivated by a characterization of fast matrix-vector multiplication as products of sparse matrices, we introduce a parameterization of divide-and-conquer methods that is capable of representing a large class of transforms. This generic formulation can automatically learn an efficient algorithm for many important transforms; for example, it recovers the O(N log N) Cooley-Tukey FFT algorithm to machine precision, for dimensions N up to 1024. Furthermore, our method can be incorporated as a lightweight replacement of generic matrices in machine learning pipelines to learn efficient and compressible transformations. On a standard task of compressing a single hidden-layer network, our method exceeds the classification accuracy of unconstrained matrices on CIFAR-10 by 3.9 points-the first time a structured approach has done so-with 4× faster inference speed and 40× fewer parameters.",2019,54,46,7,False,Medicine,Computer Science,24593911,Tri Dao,39499001.0,Albert Gu,41022841.0,Matthew Eichhorn,1755572.0,A. Rudra,2114485554.0,C. Ré,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b618fa0cd834f7c4122c8e53539085e06922f8c,https://www.semanticscholar.org/paper/9b618fa0cd834f7c4122c8e53539085e06922f8c,Adversarial Perturbations Against Deep Neural Networks for Malware Classification,"Deep neural networks, like many other machine learning models, have recently been shown to lack robustness against adversarially crafted inputs. These inputs are derived from regular inputs by minor yet carefully selected perturbations that deceive machine learning models into desired misclassifications. Existing work in this emerging field was largely specific to the domain of image classification, since the high-entropy of images can be conveniently manipulated without changing the images' overall visual appearance. Yet, it remains unclear how such attacks translate to more security-sensitive applications such as malware detection - which may pose significant challenges in sample generation and arguably grave consequences for failure. 
In this paper, we show how to construct highly-effective adversarial sample crafting attacks for neural networks used as malware classifiers. The application domain of malware classification introduces additional constraints in the adversarial sample crafting problem when compared to the computer vision domain: (i) continuous, differentiable input domains are replaced by discrete, often binary inputs; and (ii) the loose condition of leaving visual appearance unchanged is replaced by requiring equivalent functional behavior. We demonstrate the feasibility of these attacks on many different instances of malware classifiers that we trained using the DREBIN Android malware data set. We furthermore evaluate to which extent potential defensive mechanisms against adversarial crafting can be leveraged to the setting of malware classification. While feature reduction did not prove to have a positive impact, distillation and re-training on adversarially crafted samples show promising results.",2016,28,343,27,False,Computer Science,,39221858,Kathrin Grosse,1967156.0,Nicolas Papernot,2134700604.0,Praveen Manoharan,144588806.0,M. Backes,144061974.0,P. Mcdaniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f92a6bd243245358b3ca8f65613f493bed3df2f5,https://www.semanticscholar.org/paper/f92a6bd243245358b3ca8f65613f493bed3df2f5,Towards Geo-Distributed Machine Learning,"Latency to end-users and regulatory requirements push large companies to build data centers all around the world. The resulting data is ""born"" geographically distributed. On the other hand, many machine learning applications require a global view of such data in order to achieve the best results. These types of applications form a new class of learning problems, which we call Geo-Distributed Machine Learning (GDML). Such applications need to cope with: 1) scarce and expensive cross-data center bandwidth, and 2) growing privacy concerns that are pushing for stricter data sovereignty regulations. Current solutions to learning from geo-distributed data sources revolve around the idea of first centralizing the data in one data center, and then training locally. As machine learning algorithms are communication-intensive, the cost of centralizing the data is thought to be offset by the lower cost of intra-data center communication during training. In this work, we show that the current centralized practice can be far from optimal, and propose a system for doing geo-distributed training. Furthermore, we argue that the geo-distributed approach is structurally more amenable to dealing with regulatory constraints, as raw data never leaves the source data center. Our empirical evaluation on three real datasets confirms the general validity of our approach, and shows that GDML is not only possible but also advisable in many scenarios.",2016,58,43,3,False,Computer Science,Mathematics,151032942,Ignacio Cano,2965406.0,Markus Weimer,144542135.0,D. Mahajan,1692732.0,C. Curino,2260647.0,Giovanni Matteo Fumarola,144695691.0,A. Krishnamurthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f850c084395d7fb1f75eb21d0ab8c2f1df6bc938,https://www.semanticscholar.org/paper/f850c084395d7fb1f75eb21d0ab8c2f1df6bc938,Comparative Study of Chronic Kidney Disease Prediction using KNN and SVM,"Chronic kidney disease (CKD), also known as chronic renal disease. Chronic kidney disease involves conditions that damage your kidneys and decrease their ability to keep you healthy. You may develop complications like high blood pressure, anemia (low blood count), weak bones, poor nutritional health and nerve damage. . Early detection and treatment can often keep chronic kidney disease from getting worse. Data Mining is the term used for knowledge discovery from large databases. The task of data mining is to make use of historical data, to discover regular patterns and improve future decisions, follows from the convergence of several recent trends: the lessening cost of large data storage devices and the everincreasing ease of collecting data over networks; the expansion of robust and efficient machine learning algorithms to process this data; and the lessening cost of computational power, enabling use of computationally intensive methods for data analysis. Machine learning, has already created practical applications in such areas as analyzing medical science outcomes, detecting fraud, detecting fake users etc. Various data mining classification approaches and machine learning algorithms are applied for prediction of chronic diseases. The objective of this research work is to introduce a new decision support system to predict chronic kidney disease. The aim of this work is to compare the performance of Support vector machine (SVM) and K-Nearest Neighbour (KNN) classifier on the basis of its accuracy, precision and execution time for CKD prediction. From the experimental results it is observed that the performance of KNN classifier is better than SVM. Keywords—Data Mining, Machine learning, Chronic kidney disease, Classification, K-Nearest Neighbour, Support vector machine.",2015,31,92,4,False,Medicine,,4326521,P. Sinha,2855039.0,P. Sinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711d306909d394172f0d7735c6d253e0838e3c5e,https://www.semanticscholar.org/paper/711d306909d394172f0d7735c6d253e0838e3c5e,A learning agent for wireless news access,"We describe a user interface for wireless information devices, specifically designed to facilitate learning about users' individual interests in daily news stories. User feedback is collected unobtrusively to form the basis for a content-based machine learning algorithm. As a result, the described system can adapt to users' individual interests, reduce the amount of information that needs to be transmitted, and help users access relevant information with minimal effort.",2000,11,134,2,True,Computer Science,,1691741,Daniel Billsus,1694780.0,M. Pazzani,2108206346.0,James Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ebe4b852b57530be9e1502f81f1a441a55d6d54,https://www.semanticscholar.org/paper/0ebe4b852b57530be9e1502f81f1a441a55d6d54,A Parametric Optimization Method for Machine Learning,"The classification problem of constructing a plane to separate the members of two sets can be formulated as a parametric bilinear program. This approach was originally created to minimize the number of points misclassified. However, a novel interpretation of the algorithm is that the subproblems represent alternative error functions of the misclassified points. Each subproblem identifies a specified number of outliers and minimizes the magnitude of the errors on the remaining points. A tuning set is used to select the best result among the subproblems. A parametric Frank-Wolfe method was used to solve the bilinear subproblems. Computational results on a number of datasets indicate that the results compare very favorably with linear programming and heuristic search approaches. The algorithm can be used as part of a decision tree algorithm to create nonlinear classifiers.",1997,16,73,13,False,Mathematics,Computer Science,2065549778,Kristin P. Bennett,2647543.0,Erin J. Bredensteiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db6b56557d4b8c722e1fc504af4a361cfe1e22d8,https://www.semanticscholar.org/paper/db6b56557d4b8c722e1fc504af4a361cfe1e22d8,Contributions to the study of SMS spam filtering: new collection and results,"The growth of mobile phone users has lead to a dramatic increasing of SMS spam messages. In practice, fighting mobile phone spam is difficult by several factors, including the lower rate of SMS that has allowed many users and service providers to ignore the issue, and the limited availability of mobile phone spam-filtering software. On the other hand, in academic settings, a major handicap is the scarcity of public SMS spam datasets, that are sorely needed for validation and comparison of different classifiers. Moreover, as SMS messages are fairly short, content-based spam filters may have their performance degraded. In this paper, we offer a new real, public and non-encoded SMS spam collection that is the largest one as far as we know. Moreover, we compare the performance achieved by several established machine learning methods. The results indicate that Support Vector Machine outperforms other evaluated classifiers and, hence, it can be used as a good baseline for further comparison.",2011,21,332,41,False,Computer Science,,144775226,Tiago A. Almeida,2045680.0,J. M. G. Hidalgo,145534026.0,A. Yamakami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef8a87960d1402226e126858276d34f85efc40a0,https://www.semanticscholar.org/paper/ef8a87960d1402226e126858276d34f85efc40a0,Machine learning: A revolution in risk management and compliance?,"Financial institutions (FIs) are increasingly looking to deploy machine learning approaches to manage and mine regulatory reporting data and unstructured information. This article aims to introduce the machine learning field and discusses several ""regtech"" application cases within FIs, based on discussions with the sector and with technology ventures: credit risk modeling, detection of credit card fraud and money laundering, and surveillance of conduct breaches. Two tentative conclusions emerge on the added value of applying machine learning in the financial services sector. First, the ability of machine learning methods to analyze very large amounts of data, while offering a high granularity and depth of predictive analysis, can significantly improve analytical capabilities across risk management and compliance areas, such as money laundering detection and credit risk modeling. Second, the application of machine learning approaches within the financial services sector is highly context-dependent. Data quality and availability can be an issue; more importantly, the predictive performance and granularity of analysis of several approaches can come at the cost of increased model complexity and a lack of explanatory insight. This is an issue particularly where analytics are applied in a regulatory context, and a supervisor or compliance team will want to audit and understand the applied model.",2017,1,54,2,False,Economics,,123624581,Bart. Van Liebergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bad2bbfc9b5cf6c93ece1731ac9389bf08407be0,https://www.semanticscholar.org/paper/bad2bbfc9b5cf6c93ece1731ac9389bf08407be0,Learning to Distinguish Hypernyms and Co-Hyponyms,"This work is concerned with distinguishing different semantic relations which exist between distributionally similar words. We compare a novel approach based on training a linear Support Vector Machine on pairs of feature vectors with state-of-the-art methods based on distributional similarity. We show that the new supervised approach does better even when there is minimal information about the target words in the training data, giving a 15% reduction in error rate over unsupervised approaches.",2014,41,194,48,False,Computer Science,,2500077,Julie Weeds,32914745.0,Daoud Clarke,2056788.0,Jeremy Reffin,35258592.0,David J. Weir,39877126.0,B. Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1cb8de070943349373fbf527e1abd8451903c6db,https://www.semanticscholar.org/paper/1cb8de070943349373fbf527e1abd8451903c6db,Student Performance Prediction using Machine Learning,"In this paper, a model is proposed to predict the performance of students in an academic organization. The algorithm employed is a machine learning technique called Neural Networks. Further, the importance of several different attributes, or ""features"" is considered, in order to determine which of these are correlated with student performance. Finally, the results of an experiment follow, showcasing the power of machine learning in such an application. Keywords— Artificial intelligence, machine learning, student performance, neural networks",2015,4,42,4,False,Computer Science,,123770158,H. Agrawal,70048579.0,Harshil Mavani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd5f4d69d60372ea8c16ee185a7bd66abeb5d9f0,https://www.semanticscholar.org/paper/fd5f4d69d60372ea8c16ee185a7bd66abeb5d9f0,"Disjunctions of Conjunctions, Cognitive Simplicity, and Consideration Sets","The authors test methods, based on cognitively simple decision rules, that predict which products consumers select for their consideration sets. Drawing on qualitative research, the authors propose disjunctions-of-conjunctions (DOC) decision rules that generalize well-studied decision models, such as disjunctive, conjunctive, lexicographic, and subset conjunctive rules. They propose two machine-learning methods to estimate cognitively simple DOC rules. They observe consumers' consideration sets for global positioning systems for both calibration and validation data. They compare the proposed methods with both machine-learning and hierarchical Bayes methods, each based on five extant compensatory and noncompensatory rules. For the validation data, the cognitively simple DOC-based methods predict better than the ten benchmark methods on an information theoretic measure and on hit rates. The results are robust with respect to format by which consideration is measured, sample, and presentation of profiles. The article closes with an illustration of how DOC-based rules can affect managerial decisions.",2010,89,160,10,False,Mathematics,,2344635,J. Hauser,3089062.0,Olivier Toubia,1801089.0,T. Evgeniou,103227759.0,R. Befurt,2530415.0,Daria Dzyabura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5afbc0e1cb4cfb6f22bb1b11de3498a610a99ec7,https://www.semanticscholar.org/paper/5afbc0e1cb4cfb6f22bb1b11de3498a610a99ec7,Parsing and Question Classification for Question Answering,"This paper describes machine learning based parsing and question classification for question answering. We demonstrate that for this type of application, parse trees have to be semantically richer and structurally more oriented towards semantics than what most treebanks offer. We empirically show how question parsing dramatically improves when augmenting a semantically enriched Penn treebank training corpus with an additional question treebank.",2001,16,194,8,True,Computer Science,,1791311,U. Hermjakob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360768fcb265a8b7c1ee5ba7cfe03de0e2fad62,https://www.semanticscholar.org/paper/3360768fcb265a8b7c1ee5ba7cfe03de0e2fad62,Mixture Models for Diverse Machine Translation: Tricks of the Trade,"Mixture models trained via EM are among the simplest, most widely used and well understood latent variable models in the machine learning literature. Surprisingly, these models have been hardly explored in text generation applications such as machine translation. In principle, they provide a latent variable to control generation and produce a diverse set of hypotheses. In practice, however, mixture models are prone to degeneracies---often only one component gets trained or the latent variable is simply ignored. We find that disabling dropout noise in responsibility computation is critical to successful training. In addition, the design choices of parameterization, prior distribution, hard versus soft EM and online versus offline assignment can dramatically affect model performance. We develop an evaluation protocol to assess both quality and diversity of generations against multiple references, and provide an extensive empirical study of several mixture model variants. Our analysis shows that certain types of mixture models are more robust and offer the best trade-off between translation quality and diversity compared to variational models and diverse decoding approaches.\footnote{Code to reproduce the results in this paper is available at \url{this https URL}}",2019,41,91,25,False,Computer Science,,3456570,T. Shen,40511414.0,Myle Ott,2325985.0,Michael Auli,1706809.0,Marc'Aurelio Ranzato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6818a0042d3fa930bf84d3c45caca555a50f29bb,https://www.semanticscholar.org/paper/6818a0042d3fa930bf84d3c45caca555a50f29bb,Online Sequential Fuzzy Extreme Learning Machine for Function Approximation and Classification Problems,"In this correspondence, an online sequential fuzzy extreme learning machine (OS-fuzzy-ELM) has been developed for function approximation and classification problems. The equivalence of a Takagi-Sugeno-Kang (TSK) fuzzy inference system (FIS) to a generalized single hidden-layer feedforward network is shown first, which is then used to develop the OS-fuzzy-ELM algorithm. This results in a FIS that can handle any bounded nonconstant piecewise continuous membership function. Furthermore, the learning in OS-fuzzy-ELM can be done with the input data coming in a one-by-one mode or a chunk-by-chunk (a block of data) mode with fixed or varying chunk size. In OS-fuzzy-ELM, all the antecedent parameters of membership functions are randomly assigned first, and then, the corresponding consequent parameters are determined analytically. Performance comparisons of OS-fuzzy-ELM with other existing algorithms are presented using real-world benchmark problems in the areas of nonlinear system identification, regression, and classification. The results show that the proposed OS-fuzzy-ELM produces similar or better accuracies with at least an order-of-magnitude reduction in the training time.",2009,26,322,25,False,Mathematics,Medicine,2774247,Hai-Jun Rong,145678691.0,G. Huang,145411276.0,N. Sundararajan,1800678.0,P. Saratchandran,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed6c7caed5933e15ceb76a71c720778716cff693,https://www.semanticscholar.org/paper/ed6c7caed5933e15ceb76a71c720778716cff693,Driving Style Classification Using a Semisupervised Support Vector Machine,"Supervised learning approaches are widely used for driving style classification; however, they often require a large amount of labeled training data, which is usually scarce in a real-world setting. Moreover, it is time-consuming to manually label huge amounts of driving data due to uncertainties of driver behavior and variances among the data analysts. To address this problem, a semisupervised approach, a semisupervised support vector machine (S3VM), is employed to classify drivers into aggressive and normal styles based on a few labeled data points. First, a few data clusters are selected and manually labeled using a $ k$ -means clustering method. Then, a specific differentiable surrogate of a loss function is developed, which makes it feasible to use standard optimization tools to solve the nonconvex optimization problem. One of the most popular quasi-Newton algorithms is then used to assign the optimal label to all of the training data. Finally, we compare the S3VM method with a support vector machine method for classifying driving styles from different amounts of labeled data. Experiments show that the S3VM method can improve the classification accuracy by about 10% and reduce the labeling effort by using only a few labeled data clusters among huge amounts of unlabeled data.",2017,46,129,4,False,Computer Science,,2108270996,Wenshuo Wang,2466765.0,Junqiang Xi,2058487323.0,Alexandre Chong,47681623.0,Lin Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3dac0f361aa02435c39ba5a0b7d33543d4195145,https://www.semanticscholar.org/paper/3dac0f361aa02435c39ba5a0b7d33543d4195145,Designing Anticancer Peptides by Constructive Machine Learning,Constructive (generative) machine learning enables the automated generation of novel chemical structures without the need for explicit molecular design rules. This study presents the experimental application of such a deep machine learning model to design membranolytic anticancer peptides (ACPs) de novo. A recurrent neural network with long short‐term memory cells was trained on α‐helical cationic amphipathic peptide sequences and then fine‐tuned with 26 known ACPs by transfer learning. This optimized model was used to generate unique and novel amino acid sequences. Twelve of the peptides were synthesized and tested for their activity on MCF7 human breast adenocarcinoma cells and selectivity against human erythrocytes. Ten of these peptides were active against cancer cells. Six of the active peptides killed MCF7 cancer cells without affecting human erythrocytes with at least threefold selectivity. These results advocate constructive machine learning for the automated design of peptides with desired biological activities.,2018,18,53,3,False,Medicine,Computer Science,3674456,F. Grisoni,46703885.0,Claudia S Neuhaus,8760576.0,G. Gabernet,35276897.0,A. T. Müller,40008184.0,J. A. Hiss,144522872.0,G. Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc4d0ef3005c7472be37f2ba80923bb935ee2e01,https://www.semanticscholar.org/paper/cc4d0ef3005c7472be37f2ba80923bb935ee2e01,Incremental Learning From Stream Data,"Recent years have witnessed an incredibly increasing interest in the topic of incremental learning. Unlike conventional machine learning situations, data flow targeted by incremental learning becomes available continuously over time. Accordingly, it is desirable to be able to abandon the traditional assumption of the availability of representative training data during the training period to develop decision boundaries. Under scenarios of continuous data flow, the challenge is how to transform the vast amount of stream raw data into information and knowledge representation, and accumulate experience over time to support future decision-making process. In this paper, we propose a general adaptive incremental learning framework named ADAIN that is capable of learning from continuous raw data, accumulating experience over time, and using such knowledge to improve future learning and prediction performance. Detailed system level architecture and design strategies are presented in this paper. Simulation results over several real-world data sets are used to validate the effectiveness of this method.",2011,65,156,5,False,Computer Science,Medicine,2198278,Haibo He,2118529566.0,Sheng Chen,145078521.0,Kang Li,145880436.0,Xin Xu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c573ca029c19fd342b7e4b81a53031c69bd303c,https://www.semanticscholar.org/paper/7c573ca029c19fd342b7e4b81a53031c69bd303c,Hedonic Housing Theory — A Machine Learning Investigation,"The hedonic pricing theory suggests that house is a differ-entiated commodity, whose value depends on its hetero-geneous characteristics. Application of the theory has been well implemented using OLS Regression. Our study investigates this econometric concept using machine learning algorithms. An improved pricing will benefit buyers, sellers, investors, banks and real estate professionals. Normality test for the experiment was done using Chi-Square Quantile-Quantile plot and Henze-Zirkler's Multivariate Normality Test. Statistical relationship was based on correlation matrix, Kaiser-Meyer-Olkin and Bartlett tests. Support Vector Regression (SVR), K-Nearest Neighbor (K-NN) and Principal Component Re-gression (PCR) were used as learning algorithms. Per-formance comparison of the learning algorithms was done using spearman's rho correlation coefficient. The performance of the model showed that PCR has a slight edge over SVR and K-NN. Also, the study validated the suitability and substitutability of PCR, SVR and K-NN in the implementation of the hedonic pricing theory.",2016,18,25,1,False,Computer Science,,8844525,T. Oladunni,2109850347.0,Sharad Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e55a12818d7b65f3b728059ab8937c30bfa2b694,https://www.semanticscholar.org/paper/e55a12818d7b65f3b728059ab8937c30bfa2b694,Gesture modeling and recognition using finite state machines,"We propose a state-based approach to gesture learning and recognition. Using spatial clustering and temporal alignment, each gesture is defined to be an ordered sequence of states in spatial-temporal space. The 2D image positions of the centers of the head and both hands of the user are used as features; these are located by a color-based tracking method. From training data of a given gesture, we first learn the spatial information and then group the data into segments that are automatically aligned temporally. The temporal information is further integrated to build a finite state machine (FSM) recognizer. Each gesture has a FSM corresponding to it. The computational efficiency of the FSM recognizers allows us to achieve real-time on-line performance. We apply this technique to build an experimental system that plays a game of ""Simon Says"" with the user.",2000,11,269,9,True,Computer Science,,8824068,P. Hong,153652752.0,Thomas S. Huang,144097660.0,M. Turk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c990dcda41076956426872b7d72ec4121f354102,https://www.semanticscholar.org/paper/c990dcda41076956426872b7d72ec4121f354102,Computational Modeling of β-Secretase 1 (BACE-1) Inhibitors Using Ligand Based Approaches,"The binding affinities (IC50) reported for diverse structural and chemical classes of human β-secretase 1 (BACE-1) inhibitors in literature were modeled using multiple in silico ligand based modeling approaches and statistical techniques. The descriptor space encompasses simple binary molecular fingerprint, one- and two-dimensional constitutional, physicochemical, and topological descriptors, and sophisticated three-dimensional molecular fields that require appropriate structural alignments of varied chemical scaffolds in one universal chemical space. The affinities were modeled using qualitative classification or quantitative regression schemes involving linear, nonlinear, and deep neural network (DNN) machine-learning methods used in the scientific literature for quantitative-structure activity relationships (QSAR). In a departure from tradition, ∼20% of the chemically diverse data set (205 compounds) was used to train the model with the remaining ∼80% of the structural and chemical analogs used as part of an external validation (1273 compounds) and prospective test (69 compounds) sets respectively to ascertain the model performance. The machine-learning methods investigated herein performed well in both the qualitative classification (∼70% accuracy) and quantitative IC50 predictions (RMSE ∼ 1 log). The success of the 2D descriptor based machine learning approach when compared against the 3D field based technique pursued for hBACE-1 inhibitors provides a strong impetus for systematically applying such methods during the lead identification and optimization efforts for other protein families as well.",2016,74,143,14,False,Computer Science,Medicine,144865677,G. Subramanian,2378027.0,Bharath Ramsundar,1806271.0,V. Pande,144030239.0,R. Denny,,,,,Chemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3dc0f10f117bdfb6d5c15ad738929daf3f862585,https://www.semanticscholar.org/paper/3dc0f10f117bdfb6d5c15ad738929daf3f862585,ATMSeer: Increasing Transparency and Controllability in Automated Machine Learning,"To relieve the pain of manually selecting machine learning algorithms and tuning hyperparameters, automated machine learning (AutoML) methods have been developed to automatically search for good models. Due to the huge model search space, it is impossible to try all models. Users tend to distrust automatic results and increase the search budget as much as they can, thereby undermining the efficiency of AutoML. To address these issues, we design and implement ATMSeer, an interactive visualization tool that supports users in refining the search space of AutoML and in analyzing the results. To guide the design of ATMSeer, we derive a workflow of using AutoML based on interviews with machine learning experts. A multi-granularity visualization is proposed to enable users to monitor the AutoML process, analyze the searched models, and refine the search space in real time. We demonstrate the utility and usability of ATMSeer through two case studies, expert interviews, and a user study with 13 end users.",2019,34,64,7,True,Computer Science,Mathematics,49110486,Qianwen Wang,2056968793.0,Yao Ming,2111472932.0,Zhihua Jin,2647686.0,Qiaomu Shen,35386454.0,Dongyu Liu,35651709.0,Micah J. Smith,,,1803567.0,K. Veeramachaneni,145506027.0,Huamin Qu,,,,,,,,,,,,,,,,,,,,,,,,
