paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,fieldsOfStudy/2,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,fieldsOfStudy/3,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name
08320e328296495d973df25974e66727e63c1c3b,https://www.semanticscholar.org/paper/08320e328296495d973df25974e66727e63c1c3b,Use of machine learning approaches for novel drug discovery,"abstract Introduction: The use of computational tools in the early stages of drug development has increased in recent decades. Machine learning (ML) approaches have been of special interest, since they can be applied in several steps of the drug discovery methodology, such as prediction of target structure, prediction of biological activity of new ligands through model construction, discovery or optimization of hits, and construction of models that predict the pharmacokinetic and toxicological (ADMET) profile of compounds. Areas covered: This article presents an overview on some applications of ML techniques in drug design. These techniques can be employed in ligand-based drug design (LBDD) and structure-based drug design (SBDD) studies, such as similarity searches, construction of classification and/or prediction models of biological activity, prediction of secondary structures and binding sites docking and virtual screening. Expert opinion: Successful cases have been reported in the literature, demonstrating the efficiency of ML techniques combined with traditional approaches to study medicinal chemistry problems. Some ML techniques used in drug design are: support vector machine, random forest, decision trees and artificial neural networks. Currently, an important application of ML techniques is related to the calculation of scoring functions used in docking and virtual screening assays from a consensus, combining traditional and ML techniques in order to improve the prediction of binding sites and docking solutions.",2016,184,160,5,False,Computer Science,Medicine,,46480421,Angélica Nakagawa Lima,2335673.0,E. A. Philot,4982244.0,G. Trossini,143865051.0,L. Scott,6019396.0,V. Maltarollo,2082452.0,K. M. Honorio,,,,,,,,,,,,,,,,,
e8d330f11df9c69f38b78a7cc4b1333ebecf7c55,https://www.semanticscholar.org/paper/e8d330f11df9c69f38b78a7cc4b1333ebecf7c55,Ethical Machine Learning in Health Care,"The use of machine learning (ML) in healthcare raises numerous ethical concerns, especially as models can amplify existing health inequities. Here, we outline ethical considerations for equitable ML in the advancement of healthcare. Specifically, we frame ethics of ML in healthcare through the lens of social justice. We describe ongoing efforts and outline challenges in a proposed pipeline of ethical ML in health, ranging from problem selection to postdeployment considerations. We close by summarizing recommendations to address these challenges.",2020,164,94,3,False,Medicine,Psychology,Computer Science,34574044,I. Chen,145192191.0,E. Pierson,48345067.0,Sherri Rose,34287745.0,Shalmali Joshi,6745873.0,Kadija Ferryman,2804918.0,M. Ghassemi,,,,,,,Sociology,,,,,,,,,,
3b718eebc6f4469053dadb5737b67ee18b16722d,https://www.semanticscholar.org/paper/3b718eebc6f4469053dadb5737b67ee18b16722d,Beyond prediction: Using big data for policy problems,"Machine-learning prediction methods have been extremely productive in applications ranging from medicine to allocating fire and health inspectors in cities. However, there are a number of gaps between making a prediction and making a decision, and underlying assumptions need to be understood in order to optimize data-driven decision-making.",2017,27,344,22,False,Computer Science,Medicine,,2631417,S. Athey,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb9f47075d37affa2ddc734eceaac10ee27ea86c,https://www.semanticscholar.org/paper/cb9f47075d37affa2ddc734eceaac10ee27ea86c,Learning Control of Robot Manipulators,"Learning control encompasses a class of control algorithms for programmable machines such as robots which attain, through an iterative process, the motor dexterity that enables the machine to execute complex tasks. In this paper we discuss the use of function identification and adaptive control algorithms in learning controllers for robot manipulators. In particular, we discuss the similarities and differences between betterment learning schemes, repetitive controllers and adaptive learning schemes based on integral transforms. The stability and convergence properties of adaptive learning algorithms based on integral transforms are highlighted and experimental results illustrating some of these properties are presented",1993,0,121,3,False,Computer Science,,,1740258,R. Horowitz,,,,,,,,,,,,,,,,,,,,,,,,,,,
59c9da928fbf10da0c46eef255f14aba2a8ed9a9,https://www.semanticscholar.org/paper/59c9da928fbf10da0c46eef255f14aba2a8ed9a9,Evaluation of machine-learning protocols for technology-assisted review in electronic discovery,"Abstract Using a novel evaluation toolkit that simulates a human reviewer in the loop, we compare the effectiveness of three machine-learning protocols for technology-assisted review as used in document review for discovery in legal proceedings. Our comparison addresses a central question in the deployment of technology-assisted review: Should training documents be selected at random, or should they be selected using one or more non-random methods, such as keyword search or active learning? On eight review tasks -- four derived from the TREC 2009 Legal Track and four derived from actual legal matters -- recall was measured as a function of human review effort. The results show that entirely non-random training methods, in which the initial training documents are selected using a simple keyword search, and subsequent training documents are selected by active learning, require substantially and significantly less human review effort (P<0.01) to achieve any given level of recall, than passive learning, in which the machine-learning algorithm plays no role in the selection of training documents. Among passive-learning methods, significantly less human review effort (P<0.01) is required when keywords are used instead of random sampling to select the initial training documents. Among active-learning methods, continuous active learning with relevance feedback yields generally superior results to simple active learning with uncertainty sampling, while avoiding the vexing issue of ""stabilization"" -- determining when training is adequate, and therefore may stop.",2014,32,142,31,True,Computer Science,,,3114123,G. Cormack,2637161.0,Maura R. Grossman,,,,,,,,,,,,,,,,,,,,,,,,,
b9aa5d948aaa882dcd5ed349daa6dca2acfd4a70,https://www.semanticscholar.org/paper/b9aa5d948aaa882dcd5ed349daa6dca2acfd4a70,Sentiment Classification Using Machine Learning Techniques with Syntax Features,"Sentiment classification has adopted machine learning techniques to improve its precision and efficiency. However, the features are always produced by basic words-bag methods without much consideration for words' syntactic properties, which could play an important role in the judgment of sentiment meanings. To remedy this, we firstly generate syntax trees of the sentences, with the analysis of syntactic features of the sentences. Then we introduce multiple sentiment features into the basic words-bag features. Such features were trained on movie reviews as data, with machine learning methods (Naive Bayes and support vector machines). The features and factors introduced by syntax tree were examined to generate a more accurate solution for sentiment classification.",2015,18,98,2,False,Computer Science,,,2105524079,Huang Zou,30886367.0,Xinhuai Tang,2064542123.0,Bin Xie,47655430.0,Bing Liu,,,,,,,,,,,,,,,,,,,,,
8b20f103c1f20074fa35bd8fc41983964283acac,https://www.semanticscholar.org/paper/8b20f103c1f20074fa35bd8fc41983964283acac,Fictitious Self-Play in Extensive-Form Games,"Fictitious play is a popular game-theoretic model of learning in games. However, it has received little attention in practical applications to large problems. This paper introduces two variants of fictitious play that are implemented in behavioural strategies of an extensive-form game. The first variant is a full-width process that is realization equivalent to its normal-form counterpart and therefore inherits its convergence guarantees. However, its computational requirements are linear in time and space rather than exponential. The second variant, Fictitious Self-Play, is a machine learning framework that implements fictitious play in a sample-based fashion. Experiments in imperfect-information poker games compare our approaches and demonstrate their convergence to approximate Nash equilibria.",2015,36,170,23,False,Mathematics,Computer Science,,2052354576,Johannes Heinrich,1975889.0,Marc Lanctot,145824029.0,David Silver,,,,,,,,,,,,,,,,,,,,,,,
1890c124749d00cce965e0b9495eafe127e16a26,https://www.semanticscholar.org/paper/1890c124749d00cce965e0b9495eafe127e16a26,Chapter 11 Transfer Learning,"Transfer learning is the improvement of learning in a new task through the transfer of knowledge from a related task that has already been learned. While most machine learning algorithms are designed to address single tasks, the development of algorithms that facilitate transfer learning is a topic of ongoing interest in the machine-learning community. This chapter provides an introduction to the goals, formulations, and challenges of transfer learning. It surveys current research in this area, giving an overview of the state of the art and outlining the open problems. The survey covers transfer in both inductive learning and reinforcement learning, and discusses the issues of negative transfer and task mapping in depth.",2009,63,93,11,False,Computer Science,,,1801209,Lisa A. Torrey,1734317.0,J. Shavlik,,,,,,,,,,,,,,,,,,,,,,,,,
0b822de3ed689344862eecb5ad86c36eb2ff9de5,https://www.semanticscholar.org/paper/0b822de3ed689344862eecb5ad86c36eb2ff9de5,One-Class Classification with Extreme Learning Machine,"One-class classification problem has been investigated thoroughly for past decades. Among one of the most effective neural network approaches for one-class classification, autoencoder has been successfully applied for many applications. However, this classifier relies on traditional learning algorithms such as backpropagation to train the network, which is quite time-consuming. To tackle the slow learning speed in autoencoder neural network, we propose a simple and efficient one-class classifier based on extreme learning machine (ELM). The essence of ELM is that the hidden layer need not be tuned and the output weights can be analytically determined, which leads to much faster learning speed. The experimental evaluation conducted on several real-world benchmarks shows that the ELM based one-class classifier can learn hundreds of times faster than autoencoder and it is competitive over a variety of one-class classification methods.",2015,66,106,17,True,Computer Science,,,2105528449,Qian Leng,144097734.0,H. Qi,145235303.0,Jun Miao,2111465410.0,Wentao Zhu,1807065.0,Guiping Su,,,,,,,,,,,,,,,,,,,
d258b2339240529291c512bab214f7304d706234,https://www.semanticscholar.org/paper/d258b2339240529291c512bab214f7304d706234,Dynamic Power Management Using Machine Learning,"Dynamic power management (DPM) work proposed to date places inactive components into low power states using a single DPM policy. In contrast, we instead dynamically select among a set of DPM policies with a machine learning algorithm. We leverage the fact that different policies outperform each other under different workloads and devices. Our algorithm adapts to changes in workloads and guarantees quick convergence to the best performing policy for each workload. We performed experiments with a policy set representing state of the art DPM policies on a hard disk drive and a WLAN card. Our results show that our algorithm adapts really well with changing device and workload characteristics and achieves an overall performance comparable to the best performing policy at any point of time",2006,25,97,10,False,Computer Science,,,2172982065,Gaurav Dhiman,3560620.0,T. Simunic,,,,,,,,,,,,,,,,,,,,,,,,,
10d7e74cfaaac6f86ddb084a441fe76e65fc9626,https://www.semanticscholar.org/paper/10d7e74cfaaac6f86ddb084a441fe76e65fc9626,Orbital-free bond breaking via machine learning.,"Using a one-dimensional model, we explore the ability of machine learning to approximate the non-interacting kinetic energy density functional of diatomics. This nonlinear interpolation between Kohn-Sham reference calculations can (i) accurately dissociate a diatomic, (ii) be systematically improved with increased reference data and (iii) generate accurate self-consistent densities via a projection method that avoids directions with no data. With relatively few densities, the error due to the interpolation is smaller than typical errors in standard exchange-correlation functionals.",2013,50,91,1,True,Physics,Mathematics,Medicine,27796226,John C. Snyder,48041657.0,M. Rupp,39960184.0,K. Hansen,118171535.0,Leo Blooston,145034054.0,K. Müller,2544144.0,K. Burke,,,,,,,Chemistry,,,,,,,,,,
f0eef41b5f8c375812ea8f62ef908d81a53515d4,https://www.semanticscholar.org/paper/f0eef41b5f8c375812ea8f62ef908d81a53515d4,MOOC dropout prediction using machine learning techniques: Review and research challenges,"MOOC represents an ultimate way to deliver educational content in higher education settings by providing high-quality educational material to the students throughout the world. Considering the differences between traditional learning paradigm and MOOCs, a new research agenda focusing on predicting and explaining dropout of students and low completion rates in MOOCs has emerged. However, due to different problem specifications and evaluation metrics, performing a comparative analysis of state-of-the-art machine learning architectures is a challenging task. In this paper, we provide an overview of the MOOC student dropout prediction phenomenon where machine learning techniques have been utilized. Furthermore, we highlight some solutions being used to tackle with dropout problem, provide an analysis about the challenges of prediction models, and propose some valuable insights and recommendations that might lead to developing useful and effective machine learning solutions to solve the MOOC dropout problem.",2018,41,93,6,True,Computer Science,,,2035596,F. Dalipi,,Ali Shariq Imran,2429723.0,Zenun Kastrati,,,,,,,,,,,,,,,,,,,,,,,
8c117255a9fc1641d0f7309601985bb05b29e639,https://www.semanticscholar.org/paper/8c117255a9fc1641d0f7309601985bb05b29e639,Machine Learning for Wideband Localization,"Wireless localization has a great importance in a variety of areas including commercial, service, and military positioning and tracking systems. In harsh indoor environments, it is hard to localize an agent with high accuracy due to non-line-of-sight (NLOS) radio blockage or insufficient information from anchors. Therefore, NLOS identification and mitigation are highlighted as an effective way to improve the localization accuracy. In this paper, we develop a robust and efficient algorithm to enhance the accuracy for (ultrawide bandwidth) time-of-arrival localization through identifying and mitigating NLOS signals with relevance vector machine (RVM) techniques. We also propose a new localization algorithm, called the two-step iterative (TSI) algorithm, which converges fast with a finite number of iterations. To enhance the localization accuracy as well as expand the coverage of a localizable area, we continue to exploit the benefits of RVM in both classification and regression for cooperative localization by extending the TSI algorithm to a centralized cooperation case. For self-localization setting, we then develop a distributed cooperative algorithm based on variational Bayesian inference to simplify message representations on factor graphs and reduce communication overheads between agents. In particular, we build a refined version of Gaussian variational message passing to reduce the computational complexity while maintaining the localization accuracy. Finally, we introduce the notion of a stochastic localization network to verify proposed cooperative localization algorithms.",2015,68,82,6,False,Computer Science,,,3106384,T. V. Nguyen,3186716.0,Youngmin Jeong,1686120.0,Hyundong Shin,1748878.0,M. Win,,,,,,,,,,,,,,,,,,,,,
a9007cf4c4ec7e4fc956bead7008a3605451de49,https://www.semanticscholar.org/paper/a9007cf4c4ec7e4fc956bead7008a3605451de49,Interpretability via Model Extraction,"The ability to interpret machine learning models has become increasingly important now that machine learning is used to inform consequential decisions. We propose an approach called model extraction for interpreting complex, blackbox models. Our approach approximates the complex model using a much more interpretable model; as long as the approximation quality is good, then statistical properties of the complex model are reflected in the interpretable model. We show how model extraction can be used to understand and debug random forests and neural nets trained on several datasets from the UCI Machine Learning Repository, as well as control policies learned for several classical reinforcement learning problems.",2017,29,90,4,False,Computer Science,Mathematics,,1697444,O. Bastani,2166777040.0,C. Kim,10803100.0,Hamsa Bastani,,,,,,,,,,,,,,,,,,,,,,,
e0797523708c1bc57a66fd24d3f93e666b05752d,https://www.semanticscholar.org/paper/e0797523708c1bc57a66fd24d3f93e666b05752d,Replicability is not Reproducibility:Nor is it Good Science,"At various machine learning conferences, at various times, there have been discussions arising from the inability to replicate the experimental results published in a paper. There seems to be a wide spread view that we need to do something to address this problem, as it is essential to the advancement of our field. The most compelling argument would seem to be that reproducibility of experimental results is the hallmark of science. Therefore, given that most of us regard machine learning as a scientific discipline, being able to replicate experiments is paramount. I want to challenge this view by separating the notion of reproducibility, a generally desirable property, from replicability, its poor cousin. I claim there are important differences between the two. Reproducibility requires changes; replicability avoids them. Although reproducibility is desirable, I contend that the impoverished version, replicability, is one not worth having.",2009,16,265,19,False,Psychology,,,2506249,C. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,,
070af49f0ad24bd1e0e305fd206933aa49eb7107,https://www.semanticscholar.org/paper/070af49f0ad24bd1e0e305fd206933aa49eb7107,Multicenter Comparison of Machine Learning Methods and Conventional Regression for Predicting Clinical Deterioration on the Wards,"Objective:Machine learning methods are flexible prediction algorithms that may be more accurate than conventional regression. We compared the accuracy of different techniques for detecting clinical deterioration on the wards in a large, multicenter database. Design:Observational cohort study. Setting:Five hospitals, from November 2008 until January 2013. Patients:Hospitalized ward patients Interventions:None Measurements And Main Results:Demographic variables, laboratory values, and vital signs were utilized in a discrete-time survival analysis framework to predict the combined outcome of cardiac arrest, intensive care unit transfer, or death. Two logistic regression models (one using linear predictor terms and a second utilizing restricted cubic splines) were compared to several different machine learning methods. The models were derived in the first 60% of the data by date and then validated in the next 40%. For model derivation, each event time window was matched to a non-event window. All models were compared to each other and to the Modified Early Warning score, a commonly cited early warning score, using the area under the receiver operating characteristic curve (AUC). A total of 269,999 patients were admitted, and 424 cardiac arrests, 13,188 intensive care unit transfers, and 2,840 deaths occurred in the study. In the validation dataset, the random forest model was the most accurate model (AUC, 0.80 [95% CI, 0.80-0.80]). The logistic regression model with spline predictors was more accurate than the model utilizing linear predictors (AUC, 0.77 vs 0.74; p < 0.01), and all models were more accurate than the MEWS (AUC, 0.70 [95% CI, 0.70-0.70]). Conclusions:In this multicenter study, we found that several machine learning methods more accurately predicted clinical deterioration than logistic regression. Use of detection algorithms derived from these techniques may result in improved identification of critically ill patients on the wards.",2016,34,359,20,True,Medicine,,,5095349,M. Churpek,5984183.0,Trevor C. Yuen,49360839.0,C. Winslow,1864266.0,D. Meltzer,1987434491.0,M. Kattan,2598267.0,D. Edelson,,,,,,,,,,,,,,,,,
2ea4a33a468958de14303daaaba2349d0ed07b73,https://www.semanticscholar.org/paper/2ea4a33a468958de14303daaaba2349d0ed07b73,Deterministic Boltzmann Learning Performs Steepest Descent in Weight-Space,"The Boltzmann machine learning procedure has been successfully applied in deterministic networks of analog units that use a mean field approximation to efficiently simulate a truly stochastic system (Peterson and Anderson 1987). This type of deterministic Boltzmann machine (DBM) learns much faster than the equivalent stochastic Boltzmann machine (SBM), but since the learning procedure for DBM's is only based on an analogy with SBM's, there is no existing proof that it performs gradient descent in any function, and it has only been justified by simulations. By using the appropriate interpretation for the way in which a DBM represents the probability of an output vector given an input vector, it is shown that the DBM performs steepest descent in the same function as the original SBM, except at rare discontinuities. A very simple way of forcing the weights to become symmetrical is also described, and this makes the DBM more biologically plausible than back-propagation (Werbos 1974; Parker 1985; Rumelhart et al. 1986).",1989,5,181,13,False,Computer Science,Mathematics,,1695689,Geoffrey E. Hinton,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4f981c06d398849eb78894e98e7c16ae4372d7e,https://www.semanticscholar.org/paper/a4f981c06d398849eb78894e98e7c16ae4372d7e,Learning multidimensional signal processing,"This paper presents our general strategy for designing learning machines as well as a number of particular designs. The search for methods allowing a sufficient level of adaptivity are based on two main principles: 1) simple adaptive local models; and 2) adaptive model distribution. Particularly important concepts in our work is mutual information and canonical correlation. Examples are given on learning feature descriptors, modeling disparity, synthesis of a global 3-mode model and a setup for reinforcement learning of online video coder parameter control.",1998,192,224,13,False,Computer Science,,,3117916,H. Knutsson,145290346.0,M. Borga,2976013.0,T. Landelius,,,,,,,,,,,,,,,,,,,,,,,
afeecd9a41fecd8c19e40e004cbcbf6bb4b4e39d,https://www.semanticscholar.org/paper/afeecd9a41fecd8c19e40e004cbcbf6bb4b4e39d,Interactive optimization for steering machine classification,"Interest has been growing within HCI on the use of machine learning and reasoning in applications to classify such hidden states as user intentions, based on observations. HCI researchers with these interests typically have little expertise in machine learning and often employ toolkits as relatively fixed ""black boxes"" for generating statistical classifiers. However, attempts to tailor the performance of classifiers to specific application requirements may require a more sophisticated understanding and custom-tailoring of methods. We present ManiMatrix, a system that provides controls and visualizations that enable system builders to refine the behavior of classification systems in an intuitive manner. With ManiMatrix, users directly refine parameters of a confusion matrix via an interactive cycle of re-classification and visualization. We present the core methods and evaluate the effectiveness of the approach in a user study. Results show that users are able to quickly and effectively modify decision boundaries of classifiers to tai-lor the behavior of classifiers to problems at hand.",2010,27,151,7,False,Computer Science,,,2189118,Ashish Kapoor,49132427.0,Bongshin Lee,1719056.0,Desney S. Tan,145479841.0,E. Horvitz,,,,,,,,,,,,,,,,,,,,,
ba0a255fc5f3a948d73e69005b6c64f0365b0d17,https://www.semanticscholar.org/paper/ba0a255fc5f3a948d73e69005b6c64f0365b0d17,Statistical Procedures for Forecasting Criminal Behavior,"There is a substantial and powerful literature in statistics and computer science clearly demonstrating that modern machine learning procedures can forecast more accurately than conventional parametric statistical models such as logistic regression. Yet, several recent studies have claimed that for criminal justice applications, forecasting accuracy is about the same. In this paper, we address the apparent contradiction. Forecasting accuracy will depend on the complexity of the decision boundary. When that boundary is simple, most forecasting tools will have similar accuracy. When that boundary is complex, procedures such as machine learning, that proceed adaptively from the data will improve forecasting accuracy, sometimes dramatically. Machine learning has other benefits as well, and e↵ective software is readily available.",2013,46,136,6,False,Engineering,,,50496565,R. Berk,1576051500.0,J. Bleich,,,,,,,,,,,,,,,,,,,,,,,,,
0e54e1d7ca6d795bb5e6bd9ad9291af46fbcaa72,https://www.semanticscholar.org/paper/0e54e1d7ca6d795bb5e6bd9ad9291af46fbcaa72,Trident: Efficient 4PC Framework for Privacy Preserving Machine Learning,"Machine learning has started to be deployed in fields such as healthcare and finance, which propelled the need for and growth of privacy-preserving machine learning (PPML). We propose an actively secure four-party protocol (4PC), and a framework for PPML, showcasing its applications on four of the most widely-known machine learning algorithms -- Linear Regression, Logistic Regression, Neural Networks, and Convolutional Neural Networks. 
Our 4PC protocol tolerating at most one malicious corruption is practically efficient as compared to the existing works. We use the protocol to build an efficient mixed-world framework (Trident) to switch between the Arithmetic, Boolean, and Garbled worlds. Our framework operates in the offline-online paradigm over rings and is instantiated in an outsourced setting for machine learning. Also, we propose conversions especially relevant to privacy-preserving machine learning. 
The highlights of our framework include using a minimal number of expensive circuits overall as compared to ABY3. This can be seen in our technique for truncation, which does not affect the online cost of multiplication and removes the need for any circuits in the offline phase. Our B2A conversion has an improvement of $\mathbf{7} \times$ in rounds and $\mathbf{18} \times$ in the communication complexity. In addition to these, all of the special conversions for machine learning, e.g. Secure Comparison, achieve constant round complexity. 
The practicality of our framework is argued through improvements in the benchmarking of the aforementioned algorithms when compared with ABY3. All the protocols are implemented over a 64-bit ring in both LAN and WAN settings. Our improvements go up to $\mathbf{187} \times$ for the training phase and $\mathbf{158} \times$ for the prediction phase when observed over LAN and WAN.",2019,57,92,10,True,Computer Science,Mathematics,,65831050,Rahul Rachuri,153456203.0,Ajith Suresh,,,,,,,,,,,,,,,,,,,,,,,,,
a68fccc152d238f62848de1be8522ccd71137ac0,https://www.semanticscholar.org/paper/a68fccc152d238f62848de1be8522ccd71137ac0,ML-Leaks: Model and Data Independent Membership Inference Attacks and Defenses on Machine Learning Models,"Machine learning (ML) has become a core component of many real-world applications and training data is a key factor that drives current progress. This huge success has led Internet companies to deploy machine learning as a service (MLaaS). Recently, the first membership inference attack has shown that extraction of information on the training set is possible in such MLaaS settings, which has severe security and privacy implications. 
However, the early demonstrations of the feasibility of such attacks have many assumptions on the adversary, such as using multiple so-called shadow models, knowledge of the target model structure, and having a dataset from the same distribution as the target model's training data. We relax all these key assumptions, thereby showing that such attacks are very broadly applicable at low cost and thereby pose a more severe risk than previously thought. We present the most comprehensive study so far on this emerging and developing threat using eight diverse datasets which show the viability of the proposed attacks across domains. 
In addition, we propose the first effective defense mechanisms against such broader class of membership inference attacks that maintain a high level of utility of the ML model.",2018,58,433,92,True,Computer Science,,,66697271,A. Salem,2145954003.0,Yang Zhang,144887171.0,Mathias Humbert,1739548.0,Mario Fritz,144588806.0,M. Backes,,,,,,,,,,,,,,,,,,,
95d129c40631ca1284c931ecb7d1c10d1ad11b55,https://www.semanticscholar.org/paper/95d129c40631ca1284c931ecb7d1c10d1ad11b55,Machine Learning for Wireless Networks with Artificial Intelligence: A Tutorial on Neural Networks,"Next-generation wireless networks must support ultra-reliable, low-latency communication and intelligently manage a massive number of Internet of Things (IoT) devices in real-time, within a highly dynamic environment. This need for stringent communication quality-of-service (QoS) requirements as well as mobile edge and core intelligence can only be realized by integrating fundamental notions of artificial intelligence (AI) and machine learning across the wireless infrastructure and end-user devices. In this context, this paper provides a comprehensive tutorial that introduces the main concepts of machine learning, in general, and artificial neural networks (ANNs), in particular, and their potential applications in wireless communications. For this purpose, we present a comprehensive overview on a number of key types of neural networks that include feed-forward, recurrent, spiking, and deep neural networks. For each type of neural network, we present the basic architecture and training procedure, as well as the associated challenges and opportunities. Then, we provide an in-depth overview on the variety of wireless communication problems that can be addressed using ANNs, ranging from communication using unmanned aerial vehicles to virtual reality and edge caching.For each individual application, we present the main motivation for using ANNs along with the associated challenges while also providing a detailed example for a use case scenario and outlining future works that can be addressed using ANNs. In a nutshell, this article constitutes one of the first holistic tutorials on the development of machine learning techniques tailored to the needs of future wireless networks.",2017,281,183,6,False,Computer Science,Mathematics,,2888344,Mingzhe Chen,2318575.0,Ursula Challita,145412074.0,W. Saad,1768333.0,Changchuan Yin,145118318.0,M. Debbah,,,,,,,,,,,,,,,,,,,
751fc1ea2363125183c992633844b5a27d4c89b7,https://www.semanticscholar.org/paper/751fc1ea2363125183c992633844b5a27d4c89b7,An efficient flow-based botnet detection using supervised machine learning,"Botnet detection represents one of the most crucial prerequisites of successful botnet neutralization. This paper explores how accurate and timely detection can be achieved by using supervised machine learning as the tool of inferring about malicious botnet traffic. In order to do so, the paper introduces a novel flow-based detection system that relies on supervised machine learning for identifying botnet network traffic. For use in the system we consider eight highly regarded machine learning algorithms, indicating the best performing one. Furthermore, the paper evaluates how much traffic needs to be observed per flow in order to capture the patterns of malicious traffic. The proposed system has been tested through the series of experiments using traffic traces originating from two well-known P2P botnets and diverse non-malicious applications. The results of experiments indicate that the system is able to accurately and timely detect botnet traffic using purely flow-based traffic analysis and supervised machine learning. Additionally, the results show that in order to achieve accurate detection traffic flows need to be monitored for only a limited time period and number of packets per flow. This indicates a strong potential of using the proposed approach within a future on-line detection framework.",2014,8,114,9,False,Computer Science,,,35428029,M. Stevanovic,3369847.0,J. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,
93cc470466516346346e685ef8b9f11a1c3af8f8,https://www.semanticscholar.org/paper/93cc470466516346346e685ef8b9f11a1c3af8f8,Blind Image Deconvolution Using Machine Learning for Three-Dimensional Microscopy,"In this work, we propose a novel method for the regularization of blind deconvolution algorithms. The proposed method employs example-based machine learning techniques for modeling the space of point spread functions. During an iterative blind deconvolution process, a prior term attracts the point spread function estimates to the learned point spread function space. We demonstrate the usage of this regularizer within a Bayesian blind deconvolution framework and also integrate into the latter a method for noise reduction, thus creating a complete blind deconvolution method. The application of the proposed algorithm is demonstrated on synthetic and real-world three-dimensional images acquired by a wide-field fluorescence microscope, where the need for blind deconvolution algorithms is indispensable, yielding excellent results.",2010,75,72,6,True,Mathematics,Computer Science,Medicine,3021829,T. Kenig,2377382.0,Z. Kam,2153902.0,A. Feuer,,,,,,,,,,,,,,,,,,,,,,,
a7621b4ec18719b08f3a2a444b6d37a2e20227b7,https://www.semanticscholar.org/paper/a7621b4ec18719b08f3a2a444b6d37a2e20227b7,Fast Training of Convolutional Networks through FFTs,"Convolutional networks are one of the most widely employed architectures in computer vision and machine learning. In order to leverage their ability to learn complex functions, large amounts of data are required for training. Training a large convolutional network to produce state-of-the-art results can take weeks, even when using modern GPUs. Producing labels using a trained network can also be costly when dealing with web-scale datasets. In this work, we present a simple algorithm which accelerates training and inference by a significant factor, and can yield improvements of over an order of magnitude compared to existing state-of-the-art implementations. This is done by computing convolutions as pointwise products in the Fourier domain while reusing the same transformed feature map many times. The algorithm is implemented on a GPU architecture and addresses a number of related challenges.",2013,10,500,60,False,Computer Science,,,143949035,Michaël Mathieu,39713408.0,Mikael Henaff,1688882.0,Yann LeCun,,,,,,,,,,,,,,,,,,,,,,,
80bf9577411e9f94bcc172200c41b27da542bcb1,https://www.semanticscholar.org/paper/80bf9577411e9f94bcc172200c41b27da542bcb1,Modified Logistic Regression: An Approximation to SVM and Its Applications in Large-Scale Text Categorization,"Logistic Regression (LR) has been widely used in statistics for many years, and has received extensive study in machine learning community recently due to its close relations to Support Vector Machines (SVM) and AdaBoost. In this paper, we use a modified version of LR to approximate the optimization of SVM by a sequence of unconstrained optimization problems. We prove that our approximation will converge to SVM, and propose an iterative algorithm called ""MLR-CG"" which uses Conjugate Gradient as its inner loop. Multiclass version ""MMLR-CG"" is also obtained after simple modifications. We compare the MLR-CG with SVMlight over different text categorization collections, and show that our algorithm is much more efficient than SVMlight when the number of training examples is very large. Results of the multiclass version MMLR-CG is also reported.",2003,23,150,15,False,Computer Science,Mathematics,,2151812271,Jian Zhang,2068300013.0,Rong Jin,35729970.0,Yiming Yang,7661726.0,Alexander Hauptmann,,,,,,,,,,,,,,,,,,,,,
e562e95865ab7b8e12b6ae9e29dadc112833b252,https://www.semanticscholar.org/paper/e562e95865ab7b8e12b6ae9e29dadc112833b252,Feature Selection using PSO-SVM,"The feature selection process can be considered a problem of global combinatorial optimization in machine learning, which reduces the number of features, removes irrelevant, noisy and redundant data, and results in an acceptable classification accuracy. Feature selection is of great importance in pattern classification, medical data processing, machine learning, and data mining applications. Therefore, a good feature selection method based on the number of features investigated for sample classification is needed in order to speed up the processing rate, predictive accuracy, and to avoid incomprehensibility. In this paper, particle swarm optimization (PSO) is used to implement a feature selection, and support vector machines (SVMs) with the one-versus-rest method serve as a fitness function of PSO for the classification problem. The proposed method is applied to five classification problems from the literature. Experimental results show that our method simplifies features effectively and obtains a higher classification accuracy compared to the other feature selection methods.",2007,22,181,4,False,Computer Science,,,2320900,Chung-Jui Tu,38234756.0,L. Chuang,2185216.0,J. Chang,1773605.0,Cheng-Hong Yang,,,,,,,,,,,,,,,,,,,,,
