paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,fieldsOfStudy/1,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,fieldsOfStudy/2,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,fieldsOfStudy/3,fieldsOfStudy/4
4b5eb40e45110dffac9ad7be68a294ecedaec1d4,https://www.semanticscholar.org/paper/4b5eb40e45110dffac9ad7be68a294ecedaec1d4,A Roadmap for Foundational Research on Artificial Intelligence in Medical Imaging: From the 2018 NIH/RSNA/ACR/The Academy Workshop.,"Imaging research laboratories are rapidly creating machine learning systems that achieve expert human performance using open-source methods and tools. These artificial intelligence systems are being developed to improve medical image reconstruction, noise reduction, quality assurance, triage, segmentation, computer-aided detection, computer-aided classification, and radiogenomics. In August 2018, a meeting was held in Bethesda, Maryland, at the National Institutes of Health to discuss the current state of the art and knowledge gaps and to develop a roadmap for future research initiatives. Key research priorities include: 1, new image reconstruction methods that efficiently produce images suitable for human interpretation from source data; 2, automated image labeling and annotation methods, including information extraction from the imaging report, electronic phenotyping, and prospective structured image reporting; 3, new machine learning methods for clinical imaging data, such as tailored, pretrained model architectures, and federated machine learning methods; 4, machine learning methods that can explain the advice they provide to human users (so-called explainable artificial intelligence); and 5, validated methods for image de-identification and data sharing to facilitate wide availability of clinical imaging data sets. This research roadmap is intended to identify and prioritize these needs for academic research laboratories, funding agencies, professional societies, and industry.",2019,97,190,0,true,Medicine,2356307,C. Langlotz,40221223,Bibb Allen,144917634,B. Erickson,1401724111,Jayashree Kalpathy-Cramer,49265987,K. Bigelow,2066982812,T. Cook,1864663,A. Flanders,4204731,M. Lungren,2064211562,D. Mendelson,2670463,J. Rudie,2108296864,Ge Wang,,10234379,K. Kandarpa,,,,,,,,,,,,,,,,,,,,,,,
0cc52fd81656fad2d6d85e29b1360e1b6a919d42,https://www.semanticscholar.org/paper/0cc52fd81656fad2d6d85e29b1360e1b6a919d42,Theory-Guided Machine Learning in Materials Science,"Materials scientists are increasingly adopting the use of machine learning tools to discover hidden trends in data and make predictions. Applying concepts from data science without foreknowledge of their limitations and the unique qualities of materials data, however, could lead to errant conclusions. The differences that exist between various kinds of experimental and calculated data require careful choices of data processing and machine learning methods. Here, we outline potential pitfalls involved in using machine learning without robust protocols. We address some problems of overfitting to training data using decision trees as an example, rational descriptor selection in the field of perovskites, and preserving physical interpretability in the application of dimensionality reducing techniques such as principal component analysis. We show how proceeding without the guidance of domain knowledge can lead to both quantitatively and qualitatively incorrect predictive models.",2016,44,101,2,true,,2062674058,Nicholas Wagner,5137392,J. Rondinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1664bbaddedea8c250873e7610ab07e53fa7132,https://www.semanticscholar.org/paper/f1664bbaddedea8c250873e7610ab07e53fa7132,Machine learning pipeline for battery state of health estimation,,2021,86,72,2,true,Computer Science,80025697,D. Roman,49730050,Saurabh Saxena,1718021,V. Robu,145937021,M. Pecht,143836960,D. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c8c500cec9b74ebc7be44c52b79d2bd78234605,https://www.semanticscholar.org/paper/0c8c500cec9b74ebc7be44c52b79d2bd78234605,Best practices in machine learning for chemistry,,2021,30,81,0,true,Medicine,11413392,Nongnuch Artrith,3300287,K. Butler,144646737,François-Xavier Coudert,1964642,Seungwu Han,2385206,O. Isayev,2541031,Anubhav Jain,2143601680,Aron Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1faad340b63ac3c507701cb72ce5fef6c911c77,https://www.semanticscholar.org/paper/d1faad340b63ac3c507701cb72ce5fef6c911c77,Estimation of energy consumption in machine learning,,2019,78,162,5,false,Computer Science,1397181204,E. García-Martín,30307951,Crefeda Faviola Rodrigues,39609950,G. Riley,2576615,Håkan Grahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561c6977d57d33990e4ff840570658d495d37373,https://www.semanticscholar.org/paper/561c6977d57d33990e4ff840570658d495d37373,Seismic facies analysis using machine learning,"Seismic interpretations are, by definition, subjective and often require significant time and expertise from the interpreter. We are convinced that machine-learning techniques can help address these problems by performing seismic facies analyses in a rigorous, repeatable way. For this purpose, we use state-of-the-art 3D broadband seismic reflection data of the northern North Sea. Our workflow includes five basic steps. First, we extract seismic attributes to highlight features in the data. Second, we perform a manual seismic facies classification on 10,000 examples. Third, we use some of these examples to train a range of models to predict seismic facies. Fourth, we analyze the performance of these models on the remaining examples. Fifth, we select the “best” model (i.e., highest accuracy) and apply it to a seismic section. As such, we highlight that machine-learning techniques can increase the efficiency of seismic facies analyses.",2018,68,112,0,false,Geology,46282847,T. Wrona,2316212,I. Pan,71764416,R. Gawthorpe,28974766,H. Fossen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8589e96651a1ecd9bf434191a5a2b63bfed9d8c,https://www.semanticscholar.org/paper/a8589e96651a1ecd9bf434191a5a2b63bfed9d8c,An exact mapping between the Variational Renormalization Group and Deep Learning,"Deep learning is a broad set of techniques that uses multiple layers of representation to automatically learn relevant features directly from structured data. Recently, such techniques have yielded record-breaking results on a diverse set of difficult machine learning tasks in computer vision, speech recognition, and natural language processing. Despite the enormous success of deep learning, relatively little is understood theoretically about why these techniques are so successful at feature learning and compression. Here, we show that deep learning is intimately related to one of the most important and successful techniques in theoretical physics, the renormalization group (RG). RG is an iterative coarse-graining scheme that allows for the extraction of relevant features (i.e. operators) as a physical system is examined at different length scales. We construct an exact mapping from the variational renormalization group, first introduced by Kadanoff, and deep learning architectures based on Restricted Boltzmann Machines (RBMs). We illustrate these ideas using the nearest-neighbor Ising Model in one and two-dimensions. Our results suggests that deep learning algorithms may be employing a generalized RG-like scheme to learn relevant features from data.",2014,20,267,22,false,Mathematics,143788219,Pankaj Mehta,40111234,D. Schwab,,,,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,Computer Science,,,,,,,,,,,,
deafdf4c23a9c69fa968a39aa4ae09151a7ec20d,https://www.semanticscholar.org/paper/deafdf4c23a9c69fa968a39aa4ae09151a7ec20d,Machine learning by unitary tensor network of hierarchical tree structure,"The resemblance between the methods used in quantum-many body physics and in machine learning has drawn considerable attention. In particular, tensor networks (TNs) and deep learning architectures bear striking similarities to the extent that TNs can be used for machine learning. Previous results used one-dimensional TNs in image recognition, showing limited scalability and flexibilities. In this work, we train two-dimensional hierarchical TNs to solve image recognition problems, using a training algorithm derived from the multi-scale entanglement renormalization ansatz. This approach introduces mathematical connections among quantum many-body physics, quantum information theory, and machine learning. While keeping the TN unitary in the training phase, TN states are defined, which encode classes of images into quantum many-body states. We study the quantum features of the TN states, including quantum entanglement and fidelity. We find these quantities could be properties that characterize the image classes, as well as the machine learning tasks.",2017,67,85,1,false,Mathematics,1771885,Ding Liu,12007172,Shi-Ju Ran,1756871,P. Wittek,46894925,C. Peng,2148545250,R. Garc'ia,143940612,G. Su,145453642,M. Lewenstein,,,,,,,,,Physics,,,,,,,,,,,,,,,,,,,,,,,,,
120f4b0b33396fd3094d5bdf93107fc3fe838b4e,https://www.semanticscholar.org/paper/120f4b0b33396fd3094d5bdf93107fc3fe838b4e,An Experimental Evaluation of Integrating Machine Learning with Knowledge Acquisition,,1999,39,36,0,true,Computer Science,1726660,Geoffrey I. Webb,145189421,Jason G. Wells,49774164,Zijian Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d44ac0a7fd4734187bccafc4a2771027b8bb595e,https://www.semanticscholar.org/paper/d44ac0a7fd4734187bccafc4a2771027b8bb595e,Deep learning enables rapid identification of potent DDR1 kinase inhibitors,,2019,32,489,7,false,Biology,143865664,A. Zhavoronkov,3792453,Y. Ivanenkov,4029506,A. Aliper,5384886,M. Veselov,11053912,V. Aladinskiy,2067318599,Anastasiya V Aladinskaya,91703425,V. Terentiev,36061519,Daniil Polykovskiy,2065397580,Maksim Kuznetsov,40758146,Arip Asadulaev,2057250573,Yury Volkov,Medicine,1416761815,Artem Zholus,2021173899,Shayakhmetov Rim,48534186,Alexander Zhebrak,93487508,L. I. Minaeva,94394596,B. Zagribelnyy,1410564330,Lennart H Lee,,40091091,R. Soll,88209786,David Madge,2053892942,Li Xing,2057580513,Tao Guo,1380248954,Alán Aspuru-Guzik,,
826a23c469321d3dff43cac2977c571964453349,https://www.semanticscholar.org/paper/826a23c469321d3dff43cac2977c571964453349,Predicting the Young’s Modulus of Silicate Glasses using High-Throughput Molecular Dynamics Simulations and Machine Learning,,2019,48,77,0,true,Computer Science,2118048276,Kai Yang,,Xinyi Xu,2110375361,Benjamin Yang,2054077958,B. Cook,2060003003,Herbert Ramos,46382871,N. Krishnan,4033865,M. Smedskjaer,15407355,C. Hoover,4728694,M. Bauchy,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
aab7e4d55cebf531028a4b7e8d977c0bda732ab6,https://www.semanticscholar.org/paper/aab7e4d55cebf531028a4b7e8d977c0bda732ab6,Reconstructing quantum states with generative models,,2018,65,171,4,true,Computer Science,5048394,J. Carrasquilla,3422999,G. Torlai,3422513,R. Melko,50392358,L. Aolita,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,,,,,,,,,
d32e0f904574249af0a7995cf919df298422bafb,https://www.semanticscholar.org/paper/d32e0f904574249af0a7995cf919df298422bafb,Machine learning in breast MRI,"Machine‐learning techniques have led to remarkable advances in data extraction and analysis of medical imaging. Applications of machine learning to breast MRI continue to expand rapidly as increasingly accurate 3D breast and lesion segmentation allows the combination of radiologist‐level interpretation (eg, BI‐RADS lexicon), data from advanced multiparametric imaging techniques, and patient‐level data such as genetic risk markers. Advances in breast MRI feature extraction have led to rapid dataset analysis, which offers promise in large pooled multiinstitutional data analysis. The object of this review is to provide an overview of machine‐learning and deep‐learning techniques for breast MRI, including supervised and unsupervised methods, anatomic breast segmentation, and lesion segmentation. Finally, it explores the role of machine learning, current limitations, and future applications to texture analysis, radiomics, and radiogenomics.",2020,146,69,0,false,Computer Science,12542421,B. Reig,3771591,L. Heacock,2376144,Krzysztof J Geras,3245122,L. Moy,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
413b32dc8855f9db4c95657a3de5ca6c1d793da0,https://www.semanticscholar.org/paper/413b32dc8855f9db4c95657a3de5ca6c1d793da0,Policy gradient reinforcement learning for fast quadrupedal locomotion,"This paper presents a machine learning approach to optimizing a quadrupedal trot gait for forward speed. Given a parameterized walk designed for a specific robot, we propose using a form of policy gradient reinforcement learning to automatically search the set of possible parameters with the goal of finding the fastest possible walk. We implement and test our approach on a commercially available quadrupedal robot platform, namely the Sony Aibo robot. After about three hours of learning, all on the physical robots and with no human intervention other than to change the batteries, the robots achieved a gait faster than any previously known gait known for the Aibo, significantly outperforming a variety of existing hand-coded and learned solutions.",2004,33,602,30,false,Computer Science,2686687,Nate Kohl,144848112,P. Stone,,,,,,,,,,,,,,,,,,,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,
7e11782fbf554d8fc6b4b726136f67f122d99ca0,https://www.semanticscholar.org/paper/7e11782fbf554d8fc6b4b726136f67f122d99ca0,TeleOphta: Machine learning and image processing methods for teleophthalmology,,2013,19,301,11,false,Computer Science,3204485,Etienne Decencière,1721126,G. Cazuguel,2130047489,Xiwei Zhang,143684122,Guillaume Thibault,121842854,J. Klein,143765825,F. Meyer,1740693,B. Marcotegui,1684052,G. Quellec,1727789,M. Lamard,2216154,R. Danno,108097915,D. Elie,Art,144923890,P. Massin,2094485189,Z. Viktor,2967327,A. Erginay,34853254,B. Laÿ,1880724,A. Chabouis,,,,,,,,,,,,,,,
9c48acda0de58b39b2b3fecea6754d37ad3300a7,https://www.semanticscholar.org/paper/9c48acda0de58b39b2b3fecea6754d37ad3300a7,Machine learning for renewable energy materials,Achieving the 2016 Paris agreement goal of limiting global warming below 2 °C and securing a sustainable energy future require materials innovations in renewable energy technologies. Machine learning has demonstrated many successes to accelerate the discovery renewable energy materials.,2019,178,111,2,false,Computer Science,39042323,Geun Ho Gu,145251116,Juhwan Noh,13247365,Inkyung Kim,3008602,Yousung Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b836f2797a8008da6477426490d4afef0e9335b,https://www.semanticscholar.org/paper/8b836f2797a8008da6477426490d4afef0e9335b,On Learning Vector-Valued Functions,"In this letter, we provide a study of learning in a Hilbert space of vector-valued functions. We motivate the need for extending learning theory of scalar-valued functions by practical considerations and establish some basic results for learning vector-valued functions that should prove useful in applications. Specifically, we allow an output space Y to be a Hilbert space, and we consider a reproducing kernel Hilbert space of functions whose values lie in Y. In this setting, we derive the form of the minimal norm interpolant to a finite set of data and apply it to study some regularization functionals that are important in learning theory. We consider specific examples of such functionals corresponding to multiple-output regularization networks and support vector machines, for both regression and classification. Finally, we provide classes of operator-valued kernels of the dot product and translation-invariant type.",2005,45,493,91,false,Medicine,1708279,C. Micchelli,1704699,M. Pontil,,,,,,,,,,,,,,,,,,,Computer Science,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,
71cc9eefb17d7c4d1062162523b5fdad7ca66a2a,https://www.semanticscholar.org/paper/71cc9eefb17d7c4d1062162523b5fdad7ca66a2a,Neural-Symbolic Machine Learning for Retrosynthesis and Reaction Prediction.,"Reaction prediction and retrosynthesis are the cornerstones of organic chemistry. Rule-based expert systems have been the most widespread approach to computationally solve these two related challenges to date. However, reaction rules often fail because they ignore the molecular context, which leads to reactivity conflicts. Herein, we report that deep neural networks can learn to resolve reactivity conflicts and to prioritize the most suitable transformation rules. We show that by training our model on 3.5 million reactions taken from the collective published knowledge of the entire discipline of chemistry, our model exhibits a top10-accuracy of 95 % in retrosynthesis and 97 % for reaction prediction on a validation set of almost 1 million reactions.",2017,31,281,18,false,Chemistry,3451383,Marwin H. S. Segler,2628485,M. Waller,,,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
2ee53ddcc131bd5070888729b3d39e81419c27c5,https://www.semanticscholar.org/paper/2ee53ddcc131bd5070888729b3d39e81419c27c5,A DCT Statistics-Based Blind Image Quality Index,"The development of general-purpose no-reference approaches to image quality assessment still lags recent advances in full-reference methods. Additionally, most no-reference or blind approaches are distortion-specific, meaning they assess only a specific type of distortion assumed present in the test image (such as blockiness, blur, or ringing). This limits their application domain. Other approaches rely on training a machine learning algorithm. These methods however, are only as effective as the features used to train their learning machines. Towards ameliorating this we introduce the BLIINDS index (BLind Image Integrity Notator using DCT Statistics) which is a no-reference approach to image quality assessment that does not assume a specific type of distortion of the image. It is based on predicting image quality based on observing the statistics of local discrete cosine transform coefficients, and it requires only minimal training. The method is shown to correlate highly with human perception of quality.",2010,20,371,36,true,Computer Science,144672765,Michele A. Saad,1747569,A. Bovik,1777325,C. Charrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70a06b53211515577d263fe24681fa5c58506f71,https://www.semanticscholar.org/paper/70a06b53211515577d263fe24681fa5c58506f71,An Evaluation of Machine Learning Methods to Detect Malicious SCADA Communications,"Critical infrastructure Supervisory Control and Data Acquisition (SCADA) systems have been designed to operate on closed, proprietary networks where a malicious insider posed the greatest threat potential. The centralization of control and the movement towards open systems and standards has improved the efficiency of industrial control, but has also exposed legacy SCADA systems to security threats that they were not designed to mitigate. This work explores the viability of machine learning methods in detecting the new threat scenarios of command and data injection. Similar to network intrusion detection systems in the cyber security domain, the command and control communications in a critical infrastructure setting are monitored, and vetted against examples of benign and malicious command traffic, in order to identify potential attack events. Multiple learning methods are evaluated using a dataset of Remote Terminal Unit communications, which included both normal operations and instances of command and data injection attack scenarios.",2013,23,119,11,false,Computer Science,3091321,J. Beaver,1406398252,Raymond C. Borges-Hink,31839130,M. Buckner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56ebed5e1ab5c7ad0c17f21fbef520cfd14c7d53,https://www.semanticscholar.org/paper/56ebed5e1ab5c7ad0c17f21fbef520cfd14c7d53,Drug repositioning: a machine-learning approach through data integration,,2013,51,230,6,false,Computer Science,47563433,F. Napolitano,2119327178,Yan Zhao,144693103,V. Moreira,1716180,R. Tagliaferri,145991916,J. Kere,1394068254,M. D’Amato,144319882,D. Greco,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
ebb0a31c25e293e834eccb4b7d7f672dba669485,https://www.semanticscholar.org/paper/ebb0a31c25e293e834eccb4b7d7f672dba669485,Machine Learning for Hackers,"Now that storage and collection technologies are cheaper and more precise, methods for extracting relevant information from large datasets is within the reach any experienced programmer willing to crunch data. With this book, you'll learn machine learning and statistics tools in a practical fashion, using black-box solutions and case studies instead of a traditional math-heavy presentation. By exploring each problem in this book in depth - including both viable and hopeless approaches - you'll learn to recognize when your situation closely matches traditional problems. Then you'll discover how to apply classical statistics tools to your problem. Machine Learning for Hackers is ideal for programmers from private, public, and academic sectors.",2012,21,61,1,false,Computer Science,46860256,D. Conway,2111364829,J. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6488469af81515d76464a14da4b92c6eeb5063e9,https://www.semanticscholar.org/paper/6488469af81515d76464a14da4b92c6eeb5063e9,Graph Embedded Extreme Learning Machine,"In this paper, we propose a novel extension of the extreme learning machine (ELM) algorithm for single-hidden layer feedforward neural network training that is able to incorporate subspace learning (SL) criteria on the optimization process followed for the calculation of the network's output weights. The proposed graph embedded ELM (GEELM) algorithm is able to naturally exploit both intrinsic and penalty SL criteria that have been (or will be) designed under the graph embedding framework. In addition, we extend the proposed GEELM algorithm in order to be able to exploit SL criteria in arbitrary (even infinite) dimensional ELM spaces. We evaluate the proposed approach on eight standard classification problems and nine publicly available datasets designed for three problems related to human behavior analysis, i.e., the recognition of human face, facial expression, and activity. Experimental results denote the effectiveness of the proposed approach, since it outperforms other ELM-based classification schemes in all the cases.",2016,65,95,2,true,Computer Science,3074923,Alexandros Iosifidis,1737071,A. Tefas,144064571,I. Pitas,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
817a4aed2775063db9e74f1f3f530d9a18fce773,https://www.semanticscholar.org/paper/817a4aed2775063db9e74f1f3f530d9a18fce773,Machine Learning for Materials Scientists: An Introductory Guide toward Best Practices,"This Editorial is intended for materials scientists interested in performing machine learning-centered research.We cover broad guidelines and best practices regarding the obtaining and treatment of data, feature engineering, model training, validation, evaluation and comparison, popular repositories for materials data and benchmarking datasets, model and architecture sharing, and finally publication.In addition, we include interactive Jupyter notebooks with example Python code to demonstrate some of the concepts, workflows, and best practices discussed.Overall, the data-driven methods and machine learning workflows and considerations are presented in a simple way, allowing interested readers to more intelligently guide their machine learning research using the suggested references, best practices, and their own materials domain expertise.",2020,130,97,2,true,Computer Science,50013769,A. Wang,1572092577,Ryan Murdock,51474082,Steven K. Kauwe,15739628,A. Oliynyk,144959484,A. Gurlo,13191312,Jakoah Brgoch,8474736,K. Persson,15227654,Taylor D. Sparks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136c05cb8dd359fb8e0dc7947172a9ecb74ccbec,https://www.semanticscholar.org/paper/136c05cb8dd359fb8e0dc7947172a9ecb74ccbec,Learning by Abstraction: The Neural State Machine,"We introduce the Neural State Machine, seeking to bridge the gap between the neural and symbolic views of AI and integrate their complementary strengths for the task of visual reasoning. Given an image, we first predict a probabilistic graph that represents its underlying semantics and serves as a structured world model. Then, we perform sequential reasoning over the graph, iteratively traversing its nodes to answer a given question or draw a new inference. In contrast to most neural architectures that are designed to closely interact with the raw sensory data, our model operates instead in an abstract latent space, by transforming both the visual and linguistic modalities into semantic concept-based representations, thereby achieving enhanced transparency and modularity. We evaluate our model on VQA-CP and GQA, two recent VQA datasets that involve compositionality, multi-step inference and diverse reasoning skills, achieving state-of-the-art results in both cases. We provide further experiments that illustrate the model's strong generalization capacity across multiple dimensions, including novel compositions of concepts, changes in the answer distribution, and unseen linguistic structures, demonstrating the qualities and efficacy of our approach.",2019,89,167,29,false,Computer Science,152951058,Drew A. Hudson,144783904,Christopher D. Manning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c60905a1971f649c73845cee46866356d2026f90,https://www.semanticscholar.org/paper/c60905a1971f649c73845cee46866356d2026f90,Machine-Learning Models for Sales Time Series Forecasting,"In this paper, we study the usage of machine-learning models for sales predictive analytics. The main goal of this paper is to consider main approaches and case studies of using machine learning for sales forecasting. The effect of machine-learning generalization has been considered. This effect can be used to make sales predictions when there is a small amount of historical data for specific sales time series in the case when a new product or store is launched. A stacking approach for building regression ensemble of single models has been studied. The results show that using stacking techniques, we can improve the performance of predictive models for sales time series forecasting.",2019,47,94,3,true,Computer Science,3008532,B. Pavlyshenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbfa6c59c2f73cad5418938176c5dc37cd678ca7,https://www.semanticscholar.org/paper/dbfa6c59c2f73cad5418938176c5dc37cd678ca7,A General Method for Scaling Up Machine Learning Algorithms and its Application to Clustering,,2001,0,220,8,false,Computer Science,1740213,Pedro M. Domingos,1740077,Geoff Hulten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501640908567ef13640d82c633b6ac6b265dfc,https://www.semanticscholar.org/paper/30501640908567ef13640d82c633b6ac6b265dfc,Applications of Deep Learning in Biomedicine.,"Increases in throughput and installed base of biomedical research equipment led to a massive accumulation of -omics data known to be highly variable, high-dimensional, and sourced from multiple often incompatible data platforms. While this data may be useful for biomarker identification and drug discovery, the bulk of it remains underutilized. Deep neural networks (DNNs) are efficient algorithms based on the use of compositional layers of neurons, with advantages well matched to the challenges -omics data presents. While achieving state-of-the-art results and even surpassing human accuracy in many challenging tasks, the adoption of deep learning in biomedicine has been comparatively slow. Here, we discuss key features of deep learning that may give this approach an edge over other machine learning methods. We then consider limitations and review a number of applications of deep learning in biomedical studies demonstrating proof of concept and practical utility.",2016,50,471,9,false,Computer Science,4017984,Polina Mamoshina,144468061,Armando Vieira,5955824,E. Putin,143865664,A. Zhavoronkov,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
c931d0106cc540eb3a940dfbed51ce822679311f,https://www.semanticscholar.org/paper/c931d0106cc540eb3a940dfbed51ce822679311f,The RSNA Pediatric Bone Age Machine Learning Challenge.,"Purpose The Radiological Society of North America (RSNA) Pediatric Bone Age Machine Learning Challenge was created to show an application of machine learning (ML) and artificial intelligence (AI) in medical imaging, promote collaboration to catalyze AI model creation, and identify innovators in medical imaging. Materials and Methods The goal of this challenge was to solicit individuals and teams to create an algorithm or model using ML techniques that would accurately determine skeletal age in a curated data set of pediatric hand radiographs. The primary evaluation measure was the mean absolute distance (MAD) in months, which was calculated as the mean of the absolute values of the difference between the model estimates and those of the reference standard, bone age. Results A data set consisting of 14 236 hand radiographs (12 611 training set, 1425 validation set, 200 test set) was made available to registered challenge participants. A total of 260 individuals or teams registered on the Challenge website. A total of 105 submissions were uploaded from 48 unique users during the training, validation, and test phases. Almost all methods used deep neural network techniques based on one or more convolutional neural networks (CNNs). The best five results based on MAD were 4.2, 4.4, 4.4, 4.5, and 4.5 months, respectively. Conclusion The RSNA Pediatric Bone Age Machine Learning Challenge showed how a coordinated approach to solving a medical imaging problem can be successfully conducted. Future ML challenges will catalyze collaboration and development of ML tools and methods that can potentially improve diagnostic accuracy and patient care. © RSNA, 2018 Online supplemental material is available for this article. See also the editorial by Siegel in this issue.",2019,10,200,18,true,Medicine,143970433,S. Halabi,144477836,L. Prevedello,1401724111,Jayashree Kalpathy-Cramer,49551886,Artem Mamonov,1752776896,A. Bilbily,40915057,Mark D Cicero,38804532,I. Pan,120829977,Lucas A. Pereira,50590019,R. T. Sousa,4793156,N. Abdala,52014948,F. Kitamura,,2052393,H. H. Thodberg,2146073251,Leon Chen,1778950,G. Shih,1798929,K. Andriole,145744080,M. Kohli,144917634,B. Erickson,,1864663,A. Flanders,,,,,,,,,,
171a37d680daa11a85c99c76a9cf0d5a56e1568c,https://www.semanticscholar.org/paper/171a37d680daa11a85c99c76a9cf0d5a56e1568c,Quantum machine learning for electronic structure calculations,,2018,63,89,3,true,Computer Science,27778453,Rongxin Xia,1699217,S. Kais,,,,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,Medicine,,,,,,,,,,,,
17fb6c82f9725cd781c91fb8ece15733ea82f66e,https://www.semanticscholar.org/paper/17fb6c82f9725cd781c91fb8ece15733ea82f66e,Photonic delay systems as machine learning implementations,"Nonlinear photonic delay systems present interesting implementation platforms for machine learning models. They can be extremely fast, offer great degrees of parallelism and potentially consume far less power than digital processors. So far they have been successfully employed for signal processing using the Reservoir Computing paradigm. In this paper we show that their range of applicability can be greatly extended if we use gradient descent with backpropagation through time on a model of the system to optimize the input encoding of such systems. We perform physical experiments that demonstrate that the obtained input encodings work well in reality, and we show that optimized systems perform significantly better than the common Reservoir Computing approach. The results presented here demonstrate that common gradient descent techniques from machine learning may well be applicable on physical neuro-inspired analog computers.",2015,36,43,0,false,Computer Science,2179062,Michiel Hermans,144524298,M. C. Soriano,2309489,J. Dambre,3275560,P. Bienstman,1795232,Ingo Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18c39ba04333d31c6cb10faf79d1f18692c38d0f,https://www.semanticscholar.org/paper/18c39ba04333d31c6cb10faf79d1f18692c38d0f,Deep Patient: An Unsupervised Representation to Predict the Future of Patients from the Electronic Health Records,,2016,53,1110,52,true,Computer Science,1829350,R. Miotto,2156055664,Li Li,32827676,B. Kidd,13964487,J. Dudley,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
3bc4c90a7bbc7badd47b78043cdf540144557efc,https://www.semanticscholar.org/paper/3bc4c90a7bbc7badd47b78043cdf540144557efc,Machine Learning in Banking Risk Management: A Literature Review,"There is an increasing influence of machine learning in business applications, with many solutions already implemented and many more being explored. Since the global financial crisis, risk management in banks has gained more prominence, and there has been a constant focus around how risks are being detected, measured, reported and managed. Considerable research in academia and industry has focused on the developments in banking and risk management and the current and emerging challenges. This paper, through a review of the available literature seeks to analyse and evaluate machine-learning techniques that have been researched in the context of banking risk management, and to identify areas or problems in risk management that have been inadequately explored and are potential areas for further research. The review has shown that the application of machine learning in the management of banking risks such as credit risk, market risk, operational risk and liquidity risk has been explored; however, it doesn’t appear commensurate with the current industry level of focus on both risk management and machine learning. A large number of areas remain in bank risk management that could significantly benefit from the study of how machine learning can be applied to address specific problems.",2019,76,106,7,true,Business,65758874,M. Leo,2109864289,Suneel Sharma,31112068,K. Maddulety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
