paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name,authors/30/authorId,authors/30/name,authors/31/authorId,authors/31/name,authors/32/authorId,authors/32/name,authors/33/authorId,authors/33/name,fieldsOfStudy/3
44b3b3bb40a9055eccdf86ea1702f6ae8b38934c,https://www.semanticscholar.org/paper/44b3b3bb40a9055eccdf86ea1702f6ae8b38934c,Decentralized Stochastic Optimization and Gossip Algorithms with Compressed Communication,"We consider decentralized stochastic optimization with the objective function (e.g. data samples for machine learning task) being distributed over $n$ machines that can only communicate to their neighbors on a fixed communication graph. To reduce the communication bottleneck, the nodes compress (e.g. quantize or sparsify) their model updates. We cover both unbiased and biased compression operators with quality denoted by $\omega \leq 1$ ($\omega=1$ meaning no compression). We (i) propose a novel gossip-based stochastic gradient descent algorithm, CHOCO-SGD, that converges at rate $\mathcal{O}\left(1/(nT) + 1/(T \delta^2 \omega)^2\right)$ for strongly convex objectives, where $T$ denotes the number of iterations and $\delta$ the eigengap of the connectivity matrix. Despite compression quality and network connectivity affecting the higher order terms, the first term in the rate, $\mathcal{O}(1/(nT))$, is the same as for the centralized baseline with exact communication. We (ii) present a novel gossip algorithm, CHOCO-GOSSIP, for the average consensus problem that converges in time $\mathcal{O}(1/(\delta^2\omega) \log (1/\epsilon))$ for accuracy $\epsilon > 0$. This is (up to our knowledge) the first gossip algorithm that supports arbitrary compressed messages for $\omega > 0$ and still exhibits linear convergence. We (iii) show in experiments that both of our algorithms do outperform the respective state-of-the-art baselines and CHOCO-SGD can reduce communication by at least two orders of magnitudes.",2019,58,284,46,false,Computer Science,51904731,Anastasia Koloskova,2127057,Sebastian U. Stich,2456863,Martin Jaggi,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edf56e3644157a2bdb4a25027cc49d8b69d086ed,https://www.semanticscholar.org/paper/edf56e3644157a2bdb4a25027cc49d8b69d086ed,A systematic review of fundamental and technical analysis of stock market predictions,,2019,244,112,6,false,Computer Science,66913822,Isaac Kofi Nti,51966799,Adebayo Felix Adekoya,1870529,B. A. Weyori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e69c18f7e5c424e57adb0d93445997d348ae2cc9,https://www.semanticscholar.org/paper/e69c18f7e5c424e57adb0d93445997d348ae2cc9,Materials Synthesis Insights from Scientific Literature via Text Extraction and Machine Learning,"In the past several years, Materials Genome Initiative (MGI) efforts have produced myriad examples of computationally designed materials in the fields of energy storage, catalysis, thermoelectrics, and hydrogen storage as well as large data resources that are used to screen for potentially transformative compounds. The bottleneck in high-throughput materials design has thus shifted to materials synthesis, which motivates our development of a methodology to automatically compile materials synthesis parameters across tens of thousands of scholarly publications using natural language processing techniques. To demonstrate our framework’s capabilities, we examine the synthesis conditions for various metal oxides across more than 12 thousand manuscripts. We then apply machine learning methods to predict the critical parameters needed to synthesize titania nanotubes via hydrothermal methods and verify this result against known mechanisms. Finally, we demonstrate the capacity for transfer learning by using machin...",2017,61,261,2,true,Materials Science,2117008214,Edward Kim,2112441097,Kevin Huang,2071771634,Adam Saunders,143753639,A. McCallum,2807088,G. Ceder,46651096,E. Olivetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f115ac87b891d3873099508456c120f85b87698,https://www.semanticscholar.org/paper/5f115ac87b891d3873099508456c120f85b87698,MLPerf Training Benchmark,"Machine learning (ML) needs industry-standard performance benchmarks to support design and competitive evaluation of the many emerging software and hardware solutions for ML. But ML training presents three unique benchmarking challenges absent from other domains: optimizations that improve training throughput can increase the time to solution, training is stochastic and time to solution exhibits high variance, and software and hardware systems are so diverse that fair benchmarking with the same binary, code, and even hyperparameters is difficult. We therefore present MLPerf, an ML benchmark that overcomes these challenges. Our analysis quantitatively evaluates MLPerf's efficacy at driving performance and scalability improvements across two rounds of results from multiple vendors.",2019,81,171,26,false,Computer Science,2065823421,Peter Mattson,2109795452,Christine Cheng,2866919,Cody A. Coleman,2040049,G. Diamos,1802359,P. Micikevicius,2084633463,David A. Patterson,Mathematics,,39278465,Hanlin Tang,2255803,Gu-Yeon Wei,2740804,Peter D. Bailis,2932580,Victor Bittorf,1896817,D. Brooks,7167328,Dehao Chen,46905001,Debo Dutta,2633839,Udit Gupta,1775500,Kim M. Hazelwood,145076564,A. Hock,2048519015,Xinyuan Huang,33920592,Bill Jia,35342489,Daniel Kang,2033833485,David Kanter,2116960562,Naveen Kumar,2075442427,Jeffery Liao,1388813853,Guokai Ma,22252150,D. Narayanan,2814407,Tayo Oguntebi,3257164,Gennady Pekhimenko,3329554,Lillian Pentecost,1805668,V. Reddi,46887039,Taylor Robie,22033768,T. S. John,2797270,Carole-Jean Wu,47775733,Lingjie Xu,39660914,C. Young,143834867,M. Zaharia,
ee105266d83c8992d70a7d0cb0af198d95bbef72,https://www.semanticscholar.org/paper/ee105266d83c8992d70a7d0cb0af198d95bbef72,An overview on semi-supervised support vector machine,,2017,84,67,0,false,Computer Science,145613107,Shifei Ding,2118353383,Zhibin Zhu,3376545,Xiekai Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55bdc4ad158e272ccf796ae52b0ab7086a834352,https://www.semanticscholar.org/paper/55bdc4ad158e272ccf796ae52b0ab7086a834352,A Machine Learning Approach for Automatic Student Model Discovery,"Student modeling is one of the key factors that affects automated tutoring systems in making instructional decisions. A student model is a model to predict the probability of a student making errors on given problems. A good student model that matches with student behavior patterns often provides useful information on learning task difficulty and transfer of learning between related problems, and thus often yields better instruction. Manual construction of such models usually requires substantial human effort, and may still miss distinctions in content and learning that have important instructional implications. In this paper, we propose an approach that automatically discovers student models using a state-of-art machine learning agent, SimStudent. We show that the discovered model is of higher quality than human-generated models, and demonstrate how the discovered model can be used to improve a tutoring system’s instruction strategy.",2011,22,102,4,false,Computer Science,49088383,Nan Li,50056360,William W. Cohen,1718810,K. Koedinger,1761834,Noboru Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5182bf3b13bc2bb18074933acc9c198efe102c8,https://www.semanticscholar.org/paper/f5182bf3b13bc2bb18074933acc9c198efe102c8,Autonomous Vehicle Safety: An Interdisciplinary Challenge,"Ensuring the safety of fully autonomous vehicles requires a multi-disciplinary approach across all the levels of functional hierarchy, from hardware fault tolerance, to resilient machine learning, to cooperating with humans driving conventional vehicles, to validating systems for operation in highly unstructured environments, to appropriate regulatory approaches. Significant open technical challenges include validating inductive learning in the face of novel environmental inputs and achieving the very high levels of dependability required for full-scale fleet deployment. However, the biggest challenge may be in creating an end-to-end design and deployment process that integrates the safety concerns of a myriad of technical specialties into a unified approach.",2017,47,312,18,false,Engineering,144734491,P. Koopman,2114342378,Michael D. Wagner,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b79870d22d85dde31c72df6ae147f64d462d177b,https://www.semanticscholar.org/paper/b79870d22d85dde31c72df6ae147f64d462d177b,Machine learning in GI endoscopy: practical guidance in how to interpret a novel field,"There has been a vast increase in GI literature focused on the use of machine learning in endoscopy. The relative novelty of this field poses a challenge for reviewers and readers of GI journals. To appreciate scientific quality and novelty of machine learning studies, understanding of the technical basis and commonly used techniques is required. Clinicians often lack this technical background, while machine learning experts may be unfamiliar with clinical relevance and implications for daily practice. Therefore, there is an increasing need for a multidisciplinary, international evaluation on how to perform high-quality machine learning research in endoscopy. This review aims to provide guidance for readers and reviewers of peer-reviewed GI journals to allow critical appraisal of the most relevant quality requirements of machine learning studies. The paper provides an overview of common trends and their potential pitfalls and proposes comprehensive quality requirements in six overarching themes: terminology, data, algorithm description, experimental setup, interpretation of results and machine learning in clinical practice.",2020,41,53,0,true,Computer Science,15065097,F. van der Sommen,1423745025,Jeroen de Groof,120631502,Maarten P. Struyvenberg,118341291,J. van der Putten,1482569768,T. Boers,1430744224,K. Fockens,Medicine,,2151647,E. Schoon,3553816,W. Curvers,122835730,P. D. De with,2558826,Y. Mori,2167748,M. Byrne,1398465128,J. Bergman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d143fa58a437dc3cf68972e87f8621583058039d,https://www.semanticscholar.org/paper/d143fa58a437dc3cf68972e87f8621583058039d,Derivation and Validation of Machine Learning Approaches to Predict Acute Kidney Injury after Cardiac Surgery,"Machine learning approaches were introduced for better or comparable predictive ability than statistical analysis to predict postoperative outcomes. We sought to compare the performance of machine learning approaches with that of logistic regression analysis to predict acute kidney injury after cardiac surgery. We retrospectively reviewed 2010 patients who underwent open heart surgery and thoracic aortic surgery. Baseline medical condition, intraoperative anesthesia, and surgery-related data were obtained. The primary outcome was postoperative acute kidney injury (AKI) defined according to the Kidney Disease Improving Global Outcomes criteria. The following machine learning techniques were used: decision tree, random forest, extreme gradient boosting, support vector machine, neural network classifier, and deep learning. The performance of these techniques was compared with that of logistic regression analysis regarding the area under the receiver-operating characteristic curve (AUC). During the first postoperative week, AKI occurred in 770 patients (38.3%). The best performance regarding AUC was achieved by the gradient boosting machine to predict the AKI of all stages (0.78, 95% confidence interval (CI) 0.75–0.80) or stage 2 or 3 AKI. The AUC of logistic regression analysis was 0.69 (95% CI 0.66–0.72). Decision tree, random forest, and support vector machine showed similar performance to logistic regression. In our comprehensive comparison of machine learning approaches with logistic regression analysis, gradient boosting technique showed the best performance with the highest AUC and lower error rate. We developed an Internet–based risk estimator which could be used for real-time processing of patient data to estimate the risk of AKI at the end of surgery.",2018,50,85,4,true,Medicine,2110208828,Hyung‐Chul Lee,152696865,H. Yoon,6255329,K. Nam,6412480,Y. Cho,3875084,T. K. Kim,47902458,W. Kim,,,145569375,J. Bahk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19ba16e12ee08e55c5f54873ddfe46390b99a9e0,https://www.semanticscholar.org/paper/19ba16e12ee08e55c5f54873ddfe46390b99a9e0,Detection of SARS-CoV-2 in nasal swabs using MALDI-MS,,2020,25,112,12,true,Computer Science,5448547,F. M. Nachtigall,2109688549,Alfredo Pereira,50412564,O. Trofymchuk,145210275,Leonardo S. Santos,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4842e1d61d02e5fb3087b85759348252bea21a2,https://www.semanticscholar.org/paper/f4842e1d61d02e5fb3087b85759348252bea21a2,Automated Solar Activity Prediction: A hybrid computer platform using machine learning and solar imaging for automated prediction of solar flares,"The importance of real‐time processing of solar data especially for space weather applications is increasing continuously. In this paper, we present an automated hybrid computer platform for the short‐term prediction of significant solar flares using SOHO/Michelson Doppler Imager images. This platform is called the Automated Solar Activity Prediction tool (ASAP). This system integrates image processing and machine learning to deliver these predictions. A machine learning‐based system is designed to analyze years of sunspot and flare data to create associations that can be represented using computer‐based learning rules. An imaging‐based real‐time system that provides automated detection, grouping, and then classification of recent sunspots based on the McIntosh classification is also created and integrated within this system. The properties of the sunspot regions are extracted automatically by the imaging system and processed using the machine learning rules to generate the real‐time predictions. Several performance measurement criteria are used and the results are provided in this paper. Also, quadratic score is used to compare the prediction results of ASAP with NOAA Space Weather Prediction Center (SWPC) between 1999 and 2002, and it is shown that ASAP generates more accurate predictions compared to SWPC.",2009,17,136,5,true,Physics,49547430,T. Colak,1713102,Rami Qahwaji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0526e714f286dd4140a789a03b6d77c2267520e8,https://www.semanticscholar.org/paper/0526e714f286dd4140a789a03b6d77c2267520e8,Towards Poisoning of Deep Learning Algorithms with Back-gradient Optimization,"A number of online services nowadays rely upon machine learning to extract valuable information from data collected in the wild. This exposes learning algorithms to the threat of data poisoning, i.e., a coordinate attack in which a fraction of the training data is controlled by the attacker and manipulated to subvert the learning process. To date, these attacks have been devised only against a limited class of binary learning algorithms, due to the inherent complexity of the gradient-based procedure used to optimize the poisoning points (a.k.a. adversarial training examples). In this work, we first extend the definition of poisoning attacks to multiclass problems. We then propose a novel poisoning algorithm based on the idea of back-gradient optimization, i.e., to compute the gradient of interest through automatic differentiation, while also reversing the learning procedure to drastically reduce the attack complexity. Compared to current poisoning strategies, our approach is able to target a wider class of learning algorithms, trained with gradient-based procedures, including neural networks and deep learning architectures. We empirically evaluate its effectiveness on several application examples, including spam filtering, malware detection, and handwritten digit recognition. We finally show that, similarly to adversarial test examples, adversarial training examples can also be transferred across different learning algorithms.",2017,40,387,38,true,Computer Science,1399031454,Luis Muñoz-González,1684175,B. Biggio,2272441,Ambra Demontis,3055305,Andrea Paudice,1411162446,Vasin Wongrassamee,1791748,Emil C. Lupu,Mathematics,,1710171,F. Roli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ab3776d88ff76612a7738358912db834639177,https://www.semanticscholar.org/paper/49ab3776d88ff76612a7738358912db834639177,A Stochastic Gradient Method with an Exponential Convergence Rate for Finite Training Sets,"We propose a new stochastic gradient method for optimizing the sum of a finite set of smooth functions, where the sum is strongly convex. While standard stochastic gradient methods converge at sublinear rates for this problem, the proposed method incorporates a memory of previous gradient values in order to achieve a linear convergence rate. In a machine learning context, numerical experiments indicate that the new algorithm can dramatically outperform standard algorithms, both in terms of optimizing the training error and reducing the test error quickly.",2012,56,703,101,false,Computer Science,7245737,Nicolas Le Roux,145610994,Mark W. Schmidt,144570279,F. Bach,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8f0eea355306e9d8c6ded82f10f1d4df69a0ed1,https://www.semanticscholar.org/paper/f8f0eea355306e9d8c6ded82f10f1d4df69a0ed1,Machine learning in neuroimaging: Progress and challenges,,2019,46,115,1,true,Computer Science,1740714,C. Davatzikos,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e94e97c50063f4552278f9cb9729909d82a100b,https://www.semanticscholar.org/paper/5e94e97c50063f4552278f9cb9729909d82a100b,Robot Learning,,2019,21,36,0,true,Computer Science,145197867,Jan Peters,1726802,Russ Tedrake,2054985487,Nicholas Roy,50414121,J. Morimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6b483e0ff8d39ab5d5fada757b7ab43995e65bc,https://www.semanticscholar.org/paper/b6b483e0ff8d39ab5d5fada757b7ab43995e65bc,Practical Hidden Voice Attacks against Speech and Speaker Recognition Systems,"Voice Processing Systems (VPSes), now widely deployed, have been made significantly more accurate through the application of recent advances in machine learning. However, adversarial machine learning has similarly advanced and has been used to demonstrate that VPSes are vulnerable to the injection of hidden commands - audio obscured by noise that is correctly recognized by a VPS but not by human beings. Such attacks, though, are often highly dependent on white-box knowledge of a specific machine learning model and limited to specific microphones and speakers, making their use across different acoustic hardware platforms (and thus their practicality) limited. In this paper, we break these dependencies and make hidden command attacks more practical through model-agnostic (blackbox) attacks, which exploit knowledge of the signal processing algorithms commonly used by VPSes to generate the data fed into machine learning systems. Specifically, we exploit the fact that multiple source audio samples have similar feature vectors when transformed by acoustic feature extraction algorithms (e.g., FFTs). We develop four classes of perturbations that create unintelligible audio and test them against 12 machine learning models, including 7 proprietary models (e.g., Google Speech API, Bing Speech API, IBM Speech API, Azure Speaker API, etc), and demonstrate successful attacks against all targets. Moreover, we successfully use our maliciously generated audio samples in multiple hardware configurations, demonstrating effectiveness across both models and real systems. In so doing, we demonstrate that domain-specific knowledge of audio signal processing represents a practical means of generating successful hidden voice command attacks.",2019,76,97,11,true,Computer Science,47994360,H. Abdullah,47238599,Washington Garcia,48278898,Christian Peeters,145744451,Patrick Traynor,1784947,Kevin R. B. Butler,2157436332,Joseph N. Wilson,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89998030721e58ade6349b9426cc8c8d81103028,https://www.semanticscholar.org/paper/89998030721e58ade6349b9426cc8c8d81103028,A Comprehensive Survey of Loss Functions in Machine Learning,,2020,61,81,2,false,Computer Science,2151570286,Qi Wang,2109386966,Yue Ma,2074108386,Kun Zhao,143790318,Ying-jie Tian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3fbcc58694ea3450200e934e235ae32299f5d38,https://www.semanticscholar.org/paper/a3fbcc58694ea3450200e934e235ae32299f5d38,Machine Learning for Semi Linear PDEs,,2018,45,76,1,true,Mathematics,1456795384,Quentin Chan-Wai-Nam,80018335,Joseph Mikael,3215934,X. Warin,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c66338caa9e8e79a35c4fcff3485eac37866ba11,https://www.semanticscholar.org/paper/c66338caa9e8e79a35c4fcff3485eac37866ba11,The Higgs Machine Learning Challenge,"The Higgs Machine Learning Challenge was an open data analysis competition that took place between May and September 2014. Samples of simulated data from the ATLAS Experiment at the LHC corresponding to signal events with Higgs bosons decaying to τ+τ– together with background events were made available to the public through the website of the data science organization Kaggle (kaggle.com). Participants attempted to identify the search region in a space of 30 kinematic variables that would maximize the expected discovery significance of the signal process. One of the primary goals of the Challenge was to promote communication of new ideas between the Machine Learning (ML) and HEP communities. In this regard it was a resounding success, with almost 2,000 participants from HEP, ML and other areas. The process of understanding and integrating the new ideas, particularly from ML into HEP, is currently underway.",2015,12,60,2,false,Physics,1404968468,C. Adam-Bourdarios,152525722,G. Cowan,1403829364,C. Germain-Renaud,2177099864,I. Guyon,143674326,B. Kégl,3200334,D. Rousseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9c386fc7b22ff1ef7ba700df05057f81cc97186,https://www.semanticscholar.org/paper/b9c386fc7b22ff1ef7ba700df05057f81cc97186,Machine Learning for Electronically Excited States of Molecules,"Electronically excited states of molecules are at the heart of photochemistry, photophysics, as well as photobiology and also play a role in material science. Their theoretical description requires highly accurate quantum chemical calculations, which are computationally expensive. In this review, we focus on not only how machine learning is employed to speed up such excited-state simulations but also how this branch of artificial intelligence can be used to advance this exciting research field in all its aspects. Discussed applications of machine learning for excited states include excited-state dynamics simulations, static calculations of absorption spectra, as well as many others. In order to put these studies into context, we discuss the promises and pitfalls of the involved machine learning techniques. Since the latter are mostly based on quantum chemistry calculations, we also provide a short introduction into excited-state electronic structure methods and approaches for nonadiabatic dynamics simulations and describe tricks and problems when using them in machine learning for excited states of molecules.",2020,684,98,1,false,Physics,90050189,J. Westermayr,4850899,P. Marquetand,,,,,,,,,Mathematics,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chemistry
23244c485cda26b3b5063746a4cced85319d05ad,https://www.semanticscholar.org/paper/23244c485cda26b3b5063746a4cced85319d05ad,Machine learning for high performance organic solar cells: current scenario and future prospects,"Machine learning (ML) is a field of computer science that uses algorithms and techniques for automating solutions to complex problems that are hard to program using conventional programming methods. Owing to the chemical versatility of organic building blocks, a large number of organic semi-conductors have been used for organic solar cells. Selecting a suitable organic semi-conductor is like searching for a needle in a haystack. Data-driven science, the fourth paradigm of science, has the potential to guide experimentalists to discover and develop new high-performance materials. The last decade has seen impressive progress in materials informatics and data science; however, data-driven molecular design of organic solar cell materials is still challenging. The data-analysis capability of machine learning methods is well known. This review is written about the use of machine learning methods for organic solar cell research. In this review, we have outlined the basics of machine learning and common procedures for applying machine learning. A brief introduction on different classes of machine learning algorithms as well as related software and tools is provided. Then, the current research status of machine learning in organic solar cells is reviewed. We have discussed the challenges in anticipating the data driven material design, such as the complexity metric of organic solar cells, diversity of chemical structures and necessary programming ability. We have also proposed some suggestions that can enhance the usefulness of machine learning for organic solar cell research enterprises.",2021,96,54,1,false,Computer Science,47466754,A. Mahmood,114017846,Jin-liang Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4c7e853371bd539c5469244ddfdecb0f1f97fb6,https://www.semanticscholar.org/paper/f4c7e853371bd539c5469244ddfdecb0f1f97fb6,A Stability-based Validation Procedure for Differentially Private Machine Learning,"Differential privacy is a cryptographically motivated definition of privacy which has gained considerable attention in the algorithms, machine-learning and data-mining communities. While there has been an explosion of work on differentially private machine learning algorithms, a major barrier to achieving end-to-end differential privacy in practical machine learning applications is the lack of an effective procedure for differentially private parameter tuning, or, determining the parameter value, such as a bin size in a histogram, or a regularization parameter, that is suitable for a particular application. 
 
In this paper, we introduce a generic validation procedure for differentially private machine learning algorithms that apply when a certain stability condition holds on the training algorithm and the validation performance metric. The training data size and the privacy budget used for training in our procedure is independent of the number of parameter values searched over. We apply our generic procedure to two fundamental tasks in statistics and machine-learning - training a regularized linear classifier and building a histogram density estimator that result in end-to-end differentially private solutions for these problems.",2013,30,75,2,false,Computer Science,38120884,Kamalika Chaudhuri,2711007,S. Vinterbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d88162907ff9a0b4ca9e39db3b8d593fb83bc64,https://www.semanticscholar.org/paper/1d88162907ff9a0b4ca9e39db3b8d593fb83bc64,Demystifying Membership Inference Attacks in Machine Learning as a Service,"Membership inference attacks seek to infer membership of individual training instances of a model to which an adversary has black-box access through a machine learning-as-a-service API. In providing an in-depth characterization of membership privacy risks against machine learning models, this paper presents a comprehensive study towards demystifying membership inference attacks from two complimentary perspectives. First, we provide a generalized formulation of the development of a black-box membership inference attack model. Second, we characterize the importance of model choice on model vulnerability through a systematic evaluation of a variety of machine learning models and model combinations using multiple datasets. Through formal analysis and empirical evidence from extensive experimentation, we characterize under what conditions a model may be vulnerable to such black-box membership inference attacks. We show that membership inference vulnerability is data-driven and corresponding attack models are largely transferable. Though different model types display different vulnerabilities to membership inference, so do different datasets. Our empirical results additionally show that (1) using the type of target model under attack within the attack model may not increase attack effectiveness and (2) collaborative learning exposes vulnerabilities to membership inference risks when the adversary is a participant. We also discuss countermeasure and mitigation strategies.",2019,0,117,10,false,Computer Science,25121568,Stacey Truex,46458150,Ling Liu,2327300,M. E. Gursoy,2112531949,Lei Yu,47747953,Wenqi Wei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f42549dc2efdab086af81e06522783409b0e79ec,https://www.semanticscholar.org/paper/f42549dc2efdab086af81e06522783409b0e79ec,Optimal kernel selection in Kernel Fisher discriminant analysis,"In Kernel Fisher discriminant analysis (KFDA), we carry out Fisher linear discriminant analysis in a high dimensional feature space defined implicitly by a kernel. The performance of KFDA depends on the choice of the kernel; in this paper, we consider the problem of finding the optimal kernel, over a given convex set of kernels. We show that this optimal kernel selection problem can be reformulated as a tractable convex optimization problem which interior-point methods can solve globally and efficiently. The kernel selection method is demonstrated with some UCI machine learning benchmark examples.",2006,28,161,22,true,Mathematics,2695019,Seung-Jean Kim,2052320550,A. Magnani,1843103,Stephen P. Boyd,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3add8c6c36af4755cecaf994bda0e5a202035811,https://www.semanticscholar.org/paper/3add8c6c36af4755cecaf994bda0e5a202035811,Discriminative models for information retrieval,"Discriminative models have been preferred over generative models in many machine learning problems in the recent past owing to some of their attractive theoretical properties. In this paper, we explore the applicability of discriminative classifiers for IR. We have compared the performance of two popular discriminative models, namely the maximum entropy model and support vector machines with that of language modeling, the state-of-the-art generative model for IR. Our experiments on ad-hoc retrieval indicate that although maximum entropy is significantly worse than language models, support vector machines are on par with language models. We argue that the main reason to prefer SVMs over language models is their ability to learn arbitrary features automatically as demonstrated by our experiments on the home-page finding task of TREC-10.",2004,38,317,20,true,Computer Science,1701451,Ramesh Nallapati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e33af1f3b3bfa615b2399deb5390f96f3cfb86f4,https://www.semanticscholar.org/paper/e33af1f3b3bfa615b2399deb5390f96f3cfb86f4,Grammatical evolution - evolutionary automatic programming in an arbitrary language,"From the Publisher: 
Grammatical Evolution: Evolutionary Automatic Programming in an Arbitrary Language provides the first comprehensive introduction to Grammatical Evolution, a novel approach to Genetic Programming that adopts principles from molecular biology in a simple and useful manner, coupled with the use of grammars to specify legal structures in a search. Grammatical Evolution's rich modularity gives a unique flexibility, making it possible to use alternative search strategies - whether evolutionary, deterministics or some other approach - and to radically change its behavior by merely changing the grammar supplied. This approach to Genetic Programming represents a powerful new weapon in the Machine Learning toolkit that can be applied to a diverse set of problem domains.",2003,1,679,49,false,Computer Science,117838237,M. O’Neill,144063088,C. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b88ac410c97dee2b63f819d3d05a274da2c95835,https://www.semanticscholar.org/paper/b88ac410c97dee2b63f819d3d05a274da2c95835,"Concept features in Re:Agent, an intelligent Email agent","An important issue in the application of machine learning techniques to information management tasks is the nature of features extracted from textual information. We have created an intelligent email agent that can learn actions such as filtering, prioritizing, downloading to palmtops, and forwarding cmail to voicemail using automatic feature extraction, Our agent’s new feature extraction approach is based on first learning concepts present within the mail, then using these concepts as features for learning actions to perform on the messages, What features should be chosen? This paper describes the concept features approach and considers two sources for learning conceptual features: groups defined by the user and groups defined by the agent’s task. Additionally, features may be defined by vectorized examples or keywords, Experimental results are provided for two email sorting tasks, I<aywords Electronic mail, intelligent agents, machine Iearning, informntion management, feature selection, concept features",1998,34,149,10,false,Computer Science,2291243,Gary N. Boone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
