paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,authors/2/authorId,authors/2/name,fieldsOfStudy/2,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name
01b3e6f1f29d348b7d8de5c7d5f09fe49f9b47c4,https://www.semanticscholar.org/paper/01b3e6f1f29d348b7d8de5c7d5f09fe49f9b47c4,GRADE: Machine Learning Support for Graduate Admissions,"This article describes GRADE, a statistical machine learning system developed to support the work of the graduate admissions committee at the University of Texas at Austin Department of Computer Science (UTCS). In recent years, the number of applications to the UTCS PhD program has become too large to manage with a traditional review process. GRADE uses historical admissions data to predict how likely the committee is to admit each new applicant. It reports each prediction as a score similar to those used by human reviewers, and accompanies each by an explanation of what applicant features most influenced its prediction. GRADE makes the review process more efficient by enabling reviewers to spend most of their time on applicants near the decision boundary and by focusing their attention on parts of each applicant’s file that matter the most. An evaluation over two seasons of PhD admissions indicates that the system leads to dramatic time savings, reducing the total time spent on reviews by at least 74 percent.",2013,12,58,1,true,Computer Science,40418206,Austin Waters,1686788,R. Miikkulainen,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3785192f68164a30a17ccbaec8a8802854d2a2f,https://www.semanticscholar.org/paper/c3785192f68164a30a17ccbaec8a8802854d2a2f,Eclectic Rule-Extraction from Support Vector Machines,"Support vector machines (SVMs) have shown superior performance compared to other machine learning techniques, especially in classification problems. Yet one limitation of SVMs is the lack of an explanation capability which is crucial in some applications, e.g. in the medical and security domains. In this paper, a novel approach for eclectic rule- extraction from support vector machines is presented. This approach utilizes the knowledge acquired by the SVM and represented in its support vectors as well as the parameters associated with them. The approach includes three stages; training, propositional rule- extraction and rule quality evaluation. Results from four different experiments have demonstrated the value of the approach for extracting comprehensible rules of high accuracy and fidelity.",2005,22,143,6,false,Computer Science,2950480,N. Barakat,1715247,J. Diederich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7d0ff05ee7dd1e7996604e0b4e93701540a18bc,https://www.semanticscholar.org/paper/c7d0ff05ee7dd1e7996604e0b4e93701540a18bc,Value Alignment or Misalignment - What Will Keep Systems Accountable?,"Machine learning’s advances have led to new ideas about the feasibility and importance of machine ethics keeping pace, with increasing emphasis on safety, containment, and alignment. This paper addresses a recent suggestion that inverse reinforcement learning (IRL) could be a means to so-called “value alignment.” We critically consider how such an approach can engage the social, norm-infused nature of ethical action and outline several features of ethical appraisal that go beyond simple models of behavior, including unavoidably temporal dimensions of norms and counterfactuals. We propose that a hybrid approach for computational architectures still offers the most promising avenue for machines acting in",2017,42,73,5,false,Computer Science,2053868213,Thomas Arnold,19185302,Daniel Kasenberg,,1793014,Matthias Scheutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ae73813db2c294e73fc79efe3a6c019d34cb6c4,https://www.semanticscholar.org/paper/8ae73813db2c294e73fc79efe3a6c019d34cb6c4,Data mining for student retention management,"We conduct a data mining project to generate predictive models for student retention management on campus. Given new records of incoming students, these predictive models can produce short accurate prediction lists identifying students who tend to need the support from the student retention program most. The project is a component in our artificial intelligence class. Students in the class get involved in the entire process of modeling and problem solving using machine learning algorithms. We examine the quality of the predictive models generated by the machine learning algorithms. The results show that some of the machine learning algorithms are able to establish effective predictive models from the existing student retention data.",2012,10,58,6,false,Computer Science,1887699,Shieu-Hong Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5a1ecc327386bf710cfdbf23c17e723c9fbac88,https://www.semanticscholar.org/paper/c5a1ecc327386bf710cfdbf23c17e723c9fbac88,Machine Learning of User Profiles: Representational Issues,"As more information becomes available electronically, tools for finding information of interest to users becomes increasingly important. The goal of the research described here is to build a system for generating comprehensible user profiles that accurately capture user interest with minimum user interaction. The research described here focuses on the importance of a suitable generalization hierarchy and representation for learning profiles which are predictively accurate and comprehensible. In our experiments we evaluated both traditional features based on weighted term vectors as well as subject features corresponding to categories which could be drawn from a thesaurus. Our experiments, conducted in the context of a content-based profiling system for on-line newspapers on the World Wide Web (the IDD News Browser), demonstrate the importance of a generalization hierarchy and the promise of combining natural language processing techniques with machine learning (ML) to address an information retrieval (IR) problem.",1996,43,55,2,false,Computer Science,2740861,E. Bloedorn,1729172,I. Mani,,40656733,T. MacMillan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c39a158f793a204567c38b38b6f57a12b958dff1,https://www.semanticscholar.org/paper/c39a158f793a204567c38b38b6f57a12b958dff1,Comparison of Machine Learning Approaches for Prediction of Advanced Liver Fibrosis in Chronic Hepatitis C Patients,"Background/Aim: Using machine learning approaches as non-invasive methods have been used recently as an alternative method in staging chronic liver diseases for avoiding the drawbacks of biopsy. This study aims to evaluate different machine learning techniques in prediction of advanced fibrosis by combining the serum bio-markers and clinical information to develop the classification models. Methods: A prospective cohort of 39,567 patients with chronic hepatitis C was divided into two sets—one categorized as mild to moderate fibrosis (F0-F2), and the other categorized as advanced fibrosis (F3-F4) according to METAVIR score. Decision tree, genetic algorithm, particle swarm optimization, and multi-linear regression models for advanced fibrosis risk prediction were developed. Receiver operating characteristic curve analysis was performed to evaluate the performance of the proposed models. Results: Age, platelet count, AST, and albumin were found to be statistically significant to advanced fibrosis. The machine learning algorithms under study were able to predict advanced fibrosis in patients with HCC with AUROC ranging between 0.73 and 0.76 and accuracy between 66.3 and 84.4 percent. Conclusions: Machine-learning approaches could be used as alternative methods in prediction of the risk of advanced liver fibrosis due to chronic hepatitis C.",2018,27,66,5,false,Computer Science,5964659,Somaya Hashem,5717956,G. Esmat,Medicine,2089459493,W. Elakel,,71741805,S. Habashy,6734254,Safaa Abdel Raouf,33873196,M. Elhefnawi,3029537,M. Eladawy,5342647,M. Elhefnawi,,,,,,,,,,,,,,,,,,
02089a851b318d02667e41e70ce0c0e65f2d91d1,https://www.semanticscholar.org/paper/02089a851b318d02667e41e70ce0c0e65f2d91d1,Accurate and sensitive peptide identification with Mascot Percolator.,"Sound scoring methods for sequence database search algorithms such as Mascot and Sequest are essential for sensitive and accurate peptide and protein identifications from proteomic tandem mass spectrometry data. In this paper, we present a software package that interfaces Mascot with Percolator, a well performing machine learning method for rescoring database search results, and demonstrate it to be amenable for both low and high accuracy mass spectrometry data, outperforming all available Mascot scoring schemes as well as providing reliable significance measures. Mascot Percolator can be readily used as a stand alone tool or integrated into existing data analysis pipelines.",2009,30,368,28,true,Computer Science,2273521,Markus Brosch,46274980,Lu Yu,Medicine,8126949,T. Hubbard,,2830622,J. Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,
5522764282c85aea422f1c4dc92ff7e0ca6987bc,https://www.semanticscholar.org/paper/5522764282c85aea422f1c4dc92ff7e0ca6987bc,A Clockwork RNN,"Sequence prediction and classification are ubiquitous and challenging problems in machine learning that can require identifying complex dependencies between temporally distant inputs. Recurrent Neural Networks (RNNs) have the ability, in theory, to cope with these temporal dependencies by virtue of the short-term memory implemented by their recurrent (feedback) connections. However, in practice they are difficult to train successfully when long-term memory is required. This paper introduces a simple, yet powerful modification to the simple RNN (SRN) architecture, the Clockwork RNN (CW-RNN), in which the hidden layer is partitioned into separate modules, each processing inputs at its own temporal granularity, making computations only at its prescribed clock rate. Rather than making the standard RNN models more complex, CW-RNN reduces the number of SRN parameters, improves the performance significantly in the tasks tested, and speeds up the network evaluation. The network is demonstrated in preliminary experiments involving three tasks: audio signal generation, TIMIT spoken word classification, where it outperforms both SRN and LSTM networks, and online handwriting recognition, where it outperforms SRNs.",2014,41,419,66,false,Computer Science,2865775,J. Koutník,3035541,Klaus Greff,,145842938,Faustino J. Gomez,,145341374,J. Schmidhuber,,,,,,,,,,,,,,,,,,,,,,,,,,
52f06abf2cbd211776717a6c9e686245730e4507,https://www.semanticscholar.org/paper/52f06abf2cbd211776717a6c9e686245730e4507,Nonintrusive Load Monitoring Using Wavelet Design and Machine Learning,"This paper presents a new concept based on wavelet design and machine learning applied to nonintrusive load monitoring. The wavelet coefficients of length-6 filter are determined using procrustes analysis and are used to construct new wavelets to match the load signals to be detected, unlike previous work which used previously designed wavelet functions that are special cases of Daubechies filters to suit other nonpower system applications such as communications and image processing. The results of applying the new concept to a test system consisting of four loads have shown that the newly designed wavelet can improve the prediction accuracy compared with that obtained using Daubechies filter of order three while keeping the prominent features of the pattern in the detail levels.",2016,29,93,1,false,Computer Science,36944637,J. M. Gillis,1810047,Sami M. Alshareef,,1797472,W. Morsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfc6d423a6d8f639698f071c8bce7e21d75acf6f,https://www.semanticscholar.org/paper/bfc6d423a6d8f639698f071c8bce7e21d75acf6f,Distributed Multi-Task Learning,"We consider the problem of distributed multitask learning, where each machine learns a separate, but related, task. Specifically, each machine learns a linear predictor in high-dimensional space, where all tasks share the same small support. We present a communication-efficient estimator based on the debiased lasso and show that it is comparable with the optimal centralized method.",2016,44,56,4,false,Computer Science,1809306,Jialei Wang,1682383,M. Kolar,,1706280,Nathan Srebro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9630c8795c9fb135a605dc82cccc1249fdb19fe,https://www.semanticscholar.org/paper/b9630c8795c9fb135a605dc82cccc1249fdb19fe,A Direct Method for Building Sparse Kernel Learning Algorithms,"Many kernel learning algorithms, including support vector machines, result in a kernel machine, such as a kernel classifier, whose key component is a weight vector in a feature space implicitly introduced by a positive definite kernel function. This weight vector is usually obtained by solving a convex optimization problem. Based on this fact we present a direct method to build sparse kernel learning algorithms by adding one more constraint to the original convex optimization problem, such that the sparseness of the resulting kernel machine is explicitly controlled while at the same time performance is kept as high as possible. A gradient based approach is provided to solve this modified optimization problem. Applying this method to the support vectom machine results in a concrete algorithm for building sparse large margin classifiers. These classifiers essentially find a discriminating subspace that can be spanned by a small number of vectors, and in this subspace, the different classes of data are linearly well separated. Experimental results over several classification benchmarks demonstrate the effectiveness of our approach.",2006,20,108,10,false,Mathematics,2703148,Mingrui Wu,1707625,B. Schölkopf,Computer Science,1815154,G. Bakir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ceb589c609d819bcc77524ab49d0c5e8625fa74,https://www.semanticscholar.org/paper/4ceb589c609d819bcc77524ab49d0c5e8625fa74,Classification of Rockburst in Underground Projects: Comparison of Ten Supervised Learning Methods,"AbstractRockburst prediction is of crucial importance to the design and construction of many underground projects. Insufficient knowledge, lack of characterizing information, and noisy data restrain rock mechanics engineers from achieving optimal prediction results. In this paper, a data set of 246 rockburst events was examined for rockburst classification using supervised learning (SL) methods. The data set was analyzed with 8 potentially relevant indicators. Eleven algorithms from 10 categories of SL algorithms were evaluated for their ability to learn rockburst, including linear discriminant analysis (LDA), quadratic discriminant analysis (QDA), partial least-squares discriminant analysis (PLSDA), naive Bayes (NB), k-nearest neighbor (KNN), multilayer perceptron neural network (MLPNN), classification tree (CT), support vector machine (SVM), random forest (RF), and gradient-boosting machine (GBM). The data set was randomly split into two parts: training (70%) and test (30%). A 10-fold cross-validation (...",2016,97,227,5,false,Engineering,48128486,Jian Zhou,121856720,Xibing Li,,70301994,H. Mitri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19a3acf37360d33ac55b8aa648271983aba827c1,https://www.semanticscholar.org/paper/19a3acf37360d33ac55b8aa648271983aba827c1,"Kids making AI: Integrating Machine Learning, Gamification, and Social Context in STEM Education","We present an approach in STEM education at the intersection of machine learning, gamification, and social context based in Thailand. We designed an agricultural based AI challenge that fostered students to learn the process of creating machine learning models in the form of a game with the emphasis on the Four P's of Creative Learning (Projects, Passion, Play, and Peers). Our goal is to come up with an innovative education model that encourages the students to connect the emerging technological solutions such as AI with the pressing realworld problems in the playful environment. We found that machine learning can be used as a tool to successfully conduct interdisciplinary education at the middle school level.",2018,19,25,3,false,Computer Science,24662207,Bawornsak Sakulkueakulsuk,2008271114,Sivada Witoon,Sociology,24625796,Potiwat Ngamkajornwiwat,,1413963535,Pornpen Pataranutaporn,3699193,W. Surareungchai,24637418,Pat Pataranutaporn,2140169,P. Subsoontorn,,,,,,,,,,,,,,,,,,,,
1ea4b0bc24e1b4786bea6e6773106cc3c2695b59,https://www.semanticscholar.org/paper/1ea4b0bc24e1b4786bea6e6773106cc3c2695b59,An Empirical Comparison of Supervised Machine Learning Techniques in Bioinformatics,"Research in bioinformatics is driven by the experimental data. Current biological databases are populated by vast amounts of experimental data. Machine learning has been widely applied to bioinformatics and has gained a lot of success in this research area. At present, with various learning algorithms available in the literature, researchers are facing difficulties in choosing the best method that can apply to their data. We performed an empirical study on 7 individual learning systems and 9 different combined methods on 4 different biological data sets, and provide some suggested issues to be considered when answering the following questions: (i) How does one choose which algorithm is best suitable for their data set? (ii) Are combined methods better than a single approach? (iii) How does one compare the effectiveness of a particular algorithm to the others?",2003,12,74,2,false,Computer Science,144665015,A. Tan,2502593,D. Gilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330d56c3641cddd8c78440e768cd80795f23cab4,https://www.semanticscholar.org/paper/330d56c3641cddd8c78440e768cd80795f23cab4,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,"Intrinsically motivated goal exploration algorithms enable machines to discover repertoires of policies that produce a diversity of effects in complex environments. These exploration algorithms have been shown to allow real world robots to acquire skills such as tool use in high-dimensional continuous state and action spaces. However, they have so far assumed that self-generated goals are sampled in a specifically engineered feature space, limiting their autonomy. In this work, we propose to use deep representation learning algorithms to learn an adequate goal space. This is a developmental 2-stage approach: first, in a perceptual learning stage, deep learning algorithms use passive raw sensor observations of world changes to learn a corresponding latent space; then goal exploration happens in a second stage by sampling goals in this latent space. We present experiments where a simulated robot arm interacts with an object, and we show that exploration algorithms using such learned representations can match the performance obtained using engineered representations.",2018,55,82,9,false,Computer Science,46848496,Alexandre Péré,2781532,Sébastien Forestier,Mathematics,3211142,Olivier Sigaud,,1720664,P. Oudeyer,,,,,,,,,,,,,,,,,,,,,,,,,,
9342fdbb95ef2f2aa6643f943c3c2446191aafb5,https://www.semanticscholar.org/paper/9342fdbb95ef2f2aa6643f943c3c2446191aafb5,Breast cancer outcome prediction with tumour tissue images and machine learning,,2019,50,58,1,true,Medicine,6631265,Riku Turkki,119926613,Dmitrii Byckhov,,27356802,M. Lundin,,144226307,J. Isola,145684256,S. Nordling,6530840,P. Kovanen,5479615,C. Verrill,47104901,K. von Smitten,3810567,H. Joensuu,144016816,J. Lundin,6447321,N. Linder,,,,,,,,,,,,
a1773b928317fe0245ba0d4af258699faf453c5f,https://www.semanticscholar.org/paper/a1773b928317fe0245ba0d4af258699faf453c5f,Rank-loss support instance machines for MIML instance annotation,"Multi-instance multi-label learning (MIML) is a framework for supervised classification where the objects to be classified are bags of instances associated with multiple labels. For example, an image can be represented as a bag of segments and associated with a list of objects it contains. Prior work on MIML has focused on predicting label sets for previously unseen bags. We instead consider the problem of predicting instance labels while learning from data labeled only at the bag level. We propose Rank-Loss Support Instance Machines, which optimize a regularized rank-loss objective and can be instantiated with different aggregation models connecting instance-level predictions with bag-level predictions. The aggregation models that we consider are equivalent to defining a ""support instance"" for each bag, which allows efficient optimization of the rank-loss objective using primal sub-gradient descent. Experiments on artificial and real-world datasets show that the proposed methods achieve higher accuracy than other loss functions used in prior work, e.g., Hamming loss, and recent work in ambiguous label classification.",2012,30,167,27,true,Computer Science,40022482,Forrest Briggs,1694273,Xiaoli Z. Fern,,1911921,R. Raich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55714124b3ddd471e612bf21ea5e4e7a768fb64d,https://www.semanticscholar.org/paper/55714124b3ddd471e612bf21ea5e4e7a768fb64d,Time Series Classification With Multivariate Convolutional Neural Network,"Time series classification is an important research topic in machine learning and data mining communities, since time series data exist in many application domains. Recent studies have shown that machine learning algorithms could benefit from good feature representation, explaining why deep learning has achieved breakthrough performance in many tasks. In deep learning, the convolutional neural network (CNN) is one of the most well-known approaches, since it incorporates feature learning and classification task in a unified network architecture. Although CNN has been successfully applied to image and text domains, it is still a challenge to apply CNN to time series data. This paper proposes a tensor scheme along with a novel deep learning architecture called multivariate convolutional neural network (MVCNN) for multivariate time series classification, in which the proposed architecture considers multivariate and lag-feature characteristics. We evaluate our proposed method with the prognostics and health management (PHM) 2015 challenge data, and compare with several algorithms. The experimental results indicate that the proposed method outperforms the other alternatives using the prediction score, which is the evaluation metric used by the PHM Society 2015 data challenge. Besides performance evaluation, we provide detailed analysis about the proposed method.",2019,44,119,7,false,Computer Science,1719823,Chien-Liang Liu,1969707,W. Hsaio,,2054288149,Yao-Chung Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2701f1f18771d6ed0fbe6c28c261a7ac748563f,https://www.semanticscholar.org/paper/a2701f1f18771d6ed0fbe6c28c261a7ac748563f,Problem formulations and solvers in linear SVM: a review,,2019,143,138,6,false,Computer Science,35076802,Vinod Kumar Chauhan,40469693,Kalpana Dahiya,,2109669508,A. Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05fd1da7b2e34f86ec7f010bef068717ae964332,https://www.semanticscholar.org/paper/05fd1da7b2e34f86ec7f010bef068717ae964332,Exploring Strategies for Training Deep Neural Networks,"Deep multi-layer neural networks have many levels of non-linearities allowing them to compactly represent highly non-linear and highly-varying functions. However, until recently it was not clear how to train such deep networks, since gradient-based optimization starting from random initialization often appears to get stuck in poor solutions. Hinton et al. recently proposed a greedy layer-wise unsupervised learning procedure relying on the training algorithm of restricted Boltzmann machines (RBM) to initialize the parameters of a deep belief network (DBN), a generative model with many layers of hidden causal variables. This was followed by the proposal of another greedy layer-wise procedure, relying on the usage of autoassociator networks. In the context of the above optimization problem, we study these algorithms empirically to better understand their success. Our experiments confirm the hypothesis that the greedy layer-wise unsupervised training strategy helps the optimization by initializing weights in a region near a good local minimum, but also implicitly acts as a sort of regularization that brings better generalization and encourages internal distributed representations that are high-level abstractions of the input. We also present a series of experiments aimed at evaluating the link between the performance of deep neural networks and practical aspects of their topology, for example, demonstrating cases where the addition of more depth helps. Finally, we empirically explore simple variants of these training algorithms, such as the use of different RBM input unit distributions, a simple way of combining gradient estimators to improve performance, as well as on-line versions of those algorithms.",2009,64,1071,37,false,Computer Science,1777528,H. Larochelle,1751762,Yoshua Bengio,,2373952,J. Louradour,,3087941,Pascal Lamblin,,,,,,,,,,,,,,,,,,,,,,,,,,
5251afffbea0d82e8c7335f663d4f73b30cffd91,https://www.semanticscholar.org/paper/5251afffbea0d82e8c7335f663d4f73b30cffd91,A property-oriented design strategy for high performance copper alloys via machine learning,,2019,60,62,0,true,Computer Science,2146410303,Changsheng Wang,14707654,Huadong Fu,,2108317388,Lei Jiang,,4629981,D. Xue,144141966,Jianxin Xie,,,,,,,,,,,,,,,,,,,,,,,,
f58aa5d6d9261c08a98db5dc8a6b693901589a2b,https://www.semanticscholar.org/paper/f58aa5d6d9261c08a98db5dc8a6b693901589a2b,A novel deep learning-based method for damage identification of smart building structures,"In the past few years, intelligent structural damage identification algorithms based on machine learning techniques have been developed and obtained considerable attentions worldwide, due to the advantages of reliable analysis and high efficiency. However, the performances of existing machine learning–based damage identification methods are heavily dependent on the selected signatures from raw signals. This will cause the fact that the damage identification method, which is the optimal solution for a specific application, may fail to provide the similar performance on other cases. Besides, the feature extraction is a time-consuming task, which may affect the real-time performance in practical applications. To address these problems, this article proposes a novel method based on deep convolutional neural networks to identify and localise damages of building structures equipped with smart control devices. The proposed deep convolutional neural network is capable of automatically extracting high-level features from raw signals or low-level features and optimally selecting the combination of extracted features via a multi-layer fusion to satisfy any damage identification objective. To evaluate the performance of the proposed deep convolutional neural network method, a five-level benchmark building equipped with adaptive smart isolators subjected to the seismic loading is investigated. The result shows that the proposed method has outstanding generalisation capacity and higher identification accuracy than other commonly used machine learning methods. Accordingly, it is deemed as an ideal and effective method for damage identification of smart structures.",2018,54,125,1,true,Computer Science,2152845752,Yang Yu,2518211,Chaoyue Wang,,51099962,X. Gu,,47787431,Jianchun Li,,,,,,,,,,,,,,,,,,,,,,,,,,
16a333a43d587802f95b5ec11de6c99314ae0c77,https://www.semanticscholar.org/paper/16a333a43d587802f95b5ec11de6c99314ae0c77,Large-Scale Feature Learning With Spike-and-Slab Sparse Coding,"We consider the problem of object recognition with a large number of classes. In order to overcome the low amount of labeled examples available in this setting, we introduce a new feature learning and extraction procedure based on a factor model we call spike-and-slab sparse coding (S3C). Prior work on S3C has not prioritized the ability to exploit parallel architectures and scale S3C to the enormous problem sizes needed for object recognition. We present a novel inference procedure for appropriate for use with GPUs which allows us to dramatically increase both the training set size and the amount of latent factors that S3C may be trained with. We demonstrate that this approach improves upon the supervised learning capabilities of both sparse coding and the spike-and-slab Restricted Boltzmann Machine (ssRBM) on the CIFAR-10 dataset. We use the CIFAR-100 dataset to demonstrate that our method scales to large numbers of classes better than previous methods. Finally, we use our method to win the NIPS 2011 Workshop on Challenges In Learning Hierarchical Models' Transfer Learning Challenge.",2012,28,97,7,false,Computer Science,153440022,Ian J. Goodfellow,1760871,Aaron C. Courville,Mathematics,1751762,Yoshua Bengio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94106e53741185b3e652047bb65e05b9676c68f7,https://www.semanticscholar.org/paper/94106e53741185b3e652047bb65e05b9676c68f7,Verification as Learning Geometric Concepts,,2013,66,84,7,true,Computer Science,2111333766,Rahul Sharma,144157872,Saurabh Gupta,,1790580,Bharath Hariharan,,144653825,A. Aiken,34894873,A. Nori,,,,,,,,,,,,,,,,,,,,,,,,
fa4cac01f1c8cef88b4e1896838c1e96ae8269e7,https://www.semanticscholar.org/paper/fa4cac01f1c8cef88b4e1896838c1e96ae8269e7,Review of machine learning methods in soft robotics,"Soft robots have been extensively researched due to their flexible, deformable, and adaptive characteristics. However, compared to rigid robots, soft robots have issues in modeling, calibration, and control in that the innate characteristics of the soft materials can cause complex behaviors due to non-linearity and hysteresis. To overcome these limitations, recent studies have applied various approaches based on machine learning. This paper presents existing machine learning techniques in the soft robotic fields and categorizes the implementation of machine learning approaches in different soft robotic applications, which include soft sensors, soft actuators, and applications such as soft wearable robots. An analysis of the trends of different machine learning approaches with respect to different types of soft robot applications is presented; in addition to the current limitations in the research field, followed by a summary of the existing machine learning methods for soft robots.",2021,155,37,1,true,Medicine,2109288396,Daekyum Kim,2118808270,Sang-Hun Kim,,114692423,Taekyoung Kim,,36236553,B. B. Kang,3121698,Minhyuk Lee,9190087,Wookeun Park,103026567,Subyeong Ku,7183959,Dongwook Kim,70187586,Junghan Kwon,2109322251,Hochang Lee,2017567,J. Bae,1783778,Yong‐Lae Park,3087042,Kyu-Jin Cho,2980273,Sungho Jo,,,,,,
69859be3ea6cb8eb38434c80fef5d4997eaec2dc,https://www.semanticscholar.org/paper/69859be3ea6cb8eb38434c80fef5d4997eaec2dc,Representation and Learning in Information Retrieval,"This dissertation introduces a new theoretical model for text classification systems, including systems for document retrieval, automated indexing, electronic mail filtering, and similar tasks. The Concept Learning model emphasizes the role of manual and automated feature selection and classifier formation in text classification. It enables drawing on results from statistics and machine learning in explaining the effectiveness of alternate representations of text, and specifies desirable characteristics of text representations. 
The use of syntactic parsing to produce indexing phrases has been widely investigated as a possible route to better text representations. Experiments with syntactic phrase indexing, however, have never yielded significant improvements in text retrieval performance. The Concept Learning model suggests that the poor statistical characteristics of a syntactic indexing phrase representation negate its desirable semantic characteristics. The application of term clustering to this representation to improve its statistical properties while retaining its desirable meaning properties is proposed. 
Standard term clustering strategies from information retrieval (IR), based on cooccurrence of indexing terms in documents or groups of documents, were tested on a syntactic indexing phrase representation. In experiments using a standard text retrieval test collection, small effectiveness improvements were obtained. 
As a means of evaluating representation quality, a text retrieval test collection introduces a number of confounding factors. In contrast, the text categorization task allows much cleaner determination of text representation properties. In preparation for the use of text categorization to study text representation, a more effective and theoretically well-founded probabilistic text categorization algorithm was developed, building on work by Maron, Fuhr, and others. 
Text categorization experiments supported a number of predictions of the Concept Learning model about properties of phrasal representations, including dimensionality properties not previously measured for text representations. However, in carefully controlled experiments using syntactic phrases produced by Church's stochastic bracketer, in conjunction with reciprocal nearest neighbor clustering, term clustering was found to produce essentially no improvement in the properties of the phrasal representation. New cluster analysis approaches are proposed to remedy the problems found in traditional term clustering methods.",1991,0,460,47,false,Computer Science,35153517,D. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47d6a5c2bb9397d332d5dea5b69f68693f37a98c,https://www.semanticscholar.org/paper/47d6a5c2bb9397d332d5dea5b69f68693f37a98c,Federated Quantum Machine Learning,"Distributed training across several quantum computers could significantly improve the training time and if we could share the learned model, not the data, it could potentially improve the data privacy as the training would happen where the data is located. One of the potential schemes to achieve this property is the federated learning (FL), which consists of several clients or local nodes learning on their own data and a central node to aggregate the models collected from those local nodes. However, to the best of our knowledge, no work has been done in quantum machine learning (QML) in federation setting yet. In this work, we present the federated training on hybrid quantum-classical machine learning models although our framework could be generalized to pure quantum machine learning model. Specifically, we consider the quantum neural network (QNN) coupled with classical pre-trained convolutional model. Our distributed federated learning scheme demonstrated almost the same level of trained model accuracies and yet significantly faster distributed training. It demonstrates a promising future research direction for scaling and privacy aspects.",2021,122,32,3,true,Computer Science,2107968379,Samuel Yen-Chi Chen,2282774,Shinjae Yoo,Physics,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74fae524d0cb06b88f00a638c9bf2e98f2fab39a,https://www.semanticscholar.org/paper/74fae524d0cb06b88f00a638c9bf2e98f2fab39a,Multicategory ψ-Learning,"In binary classification, margin-based techniques usually deliver high performance. As a result, a multicategory problem is often treated as a sequence of binary classifications. In the absence of a dominating class, this treatment may be suboptimal and may yield poor performance, such as for support vector machines (SVMs). We propose a novel multicategory generalization of ψ-learning that treats all classes simultaneously. The new generalization eliminates this potential problem while at the same time retaining the desirable properties of its binary counterpart. We develop a statistical learning theory for the proposed methodology and obtain fast convergence rates for both linear and nonlinear learning examples. We demonstrate the operational characteristics of this method through a simulation. Our results indicate that the proposed methodology can deliver accurate class prediction and is more robust against extreme observations than its SVM counterpart.",2006,28,160,6,false,Mathematics,46399637,Yufeng Liu,2266946,Xiaotong Shen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10827fb697b6f426b0d6f4905053aafa51a8786f,https://www.semanticscholar.org/paper/10827fb697b6f426b0d6f4905053aafa51a8786f,A Decade Survey of Transfer Learning (2010–2020),"Transfer learning (TL) has been successfully applied to many real-world problems that traditional machine learning (ML) cannot handle, such as image processing, speech recognition, and natural language processing (NLP). Commonly, TL tends to address three main problems of traditional machine learning: (1) insufficient labeled data, (2) incompatible computation power, and (3) distribution mismatch. In general, TL can be organized into four categories: transductive learning, inductive learning, unsupervised learning, and negative learning. Furthermore, each category can be organized into four learning types: learning on instances, learning on features, learning on parameters, and learning on relations. This article presents a comprehensive survey on TL. In addition, this article presents the state of the art, current trends, applications, and open challenges.",2020,118,61,2,false,Computer Science,1708248142,Shuteng Niu,119924223,Yongxin Liu,,2152765381,Jian Wang,,72482218,H. Song,,,,,,,,,,,,,,,,,,,,,,,,,,
