paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,fieldsOfStudy/2
68544f3f58f06ada5d3ac34ec2ea4decfc39b131,https://www.semanticscholar.org/paper/68544f3f58f06ada5d3ac34ec2ea4decfc39b131,High-dimensional regression adjustments in randomized experiments,"Significance As datasets get larger and more complex, there is a growing interest in using machine-learning methods to enhance scientific analysis. In many settings, considerable work is required to make standard machine-learning methods useful for specific scientific applications. We find, however, that in the case of treatment effect estimation with randomized experiments, regression adjustments via machine-learning methods designed to minimize test set error directly induce efficient estimates of the average treatment effect. Thus, machine-learning methods can be used out of the box for this task, without any special-case adjustments. We study the problem of treatment effect estimation in randomized experiments with high-dimensional covariate information and show that essentially any risk-consistent regression adjustment can be used to obtain efficient estimates of the average treatment effect. Our results considerably extend the range of settings where high-dimensional regression adjustments are guaranteed to provide valid inference about the population average treatment effect. We then propose cross-estimation, a simple method for obtaining finite-sample–unbiased treatment effect estimates that leverages high-dimensional regression adjustments. Our method can be used when the regression model is estimated using the lasso, the elastic net, subset selection, etc. Finally, we extend our analysis to allow for adaptive specification search via cross-validation and flexible nonparametric regression adjustments with machine-learning methods such as random forests or neural networks.",2016,65,84,8,true,Mathematics,Computer Science,3160667,Stefan Wager,24091672,Wenfei Du,2110315433,Jonathan E. Taylor,1761784,R. Tibshirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine
25ad1c0a40278dd2fcb0d31d4f16d4a58a24528f,https://www.semanticscholar.org/paper/25ad1c0a40278dd2fcb0d31d4f16d4a58a24528f,An Overview of Genetic Algorithms,"Presents an overview of the field of genetic algorithms, pioneered in the field of natural adaptive systems and simulated in software. They are shown as representing a novel optimization strategy which is receiving much attention. In machine learning they are a component of classifier systems which are able to extract rules from data. The algorithms discussed are based on the principles of population genetics and biology.",1992,1,333,0,false,,,2947941,J. Galletly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8c6c4bfb8d60355f699b05cae0e0c27cc5b38f7,https://www.semanticscholar.org/paper/a8c6c4bfb8d60355f699b05cae0e0c27cc5b38f7,Progress In Incremental Machine Learning,"We will describe recent developments in a system for machine learning that we’ve been working on for some time (Sol 86, Sol 89). It is meant to be a \Scientist’s Assistant"" of great power and versatility in many areas of science and mathematics. It difiers from other ambitious work in this area in that we are not so much interested in knowledge itself, as we are in how it is acquired - how machines may learn. To start ofi, the system will learn to solve two very general kinds of problems. Most, but perhaps not all problems in science and engineering are of these two kinds. The flrst kind is Function Inversion. These are the P and NP problems of computational complexity theory. They include theorem proving, solution of equations, symbolic integration, etc. The second kind of problem is Time Limited Optimization. Inductive inference of all kinds, surface reconstruction, and image restoration are a few examples of this kind of problem. Designing an automobile in 6 months satisfying certain speciflcations and having minimal cost, is another. In the following discussion, we will be using the term \Probability"" in a special sense: i.e. the estimate given by the best probabilistic model for the available data that we can flnd in the available time. Our system starts out with a small set of Problem Solving Techniques (PSTs) and a simple General Conditional Probability Distribution (GCPD). When the system is given a problem, the description of this problem is the \Condition"" for the GCPD. Its output is a probability distribution on PSTs - the likelihood that each of them will solve the problem by time t. It uses these PSTs and their associated probability distributions to solve the flrst problem. Next, it executes its Update Algorithm: The PSTs are modifled, new ones may be added, some may be deleted. The GCPD is modifled. These",2003,13,55,5,false,Mathematics,,1727567,R. Solomonoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e5afed6eb2ef1e360618b7b1d545b7616d750b8,https://www.semanticscholar.org/paper/2e5afed6eb2ef1e360618b7b1d545b7616d750b8,Evaluating Predictive Uncertainty Challenge,,2005,12,120,11,true,Computer Science,,3177568,J. Q. Candela,3472959,C. Rasmussen,50095217,Fabian H Sinz,1698617,O. Bousquet,1707625,B. Schölkopf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97a3726b3f9395c8919c6271540d87d1c44e10ac,https://www.semanticscholar.org/paper/97a3726b3f9395c8919c6271540d87d1c44e10ac,Deep feature synthesis: Towards automating data science endeavors,"In this paper, we develop the Data Science Machine, which is able to derive predictive models from raw data automatically. To achieve this automation, we first propose and develop the Deep Feature Synthesis algorithm for automatically generating features for relational datasets. The algorithm follows relationships in the data to a base field, and then sequentially applies mathematical functions along that path to create the final feature. Second, we implement a generalizable machine learning pipeline and tune it using a novel Gaussian Copula process based approach. We entered the Data Science Machine in 3 data science competitions that featured 906 other data science teams. Our approach beats 615 teams in these data science competitions. In 2 of the 3 competitions we beat a majority of competitors, and in the third, we achieved 94% of the best competitor's score. In the best case, with an ongoing competition, we beat 85.6% of the teams and achieved 95.7% of the top submissions score.",2015,19,256,32,true,Computer Science,,1398945328,James Max Kanter,1803567,K. Veeramachaneni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbc5486a1ffb9039dbb5046b84f0eb32e4ce8eea,https://www.semanticscholar.org/paper/fbc5486a1ffb9039dbb5046b84f0eb32e4ce8eea,"A Review on Generative Adversarial Networks: Algorithms, Theory, and Applications","Generative adversarial networks (GANs) are a hot research topic recently. GANs have been widely studied since 2014, and a large number of algorithms have been proposed. However, there is few comprehensive study explaining the connections among different GANs variants, and how they have evolved. In this paper, we attempt to provide a review on various GANs methods from the perspectives of algorithms, theory, and applications. Firstly, the motivations, mathematical representations, and structure of most GANs algorithms are introduced in details. Furthermore, GANs have been combined with other machine learning algorithms for specific applications, such as semi-supervised learning, transfer learning, and reinforcement learning. This paper compares the commonalities and differences of these GANs methods. Secondly, theoretical issues related to GANs are investigated. Thirdly, typical applications of GANs in image processing and computer vision, natural language processing, music, speech and audio, medical field, and data science are illustrated. Finally, the future open research problems for GANs are pointed out.",2020,465,252,14,true,Computer Science,Mathematics,143987790,Jie Gui,1757186,Zhenan Sun,145868454,Yonggang Wen,143719920,D. Tao,2778556,Jieping Ye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46d47481a8fb29b058b8d7c9939a9df91694784f,https://www.semanticscholar.org/paper/46d47481a8fb29b058b8d7c9939a9df91694784f,SVM multiregression for nonlinear channel estimation in multiple-input multiple-output systems,"This paper addresses the problem of multiple-input multiple-output (MIMO) frequency nonselective channel estimation. We develop a new method for multiple variable regression estimation based on Support Vector Machines (SVMs): a state-of-the-art technique within the machine learning community for regression estimation. We show how this new method, which we call M-SVR, can be efficiently applied. The proposed regression method is evaluated in a MIMO system under a channel estimation scenario, showing its benefits in comparison to previous proposals when nonlinearities are present in either the transmitter or the receiver sides of the MIMO system.",2004,42,230,28,false,Computer Science,Mathematics,50509649,M. S. Fernández,1400677573,M. Prado-Cumplido,1385756446,J. Arenas-García,1388508441,F. Pérez-Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86da6a1bf62ce8c94252c7772246f20106d8caf2,https://www.semanticscholar.org/paper/86da6a1bf62ce8c94252c7772246f20106d8caf2,Predicting Multiple Metrics for Queries: Better Decisions Enabled by Machine Learning,"One of the most challenging aspects of managing a very large data warehouse is identifying how queries will behave before they start executing. Yet knowing their performance characteristics --- their runtimes and resource usage --- can solve two important problems. First, every database vendor struggles with managing unexpectedly long-running queries. When these long-running queries can be identified before they start, they can be rejected or scheduled when they will not cause extreme resource contention for the other queries in the system. Second, deciding whether a system can complete a given workload in a given time period (or a bigger system is necessary) depends on knowing the resource requirements of the queries in that workload. We have developed a system that uses machine learning to accurately predict the performance metrics of database queries whose execution times range from milliseconds to hours. For training and testing our system, we used both real customer queries and queries generated from an extended set of TPC-DS templates. The extensions mimic queries that caused customer problems. We used these queries to compare how accurately different techniques predict metrics such as elapsed time, records used, disk I/Os, and message bytes. The most promising technique was not only the most accurate, but also predicted these metrics simultaneously and using only information available prior to query execution. We validated the accuracy of this machine learning technique on a number of HP Neoview configurations. We were able to predict individual query elapsed time within 20% of its actual time for 85% of the test queries. Most importantly, we were able to correctly identify both the short and long-running (up to two hour) queries to inform workload management and capacity planning.",2009,23,314,24,false,Computer Science,,1701816,A. Ganapathi,2121201,H. Kuno,1725067,U. Dayal,1766403,J. Wiener,143608596,A. Fox,1694621,Michael I. Jordan,1701130,D. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7da1bb2a14bf043753469aa740a41478d04ec83e,https://www.semanticscholar.org/paper/7da1bb2a14bf043753469aa740a41478d04ec83e,Biostatistics,"Bayesian modeling and inference, high-dimensional data analysis, statistical genetics and genomics, bioinformatics, informatics, statistical and machine learning, spatial and spatio-temporal modeling, time series analysis, survival data analysis, longitudinal data analysis, network analysis, causal inference, comparative effectiveness studies, model selection, epidemic modeling, and syndromic surveillance.",2005,5,235,24,true,,,2036256,J. Cavanaugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80949267f588ac406e2169b3b98ece573ed17da8,https://www.semanticscholar.org/paper/80949267f588ac406e2169b3b98ece573ed17da8,A feature agnostic approach for glaucoma detection in OCT volumes,"Optical coherence tomography (OCT) based measurements of retinal layer thickness, such as the retinal nerve fibre layer (RNFL) and the ganglion cell with inner plexiform layer (GCIPL) are commonly employed for the diagnosis and monitoring of glaucoma. Previously, machine learning techniques have relied on segmentation-based imaging features such as the peripapillary RNFL thickness and the cup-to-disc ratio. Here, we propose a deep learning technique that classifies eyes as healthy or glaucomatous directly from raw, unsegmented OCT volumes of the optic nerve head (ONH) using a 3D Convolutional Neural Network (CNN). We compared the accuracy of this technique with various feature-based machine learning algorithms and demonstrated the superiority of the proposed deep learning based method. Logistic regression was found to be the best performing classical machine learning technique with an AUC of 0.89. In direct comparison, the deep learning approach achieved a substantially higher AUC of 0.94 with the additional advantage of providing insight into which regions of an OCT volume are important for glaucoma detection. Computing Class Activation Maps (CAM), we found that the CNN identified neuroretinal rim and optic disc cupping as well as the lamina cribrosa (LC) and its surrounding areas as the regions significantly associated with the glaucoma classification. These regions anatomically correspond to the well established and commonly used clinical markers for glaucoma diagnosis such as increased cup volume, cup diameter, and neuroretinal rim thinning at the superior and inferior segments.",2018,42,109,8,false,Computer Science,Mathematics,2428309,S. Maetschke,1992686,B. Antony,66193516,H. Ishikawa,31452828,Rahil Garvani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine
dd456b62e4961a832d9020e7d546c6efedbe4de3,https://www.semanticscholar.org/paper/dd456b62e4961a832d9020e7d546c6efedbe4de3,Machine learning for many-body physics: The case of the Anderson impurity model,"Machine learning methods are applied to finding the Green's function of the Anderson impurity model, a basic model system of quantum many-body condensed-matter physics. Different methods of parametrizing the Green's function are investigated; a representation in terms of Legendre polynomials is found to be superior due to its limited number of coefficients and its applicability to state of the art methods of solution. The dependence of the errors on the size of the training set is determined. The results indicate that a machine learning approach to dynamical mean-field theory may be feasible.",2014,35,98,1,true,Physics,Mathematics,93638590,L. Arsenault,1398945311,A. Lopez-Bezanilla,11615881,O. A. V. Lilienfeld,5796209,A. Millis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031548b9beb9e9411da1da0dfdff0ed4ffa447d2,https://www.semanticscholar.org/paper/031548b9beb9e9411da1da0dfdff0ed4ffa447d2,Neural Decoder for Topological Codes.,"We present an algorithm for error correction in topological codes that exploits modern machine learning techniques. Our decoder is constructed from a stochastic neural network called a Boltzmann machine, of the type extensively used in deep learning. We provide a general prescription for the training of the network and a decoding strategy that is applicable to a wide variety of stabilizer codes with very little specialization. We demonstrate the neural decoder numerically on the well-known two-dimensional toric code with phase-flip errors.",2016,21,126,3,true,Physics,Medicine,3422999,G. Torlai,3422513,R. Melko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer Science
5b5cc77898a71a1386734584ceef4070263b8d03,https://www.semanticscholar.org/paper/5b5cc77898a71a1386734584ceef4070263b8d03,ParlAI: A Dialog Research Software Platform,"We introduce ParlAI (pronounced “par-lay”), an open-source software platform for dialog research implemented in Python, available at http://parl.ai. Its goal is to provide a unified framework for sharing, training and testing dialog models; integration of Amazon Mechanical Turk for data collection, human evaluation, and online/reinforcement learning; and a repository of machine learning models for comparing with others’ models, and improving upon existing architectures. Over 20 tasks are supported in the first release, including popular datasets such as SQuAD, bAbI tasks, MCTest, WikiQA, QACNN, QADailyMail, CBT, bAbI Dialog, Ubuntu, OpenSubtitles and VQA. Several models are integrated, including neural models such as memory networks, seq2seq and attentive LSTMs.",2017,25,256,38,true,Computer Science,,143622869,Alexander H. Miller,11636339,Will Feng,1746610,Dhruv Batra,1713934,Antoine Bordes,2064150446,Adam Fisch,8553015,Jiasen Lu,153432684,Devi Parikh,145183709,J. Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bccd2ed38f10bec8a228548dbdcf9a2b317c62a,https://www.semanticscholar.org/paper/2bccd2ed38f10bec8a228548dbdcf9a2b317c62a,Learning Robot Behaviour and Skills Based on Human Demonstration and Advice: The Machine Learning Paradigm,,2000,82,147,4,false,Computer Science,,144427136,R. Dillmann,2433006,O. Rogalla,2104754,M. Ehrenmann,113420109,R. Zöliner,3305880,M. Bordegoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51bb0b430daf33779c6c1b21ce9f888ea11f2c67,https://www.semanticscholar.org/paper/51bb0b430daf33779c6c1b21ce9f888ea11f2c67,Machine learning for autonomous crystal structure identification.,"We present a machine learning technique to discover and distinguish relevant ordered structures from molecular simulation snapshots or particle tracking data. Unlike other popular methods for structural identification, our technique requires no a priori description of the target structures. Instead, we use nonlinear manifold learning to infer structural relationships between particles according to the topology of their local environment. This graph-based approach yields unbiased structural information which allows us to quantify the crystalline character of particles near defects, grain boundaries, and interfaces. We demonstrate the method by classifying particles in a simulation of colloidal crystallization, and show that our method identifies structural features that are missed by standard techniques.",2017,58,71,2,false,Computer Science,Medicine,3757323,Wesley F. Reinhart,1773729,Andrew W. Long,15035314,Michael P. Howard,2424441,Andrew L. Ferguson,2318633,A. Panagiotopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
076f59364df347c72e42b8de21c3976c8818622f,https://www.semanticscholar.org/paper/076f59364df347c72e42b8de21c3976c8818622f,Comment on “Predicting reaction performance in C–N cross-coupling using machine learning”,"Ahneman et al. (Reports, 13 April 2018) applied machine learning models to predict C–N cross-coupling reaction yields. The models use atomic, electronic, and vibrational descriptors as input features. However, the experimental design is insufficient to distinguish models trained on chemical features from those trained solely on random-valued features in retrospective and prospective test scenarios, thus failing classical controls in machine learning.",2018,13,66,0,false,Computer Science,Medicine,7935819,Kangway V Chuang,2780351,Michael J. Keiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97230c259ce3a6dc1ff1b83371aa2815793f8d4c,https://www.semanticscholar.org/paper/97230c259ce3a6dc1ff1b83371aa2815793f8d4c,Biomimetic Hybrid Feedback Feedforward Neural-Network Learning Control,"This brief presents a biomimetic hybrid feedback feedforward neural-network learning control (NNLC) strategy inspired by the human motor learning control mechanism for a class of uncertain nonlinear systems. The control structure includes a proportional-derivative controller acting as a feedback servo machine and a radial-basis-function (RBF) NN acting as a feedforward predictive machine. Under the sufficient constraints on control parameters, the closed-loop system achieves semiglobal practical exponential stability, such that an accurate NN approximation is guaranteed in a local region along recurrent reference trajectories. Compared with the existing NNLC methods, the novelties of the proposed method include: 1) the implementation of an adaptive NN control to guarantee plant states being recurrent is not needed, since recurrent reference signals rather than plant states are utilized as NN inputs, which greatly simplifies the analysis and synthesis of the NNLC and 2) the domain of NN approximation can be determined a priori by the given reference signals, which leads to an easy construction of the RBF-NNs. Simulation results have verified the effectiveness of this approach.",2017,36,107,0,false,Computer Science,Medicine,1714827,Yongping Pan,1741040,Haoyong Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354c0453f0db9cceea954cc0aa787e3093bcb920,https://www.semanticscholar.org/paper/354c0453f0db9cceea954cc0aa787e3093bcb920,Collaborative Machine Learning with Incentive-Aware Model Rewards,"Collaborative machine learning (ML) is an appealing paradigm to build high-quality ML models by training on the aggregated data from many parties. However, these parties are only willing to share their data when given enough incentives, such as a guaranteed fair reward based on their contributions. This motivates the need for measuring a party's contribution and designing an incentive-aware reward scheme accordingly. This paper proposes to value a party's reward based on Shapley value and information gain on model parameters given its data. Subsequently, we give each party a model as a reward. To formally incentivize the collaboration, we define some desirable properties (e.g., fairness and stability) which are inspired by cooperative game theory but adapted for our model reward that is uniquely freely replicable. Then, we propose a novel model reward scheme to satisfy fairness and trade off between the desirable properties via an adjustable parameter. The value of each party's model reward determined by our scheme is attained by injecting Gaussian noise to the aggregated training data with an optimized noise variance. We empirically demonstrate interesting properties of our scheme and evaluate its performance using synthetic and real-world datasets.",2020,27,44,4,false,Computer Science,Mathematics,2003246244,Rachael Hwee Ling Sim,72095066,Yehong Zhang,1682291,M. Chan,2003246280,Bryan Kian,2003246325,Hsiang Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c08338d1f19187d3c0b8edcce3beb9d9d61aa886,https://www.semanticscholar.org/paper/c08338d1f19187d3c0b8edcce3beb9d9d61aa886,Driver Distraction Detection Using Semi-Supervised Machine Learning,"Real-time driver distraction detection is the core to many distraction countermeasures and fundamental for constructing a driver-centered driver assistance system. While data-driven methods demonstrate promising detection performance, a particular challenge is how to reduce the considerable cost for collecting labeled data. This paper explored semi-supervised methods for driver distraction detection in real driving conditions to alleviate the cost of labeling training data. Laplacian support vector machine and semi-supervised extreme learning machine were evaluated using eye and head movements to classify two driver states: attentive and cognitively distracted. With the additional unlabeled data, the semi-supervised learning methods improved the detection performance (G-mean) by 0.0245, on average, over all subjects, as compared with the traditional supervised methods. As unlabeled training data can be collected from drivers' naturalistic driving records with little extra resource, semi-supervised methods, which utilize both labeled and unlabeled data, can enhance the efficiency of model development in terms of time and cost.",2016,56,129,4,false,Computer Science,,1776911,Tianchi Liu,2108850466,Yan Yang,145678691,G. Huang,2210504,Yong Kiang Yeo,145558868,Zhiping Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e7a77326bc8fcf64943aab06c658c27ec28ec55,https://www.semanticscholar.org/paper/4e7a77326bc8fcf64943aab06c658c27ec28ec55,A Quasi-Newton Approach to Nonsmooth Convex Optimization Problems in Machine Learning,"We extend the well-known BFGS quasi-Newton method and its memory-limited variant LBFGS to the optimization of nonsmooth convex objectives. This is done in a rigorous fashion by generalizing three components of BFGS to subdifferentials: the local quadratic model, the identification of a descent direction, and the Wolfe line search conditions. We prove that under some technical conditions, the resulting subBFGS algorithm is globally convergent in objective function value. We apply its memory-limited variant (subLBFGS) to L2-regularized risk minimization with the binary hinge loss. To extend our algorithm to the multiclass and multilabel settings, we develop a new, efficient, exact line search algorithm. We prove its worst-case time complexity bounds, and show that our line search can also be used to extend a recently developed bundle method to the multiclass and multilabel settings. We also apply the direction-finding component of our algorithm to L1-regularized risk minimization with logistic loss. In all these contexts our methods perform comparable to or better than specialized state-of-the-art solvers on a number of publicly available data sets. An open source implementation of our algorithms is freely available.",2008,49,110,9,false,Mathematics,Computer Science,40565216,Jin Yu,145713876,S. Vishwanathan,2105506680,Simon Günter,1739396,N. Schraudolph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc8b3a7622ddf5ab88fe06de260898202cf06233,https://www.semanticscholar.org/paper/fc8b3a7622ddf5ab88fe06de260898202cf06233,Similarity-based machine learning methods for predicting drug-target interactions: a brief review,"Computationally predicting drug-target interactions is useful to select possible drug (or target) candidates for further biochemical verification. We focus on machine learning-based approaches, particularly similarity-based methods that use drug and target similarities, which show relationships among drugs and those among targets, respectively. These two similarities represent two emerging concepts, the chemical space and the genomic space. Typically, the methods combine these two types of similarities to generate models for predicting new drug-target interactions. This process is also closely related to a lot of work in pharmacogenomics or chemical biology that attempt to understand the relationships between the chemical and genomic spaces. This background makes the similarity-based approaches attractive and promising. This article reviews the similarity-based machine learning methods for predicting drug-target interactions, which are state-of-the-art and have aroused great interest in bioinformatics. We describe each of these methods briefly, and empirically compare these methods under a uniform experimental setting to explore their advantages and limitations.",2014,70,301,23,true,Computer Science,Medicine,2113454271,Hao Ding,2400256,Ichigaku Takigawa,1686589,Hiroshi Mamitsuka,7472263,Shanfeng Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b305c18d17fd6a17e8e52a21bcd680220d322cc3,https://www.semanticscholar.org/paper/b305c18d17fd6a17e8e52a21bcd680220d322cc3,Neural Networks: Tricks of the Trade,,2012,112,655,20,true,Computer Science,,1388546388,Grgoire Montavon,1382473772,Genevive Orr,2068918803,Klaus-Robert Mller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfcf66e4b22dc7671a5941e94e9d4afae75ba2f8,https://www.semanticscholar.org/paper/cfcf66e4b22dc7671a5941e94e9d4afae75ba2f8,The Cramer Distance as a Solution to Biased Wasserstein Gradients,"The Wasserstein probability metric has received much attention from the machine learning community. Unlike the Kullback-Leibler divergence, which strictly measures change in probability, the Wasserstein metric reflects the underlying geometry between outcomes. The value of being sensitive to this geometry has been demonstrated, among others, in ordinal regression and generative modelling, and most recently in reinforcement learning. In this paper we describe three natural properties of probability divergences that we believe reflect requirements from machine learning: sum invariance, scale sensitivity, and unbiased sample gradients. The Wasserstein metric possesses the first two properties but, unlike the Kullback-Leibler divergence, does not possess the third. We provide empirical evidence suggesting this is a serious issue in practice. Leveraging insights from probabilistic forecasting we propose an alternative to the Wasserstein metric, the Cramer distance. We show that the Cramer distance possesses all three desired properties, combining the best of the Wasserstein and Kullback-Leibler divergences. We give empirical results on a number of domains comparing these three divergences. To illustrate the practical relevance of the Cramer distance we design a new algorithm, the Cramer Generative Adversarial Network (GAN), and show that it has a number of desirable properties over the related Wasserstein GAN.",2017,38,268,48,false,Computer Science,Mathematics,1792298,Marc G. Bellemare,1841008,Ivo Danihelka,2605877,Will Dabney,14594344,S. Mohamed,40627523,Balaji Lakshminarayanan,7018631,Stephan Hoyer,1708654,R. Munos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24e250cb8a94742eed51dc2035fb41bddea2ceb9,https://www.semanticscholar.org/paper/24e250cb8a94742eed51dc2035fb41bddea2ceb9,Applying reinforcement learning towards automating resource allocation and application scalability in the cloud,"Public Infrastructure as a Service (IaaS) clouds such as Amazon, GoGrid and Rackspace deliver computational resources by means of virtualisation technologies. These technologies allow multiple independent virtual machines to reside in apparent isolation on the same physical host. Dynamically scaling applications running on IaaS clouds can lead to varied and unpredictable results because of the performance interference effects associated with co‐located virtual machines. Determining appropriate scaling policies in a dynamic non‐stationary environment is non‐trivial. One principle advantage exhibited by IaaS clouds over their traditional hosting counterparts is the ability to scale resources on‐demand. However, a problem arises concerning resource allocation as to which resources should be added and removed when the underlying performance of the resource is in a constant state of flux. Decision theoretic frameworks such as Markov Decision Processes are particularly suited to decision making under uncertainty. By applying a temporal difference, reinforcement learning algorithm known as Q‐learning, optimal scaling policies can be determined. Additionally, reinforcement learning techniques typically suffer from curse of dimensionality problems, where the state space grows exponentially with each additional state variable. To address this challenge, we also present a novel parallel Q‐learning approach aimed at reducing the time taken to determine optimal policies whilst learning online. Copyright © 2012 John Wiley & Sons, Ltd.",2013,38,202,18,true,Computer Science,,47862122,E. Barrett,48313838,E. Howley,2462471,J. Duggan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eb7b1cafe1891712a4f764c78399a53182cdcd1,https://www.semanticscholar.org/paper/1eb7b1cafe1891712a4f764c78399a53182cdcd1,Rényi Fair Inference,"Machine learning algorithms have been increasingly deployed in critical automated decision-making systems that directly affect human lives. When these algorithms are solely trained to minimize the training/test error, they could suffer from systematic discrimination against individuals based on their sensitive attributes, such as gender or race. Recently, there has been a surge in machine learning society to develop algorithms for fair machine learning. In particular, several adversarial learning procedures have been proposed to impose fairness. Unfortunately, these algorithms either can only impose fairness up to linear dependence between the variables, or they lack computational convergence guarantees. In this paper, we use Renyi correlation as a measure of fairness of machine learning models and develop a general training framework to impose fairness. In particular, we propose a min-max formulation which balances the accuracy and fairness when solved to optimality. For the case of discrete sensitive attributes, we suggest an iterative algorithm with theoretical convergence guarantee for solving the proposed min-max problem. Our algorithm and analysis are then specialized to fair classification and fair clustering problems. To demonstrate the performance of the proposed Renyi fair inference framework in practice, we compare it with well-known existing methods on several benchmark datasets. Experiments indicate that the proposed method has favorable empirical performance against state-of-the-art approaches.",2020,61,40,2,false,Computer Science,,148009027,Sina Baharlouei,23638986,Maher Nouiehed,1800298,Meisam Razaviyayn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be4faf0555f8610d6c813dc591bee21376f67a09,https://www.semanticscholar.org/paper/be4faf0555f8610d6c813dc591bee21376f67a09,Retrospective on a decade of machine learning for chemical discovery,,2020,34,63,1,true,Medicine,Physics,7847508,O. A. von Lilienfeld,2544144,K. Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7b77aa45142184a09449083bd2b6e09b58ddd0b,https://www.semanticscholar.org/paper/b7b77aa45142184a09449083bd2b6e09b58ddd0b,The Implicit Fairness Criterion of Unconstrained Learning,"We clarify what fairness guarantees we can and cannot expect to follow from unconstrained machine learning. Specifically, we characterize when unconstrained learning on its own implies group calibration, that is, the outcome variable is conditionally independent of group membership given the score. We show that under reasonable conditions, the deviation from satisfying group calibration is upper bounded by the excess risk of the learned score relative to the Bayes optimal score function. A lower bound confirms the optimality of our upper bound. Moreover, we prove that as the excess risk of the learned score decreases, it strongly violates separation and independence, two other standard fairness criteria. 
Our results show that group calibration is the fairness criterion that unconstrained learning implicitly favors. On the one hand, this means that calibration is often satisfied on its own without the need for active intervention, albeit at the cost of violating other criteria that are at odds with calibration. On the other hand, it suggests that we should be satisfied with calibration as a fairness criterion only if we are at ease with the use of unconstrained machine learning in a given application.",2018,42,59,6,false,Computer Science,,1748108610,Lydia T. Liu,3385674,Max Simchowitz,1775622,Moritz Hardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
