paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/1,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,fieldsOfStudy/2,fieldsOfStudy/3,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name
40e74875bcb2d57c77607cc16daf9d07dd635dc0,https://www.semanticscholar.org/paper/40e74875bcb2d57c77607cc16daf9d07dd635dc0,Speech emotion recognition using deep neural network and extreme learning machine,"Speech emotion recognition is a challenging problem partly because it is unclear what features are effective for the task. In this paper we propose to utilize deep neural networks (DNNs) to extract high level features from raw data and show that they are effective for speech emotion recognition. We first produce an emotion state probability distribution for each speech segment using DNNs. We then construct utterance-level features from segment-level probability distributions. These utterancelevel features are then fed into an extreme learning machine (ELM), a special simple and efficient single-hidden-layer neural network, to identify utterance-level emotions. The experimental results demonstrate that the proposed approach effectively learns emotional information from low-level features and leads to 20% relative accuracy improvement compared to the stateof-the-art approaches.",2014,22,560,35,false,Computer Science,143771219,Kun Han,144580027,Dong Yu,2417067,I. Tashev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1444961fff98048b43bb3212d6633ee8bc9ecc4,https://www.semanticscholar.org/paper/e1444961fff98048b43bb3212d6633ee8bc9ecc4,An Overview on Clustering Methods,"Clustering is a common technique for statistical data analysis, which is used in many fields, including machine learning, data mining, pattern recognition, image analysis and bioinformatics. Clustering is the process of grouping similar objects into different groups, or more precisely, the partitioning of a data set into subsets, so that the data in each subset according to some defined distance measure. This paper covers about clustering algorithms, benefits and its applications. Paper concludes by discussing some limitations.",2012,10,444,14,true,Computer Science,2922914,T. Madhulatha,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbde35733765c7f6e5b5b2518fc284d5f29b3865,https://www.semanticscholar.org/paper/fbde35733765c7f6e5b5b2518fc284d5f29b3865,Machine Learning for Survival Analysis: A Case Study on Recurrence of Prostate Cancer,,1999,29,110,8,true,Computer Science,1775384,B. Zupan,2701105,J. Demšar,1987434491,M. Kattan,144402982,J. Beck,1725040,I. Bratko,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8eadb51a5b98e526aed261f5bc68e00831fb3bc,https://www.semanticscholar.org/paper/e8eadb51a5b98e526aed261f5bc68e00831fb3bc,Automated Breast Cancer Diagnosis Based on Machine Learning Algorithms,"There have been several empirical studies addressing breast cancer using machine learning and soft computing techniques. Many claim that their algorithms are faster, easier, or more accurate than others are. This study is based on genetic programming and machine learning algorithms that aim to construct a system to accurately differentiate between benign and malignant breast tumors. The aim of this study was to optimize the learning algorithm. In this context, we applied the genetic programming technique to select the best features and perfect parameter values of the machine learning classifiers. The performance of the proposed method was based on sensitivity, specificity, precision, accuracy, and the roc curves. The present study proves that genetic programming can automatically find the best model by combining feature preprocessing methods and classifier algorithms.",2019,50,84,2,true,Computer Science,1936657,Habib Dhahri,1452173016,Eslam Al Maghayreh,1410291190,A. Mahmood,7591592,W. Elkilani,1452173191,Mohammed Faisal Nagi,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c12ee28bda90b16b325ed1b8c20988fbae1555f,https://www.semanticscholar.org/paper/2c12ee28bda90b16b325ed1b8c20988fbae1555f,Detection of Unauthorized IoT Devices Using Machine Learning Techniques,"Security experts have demonstrated numerous risks imposed by Internet of Things (IoT) devices on organizations. Due to the widespread adoption of such devices, their diversity, standardization obstacles, and inherent mobility, organizations require an intelligent mechanism capable of automatically detecting suspicious IoT devices connected to their networks. In particular, devices not included in a white list of trustworthy IoT device types (allowed to be used within the organizational premises) should be detected. In this research, Random Forest, a supervised machine learning algorithm, was applied to features extracted from network traffic data with the aim of accurately identifying IoT device types from the white list. To train and evaluate multi-class classifiers, we collected and manually labeled network traffic data from 17 distinct IoT devices, representing nine types of IoT devices. Based on the classification of 20 consecutive sessions and the use of majority rule, IoT device types that are not on the white list were correctly detected as unknown in 96% of test cases (on average), and white listed device types were correctly classified by their actual types in 99% of cases. Some IoT device types were identified quicker than others (e.g., sockets and thermostats were successfully detected within five TCP sessions of connecting to the network). Perfect detection of unauthorized IoT device types was achieved upon analyzing 110 consecutive sessions; perfect classification of white listed types required 346 consecutive sessions, 110 of which resulted in 99.49% accuracy. Further experiments demonstrated the successful applicability of classifiers trained in one location and tested on another. In addition, a discussion is provided regarding the resilience of our machine learning-based IoT white listing method to adversarial attacks.",2017,52,159,7,false,Computer Science,11034542,Yair Meidan,11055183,Michael Bohadana,1720589,A. Shabtai,145010553,Martín Ochoa,2225170,Nils Ole Tippenhauer,144953724,J. Guarnizo,,1724372,Y. Elovici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1386eed2d7bf6a7b85bf709c840edfb698ccf47,https://www.semanticscholar.org/paper/f1386eed2d7bf6a7b85bf709c840edfb698ccf47,Classifier systems and the animat problem,,2004,29,43,4,true,Computer Science,2341152,Stewart W. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93df739c1279e42f739687bd1b31ddaf60d19a0e,https://www.semanticscholar.org/paper/93df739c1279e42f739687bd1b31ddaf60d19a0e,Parallel man-machine training in development of EEG-based cursor control.,"A new parallel man-machine training approach to brain-computer interface (BCI) succeeded through a unique application of machine learning methods. The BCI system could train users to control an animated cursor on the computer screen by voluntary electroencephalogram (EEG) modulation. Our BCI system requires only two to four electrodes, and has a relatively short training time for both the user and the machine. Moving the cursor in one dimension, our subjects were able to hit 100% of randomly selected targets, while in two dimensions, accuracies of approximately 63% and 76% was achieved with our two subjects.",2000,8,192,2,false,Computer Science,48878345,A. Kostov,145169798,M. Polak,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128a04774830b19c34eae23e3faf2bfed9d13255,https://www.semanticscholar.org/paper/128a04774830b19c34eae23e3faf2bfed9d13255,Epileptic seizure detection using hybrid machine learning methods,,2017,43,154,2,false,Computer Science,9076397,A. Subasi,2048351,Jasmin Kevric,3456930,Muhammed Abdullah Canbaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2dec7253ffd530689745bbacad04b4017996363,https://www.semanticscholar.org/paper/c2dec7253ffd530689745bbacad04b4017996363,"Discovering phases, phase transitions, and crossovers through unsupervised machine learning: A critical examination.","We apply unsupervised machine learning techniques, mainly principal component analysis (PCA), to compare and contrast the phase behavior and phase transitions in several classical spin models-the square- and triangular-lattice Ising models, the Blume-Capel model, a highly degenerate biquadratic-exchange spin-1 Ising (BSI) model, and the two-dimensional XY model-and we examine critically what machine learning is teaching us. We find that quantified principal components from PCA not only allow the exploration of different phases and symmetry-breaking, but they can distinguish phase-transition types and locate critical points. We show that the corresponding weight vectors have a clear physical interpretation, which is particularly interesting in the frustrated models such as the triangular antiferromagnet, where they can point to incipient orders. Unlike the other well-studied models, the properties of the BSI model are less well known. Using both PCA and conventional Monte Carlo analysis, we demonstrate that the BSI model shows an absence of phase transition and macroscopic ground-state degeneracy. The failure to capture the ""charge"" correlations (vorticity) in the BSI model (XY model) from raw spin configurations points to some of the limitations of PCA. Finally, we employ a nonlinear unsupervised machine learning procedure, the ""autoencoder method,"" and we demonstrate that it too can be trained to capture phase transitions and critical points.",2017,82,171,2,true,Computer Science,13827135,Wenjian Hu,49120926,Rajiv R. P. Singh,2542621,R. Scalettar,,,,,,,Physics,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,
831a54907a8026558e2a294e5adadee6859482c0,https://www.semanticscholar.org/paper/831a54907a8026558e2a294e5adadee6859482c0,Learning relational probability trees,"Classification trees are widely used in the machine learning and data mining communities for modeling propositional data. Recent work has extended this basic paradigm to probability estimation trees. Traditional tree learning algorithms assume that instances in the training data are homogenous and independently distributed. Relational probability trees (RPTs) extend standard probability estimation trees to a relational setting in which data instances are heterogeneous and interdependent. Our algorithm for learning the structure and parameters of an RPT searches over a space of relational features that use aggregation functions (e.g. AVERAGE, MODE, COUNT) to dynamically propositionalize relational data and create binary splits within the RPT. Previous work has identified a number of statistical biases due to characteristics of relational data such as autocorrelation and degree disparity. The RPT algorithm uses a novel form of randomization test to adjust for these biases. On a variety of relational learning tasks, RPTs built using randomization tests are significantly smaller than other models and achieve equivalent, or better, performance.",2003,13,259,37,true,Computer Science,144050371,Jennifer Neville,144774129,David D. Jensen,46835179,L. Friedland,145256244,Michael Hay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bb26565af6463506a1c7c88277c6ca653adc543,https://www.semanticscholar.org/paper/5bb26565af6463506a1c7c88277c6ca653adc543,Learning about risk: Machine learning for risk assessment,,2019,110,100,1,false,Computer Science,2023348,N. Paltrinieri,2596268,L. Comfort,32745363,G. Reniers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0bbea300988928b7c2998e98e52670b2c365327,https://www.semanticscholar.org/paper/b0bbea300988928b7c2998e98e52670b2c365327,Applying machine learning to software fault-proneness prediction,,2008,34,217,13,false,Computer Science,3108495,I. Gondra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320b227027030fc291de2896fc3c6da49d7614be,https://www.semanticscholar.org/paper/320b227027030fc291de2896fc3c6da49d7614be,Solving Rubik's Cube with a Robot Hand,"We demonstrate that models trained only in simulation can be used to solve a manipulation problem of unprecedented complexity on a real robot. This is made possible by two key components: a novel algorithm, which we call automatic domain randomization (ADR) and a robot platform built for machine learning. ADR automatically generates a distribution over randomized environments of ever-increasing difficulty. Control policies and vision state estimators trained with ADR exhibit vastly improved sim2real transfer. For control policies, memory-augmented models trained on an ADR-generated distribution of environments show clear signs of emergent meta-learning at test time. The combination of ADR with our custom robot platform allows us to solve a Rubik's cube with a humanoid robot hand, which involves both control and state estimation problems. Videos summarizing our results are available: this https URL",2019,127,667,32,false,Computer Science,51139888,OpenAI,2258629,Ilge Akkaya,2206490,Marcin Andrychowicz,36045639,Maciek Chociej,1380985420,Mateusz Litwin,39593364,Bob McGrew,Mathematics,6817951,Arthur Petron,34800652,Alex Paino,3407285,Matthias Plappert,2059171221,Glenn Powell,1380603785,Raphael Ribas,2113526509,Jonas Schneider,,,145950540,N. Tezak,2065005836,Jerry Tworek,2930640,P. Welinder,2065741038,Lilian Weng,153930486,Qiming Yuan,2563432,Wojciech Zaremba,2152836492,Lei M. Zhang,,,,,,,,,,,,
462754e479123ef2167c3946fd4cd04a242c2767,https://www.semanticscholar.org/paper/462754e479123ef2167c3946fd4cd04a242c2767,A machine learning approach to sentiment analysis in multilingual Web texts,,2009,76,415,22,true,Computer Science,2955093,Erik Boiy,145446752,Marie-Francine Moens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8576b5df33813fe8938cbb19e35217ee21fc80b,https://www.semanticscholar.org/paper/c8576b5df33813fe8938cbb19e35217ee21fc80b,Permission-Based Android Malware Detection,"Mobile devices have become popular in our lives since they offer almost the same functionality as personal computers. Among them, Android-based mobile devices had appeared lately and, they were now an ideal target for attackers. Android-based smartphone users can get free applications from Android Application Market. But, these applications were not certified by legitimate organizations and they may contain malware applications that can steal privacy information for users. In this paper, a framework that can detect android malware applications is propos ed to help organizing Android Market. The proposed framework intends to develop a machine learning-based malware detection system on Android to detect malware applications and to enhance security and privacy of smartphone users. This system monitors various permissionbased features and events obtained from the android applications, and analyses these features by using machine learning classifiers to classify whether the application is goodware or malware.",2013,19,251,12,false,Computer Science,2144918437,Zarni Aung,2110933,W. Zaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd328a4c3f414e87c64eafbd5b3625042adb4b78,https://www.semanticscholar.org/paper/fd328a4c3f414e87c64eafbd5b3625042adb4b78,Heart disease prediction using machine learning techniques : a survey,"Heart related diseases or Cardiovascular Diseases (CVDs) are the main reason for a huge number of death in the world over the last few decades and has emerged as the most life-threatening disease, not only in India but in the whole world. So, there is a need of reliable, accurate and feasible system to diagnose such diseases in time for proper treatment. Machine Learning algorithms and techniques have been applied to various medical datasets to automate the analysis of large and complex data. Many researchers, in recent times, have been using several machine learning techniques to help the health care industry and the professionals in the diagnosis of heart related diseases. This paper presents a survey of various models based on such algorithms and techniques andanalyze their performance. Models based on supervised learning algorithms such as Support Vector Machines (SVM), K-Nearest Neighbour (KNN), NaïveBayes, Decision Trees (DT), Random Forest (RF) and ensemble models are found very popular among the researchers.",2018,29,99,0,true,Computer Science,144287454,V. Ramalingam,72137919,A. Dandapath,152850967,M. Raja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08320e328296495d973df25974e66727e63c1c3b,https://www.semanticscholar.org/paper/08320e328296495d973df25974e66727e63c1c3b,Use of machine learning approaches for novel drug discovery,"abstract Introduction: The use of computational tools in the early stages of drug development has increased in recent decades. Machine learning (ML) approaches have been of special interest, since they can be applied in several steps of the drug discovery methodology, such as prediction of target structure, prediction of biological activity of new ligands through model construction, discovery or optimization of hits, and construction of models that predict the pharmacokinetic and toxicological (ADMET) profile of compounds. Areas covered: This article presents an overview on some applications of ML techniques in drug design. These techniques can be employed in ligand-based drug design (LBDD) and structure-based drug design (SBDD) studies, such as similarity searches, construction of classification and/or prediction models of biological activity, prediction of secondary structures and binding sites docking and virtual screening. Expert opinion: Successful cases have been reported in the literature, demonstrating the efficiency of ML techniques combined with traditional approaches to study medicinal chemistry problems. Some ML techniques used in drug design are: support vector machine, random forest, decision trees and artificial neural networks. Currently, an important application of ML techniques is related to the calculation of scoring functions used in docking and virtual screening assays from a consensus, combining traditional and ML techniques in order to improve the prediction of binding sites and docking solutions.",2016,184,160,5,false,Computer Science,46480421,Angélica Nakagawa Lima,2335673,E. A. Philot,4982244,G. Trossini,143865051,L. Scott,6019396,V. Maltarollo,2082452,K. M. Honorio,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30c6f7725bcd1502ac9de22eb1cfc66426b2855b,https://www.semanticscholar.org/paper/30c6f7725bcd1502ac9de22eb1cfc66426b2855b,Kernelized value function approximation for reinforcement learning,"A recent surge in research in kernelized approaches to reinforcement learning has sought to bring the benefits of kernelized machine learning techniques to reinforcement learning. Kernelized reinforcement learning techniques are fairly new and different authors have approached the topic with different assumptions and goals. Neither a unifying view nor an understanding of the pros and cons of different approaches has yet emerged. In this paper, we offer a unifying view of the different approaches to kernelized value function approximation for reinforcement learning. We show that, except for different approaches to regularization, Kernelized LSTD (KLSTD) is equivalent to a modelbased approach that uses kernelized regression to find an approximate reward and transition model, and that Gaussian Process Temporal Difference learning (GPTD) returns a mean value function that is equivalent to these other approaches. We also discuss the relationship between our modelbased approach and the earlier Gaussian Processes in Reinforcement Learning (GPRL). Finally, we decompose the Bellman error into the sum of transition error and reward error terms, and demonstrate through experiments that this decomposition can be helpful in choosing regularization parameters.",2009,16,117,9,false,Mathematics,2189083,Gavin Taylor,145726861,Ronald E. Parr,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bdc6fae0b59b2aa8ae362cf860a0ed9786bc39d,https://www.semanticscholar.org/paper/8bdc6fae0b59b2aa8ae362cf860a0ed9786bc39d,Predicting diabetes mellitus using SMOTE and ensemble machine learning approach: The Henry Ford ExercIse Testing (FIT) project,"Machine learning is becoming a popular and important approach in the field of medical research. In this study, we investigate the relative performance of various machine learning methods such as Decision Tree, Naïve Bayes, Logistic Regression, Logistic Model Tree and Random Forests for predicting incident diabetes using medical records of cardiorespiratory fitness. In addition, we apply different techniques to uncover potential predictors of diabetes. This FIT project study used data of 32,555 patients who are free of any known coronary artery disease or heart failure who underwent clinician-referred exercise treadmill stress testing at Henry Ford Health Systems between 1991 and 2009 and had a complete 5-year follow-up. At the completion of the fifth year, 5,099 of those patients have developed diabetes. The dataset contained 62 attributes classified into four categories: demographic characteristics, disease history, medication use history, and stress test vital signs. We developed an Ensembling-based predictive model using 13 attributes that were selected based on their clinical importance, Multiple Linear Regression, and Information Gain Ranking methods. The negative effect of the imbalance class of the constructed model was handled by Synthetic Minority Oversampling Technique (SMOTE). The overall performance of the predictive model classifier was improved by the Ensemble machine learning approach using the Vote method with three Decision Trees (Naïve Bayes Tree, Random Forest, and Logistic Model Tree) and achieved high accuracy of prediction (AUC = 0.92). The study shows the potential of ensembling and SMOTE approaches for predicting incident diabetes using cardiorespiratory fitness data.",2017,61,173,2,true,Computer Science,143743435,M. Alghamdi,1397581130,M. Al-Mallah,152695843,Steven K Keteyian,4701643,C. Brawner,2976656,J. Ehrman,144250946,S. Sakr,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7f2f024a1498b2c47f3fce569efbc3154ee1e8f,https://www.semanticscholar.org/paper/b7f2f024a1498b2c47f3fce569efbc3154ee1e8f,Artificial Intelligence and Machine Learning in Anesthesiology.,"Commercial applications of artificial intelligence and machine learning have made remarkable progress recently, particularly in areas such as image recognition, natural speech processing, language translation, textual analysis, and self-learning. Progress had historically languished in these areas, such that these skills had come to seem ineffably bound to intelligence. However, these commercial advances have performed best at single-task applications in which imperfect outputs and occasional frank errors can be tolerated.The practice of anesthesiology is different. It embodies a requirement for high reliability, and a pressured cycle of interpretation, physical action, and response rather than any single cognitive act. This review covers the basics of what is meant by artificial intelligence and machine learning for the practicing anesthesiologist, describing how decision-making behaviors can emerge from simple equations. Relevant clinical questions are introduced to illustrate how machine learning might help solve them-perhaps bringing anesthesiology into an era of machine-assisted discovery.",2019,116,70,0,true,Medicine,2212934,C. Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a957bfcd11761cabb851e8a59fc4d022d92cd73,https://www.semanticscholar.org/paper/2a957bfcd11761cabb851e8a59fc4d022d92cd73,Less is more: sampling chemical space with active learning,"The development of accurate and transferable machine learning (ML) potentials for predicting molecular energetics is a challenging task. The process of data generation to train such ML potentials is a task neither well understood nor researched in detail. In this work, we present a fully automated approach for the generation of datasets with the intent of training universal ML potentials. It is based on the concept of active learning (AL) via Query by Committee (QBC), which uses the disagreement between an ensemble of ML potentials to infer the reliability of the ensemble's prediction. QBC allows the presented AL algorithm to automatically sample regions of chemical space where the ML potential fails to accurately predict the potential energy. AL improves the overall fitness of ANAKIN-ME (ANI) deep learning potentials in rigorous test cases by mitigating human biases in deciding what new training data to use. AL also reduces the training set size to a fraction of the data required when using naive random sampling techniques. To provide validation of our AL approach, we develop the COmprehensive Machine-learning Potential (COMP6) benchmark (publicly available on GitHub) which contains a diverse set of organic molecules. Active learning-based ANI potentials outperform the original random sampled ANI-1 potential with only 10% of the data, while the final active learning-based model vastly outperforms ANI-1 on the COMP6 benchmark after training to only 25% of the data. Finally, we show that our proposed AL technique develops a universal ANI potential (ANI-1x) that provides accurate energy and force predictions on the entire COMP6 benchmark. This universal ML potential achieves a level of accuracy on par with the best ML potentials for single molecules or materials, while remaining applicable to the general class of organic molecules composed of the elements CHNO.",2018,62,317,5,true,Computer Science,2109795450,Justin S. Smith,16253773,B. Nebgen,95613409,N. Lubbers,2385206,O. Isayev,145848913,A. Roitberg,,,Physics,,,,,,,,,,,,,Mathematics,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,
1cf6a15921ee7377044e99a3d58c1d5ecef5da1b,https://www.semanticscholar.org/paper/1cf6a15921ee7377044e99a3d58c1d5ecef5da1b,Dynamic Multicore Resource Management: A Machine Learning Approach,"A machine learning approach to multicore resource management produces self-optimizing on-chip hardware agents capable of learning, planning, and continuously adapting to changing workload demands. Machine learning is the study of computer programs and algorithms that learn about their environment and improve automatically with experience.This approach thus contrasts with today's predominant approach of directly specifying at design time how the hardware should accomplish the desired goal. This results in more efficient and flexible management of critical hardware resources at runtime.",2009,28,78,3,false,Computer Science,2109798451,José F. Martínez,1787439,Engin Ipek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebb38c8b36508aad443e989a677e9bcd67e43498,https://www.semanticscholar.org/paper/ebb38c8b36508aad443e989a677e9bcd67e43498,"Prediction Models of Functional Outcomes for Individuals in the Clinical High-Risk State for Psychosis or With Recent-Onset Depression: A Multimodal, Multisite Machine Learning Analysis.","Importance
Social and occupational impairments contribute to the burden of psychosis and depression. There is a need for risk stratification tools to inform personalized functional-disability preventive strategies for individuals in at-risk and early phases of these illnesses.


Objective
To determine whether predictors associated with social and role functioning can be identified in patients in clinical high-risk (CHR) states for psychosis or with recent-onset depression (ROD) using clinical, imaging-based, and combined machine learning; assess the geographic, transdiagnostic, and prognostic generalizability of machine learning and compare it with human prognostication; and explore sequential prognosis encompassing clinical and combined machine learning.


Design, Setting, and Participants
This multisite naturalistic study followed up patients in CHR states, with ROD, and with recent-onset psychosis, and healthy control participants for 18 months in 7 academic early-recognition services in 5 European countries. Participants were recruited between February 2014 and May 2016, and data were analyzed from April 2017 to January 2018.


Main Outcomes and Measures
Performance and generalizability of prognostic models.


Results
A total of 116 individuals in CHR states (mean [SD] age, 24.0 [5.1] years; 58 [50.0%] female) and 120 patients with ROD (mean [SD] age, 26.1 [6.1] years; 65 [54.2%] female) were followed up for a mean (SD) of 329 (142) days. Machine learning predicted the 1-year social-functioning outcomes with a balanced accuracy of 76.9% of patients in CHR states and 66.2% of patients with ROD using clinical baseline data. Balanced accuracy in models using structural neuroimaging was 76.2% in patients in CHR states and 65.0% in patients with ROD, and in combined models, it was 82.7% for CHR states and 70.3% for ROD. Lower functioning before study entry was a transdiagnostic predictor. Medial prefrontal and temporo-parieto-occipital gray matter volume (GMV) reductions and cerebellar and dorsolateral prefrontal GMV increments had predictive value in the CHR group; reduced mediotemporal and increased prefrontal-perisylvian GMV had predictive value in patients with ROD. Poor prognoses were associated with increased risk of psychotic, depressive, and anxiety disorders at follow-up in patients in the CHR state but not ones with ROD. Machine learning outperformed expert prognostication. Adding neuroimaging machine learning to clinical machine learning provided a 1.9-fold increase of prognostic certainty in uncertain cases of patients in CHR states, and a 10.5-fold increase of prognostic certainty for patients with ROD.


Conclusions and Relevance
Precision medicine tools could augment effective therapeutic strategies aiming at the prevention of social functioning impairments in patients with CHR states or with ROD.",2018,0,106,0,true,Medicine,3214043,N. Koutsouleris,1414119219,L. Kambeitz-Ilankovic,1982479,S. Ruhrmann,40892922,M. Rosen,32098768,A. Ruef,5672681,D. Dwyer,,5250359,M. Paolini,15568397,Katharine Chisholm,2876416,J. Kambeitz,40900560,T. Haidl,12462273,A. Schmidt,40210909,J. Gillam,,,1398034341,F. Schultze-Lutter,2660554,P. Falkai,145371637,M. Reiser,146173036,A. Riecher-Rössler,4361455,R. Upthegrove,34718106,J. Hietala,6257052,R. Salokangas,8770059,C. Pantelis,2875471,E. Meisenzahl,2086924,S. Wood,2423864,D. Beque,3110755,P. Brambilla,48682353,S. Borgwardt
9880d1ff04f94bd6716c8566cf5556a2f3e22a98,https://www.semanticscholar.org/paper/9880d1ff04f94bd6716c8566cf5556a2f3e22a98,Extreme learning machines for intrusion detection,"We consider the problem of intrusion detection in a computer network, and investigate the use of extreme learning machines (ELMs) to classify and detect the intrusions. With increasing connectivity between networks, the risk of information systems to external attacks or intrusions has increased tremendously. Machine learning methods like support vector machines (SVMs) and neural networks have been widely used for intrusion detection. These methods generally suffer from long training times, require parameter tuning, or do not perform well in multi-class classification. We propose a basic ELM method based on random features, and a kernel based ELM method for classification. We compare our methods with commonly used SVM techniques in both binary and multi-class classifications. Simulation results show that the proposed basic ELM approach outperforms SVM in training and testing speed, while the proposed kernel based ELM achieves higher detection accuracy than SVM in multi-class classification case.",2012,26,99,6,true,Computer Science,120623785,Chi Cheng,3118058,Wee Peng Tay,145678691,G. Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a0d35989d91b3b7d2318802b1de6d10e4e6e830,https://www.semanticscholar.org/paper/4a0d35989d91b3b7d2318802b1de6d10e4e6e830,Wasserstein Distributionally Robust Optimization: Theory and Applications in Machine Learning,"Many decision problems in science, engineering and economics are affected by uncertain parameters whose distribution is only indirectly observable through samples. The goal of data-driven decision-making is to learn a decision from finitely many training samples that will perform well on unseen test samples. This learning task is difficult even if all training and test samples are drawn from the same distribution---especially if the dimension of the uncertainty is large relative to the training sample size. Wasserstein distributionally robust optimization seeks data-driven decisions that perform well under the most adverse distribution within a certain Wasserstein distance from a nominal distribution constructed from the training samples. In this tutorial we will argue that this approach has many conceptual and computational benefits. Most prominently, the optimal decisions can often be computed by solving tractable convex optimization problems, and they enjoy rigorous out-of-sample and asymptotic consistency guarantees. We will also show that Wasserstein distributionally robust optimization has interesting ramifications for statistical learning and motivates new approaches for fundamental learning tasks such as classification, regression, maximum likelihood estimation or minimum mean square error estimation, among others.",2019,115,203,20,true,Computer Science,2500534,D. Kuhn,1787177,Peyman Mohajerin Esfahani,2075327618,Viet Anh Nguyen,1380260325,Soroosh Shafieezadeh-Abadeh,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182c79cc5218f0e0a57cfb863937117d8c1c80f6,https://www.semanticscholar.org/paper/182c79cc5218f0e0a57cfb863937117d8c1c80f6,MaLeCoP Machine Learning Connection Prover,,2011,16,70,1,false,Computer Science,2087993,J. Urban,49212925,J. Vyskočil,47966787,P. Štěpánek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cefbbaf980ea1637d14e641d4706eb008b395ffb,https://www.semanticscholar.org/paper/cefbbaf980ea1637d14e641d4706eb008b395ffb,Inductive process modeling,,2008,72,90,3,true,Computer Science,144183948,Will Bridewell,1713919,P. Langley,1735220,L. Todorovski,1693549,S. Džeroski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52fac26b3dae6402fd1ebdd8d73cfb6c31f13fca,https://www.semanticscholar.org/paper/52fac26b3dae6402fd1ebdd8d73cfb6c31f13fca,Deep Learning for Forecasting Stock Returns in the Cross-Section,,2018,17,73,4,true,Economics,2396632,Masaya Abe,48731103,Hideki Nakayama,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
