paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,fieldsOfStudy/3,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name
d42f875d9580de703a29c9b6c05cd535a41976dc,https://www.semanticscholar.org/paper/d42f875d9580de703a29c9b6c05cd535a41976dc,Statistical Reinforcement Learning - Modern Machine Learning Approaches,"Reinforcement learning (RL) is a framework for decision making in unknown environments based on a large amount of data. Several practical RL applications for business intelligence, plant control, and game players have been successfully explored in recent years. Providing an accessible introduction to the field, this book covers model-based and model-free approaches, policy iteration, and policy search methods. It presents illustrative examples and state-of-the-art results, including dimensionality reduction in RL and risk-sensitive RLm. The book provides a bridge between RL and data mining and machine learning research.",2015,0,37,2,false,Computer Science,67154907,Masashi Sugiyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117239f75255bc281051b0b5876102f820b337f,https://www.semanticscholar.org/paper/6117239f75255bc281051b0b5876102f820b337f,Could Machine Learning Break the Convection Parameterization Deadlock?,"Representing unresolved moist convection in coarse‐scale climate models remains one of the main bottlenecks of current climate simulations. Many of the biases present with parameterized convection are strongly reduced when convection is explicitly resolved (i.e., in cloud resolving models at high spatial resolution approximately a kilometer or so). We here present a novel approach to convective parameterization based on machine learning, using an aquaplanet with prescribed sea surface temperatures as a proof of concept. A deep neural network is trained with a superparameterized version of a climate model in which convection is resolved by thousands of embedded 2‐D cloud resolving models. The machine learning representation of convection, which we call the Cloud Brain (CBRAIN), can skillfully predict many of the convective heating, moistening, and radiative features of superparameterization that are most important to climate simulation, although an unintended side effect is to reduce some of the superparameterization's inherent variance. Since as few as three months' high‐frequency global training data prove sufficient to provide this skill, the approach presented here opens up a new possibility for a future class of convection parameterizations in climate models that are built “top‐down,” that is, by learning salient features of convection from unusually explicit simulations.",2018,166,242,15,true,Computer Science,15572823,P. Gentine,119659025,M. Pritchard,,,41151821,S. Rasp,3535135,G. Reinaudi,107581222,G. Yacalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a144c763b06ffb5c0ac1aa2b4f7e4384cace50fb,https://www.semanticscholar.org/paper/a144c763b06ffb5c0ac1aa2b4f7e4384cace50fb,Machine Learning Techniques for Multimedia - Case Studies on Organization and Retrieval,,2008,0,39,0,true,Computer Science,51021910,M. Cord,143709732,P. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9cbf54dd6b1adc699328b555c4bc03b42ce5851,https://www.semanticscholar.org/paper/f9cbf54dd6b1adc699328b555c4bc03b42ce5851,Machine Reading,,2006,15,147,10,false,Computer Science,1741101,Oren Etzioni,2339397,Michele Banko,,,1725561,Michael J. Cafarella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b32852abb9e55424f2dfadefa4da74cbe194059c,https://www.semanticscholar.org/paper/b32852abb9e55424f2dfadefa4da74cbe194059c,ROC Graphs: Notes and Practical Considerations for Data Mining Researchers,"Receiver Operating Characteristics (ROC) graphs are a useful technique for organizing classifiers and visualizing their performance. ROC graphs are commonly used in medical decision making, and in recent years have been increasingly adopted in the machine learning and data mining research communities. Although ROC graphs are apparently simple, there are some common misconceptions and pitfalls when using them in practice. This article serves both as a tutorial introduction to ROC graphs and as a practical guide for using them in research.",2003,34,766,86,false,Computer Science,145421658,Tom Fawcett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91fc647899f801c9d351349ce73779918f90a713,https://www.semanticscholar.org/paper/91fc647899f801c9d351349ce73779918f90a713,Big data and machine learning algorithms for health-care delivery.,,2019,55,359,6,false,Medicine,7452993,K. Ngiam,114139456,Ing Wei Khor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14ecec7a0541c00537441d4561b7c7673bfcaf70,https://www.semanticscholar.org/paper/14ecec7a0541c00537441d4561b7c7673bfcaf70,Distance Metric Learning: A Comprehensive Survey,"Many machine learning algorithms, such as K Nearest Neighbor (KNN), heavily rely on the distance metric for the input data patterns. Distance Metric learning is to learn a distance metric for the input space of data from a given collection of pair of similar/dissimilar points that preserves the distance relation among the training data. In recent years, many studies have demonstrated, both empirically and theoretically, that a learned metric can significantly improve the performance in classification, clustering and retrieval tasks. This paper surveys the field of distance metric learning from a principle perspective, and includes a broad selection of recent work. In particular, distance metric learning is reviewed under different learning conditions: supervised learning versus unsupervised learning, learning in a global sense versus in a local sense; and the distance matrix based on linear kernel versus nonlinear kernel. In addition, this paper discusses a number of techniques that is central to distance metric learning, including convex programming, positive semi-definite programming, kernel learning, dimension reduction, K Nearest Neighbor, large margin classification, and graph-based approaches.",2006,52,637,29,false,,46554639,Liu Yang,144723884,Rong Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95745f70f8bb68db0d73c09c29fe964ee48b5460,https://www.semanticscholar.org/paper/95745f70f8bb68db0d73c09c29fe964ee48b5460,"Causal learning mechanisms in very young children: two-, three-, and four-year-olds infer causal relations from patterns of variation and covariation.","Three studies investigated whether young children make accurate causal inferences on the basis of patterns of variation and covariation. Children were presented with a new causal relation by means of a machine called the ""blicket detector."" Some objects, but not others, made the machine light up and play music. In the first 2 experiments, children were told that ""blickets make the machine go"" and were then asked to identify which objects were ""blickets."" Two-, 3-, and 4-year-old children were shown various patterns of variation and covariation between two different objects and the activation of the machine. All 3 age groups took this information into account in their causal judgments about which objects were blickets. In a 3rd experiment, 3- and 4-year-old children used the information when they were asked to make the machine stop. These results are related to Bayes-net causal graphical models of causal learning.",2001,84,421,18,true,Medicine,2222423,A. Gopnik,2124398,D. Sobel,Psychology,,144877155,L. Schulz,3058012,C. Glymour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712ce1598aee0e90bc1bc7a2e8eb1ab2b5f2318e,https://www.semanticscholar.org/paper/712ce1598aee0e90bc1bc7a2e8eb1ab2b5f2318e,Machine Learning: ECML-93,,1993,0,93,0,true,Computer Science,1712908,P. Brazdil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b97047c4dc75cbe8d6fc5cb3dd5a81d36458892d,https://www.semanticscholar.org/paper/b97047c4dc75cbe8d6fc5cb3dd5a81d36458892d,APPLIED FEDERATED LEARNING: IMPROVING GOOGLE KEYBOARD QUERY SUGGESTIONS,"Federated learning is a distributed form of machine learning where both the training data and model training are decentralized. In this paper, we use federated learning in a commercial, global-scale setting to train, evaluate and deploy a model to improve virtual keyboard search suggestion quality without direct access to the underlying user data. We describe our observations in federated training, compare metrics to live deployments, and present resulting quality increases. In whole, we demonstrate how federated learning can be applied endto-end to both improve user experiences and enhance user privacy.",2018,20,335,21,false,Computer Science,2122814996,Timothy Yang,144339350,Galen Andrew,Mathematics,,153086296,Hubert Eichner,2595960,Haicheng Sun,2157335981,Wei Li,2139798966,Nicholas Kong,1878835,D. Ramage,51940742,F. Beaufays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e6c570d277b0b4edd48e2054d5cede4c6bbb50f,https://www.semanticscholar.org/paper/2e6c570d277b0b4edd48e2054d5cede4c6bbb50f,Machine learning in acoustics: Theory and applications.,"Acoustic data provide scientific and engineering insights in fields ranging from biology and communications to ocean and Earth science. We survey the recent advances and transformative potential of machine learning (ML), including deep learning, in the field of acoustics. ML is a broad family of techniques, which are often based in statistics, for automatically detecting and utilizing patterns in data. Relative to conventional acoustics and signal processing, ML is data-driven. Given sufficient training data, ML can discover complex relationships between features and desired labels or actions, or between features themselves. With large volumes of training data, ML can discover models describing complex acoustic phenomena such as human speech and reverberation. ML in acoustics is rapidly developing with compelling results and significant future promise. We first introduce ML, then highlight ML developments in four acoustics research areas: source localization in speech processing, source localization in ocean acoustics, bioacoustics, and environmental sounds in everyday scenes.",2019,291,138,2,true,Engineering,48293266,Michael J. Bianco,1929240,P. Gerstoft,Computer Science,Physics,50690309,James Traer,15018343,Emma Ozanich,35154087,M. Roch,1774548,S. Gannot,2262533,C. Deledalle,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,
448d13aae6ed21411d28887c550663973893f70c,https://www.semanticscholar.org/paper/448d13aae6ed21411d28887c550663973893f70c,Machine Learning in Healthcare: A Review,"Machine Learning is modern and highly sophisticated technological applications became a huge trend in the industry. Machine Learning is Omni present and is widely used in various applications. It is playing a vital role in many fields like finance, Medical science and in security. Machine learning is used to discover patterns from medical data sources and provide excellent capabilities to predict diseases. In this paper, we review various machine learning algorithms used for developing efficient decision support for healthcare applications. This paper helps in reducing the research gap for building efficient decision support system for medical applications.",2018,35,82,3,false,Computer Science,9339569,K. Shailaja,51451321,B. Seetharamulu,,,144959450,M. Jabbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a62d3759631153ff135184202792977fbdd265b,https://www.semanticscholar.org/paper/3a62d3759631153ff135184202792977fbdd265b,Learning And Soft Computing Support Vector Machines Neural Networks And Fuzzy Logic Models,"Thank you for reading learning and soft computing support vector machines neural networks and fuzzy logic models. As you may know, people have search hundreds times for their chosen books like this learning and soft computing support vector machines neural networks and fuzzy logic models, but end up in malicious downloads. Rather than enjoying a good book with a cup of coffee in the afternoon, instead they juggled with some infectious bugs inside their computer.",2016,0,186,10,false,Computer Science,52615285,D. Eichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652537f9d1c0f41b185fecd0f218a0e37729474f,https://www.semanticscholar.org/paper/652537f9d1c0f41b185fecd0f218a0e37729474f,Comparison deep learning method to traditional methods using for network intrusion detection,"Recently, deep learning has gained prominence due to the potential it portends for machine learning. For this reason, deep learning techniques have been applied in many fields, such as recognizing some kinds of patterns or classification. Intrusion detection analyses got data from monitoring security events to get situation assessment of network. Lots of traditional machine learning method has been put forward to intrusion detection, but it is necessary to improvement the detection performance and accuracy. This paper discusses different methods which were used to classify network traffic. We decided to use different methods on open data set and did experiment with these methods to find out a best way to intrusion detection.",2016,11,162,9,false,Computer Science,2057587951,Bo Dong,2108224931,Xue Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffd42963b10315d79fce48e8aa8e185e9a109152,https://www.semanticscholar.org/paper/ffd42963b10315d79fce48e8aa8e185e9a109152,Evaluating Different Machine Learning Methods for Upscaling Evapotranspiration from Flux Towers to the Regional Scale,"Evapotranspiration (ET) is a vital variable for land‐atmosphere interactions that links surface energy balance, water, and carbon cycles. The in situ techniques can measure ET accurately but the observations have limited spatial and temporal coverage. Modeling approaches have been used to estimate ET at broad spatial and temporal scales, while accurately simulating ET at regional scales remains a major challenge. In this study, we upscale ET from eddy covariance flux tower sites to the regional scale with machine learning algorithms. Five machine learning algorithms are employed for ET upscaling including artificial neural network, Cubist, deep belief network, random forest, and support vector machine. The machine learning methods are trained and tested at 36 flux towers sites (65 site years) across the Heihe River Basin and are then applied to estimate ET for each grid cell (1 km × 1 km) within the watershed and for each day over the period 2012–2016. The artificial neural network, Cubist, random forest, and support vector machine algorithms have almost identical performance in estimating ET and have slightly lower root‐mean‐square error than deep belief network at the site scale. The random forest algorithm has slightly lower relative uncertainty at the regional scale than other methods based on three‐cornered hat method. Additionally, the machine learning methods perform better over densely vegetated conditions than barren land or sparsely vegetated conditions. The regional ET generated from the machine learning approaches captured the spatial and temporal patterns of ET at the regional scale.",2018,82,104,2,true,Environmental Science,8739781,Tongren Xu,49694840,Zhixia Guo,,,83386822,Shaomin Liu,2167426766,Xinlei He,113243901,Yangfanyu Meng,50070098,Ziwei Xu,40684078,Youlong Xia,2786708,Jingfeng Xiao,104755339,Y. Zhang,48521450,Yanfei Ma,2634361,Lisheng Song,,,,,,,,,,,,,,,,,,,,,,,,,
5cdab78acc4f3aab429a0dd41c3ec7e605d42e7b,https://www.semanticscholar.org/paper/5cdab78acc4f3aab429a0dd41c3ec7e605d42e7b,Measuring Compositional Generalization: A Comprehensive Method on Realistic Data,"State-of-the-art machine learning methods exhibit limited compositional generalization. At the same time, there is a lack of realistic benchmarks that comprehensively measure this ability, which makes it challenging to find and evaluate improvements. We introduce a novel method to systematically construct such benchmarks by maximizing compound divergence while guaranteeing a small atom divergence between train and test sets, and we quantitatively compare this method to other approaches for creating compositional generalization benchmarks. We present a large and realistic natural language question answering dataset that is constructed according to this method, and we use it to analyze the compositional generalization ability of three machine learning architectures. We find that they fail to generalize compositionally and that there is a surprisingly strong negative correlation between compound divergence and accuracy. We also demonstrate how our method can be used to create new compositionality benchmarks on top of the existing SCAN dataset, which confirms these findings.",2019,73,153,30,false,Computer Science,51027911,Daniel Keysers,3094520,Nathanael Schärli,Mathematics,,1471909492,Nathan Scales,2836674,Hylke Buisman,2362932,Daniel Furrer,1471005695,S. Kashubin,1470531643,Nikola Momchev,1470524352,Danila Sinopalnikov,3140227,Lukasz Stafiniak,1470473803,Tibor Tihon,3045792,D. Tsarkov,2118450238,Xiao Wang,2807540,Marc van Zee,,1698617,O. Bousquet,,,,,,,,,,,,,,,,,,
8948bea1e2436e51316f131170923cb5b7d870db,https://www.semanticscholar.org/paper/8948bea1e2436e51316f131170923cb5b7d870db,Learning with Hierarchical-Deep Models,"We introduce HD (or “Hierarchical-Deep”) models, a new compositional learning architecture that integrates deep learning models with structured hierarchical Bayesian (HB) models. Specifically, we show how we can learn a hierarchical Dirichlet process (HDP) prior over the activities of the top-level features in a deep Boltzmann machine (DBM). This compound HDP-DBM model learns to learn novel concepts from very few training example by learning low-level generic features, high-level features that capture correlations among low-level features, and a category hierarchy for sharing priors over the high-level features that are typical of different kinds of concepts. We present efficient learning and inference algorithms for the HDP-DBM model and show that it is able to learn new concepts from very few examples on CIFAR-100 object recognition, handwritten character recognition, and human motion capture datasets.",2013,51,213,12,true,Computer Science,145124475,R. Salakhutdinov,1763295,J. Tenenbaum,Medicine,,143805211,A. Torralba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6910d193282b4f00a0a81fdfb0e7dd8ae50648cd,https://www.semanticscholar.org/paper/6910d193282b4f00a0a81fdfb0e7dd8ae50648cd,Milepost GCC: Machine Learning Enabled Self-tuning Compiler,,2011,92,235,25,true,Computer Science,2043821,G. Fursin,3334002,Yuriy Kashnikov,,,3248259,Abdul Wahid Memon,3148192,Z. Chamski,1731764,O. Temam,3305063,Mircea Namolaru,1388775854,E. Yom-Tov,1795886,Bilha Mendelson,38737579,A. Zaks,2630186,E. Courtois,1697641,F. Bodin,38759952,Phil Barnard,40580165,Elton Ashton,,30561807,Edwin V. Bonilla,153031524,J. Thomson,145715698,Christopher K. I. Williams,1401533251,M. O’Boyle,,,,,,,,,,,,
219e9b70f1eb8eac4e72669024b2585867885de8,https://www.semanticscholar.org/paper/219e9b70f1eb8eac4e72669024b2585867885de8,Risk estimation and risk prediction using machine-learning methods,,2012,114,113,2,true,Biology,48740962,J. Kruppa,144071896,A. Ziegler,Medicine,,1825863,I. König,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977d7f2cbcfe06812c2591e8bc28e6c6d01ee9a6,https://www.semanticscholar.org/paper/977d7f2cbcfe06812c2591e8bc28e6c6d01ee9a6,Machine Learning for Survival Analysis: A Survey,"Accurately predicting the time of occurrence of an event of interest is a critical problem in longitudinal data analysis. One of the main challenges in this context is the presence of instances whose event outcomes become unobservable after a certain time point or when some instances do not experience any event during the monitoring period. Such a phenomenon is called censoring which can be effectively handled using survival analysis techniques. Traditionally, statistical approaches have been widely developed in the literature to overcome this censoring issue. In addition, many machine learning algorithms are adapted to effectively handle survival data and tackle other challenging problems that arise in real-world data. In this survey, we provide a comprehensive and structured review of the representative statistical methods along with the machine learning techniques used in survival analysis and provide a detailed taxonomy of the existing methods. We also discuss several topics that are closely related to survival analysis and illustrate several successful applications in various real-world application domains. We hope that this paper will provide a more thorough understanding of the recent advances in survival analysis and offer some guidelines on applying these approaches to solve new problems that arise in applications with censored data.",2017,102,138,14,false,Computer Science,144442051,Ping Wang,2152885669,Yan Li,,,144417522,C. Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1800b8c7ea7cda4248eccad995b242b8e403ce0,https://www.semanticscholar.org/paper/d1800b8c7ea7cda4248eccad995b242b8e403ce0,Coadaptive Brain–Machine Interface via Reinforcement Learning,"This paper introduces and demonstrates a novel brain-machine interface (BMI) architecture based on the concepts of reinforcement learning (RL), coadaptation, and shaping. RL allows the BMI control algorithm to learn to complete tasks from interactions with the environment, rather than an explicit training signal. Coadaption enables continuous, synergistic adaptation between the BMI control algorithm and BMI user working in changing environments. Shaping is designed to reduce the learning curve for BMI users attempting to control a prosthetic. Here, we present the theory and in vivo experimental paradigm to illustrate how this BMI learns to complete a reaching task using a prosthetic arm in a 3-D workspace based on the user's neuronal activity. This semisupervised learning framework does not require user movements. We quantify BMI performance in closed-loop brain control over six to ten days for three rats as a function of increasing task difficulty. All three subjects coadapted with their BMI control algorithms to control the prosthetic significantly above chance at each level of difficulty.",2009,61,156,12,false,Computer Science,46851752,J. DiGiovanna,2538494,B. Mahmoudi,Medicine,,144371682,J. Fortes,143961030,J. Príncipe,34732826,Justin C. Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cd7a47bbba11a994cd8e68ee5eae2fcb0033054,https://www.semanticscholar.org/paper/6cd7a47bbba11a994cd8e68ee5eae2fcb0033054,Driving in the Matrix: Can virtual worlds replace human-generated annotations for real world tasks?,"Deep learning has rapidly transformed the state of the art algorithms used to address a variety of problems in computer vision and robotics. These breakthroughs have relied upon massive amounts of human annotated training data. This time consuming process has begun impeding the progress of these deep learning efforts. This paper describes a method to incorporate photo-realistic computer images from a simulation engine to rapidly generate annotated data that can be used for the training of machine learning algorithms. We demonstrate that a state of the art architecture, which is trained only using these synthetic annotations, performs better than the identical architecture trained on human annotated real-world data, when tested on the KITTI data set for vehicle detection. By training machine learning algorithms on a rich virtual world, real objects in real scenes can be learned and classified using synthetic data. This approach offers the possibility of accelerating deep learning's application to sensor-based classification problems like those that appear in self-driving cars. The source code and data to train and validate the networks described in this paper are made available for researchers.",2016,24,402,59,true,Computer Science,1389944402,M. Johnson-Roberson,116731556,Charlie Barto,,,2067925945,Rounak Mehta,2057436877,S. N. Sridhar,2748006,Karl Rosaen,145386932,R. Vasudevan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91fe28e54a27b2360f6979b484805871d29eef7d,https://www.semanticscholar.org/paper/91fe28e54a27b2360f6979b484805871d29eef7d,Machine Learning and Knowledge Discovery in Databases,,2015,27,129,8,false,Computer Science,1720178,J. Balcázar,1705764,F. Bonchi,,,1682878,A. Gionis,69343681,M. Sebag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95da1bff50185494bd747bead09958f2e34bf50a,https://www.semanticscholar.org/paper/95da1bff50185494bd747bead09958f2e34bf50a,Types of Cost in Inductive Concept Learning,"Inductive concept learning is the task of learning to assign cases to a discrete set of classes. In real-world applications of concept learning, there are many different types of cost involved. The majority of the machine learning literature ignores all types of cost (unless accuracy is interpreted as a type of cost measure). A few papers have investigated the cost of misclassification errors. Very few papers have examined the many other types of cost. In this paper, we attempt to create a taxonomy of the different types of cost that are involved in inductive concept learning. This taxonomy may help to organize the literature on cost-sensitive learning. We hope that it will inspire researchers to investigate all types of cost in inductive concept learning in more depth.",2002,28,400,14,false,Computer Science,1689647,Peter D. Turney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86cff4d050beb90fed2e1ceac8940c8221b120aa,https://www.semanticscholar.org/paper/86cff4d050beb90fed2e1ceac8940c8221b120aa,Mind over Machine: The Power of Human Intuition and Expertise in the Era of the Computer,"Computers are being used more and more in all aspects of our lives and, programmed correctly, they are more accurate and precise than humans can ever be. Here, however, the myth of the superiority of artificial intelligence is examined and dispelled. The authors, one a philosopher and the other a computer scientist, argue that even highly advanced systems only correspond to the very early stages of human learning and that there are many human skills that computers will never be able to emulate. The mind will always be superior to the machine. To illustrate their point, they set forth a model documenting five distinct levels - novice, advanced beginner, competent, proficient and expert - through which human beings pass in acquiring and mastering a skill. The two final stages require a degree of intuitive intelligence far beyond the most ambitious projects being planned for the future. The authors acknowledge the huge progress made by computers and the massive advantages to be gained from using them, but they stress that their value can only lie in their use as aids, never as substitutes for the human mind.",1987,0,3586,235,false,Computer Science,3333658,H. Dreyfus,2547681,S. Dreyfus,Psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b10e4deadf978d8fd6eec97ff18888629f4261ab,https://www.semanticscholar.org/paper/b10e4deadf978d8fd6eec97ff18888629f4261ab,The Information Content of Forward-Looking Statements in Corporate Filings—A Naïve Bayesian Machine Learning Approach,"ABSTRACT This paper examines the information content of the forward-looking statements (FLS) in the Management Discussion and Analysis section (MD&A) of 10-K and 10-Q filings using a Naive Bayesian machine learning algorithm. I find that firms with better current performance, lower accruals, smaller size, lower market-to-book ratio, less return volatility, lower MD&A Fog index, and longer history tend to have more positive FLSs. The average tone of the FLS is positively associated with future earnings even after controlling for other determinants of future performance. The results also show that, despite increased regulations aimed at strengthening MD&A disclosures, there is no systematic change in the information content of MD&As over time. In addition, the tone in MD&As seems to mitigate the mispricing of accruals. When managers ""warn"" about the future performance implications of accruals (i.e., the MD&A tone is positive (negative) when accruals are negative (positive)), accruals are not associated with future returns. The tone measures based on three commonly used dictionaries (Diction, General Inquirer, and the Linguistic Inquiry and Word Count) do not positively predict future performance. This result suggests that these dictionaries might not work well for analyzing corporate filings. Copyright (c), University of Chicago on behalf of the Accounting Research Center, 2010.",2010,63,772,161,false,Economics,2146312811,Feng Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d73149832c5dc18c8a74b2cc0924eceb51be2e60,https://www.semanticscholar.org/paper/d73149832c5dc18c8a74b2cc0924eceb51be2e60,Hands-On Machine Learning with R,,2019,0,181,26,false,Computer Science,46216076,Bradley C. Boehmke,35664117,Brandon M. Greenwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17409ae85c237983dc22a5e4750d8054e4b6edc9,https://www.semanticscholar.org/paper/17409ae85c237983dc22a5e4750d8054e4b6edc9,Estimating individual treatment effect: generalization bounds and algorithms,"There is intense interest in applying machine learning to problems of causal inference in fields such as healthcare, economics and education. In particular, individual-level causal inference has important applications such as precision medicine. We give a new theoretical analysis and family of algorithms for predicting individual treatment effect (ITE) from observational data, under the assumption known as strong ignorability. The algorithms learn a ""balanced"" representation such that the induced treated and control distributions look similar. We give a novel, simple and intuitive generalization-error bound showing that the expected ITE estimation error of a representation is bounded by a sum of the standard generalization-error of that representation and the distance between the treated and control distributions induced by the representation. We use Integral Probability Metrics to measure distances between distributions, deriving explicit bounds for the Wasserstein and Maximum Mean Discrepancy (MMD) distances. Experiments on real and simulated data show the new algorithms match or outperform the state-of-the-art.",2016,79,589,190,false,Mathematics,2304764,Uri Shalit,144602383,Fredrik D. Johansson,Computer Science,,1746662,D. Sontag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eca05441703a2913b45130d7c33ea51090cb5e3d,https://www.semanticscholar.org/paper/eca05441703a2913b45130d7c33ea51090cb5e3d,CANTINA+: A Feature-Rich Machine Learning Framework for Detecting Phishing Web Sites,"Phishing is a plague in cyberspace. Typically, phish detection methods either use human-verified URL blacklists or exploit Web page features via machine learning techniques. However, the former is frail in terms of new phish, and the latter suffers from the scarcity of effective features and the high false positive rate (FP). To alleviate those problems, we propose a layered anti-phishing solution that aims at (1) exploiting the expressiveness of a rich set of features with machine learning to achieve a high true positive rate (TP) on novel phish, and (2) limiting the FP to a low level via filtering algorithms.
 Specifically, we proposed CANTINA+, the most comprehensive feature-based approach in the literature including eight novel features, which exploits the HTML Document Object Model (DOM), search engines and third party services with machine learning techniques to detect phish. Moreover, we designed two filters to help reduce FP and achieve runtime speedup. The first is a near-duplicate phish detector that uses hashing to catch highly similar phish. The second is a login form filter, which directly classifies Web pages with no identified login form as legitimate.
 We extensively evaluated CANTINA+ with two methods on a diverse spectrum of corpora with 8118 phish and 4883 legitimate Web pages. In the randomized evaluation, CANTINA+ achieved over 92% TP on unique testing phish and over 99% TP on near-duplicate testing phish, and about 0.4% FP with 10% training phish. In the time-based evaluation, CANTINA+ also achieved over 92% TP on unique testing phish, over 99% TP on near-duplicate testing phish, and about 1.4% FP under 20% training phish with a two-week sliding window. Capable of achieving 0.4% FP and over 92% TP, our CANTINA+ has been demonstrated to be a competitive anti-phishing solution.",2011,36,429,34,false,Computer Science,145353524,Guang Xiang,2110688724,Jason I. Hong,,,35959897,C. Rosé,1699751,L. Cranor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24a3043e89c18efcb7c4baace5998522449e144b,https://www.semanticscholar.org/paper/24a3043e89c18efcb7c4baace5998522449e144b,Plant Disease Detection Using Machine Learning,"Crop diseases are a noteworthy risk to sustenance security, however their quick distinguishing proof stays troublesome in numerous parts of the world because of the non attendance of the important foundation. Emergence of accurate techniques in the field of leaf-based image classification has shown impressive results. This paper makes use of Random Forest in identifying between healthy and diseased leaf from the data sets created. Our proposed paper includes various phases of implementation namely dataset creation, feature extraction, training the classifier and classification. The created datasets of diseased and healthy leaves are collectively trained under Random Forest to classify the diseased and healthy images. For extracting features of an image we use Histogram of an Oriented Gradient (HOG). Overall, using machine learning to train the large data sets available publicly gives us a clear way to detect the disease present in plants in a colossal scale.",2018,19,136,5,false,Computer Science,51141201,Shima Ramesh Maniyath,51197607,Vinod P V,,,51202601,N. M,51186469,P. R.,1400796361,P. N,51197979,S. N,51183853,R. Hebbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd01dfa8e55eae8ffbbb168f0a4aa7911e594f8c,https://www.semanticscholar.org/paper/dd01dfa8e55eae8ffbbb168f0a4aa7911e594f8c,Deep IV: A Flexible Approach for Counterfactual Prediction,Counterfactual prediction requires understanding causal relationships between so-called treatment and outcome variables. This paper provides a recipe for augmenting deep learning methods to accurately characterize such relationships in the presence of instrument variables (IVs)—sources of treatment randomization that are conditionally independent from the outcomes. Our IV specification resolves into two prediction tasks that can be solved with deep neural nets: a first-stage network for treatment prediction and a second-stage network whose loss function involves integration over the conditional treatment distribution. This Deep IV framework allows us to take advantage of off-the-shelf supervised learning techniques to estimate causal effects by adapting the loss function. Experiments show that it outperforms existing machine learning approaches.,2017,31,188,38,false,Computer Science,32745519,Jason S. Hartford,151505718,Greg Lewis,,,1388404060,Kevin Leyton-Brown,32407682,Matt Taddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
