paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/2,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,fieldsOfStudy/3
9e6c798940c9998477a462b50e0a5b07259f1056,https://www.semanticscholar.org/paper/9e6c798940c9998477a462b50e0a5b07259f1056,PLANET: Massively Parallel Learning of Tree Ensembles with MapReduce,"Classification and regression tree learning on massive datasets is a common data mining task at Google, yet many state of the art tree learning algorithms require training data to reside in memory on a single machine. While more scalable implementations of tree learning have been proposed, they typically require specialized parallel computing architectures. In contrast, the majority of Google's computing infrastructure is based on commodity hardware. In this paper, we describe PLANET: a scalable distributed framework for learning tree models over large datasets. PLANET defines tree learning as a series of distributed computations, and implements each one using the MapReduce model of distributed computation. We show how this framework supports scalable construction of classification and regression trees, as well as ensembles of such models. We discuss the benefits and challenges of using a MapReduce compute cluster for tree learning, and demonstrate the scalability of this approach by applying it to a real world learning task from the domain of computational advertising.",2009,41,306,17,False,Computer Science,,34547779,Biswanath Panda,101285460.0,Josh Herbach,40632403.0,Sugato Basu,1692160.0,R. Bayardo,,,,,,,,,,,,,,,,,,,,
57b3f8df7020b67df71a96974adef8d5282ed396,https://www.semanticscholar.org/paper/57b3f8df7020b67df71a96974adef8d5282ed396,"11,001 New Features for Statistical Machine Translation","We use the Margin Infused Relaxed Algorithm of Crammer et al. to add a large number of new features to two machine translation systems: the Hiero hierarchical phrase-based translation system and our syntax-based translation system. On a large-scale Chinese-English translation task, we obtain statistically significant improvements of +1.5 Bleu and + 1.1 Bleu, respectively. We analyze the impact of the new features and the performance of the learning algorithm.",2009,43,220,25,True,Computer Science,,145287425,David Chiang,152971314.0,Kevin Knight,49337181.0,Wei Wang,,,,,,,,,,,,,,,,,,,,,,
006cb500fd0b25200e12eb5a024756aea3d569ed,https://www.semanticscholar.org/paper/006cb500fd0b25200e12eb5a024756aea3d569ed,Learning in a Large Function Space: Privacy-Preserving Mechanisms for SVM Learning,"The ubiquitous need for analyzing privacy-sensitive information—including health records, personal communications, product ratings and social network data—is driving significant interest in privacy-preserving data analysis across several research communities. This paper explores the release of Support Vector Machine (SVM) classifiers while preserving the privacy of training data. The SVM is a popular machine learning method that maps data to a high-dimensional feature space before learning a linear decision boundary. We present efficient mechanisms for finite-dimensional feature mappings and for (potentially infinite-dimensional) mappings with translation-invariant kernels. In the latter case, our mechanism borrows a technique from large-scale learning to learn in a finite-dimensional feature space whose inner-product uniformly approximates the desired feature space inner-product (the desired kernel) with high probability. Differential privacy is established using algorithmic stability, a property used in learning theory to bound generalization error. Utility—when the private classifier is pointwise close to the non-private classifier with high probability—is proven using smoothness of regularized empirical risk minimization with respect to small perturbations to the feature mapping. Finally we conclude with lower bounds on the differential privacy of any mechanism approximating the SVM.",2009,58,263,17,True,Mathematics,Computer Science,1868067,Benjamin I. P. Rubinstein,1745169.0,P. Bartlett,50055322.0,Ling Huang,2703784.0,N. Taft,,,,,,,,,,,,,,,,,,,,
06aa334b466e68704eef37d90202894f34f4ea4f,https://www.semanticscholar.org/paper/06aa334b466e68704eef37d90202894f34f4ea4f,Protein secondary structure prediction using logic-based machine learning,"Many attempts have been made to solve the problem of predicting protein secondary structure from the primary sequence but the best performance results are still disappointing. In this paper, the use of a machine learning algorithm which allows relational descriptions is shown to lead to improved performance. The Inductive Logic Programming computer program, Golem, was applied to learning secondary structure prediction rules for alpha/alpha domain type proteins. The input to the program consisted of 12 non-homologous proteins (1612 residues) of known structure, together with a background knowledge describing the chemical and physical properties of the residues. Golem learned a small set of rules that predict which residues are part of the alpha-helices--based on their positional relationships and chemical and physical properties. The rules were tested on four independent non-homologous proteins (416 residues) giving an accuracy of 81% (+/- 2%). This is an improvement, on identical data, over the previously reported result of 73% by King and Sternberg (1990, J. Mol. Biol., 216, 441-457) using the machine learning program PROMIS, and of 72% using the standard Garnier-Osguthorpe-Robson method. The best previously reported result in the literature for the alpha/alpha domain type is 76%, achieved using a neural net approach. Machine learning also has the advantage over neural network and statistical methods in producing more understandable results.",1992,2,137,1,False,Computer Science,,145147566,S. Muggleton,33654217.0,R. King,145410834.0,M. Sternberg,,,,,,,,,,,,,,,,,,,,,,
b2504b0b2a7e06eab02a3584dd46d94a3f05ffdf,https://www.semanticscholar.org/paper/b2504b0b2a7e06eab02a3584dd46d94a3f05ffdf,Conditional Neural Processes,"Deep neural networks excel at function approximation, yet they are typically trained from scratch for each new function. On the other hand, Bayesian methods, such as Gaussian Processes (GPs), exploit prior knowledge to quickly infer the shape of a new function at test time. Yet GPs are computationally expensive, and it can be hard to design appropriate priors. In this paper we propose a family of neural models, Conditional Neural Processes (CNPs), that combine the benefits of both. CNPs are inspired by the flexibility of stochastic processes such as GPs, but are structured as neural networks and trained via gradient descent. CNPs make accurate predictions after observing only a handful of training data points, yet scale to complex functions and large datasets. We demonstrate the performance and versatility of the approach on a range of canonical machine learning tasks, including regression, classification and image completion.",2018,34,370,93,False,Computer Science,Mathematics,3468254,M. Garnelo,2445250.0,Dan Rosenbaum,2772217.0,Chris J. Maddison,34505275.0,Tiago Ramalho,143810408.0,D. Saxton,1757629.0,M. Shanahan,1725303.0,Y. Teh,1748523.0,Danilo Jimenez Rezende,,143648071.0,S. Eslami,,,,,,,,,
be13051815e357c4963bb21546b301a336feca6a,https://www.semanticscholar.org/paper/be13051815e357c4963bb21546b301a336feca6a,Using Machine-Learning Methods for Musical Style Modeling,"The ability to construct a musical theory from examples presents a great intellectual challenge that, if successfully met, could foster a range of new creative applications. Inspired by this challenge, we sought to apply machine-learning methods to the problem of musical style modeling. Our work so far has produced examples of musical generation and applications to a computer-aided composition system. Machine learning consists of deriving a mathematical model, such as a set of stochastic rules, from a set of musical examples. The act of musical composition involves a highly structured mental process. Although it is complex and difficult to formalize, it is clearly far from being a random activity. Our research seeks to capture some of the regularity apparent in the composition process by using statistical and information theoretic tools to analyze musical pieces. The resulting models can be used for inference and prediction and, to a certain extent, to generate new works that imitate the style of the great masters.",2003,17,164,7,False,Computer Science,,2204186,S. Dubnov,2435162.0,G. Assayag,2251215.0,O. Lartillot,2455381.0,G. Bejerano,,,,,,,,,,,,,,,,,,,,
f98497d63a286637262c98e07d5325aa22ad2a7a,https://www.semanticscholar.org/paper/f98497d63a286637262c98e07d5325aa22ad2a7a,Analysis of Sparse Bayesian Learning,"The recent introduction of the 'relevance vector machine' has effectively demonstrated how sparsity may be obtained in generalised linear models within a Bayesian framework. Using a particular form of Gaussian parameter prior, 'learning' is the maximisation, with respect to hyperparameters, of the marginal likelihood of the data. This paper studies the properties of that objective function, and demonstrates that conditioned on an individual hyper-parameter, the marginal likelihood has a unique maximum which is computable in closed form. It is further shown that if a derived 'sparsity criterion' is satisfied, this maximum is exactly equivalent to 'pruning' the corresponding parameter from the model.",2001,9,301,33,True,Computer Science,Mathematics,33171556,Anita C. Faul,2831141.0,Michael E. Tipping,,,,,,,,,,,,,,,,,,,,,,,,
76d4b7fd734f987dc87c9aafdbcc7e1af99ad8a5,https://www.semanticscholar.org/paper/76d4b7fd734f987dc87c9aafdbcc7e1af99ad8a5,Learning to recognize patterns without a teacher,"An important problem in pattern recognition or signal detection is the recognition of a pattern that is completely characterized statistically except for a finite set of unknown parameters. If a machine is required to solve such a problem on a number of occasions, it is possible to take advantage of this repetition. One can design a machine that will extract more and more of the pertinent information about these unknown parameters as it recognizes the patterns and readjusts itself to be more selective to them; the machine improves in performance as it gains experience on the problem. This paper presents a model suitable for many such problems and evolves a solution in the form of a machine that ""learns"" to solve the problem without external aid. Such machines are said to ""learn without a teacher."" The Bayes solution to the model problem requires the computation of the a posteriori probability density of the unknown parameters. A recursive equation for this density is derived. This equation describes the structure of a relatively simple system of finite size that may be realized in a delay-feedback form. The application of the model and the synthesis of a learning system are illustrated by the derivation of a receiver for the detection of signals of unknown amplitude in white Gaussian noise.",1967,10,138,2,False,Computer Science,,2158281,S. Fralick,,,,,,,,,,,,,,,,,,,,,,,,,,
0165568bcc1a819c18564567f2ec15d859be2519,https://www.semanticscholar.org/paper/0165568bcc1a819c18564567f2ec15d859be2519,Cheap and Fast – But is it Good? Evaluating Non-Expert Annotations for Natural Language Tasks,"Human linguistic annotation is crucial for many natural language processing tasks but can be expensive and time-consuming. We explore the use of Amazon's Mechanical Turk system, a significantly cheaper and faster method for collecting annotations from a broad base of paid non-expert contributors over the Web. We investigate five tasks: affect recognition, word similarity, recognizing textual entailment, event temporal ordering, and word sense disambiguation. For all five, we show high agreement between Mechanical Turk non-expert annotations and existing gold standard labels provided by expert labelers. For the task of affect recognition, we also show that using non-expert labels for training machine learning algorithms can be as effective as using gold standard annotations from experts. We propose a technique for bias correction that significantly improves annotation quality on two tasks. We conclude that many large labeling tasks can be effectively designed and carried out in this method at a fraction of the usual expense.",2008,35,2195,170,True,Computer Science,,144621026,R. Snow,1401020033.0,Brendan T. O'Connor,1746807.0,Dan Jurafsky,34699434.0,A. Ng,,,,,,,,,,,,,,,,,,,,
56edaa1368ff4dfa45388e4be24fdfbded7d88a7,https://www.semanticscholar.org/paper/56edaa1368ff4dfa45388e4be24fdfbded7d88a7,A Primer on Neural Network Models for Natural Language Processing,"Over the past few years, neural networks have re-emerged as powerful machine-learning models, yielding state-of-the-art results in fields such as image recognition and speech processing. More recently, neural network models started to be applied also to textual natural language signals, again with very promising results. This tutorial surveys neural network models from the perspective of natural language processing research, in an attempt to bring natural-language researchers up to speed with the neural techniques. The tutorial covers input encoding for natural language tasks, feed-forward networks, convolutional networks, recurrent networks and recursive networks, as well as the computation graph abstraction for automatic gradient computation.",2015,185,892,59,True,Computer Science,,2089067,Yoav Goldberg,,,,,,,,,,,,,,,,,,,,,,,,,,
4ec953de1331fe5f720320c9f2f82884b2512701,https://www.semanticscholar.org/paper/4ec953de1331fe5f720320c9f2f82884b2512701,Machine Learning Methods in Drug Discovery,"The advancements of information technology and related processing techniques have created a fertile base for progress in many scientific fields and industries. In the fields of drug discovery and development, machine learning techniques have been used for the development of novel drug candidates. The methods for designing drug targets and novel drug discovery now routinely combine machine learning and deep learning algorithms to enhance the efficiency, efficacy, and quality of developed outputs. The generation and incorporation of big data, through technologies such as high-throughput screening and high through-put computational analysis of databases used for both lead and target discovery, has increased the reliability of the machine learning and deep learning incorporated techniques. The use of these virtual screening and encompassing online information has also been highlighted in developing lead synthesis pathways. In this review, machine learning and deep learning algorithms utilized in drug discovery and associated techniques will be discussed. The applications that produce promising results and methods will be reviewed.",2020,101,63,0,True,Medicine,Computer Science,2026124178,Lauv Patel,51466154.0,T. Shukla,38820495.0,Xiuzhen Huang,2251733.0,D. Ussery,5954673.0,Shanzhi Wang,,,,,,,,,,,,,,,,,,
b9bf865c3cad373caa48a8328596394dad1ac0e4,https://www.semanticscholar.org/paper/b9bf865c3cad373caa48a8328596394dad1ac0e4,Artificial Neural Networks-Based Machine Learning for Wireless Networks: A Tutorial,"In order to effectively provide ultra reliable low latency communications and pervasive connectivity for Internet of Things (IoT) devices, next-generation wireless networks can leverage intelligent, data-driven functions enabled by the integration of machine learning (ML) notions across the wireless core and edge infrastructure. In this context, this paper provides a comprehensive tutorial that overviews how artificial neural networks (ANNs)-based ML algorithms can be employed for solving various wireless networking problems. For this purpose, we first present a detailed overview of a number of key types of ANNs that include recurrent, spiking, and deep neural networks, that are pertinent to wireless networking applications. For each type of ANN, we present the basic architecture as well as specific examples that are particularly important and relevant wireless network design. Such ANN examples include echo state networks, liquid state machine, and long short term memory. Then, we provide an in-depth overview on the variety of wireless communication problems that can be addressed using ANNs, ranging from communication using unmanned aerial vehicles to virtual reality applications over wireless networks as well as edge computing and caching. For each individual application, we present the main motivation for using ANNs along with the associated challenges while we also provide a detailed example for a use case scenario and outline future works that can be addressed using ANNs. In a nutshell, this paper constitutes the first holistic tutorial on the development of ANN-based ML techniques tailored to the needs of future wireless networks.",2017,245,479,16,False,Computer Science,,2107942948,Mingzhe Chen,2318575.0,Ursula Challita,145412074.0,W. Saad,1768333.0,Changchuan Yin,145118318.0,M. Debbah,,,,,,,,,,,,,,,,,,
18145e358d4d5cd5dab06558aca47b8ea21fadef,https://www.semanticscholar.org/paper/18145e358d4d5cd5dab06558aca47b8ea21fadef,Machine Learning Techniques for Civil Engineering Problems,"The growing volume of information databases presents opportunities for advanced data analysis techniques from machine learning (ML) research. Practical applications of ML are very different from theoretical or empirical studies, involving organizational and human aspects and various other constraints. Despite the importance of applied ML, little has been discussed in the general ML literature on this topic. In order to remedy this situation, I studied practical applications of ML and developed a proposal for a seven–step process that can guide practical applications of ML in engineering. The process is illustrated by relevant applications of ML in civil engineering. This illustration shows that the potential of ML has only begun to be explored but also cautions that in order to be successful, the application process must carefully address the issues related to the seven–step process.",1997,112,101,6,False,Computer Science,,2870501,Y. Reich,,,,,,,,,,,,,,,,,,,,,,,,,,
c7330852a07170cd0e6990f5fbde5fca12b6ccd6,https://www.semanticscholar.org/paper/c7330852a07170cd0e6990f5fbde5fca12b6ccd6,Mitigating Unwanted Biases with Adversarial Learning,"Machine learning is a tool for building models that accurately represent input training data. When undesired biases concerning demographic groups are in the training data, well-trained models will reflect those biases. We present a framework for mitigating such biases by including a variable for the group of interest and simultaneously learning a predictor and an adversary. The input to the network X, here text or census data, produces a prediction Y, such as an analogy completion or income bracket, while the adversary tries to model a protected variable Z, here gender or zip code. The objective is to maximize the predictor's ability to predict Y while minimizing the adversary's ability to predict Z. Applied to analogy completion, this method results in accurate predictions that exhibit less evidence of stereotyping Z. When applied to a classification task using the UCI Adult (Census) Dataset, it results in a predictive model that does not lose much accuracy while achieving very close to equality of odds (Hardt, et al., 2016). The method is flexible and applicable to multiple definitions of fairness as well as a wide range of gradient-based learning models, including both regression and classification tasks.",2018,11,761,99,True,Computer Science,Mathematics,11809518,B. Zhang,40640868.0,B. Lemoine,49501003.0,Margaret Mitchell,,,,,,,,,,,,,,,,,,,,,,
d65f8bb342f3a4fbf119bd2f822318741de3b567,https://www.semanticscholar.org/paper/d65f8bb342f3a4fbf119bd2f822318741de3b567,Comparing molecules and solids across structural and alchemical space.,"Evaluating the (dis)similarity of crystalline, disordered and molecular compounds is a critical step in the development of algorithms to navigate automatically the configuration space of complex materials. For instance, a structural similarity metric is crucial for classifying structures, searching chemical space for better compounds and materials, and driving the next generation of machine-learning techniques for predicting the stability and properties of molecules and materials. In the last few years several strategies have been designed to compare atomic coordination environments. In particular, the smooth overlap of atomic positions (SOAPs) has emerged as an elegant framework to obtain translation, rotation and permutation-invariant descriptors of groups of atoms, underlying the development of various classes of machine-learned inter-atomic potentials. Here we discuss how one can combine such local descriptors using a regularized entropy match (REMatch) approach to describe the similarity of both whole molecular and bulk periodic structures, introducing powerful metrics that enable the navigation of alchemical and structural complexities within a unified framework. Furthermore, using this kernel and a ridge regression method we can predict atomization energies for a database of small organic molecules with a mean absolute error below 1 kcal mol(-1), reaching an important milestone in the application of machine-learning techniques for the evaluation of molecular properties.",2015,101,387,6,True,Physics,Chemistry,153048885,Sandip De,3938091.0,A. Bartók,2559761.0,Gábor Csányi,1917770.0,M. Ceriotti,,,,,,,,,Medicine,,,,,,,,,,,Materials Science
2f91dbe76db2d377b8a08c58017883dda4b77a97,https://www.semanticscholar.org/paper/2f91dbe76db2d377b8a08c58017883dda4b77a97,Generalized SMO Algorithm for SVM-Based Multitask Learning,"Exploiting additional information to improve traditional inductive learning is an active research area in machine learning. In many supervised-learning applications, training data can be naturally separated into several groups, and incorporating this group information into learning may improve generalization. Recently, Vapnik proposed a general approach to formalizing such problems, known as “learning with structured data” and its support vector machine (SVM) based optimization formulation called SVM+. Liang and Cherkassky showed the connection between SVM+ and multitask learning (MTL) approaches in machine learning, and proposed an SVM-based formulation for MTL called SVM+MTL for classification. Training the SVM+MTL classifier requires the solution of a large quadratic programming optimization problem which scales as O(n3) with sample size n. So there is a need to develop computationally efficient algorithms for implementing SVM+MTL. This brief generalizes Platt's sequential minimal optimization (SMO) algorithm to the SVM+MTL setting. Empirical results show that, for typical SVM+MTL problems, the proposed generalized SMO achieves over 100 times speed-up, in comparison with general-purpose optimization routines.",2012,25,62,6,False,Computer Science,Medicine,2064272099,Feng Cai,145884505.0,V. Cherkassky,,,,,,,,,,,,,,,,,,,,,,,,
0c236e611a90018e84d9de23d1cff241354079be,https://www.semanticscholar.org/paper/0c236e611a90018e84d9de23d1cff241354079be,Automatically refining the wikipedia infobox ontology,"The combined efforts of human volunteers have recently extracted numerous facts from Wikipedia, storing them as machine-harvestable object-attribute-value triples in Wikipedia infoboxes. Machine learning systems, such as Kylin, use these infoboxes as training data, accurately extracting even more semantic knowledge from natural language text. But in order to realize the full power of this information, it must be situated in a cleanly-structured ontology. This paper introduces KOG, an autonomous system for refining Wikipedia's infobox-class ontology towards this end. We cast the problem of ontology refinement as a machine learning problem and solve it using both SVMs and a more powerful joint-inference approach expressed in Markov Logic Networks. We present experiments demonstrating the superiority of the joint-inference approach and evaluating other aspects of our system. Using these techniques, we build a rich ontology, integrating Wikipedia's infobox-class schemata with WordNet. We demonstrate how the resulting ontology may be used to enhance Wikipedia with improved query processing and other features.",2008,37,381,24,True,Computer Science,,2110920850,Fei Wu,1780531.0,Daniel S. Weld,,,,,,,,,,,,,,,,,,,,,,,,
2aff69adb95ddb6c766385acf439e9a19d45b20b,https://www.semanticscholar.org/paper/2aff69adb95ddb6c766385acf439e9a19d45b20b,Constraining Effective Field Theories with Machine Learning.,"We present powerful new analysis techniques to constrain effective field theories at the LHC. By leveraging the structure of particle physics processes, we extract extra information from Monte Carlo simulations, which can be used to train neural network models that estimate the likelihood ratio. These methods scale well to processes with many observables and theory parameters, do not require any approximations of the parton shower or detector response, and can be evaluated in microseconds. We show that they allow us to put significantly stronger bounds on dimension-six operators than existing methods, demonstrating their potential to improve the precision of the LHC legacy constraints.",2018,80,113,1,True,Medicine,Computer Science,32906304,J. Brehmer,11638962.0,K. Cranmer,1881041.0,Gilles Louppe,144701212.0,J. Pavez,,,,,,,,,Physics,,,,,,,,,,,Mathematics
e8b3c5e2cf19768b61a263ed4762db98be60c3cb,https://www.semanticscholar.org/paper/e8b3c5e2cf19768b61a263ed4762db98be60c3cb,Inductive logic programming - from machine learning to software engineering,"From the Publisher: Although Inductive Logic Programming (ILP) is generally thought of as a research area at the intersection of machine learning and computational logic, Bergadano and Gunetti propose that most of the research in ILP has in fact come from machine learning, particularly in the evolution of inductive reasoning from pattern recognition, through initial approaches to symbolic machine learning, to recent techniques for learning relational concepts. In this book they provide an extended, up-to-date survey of ILP, emphasizing methods and systems suitable for software engineering applications, including inductive program development, testing, and maintenance. Inductive Logic Programming includes a definition of the basic ILP problem and its variations (incremental, with queries, for multiple predicates and predicate invention capabilities), a description of bottom-up operators and techniques (such as least general generalization, inverse resolution, and inverse implication), an analysis of top-down methods (mainly MIS and FOIL-like systems), and a survey of methods and languages for specifying inductive bias. Logic Programming series",1995,0,126,18,False,Computer Science,,2080984,F. Bergadano,1792257.0,D. Gunetti,,,,,,,,,,,,,,,,,,,,,,,,
833c4ac0599f4b8c5f1ee6ea948ec675fbe56b15,https://www.semanticscholar.org/paper/833c4ac0599f4b8c5f1ee6ea948ec675fbe56b15,Neural-Symbolic Computing: An Effective Methodology for Principled Integration of Machine Learning and Reasoning,"Current advances in Artificial Intelligence and machine learning in general, and deep learning in particular have reached unprecedented impact not only across research communities, but also over popular media channels. However, concerns about interpretability and accountability of AI have been raised by influential thinkers. In spite of the recent impact of AI, several works have identified the need for principled knowledge representation and reasoning mechanisms integrated with deep learning-based systems to provide sound and explainable models for such systems. Neural-symbolic computing aims at integrating, as foreseen by Valiant, two most fundamental cognitive abilities: the ability to learn from the environment, and the ability to reason from what has been learned. Neural-symbolic computing has been an active topic of research for many years, reconciling the advantages of robust learning in neural networks and reasoning and interpretability of symbolic representation. In this paper, we survey recent accomplishments of neural-symbolic computing as a principled methodology for integrated machine learning and reasoning. We illustrate the effectiveness of the approach by outlining the main characteristics of the methodology: principled integration of neural learning with symbolic knowledge representation and reasoning allowing for the construction of explainable AI systems. The insights provided by neural-symbolic computing shed new light on the increasingly prominent need for interpretable and accountable AI systems.",2019,57,169,7,False,Computer Science,,2925941,A. Garcez,145467467.0,M. Gori,2335532.0,L. Lamb,144077615.0,L. Serafini,145570895.0,Michael Spranger,1930235.0,S. Tran,,,,,,,,,,,,,,,,
ddacf4b9dea711d2ac50f0d6a29e62f3cd96bccb,https://www.semanticscholar.org/paper/ddacf4b9dea711d2ac50f0d6a29e62f3cd96bccb,Applications of support vector machines to speech recognition,"Recent work in machine learning has focused on models, such as the support vector machine (SVM), that automatically control generalization and parameterization as part of the overall optimization process. In this paper, we show that SVMs provide a significant improvement in performance on a static pattern classification task based on the Deterding vowel data. We also describe an application of SVMs to large vocabulary speech recognition and demonstrate an improvement in error rate on a continuous alphadigit task (OGI Alphadigits) and a large vocabulary conversational speech task (Switchboard). Issues related to the development and optimization of an SVM/HMM hybrid system are discussed.",2004,66,292,12,False,Computer Science,,1782807,A. Ganapathiraju,144170973.0,J. Hamaker,1744408.0,J. Picone,,,,,,,,,,,,,,,,,,,,,,
c27b5c53985996834540243b4c3173ba18efc386,https://www.semanticscholar.org/paper/c27b5c53985996834540243b4c3173ba18efc386,Machine Learning Algorithms in Bipedal Robot Control,"Over the past decades, machine learning techniques, such as supervised learning, reinforcement learning, and unsupervised learning, have been increasingly used in the control engineering community. Various learning algorithms have been developed to achieve autonomous operation and intelligent decision making for many complex and challenging control problems. One of such problems is bipedal walking robot control. Although still in their early stages, learning techniques have demonstrated promising potential to build adaptive control systems for bipedal robots. This paper gives a review of recent advances on the state-of-the-art learning algorithms and their applications to bipedal robot control. The effects and limitations of different learning techniques are discussed through a representative selection of examples from the literature. Guidelines for future research on learning control of bipedal robots are provided in the end.",2012,142,68,2,False,Computer Science,,2116951567,Shouyi Wang,1936810.0,W. Chaovalitwongse,1705222.0,Robert Babuška,,,,,,,,,,,,,,,,,,,,,,
9ebb28851b253817f9a0ea5ddc22b0fd9a934a2f,https://www.semanticscholar.org/paper/9ebb28851b253817f9a0ea5ddc22b0fd9a934a2f,Deep Learning--based Text Classification,"Deep learning--based models have surpassed classical machine learning--based approaches in various text classification tasks, including sentiment analysis, news categorization, question answering, and natural language inference. In this article, we provide a comprehensive review of more than 150 deep learning--based models for text classification developed in recent years, and we discuss their technical contributions, similarities, and strengths. We also provide a summary of more than 40 popular datasets widely used for text classification. Finally, we provide a quantitative analysis of the performance of different deep learning models on popular benchmarks, and we discuss future research directions.",2020,239,230,2,False,Computer Science,Mathematics,2164604,Shervin Minaee,2583391.0,Nal Kalchbrenner,49943757.0,E. Cambria,1620486779.0,Narjes Nikzad,89845455.0,M. Chenaghlu,1800422.0,Jianfeng Gao,,,,,,,,,,,,,,,,
775dc4bdfb51541acbeced051d2bd8ce0840367c,https://www.semanticscholar.org/paper/775dc4bdfb51541acbeced051d2bd8ce0840367c,"Temporal Sequence Learning, Prediction, and Control: A Review of Different Models and Their Relation to Biological Mechanisms","In this review, we compare methods for temporal sequence learning (TSL) across the disciplines machine-control, classical conditioning, neuronal models for TSL as well as spike-timing-dependent plasticity (STDP). This review introduces the most influential models and focuses on two questions: To what degree are reward-based (e.g., TD learning) and correlation-based (Hebbian) learning related? and How do the different models correspond to possibly underlying biological mechanisms of synaptic plasticity? We first compare the different models in an open-loop condition, where behavioral feedback does not alter the learning. Here we observe that reward-based and correlation-based learning are indeed very similar. Machine control is then used to introduce the problem of closed-loop control (e.g., actor-critic architectures). Here the problem of evaluative (rewards) versus nonevaluative (correlations) feedback from the environment will be discussed, showing that both learning approaches are fundamentally different in the closed-loop condition. In trying to answer the second question, we compare neuronal versions of the different learning architectures to the anatomy of the involved brain structures (basal-ganglia, thalamus, and cortex) and the molecular biophysics of glutamatergic and dopaminergic synapses. Finally, we discuss the different algorithms used to model STDP and compare them to reward-based learning rules. Certain similarities are found in spite of the strongly different timescales. Here we focus on the biophysics of the different calcium-release mechanisms known to be involved in STDP.",2005,353,222,9,True,Computer Science,Psychology,1714016,F. Wörgötter,2728662.0,B. Porr,,,,,,,,,,,,,Medicine,,,,,,,,,,,
46038cb1606041001be2f42b4e09f630d4b4147f,https://www.semanticscholar.org/paper/46038cb1606041001be2f42b4e09f630d4b4147f,On Challenges in Machine Learning Model Management,"The training, maintenance, deployment, monitoring, organization and documentation of machine learning (ML) models – in short model management – is a critical task in virtually all production ML use cases. Wrong model management decisions can lead to poor performance of a ML system and result in high maintenance cost. As both research on infrastructure as well as on algorithms is quickly evolving, there is a lack of understanding of challenges and best practices for ML model management. Therefore, this field is receiving increased attention in recent years, both from the data management as well as from the ML community. In this paper, we discuss a selection of ML use cases, develop an overview over conceptual, engineering, and data-related challenges arising in the management of the corresponding ML models, and point out future research directions.",2018,42,99,6,False,Computer Science,,2180399,Sebastian Schelter,2170760.0,F. Biessmann,2166235.0,Tim Januschowski,144607961.0,David Salinas,1792476.0,Stephan Seufert,72270481.0,Gyuri Szarvas,,,,,,,,,,,,,,,,
1890c124749d00cce965e0b9495eafe127e16a26,https://www.semanticscholar.org/paper/1890c124749d00cce965e0b9495eafe127e16a26,Chapter 11 Transfer Learning,"Transfer learning is the improvement of learning in a new task through the transfer of knowledge from a related task that has already been learned. While most machine learning algorithms are designed to address single tasks, the development of algorithms that facilitate transfer learning is a topic of ongoing interest in the machine-learning community. This chapter provides an introduction to the goals, formulations, and challenges of transfer learning. It surveys current research in this area, giving an overview of the state of the art and outlining the open problems. The survey covers transfer in both inductive learning and reinforcement learning, and discusses the issues of negative transfer and task mapping in depth.",2009,63,93,11,False,Computer Science,,1801209,Lisa A. Torrey,1734317.0,J. Shavlik,,,,,,,,,,,,,,,,,,,,,,,,
85f6caeba5514b5af83eb0e0309c6b9908e4aa5c,https://www.semanticscholar.org/paper/85f6caeba5514b5af83eb0e0309c6b9908e4aa5c,Comparison of Machine Learning Methods With Traditional Models for Use of Administrative Claims With Electronic Medical Records to Predict Heart Failure Outcomes,"Key Points Question Can prediction of patient outcomes in heart failure based on routinely collected claims data be improved with machine learning methods and incorporating linked electronic medical records? Findings In this prognostic study including records on 9502 patients, machine learning methods offered only limited improvement over logistic regression in predicting key outcomes in heart failure based on administrative claims. Inclusion of additional predictors from electronic medical records improved prediction for mortality, heart failure hospitalization, and loss in home days but not for high cost. Meaning Models based on claims-only predictors may achieve modest discrimination and accuracy in prediction of key patient outcomes in heart failure, and machine learning approaches and incorporation of additional predictors from electronic medical records may offer some improvement in risk prediction of select outcomes.",2020,28,118,1,True,Medicine,,49277759,R. Desai,1993121367.0,Shirley V. Wang,5942717.0,M. Vaduganathan,5466525.0,T. Evers,145876902.0,S. Schneeweiss,,,,,,,,,,,,,,,,,,
