paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name,authors/28/authorId,authors/28/name,authors/29/authorId,authors/29/name,authors/30/authorId,authors/30/name,authors/31/authorId,authors/31/name,authors/32/authorId,authors/32/name,authors/33/authorId,authors/33/name,authors/34/authorId,authors/34/name,authors/35/authorId,authors/35/name,authors/36/authorId,authors/36/name,authors/37/authorId,authors/37/name,authors/38/authorId,authors/38/name,authors/39/authorId,authors/39/name,authors/40/authorId,authors/40/name,authors/41/authorId,authors/41/name,authors/42/authorId,authors/42/name,authors/43/authorId,authors/43/name,authors/44/authorId,authors/44/name,authors/45/authorId,authors/45/name,authors/46/authorId,authors/46/name,authors/47/authorId,authors/47/name,authors/48/authorId,authors/48/name,authors/49/authorId,authors/49/name,authors/50/authorId,authors/50/name,authors/51/authorId,authors/51/name,authors/52/authorId,authors/52/name,authors/53/authorId,authors/53/name,authors/54/authorId,authors/54/name,authors/55/authorId,authors/55/name,authors/56/authorId,authors/56/name,authors/57/authorId,authors/57/name,authors/58/authorId,authors/58/name,authors/59/authorId,authors/59/name,authors/60/authorId,authors/60/name,authors/61/authorId,authors/61/name,authors/62/authorId,authors/62/name,authors/63/authorId,authors/63/name,authors/64/authorId,authors/64/name,authors/65/authorId,authors/65/name,authors/66/authorId,authors/66/name,authors/67/authorId,authors/67/name,authors/68/authorId,authors/68/name,authors/69/authorId,authors/69/name,authors/70/authorId,authors/70/name,authors/71/authorId,authors/71/name,authors/72/authorId,authors/72/name,fieldsOfStudy/2
a9f1697217687931c0817eaff61caa84c2182570,https://www.semanticscholar.org/paper/a9f1697217687931c0817eaff61caa84c2182570,Youth Learning Machine Learning through Building Models of Athletic Moves,"Machine Learning-based (ML) technologies impact many facets of our lives. Given ML's ubiquity, and the ways it offers creative computational possibilities distinct from programming, we believe it could be a powerful tool for youth to leverage in making, creativity, and play. We investigate how youth with no programming experience can incorporate ML classifiers into athletic practice by building models of their own physical activity. In this paper, we describe a design experiment exploring how to introduce youth to making ML models within the context of their athletic interests. We present AlpacaML, an iOS application that connects to wearable sensors and allows young people to model physical movement using an ML classifier, and detail its use in a three-hour workshop with middle- and high-school athletes. We found the youth were able to collect data, build models, test and evaluate models, and quickly iterate on this process. We finish with a discussion of why this is a promising direction for the incorporation of Machine Learning into novice youth making, exploration, and play.",2019,22,74,9,False,Computer Science,,1417420548,Abigail Zimmermann-Niefield,2093408205.0,Makenna Turner,113091236.0,Bridget Murphy,2893996.0,Shaun K. Kane,145140106.0,R. B. Shapiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d6adaa16ed0af9935a1130a305c85e8bdf8780d,https://www.semanticscholar.org/paper/8d6adaa16ed0af9935a1130a305c85e8bdf8780d,An Algorithmic Perspective on Imitation Learning,"As robots and other intelligent agents move from simple environments and problems to more complex, unstructured settings, manually programming their behavior has become increasingly challenging and expensive. Often, it is easier for a teacher to demonstrate a desired behavior rather than attempt to manually engineer it. This process of learning from demonstrations, and the study of algorithms to do so, is called imitation learning. This work provides an introduction to imitation learning. It covers the underlying assumptions, approaches, and how they relate; the rich set of algorithms developed to tackle the problem; and advice on effective tools and implementation. We intend this paper to serve two audiences. First, we want to familiarize machine learning experts with the challenges of imitation learning, particularly those arising in robotics, and the interesting theoretical and practical distinctions between it and more familiar frameworks like statistical supervised learning theory and reinforcement learning. Second, we want to give roboticists and experts in applied artificial intelligence a broader appreciation for the frameworks and tools available for imitation learning. We pay particular attention to the intimate connection between imitation learning approaches and those of structured prediction Daume III et al. [2009]. To structure this discussion, we categorize imitation learning techniques based on the following key criteria which drive algorithmic decisions: 1) The structure of the policy space. Is the learned policy a time-index trajectory (trajectory learning), a mapping from observations to actions (so called behavioral cloning [Bain and Sammut, 1996]), or the result of a complex optimization or planning problem at each execution as is common in inverse optimal control methods [Kalman, 1964, Moylan and Anderson, 1973]. 2) The information available during training and testing. In particular, is the learning algorithm privy to the full state that the teacher possess? Is the learner able to interact with the teacher and gather corrections or more data? Does the learner have a (typically a priori) model of the system with which it interacts? Does the learner have access to the reward (cost) function that the teacher is attempting to optimize? 3) The notion of success. Different algorithmic approaches provide varying guarantees on the resulting learned behavior. These guarantees range from weaker (e.g., measuring disagreement with the agent’s decision) to stronger (e.g., providing guarantees on the performance of the learner with respect to a true cost function, either known or unknown). We organize our work by paying particular attention to distinction (1): dividing imitation learning into directly replicating desired behavior (sometimes called behavioral cloning) and learning the hidden objectives of the desired behavior from demonstrations (called inverse optimal control or inverse reinforcement learning [Russell, 1998]). In the latter case, behavior arises as the result of an optimization problem solved for each new instance that the learner faces. In addition to method analysis, we discuss the design decisions a practitioner must make when selecting an imitation learning approach. Moreover, application examples—such as robots that play table tennis [Kober and Peters, 2009], programs that play the game of Go [Silver et al., 2016], and systems that understand natural language [Wen et al., 2015]— illustrate the properties and motivations behind different forms of imitation learning. We conclude by presenting a set of open questions and point towards possible future research directions for machine learning.",2018,240,446,26,True,Computer Science,,40229316,Takayuki Osa,34906504.0,J. Pajarinen,26599977.0,G. Neumann,1756566.0,J. Bagnell,1689992.0,P. Abbeel,145197867.0,Jan Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1c532fb7b39797bcd9a70d7cec659a8aa36343d,https://www.semanticscholar.org/paper/c1c532fb7b39797bcd9a70d7cec659a8aa36343d,Online Machine Learning,"Machine Learning (ML) addresses the problem of adjusting those mathematical models which can accurately predict a characteristic of interest from a given phenomenon. They achieve this by extracting information from regularities contained in a data set. From its beginnings two visions have always coexisted in ML: batch and online learning. The former assumes full access to all data samples in order to adjust the model whilst the latter overcomes this limiting assumption thus expanding the applicability of ML. In this chapter, we review the general framework and methods of online learning since its inception are reviewed and its applicability in current application areas is explored. Diego Peteiro-Barral University of A Coruña, Spain",2013,77,47,0,False,Computer Science,,1398284551,O. Fontenla-Romero,1401832226.0,Bertha Guijarro-Berdiñas,1401832145.0,David Martínez-Rego,1401832110.0,Beatriz Pérez-Sánchez,1402266988.0,Diego Peteiro-Barral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8e469747bcf717633ba3758d82f5edf03f926e6,https://www.semanticscholar.org/paper/c8e469747bcf717633ba3758d82f5edf03f926e6,"Machine learning and artificial intelligence research for patient benefit: 20 critical questions on transparency, replicability, ethics, and effectiveness","Machine learning, artificial intelligence, and other modern statistical methods are providing new opportunities to operationalise previously untapped and rapidly growing sources of data for patient benefit. Despite much promising research currently being undertaken, particularly in imaging, the literature as a whole lacks transparency, clear reporting to facilitate replicability, exploration for potential ethical concerns, and clear demonstrations of effectiveness. Among the many reasons why these problems exist, one of the most important (for which we provide a preliminary solution here) is the current lack of best practice guidance specific to machine learning and artificial intelligence. However, we believe that interdisciplinary groups pursuing research and impact projects involving machine learning and artificial intelligence for health would benefit from explicitly addressing a series of questions concerning transparency, reproducibility, ethics, and effectiveness (TREE). The 20 critical questions proposed here provide a framework for research groups to inform the design, conduct, and reporting; for editors and peer reviewers to evaluate contributions to the literature; and for patients, clinicians and policy makers to critically appraise where new findings may deliver patient benefit.",2020,87,161,0,True,Medicine,Computer Science,3070196,S. Vollmer,3434370.0,B. Mateen,2432459.0,G. Bohner,2724295.0,F. Király,1791498.0,R. Ghani,1995651.0,P. Jónsson,115432527.0,Sarah Cumbers,1580632681.0,Adrian Jonas,15922974.0,K. McAllister,5992113.0,P. Myles,1768785053.0,David Grainger,52415567.0,M. Birse,50457744.0,Richard Branson,144498165.0,K. Moons,2003566.0,G. Collins,145441750.0,J. Ioannidis,104604270.0,C. Holmes,2797979.0,H. Hemingway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ab77b31909b18a3c12d4ae619c76740c9d34464,https://www.semanticscholar.org/paper/0ab77b31909b18a3c12d4ae619c76740c9d34464,Optimizing transition states via kernel-based machine learning.,"We present a method for optimizing transition state theory dividing surfaces with support vector machines. The resulting dividing surfaces require no a priori information or intuition about reaction mechanisms. To generate optimal dividing surfaces, we apply a cycle of machine-learning and refinement of the surface by molecular dynamics sampling. We demonstrate that the machine-learned surfaces contain the relevant low-energy saddle points. The mechanisms of reactions may be extracted from the machine-learned surfaces in order to identify unexpected chemically relevant processes. Furthermore, we show that the machine-learned surfaces significantly increase the transmission coefficient for an adatom exchange involving many coupled degrees of freedom on a (100) surface when compared to a distance-based dividing surface.",2012,47,83,1,False,Computer Science,Medicine,3583421,Zachary D. Pozun,39960184.0,K. Hansen,2204809.0,D. Sheppard,48041657.0,M. Rupp,145034054.0,K. Müller,2368771.0,G. Henkelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26b5bd14433970c8d7ff45d586aea19fc8d91c80,https://www.semanticscholar.org/paper/26b5bd14433970c8d7ff45d586aea19fc8d91c80,A Brief Introduction to Machine Learning for Engineers,"This monograph aims at providing an introduction to key concepts, algorithms, and theoretical results in machine learning. The treatment concentrates on probabilistic models for supervised and unsupervised learning problems. It introduces fundamental concepts and algorithms by building on first principles, while also exposing the reader to more advanced topics with extensive pointers to the literature, within a unified notation and mathematical framework. The material is organized according to clearly defined categories, such as discriminative and generative models, frequentist and Bayesian approaches, exact and approximate inference, as well as directed and undirected models. This monograph is meant as an entry point for researchers with a background in probability and linear algebra.",2017,106,118,11,True,Computer Science,Mathematics,1705869,O. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867f8acd70889ac771e10718ea570cf894faa659,https://www.semanticscholar.org/paper/867f8acd70889ac771e10718ea570cf894faa659,The impact of using machine translation on EFL students’ writing,"Abstract Although it remains controversial, machine translation (MT) has gained popularity both inside and outside of the classroom. Despite the growing number of students using MT, little is known about its use as a pedagogical tool in the EFL classroom. The present study investigated the role of MT as a CALL tool in EFL writing. Most studies on MT as a tool for L2 learning have focused on student postediting of the translation that MT provides; however, the present study employed a different design with students translating their L1 writing into L2 without the help of MT and then correcting their L2 writing using the MT translation for comparison. Text analysis of students’ writing outcomes revealed that MT helped to decrease lexico-grammatical errors and improve student revisions. Using MT for revisions also positively affected student writing strategies and helped them think of writing as a process. The interviews and reflection papers demonstrated that students viewed the use of MT during writing positively. This study found that MT can be a useful aid to language learning, but for it to benefit student learning, teachers must be aware of its limitations and provide adequate guidance to students.",2020,58,74,7,False,Computer Science,,3428747,Sangmin-Michelle Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c985afab132dae139ea7fe648bf4ef19b4026a1c,https://www.semanticscholar.org/paper/c985afab132dae139ea7fe648bf4ef19b4026a1c,A probabilistic active support vector learning algorithm,"The paper describes a probabilistic active learning strategy for support vector machine (SVM) design in large data applications. The learning strategy is motivated by the statistical query model. While most existing methods of active SVM learning query for points based on their proximity to the current separating hyperplane, the proposed method queries for a set of points according to a distribution as determined by the current separating hyperplane and a newly defined concept of an adaptive confidence factor. This enables the algorithm to have more robust and efficient learning capabilities. The confidence factor is estimated from local information using the k nearest neighbor principle. The effectiveness of the method is demonstrated on real-life data sets both in terms of generalization performance, query complexity, and training time.",2004,22,118,8,True,Computer Science,Medicine,144240262,Pabitra Mitra,1700628.0,C. A. Murthy,1736103.0,S. Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6f7833d77a0ec831288b0e8fb8f5cf68efca861,https://www.semanticscholar.org/paper/e6f7833d77a0ec831288b0e8fb8f5cf68efca861,Projected Newton-type methods in machine learning,"We consider projected Newton-type methods for solving large-scale optimization problems arising in machine learning and related fields. We first introduce an algorithmic framework for projected Newton-type methods by reviewing a canonical projected (quasi-)Newton method. This method, while conceptually pleasing, has a high computation cost per iteration. Thus, we discuss two variants that are more scalable, namely, two-metric projection and inexact projection methods. Finally, we show how to apply the Newton-type framework to handle non-smooth objectives. Examples are provided throughout the chapter to illustrate machine learning applications of our framework.",2011,33,78,5,True,Computer Science,,145610994,Mark W. Schmidt,47181902.0,Dongjae Kim,3072326.0,S. Sra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39b41d216b9ecfaaf1b9477d3ff9886144f2c664,https://www.semanticscholar.org/paper/39b41d216b9ecfaaf1b9477d3ff9886144f2c664,MALT: distributed data-parallelism for existing ML applications,"Machine learning methods, such as SVM and neural networks, often improve their accuracy by using models with more parameters trained on large numbers of examples. Building such models on a single machine is often impractical because of the large amount of computation required. We introduce MALT, a machine learning library that integrates with existing machine learning software and provides data parallel machine learning. MALT provides abstractions for fine-grained in-memory updates using one-sided RDMA, limiting data movement costs during incremental model updates. MALT allows machine learning developers to specify the dataflow and apply communication and representation optimizations. Through its general-purpose API, MALT can be used to provide data-parallelism to existing ML applications written in C++ and Lua and based on SVM, matrix factorization and neural networks. In our results, we show MALT provides fault tolerance, network efficiency and speedup to these applications.",2015,65,64,6,False,Computer Science,,1706574,Hao Li,2293919.0,Asim Kadav,3225643.0,E. Kruus,2014630.0,C. Ungureanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f399026772d6823a85e3883970fdfcde075cadf,https://www.semanticscholar.org/paper/1f399026772d6823a85e3883970fdfcde075cadf,Machine Learning Glove Using Self‐Powered Conductive Superhydrophobic Triboelectric Textile for Gesture Recognition in VR/AR Applications,"The rapid progress of Internet of things (IoT) technology raises an imperative demand on human machine interfaces (HMIs) which provide a critical linkage between human and machines. Using a glove as an intuitive and low‐cost HMI can expediently track the motions of human fingers, resulting in a straightforward communication media of human–machine interactions. When combining several triboelectric textile sensors and proper machine learning technique, it has great potential to realize complex gesture recognition with the minimalist‐designed glove for the comprehensive control in both real and virtual space. However, humidity or sweat may negatively affect the triboelectric output as well as the textile itself. Hence, in this work, a facile carbon nanotubes/thermoplastic elastomer (CNTs/TPE) coating approach is investigated in detail to achieve superhydrophobicity of the triboelectric textile for performance improvement. With great energy harvesting and human motion sensing capabilities, the glove using the superhydrophobic textile realizes a low‐cost and self‐powered interface for gesture recognition. By leveraging machine learning technology, various gesture recognition tasks are done in real time by using gestures to achieve highly accurate virtual reality/augmented reality (VR/AR) controls including gun shooting, baseball pitching, and flower arrangement, with minimized effect from sweat during operation.",2020,121,147,2,True,Computer Science,Medicine,2052575409,Feng Wen,2109819978.0,Zhongda Sun,48748590.0,Tianyiyi He,2403001.0,Qiongfeng Shi,9570142.0,Minglu Zhu,9338775.0,Zixuan Zhang,1491164292.0,Lianhui Li,2146319724.0,Ting Zhang,2144827722.0,Chengkuo Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62a90fbb0dc2f4c2cb777aa43dce2ae872fede2c,https://www.semanticscholar.org/paper/62a90fbb0dc2f4c2cb777aa43dce2ae872fede2c,Network Representation Learning: A Survey,"With the widespread use of information technologies, information networks are becoming increasingly popular to capture complex relationships across various disciplines, such as social networks, citation networks, telecommunication networks, and biological networks. Analyzing these networks sheds light on different aspects of social life such as the structure of societies, information diffusion, and communication patterns. In reality, however, the large scale of information networks often makes network analytic tasks computationally expensive or intractable. Network representation learning has been recently proposed as a new learning paradigm to embed network vertices into a low-dimensional vector space, by preserving network topology structure, vertex content, and other side information. This facilitates the original network to be easily handled in the new vector space for further analysis. In this survey, we perform a comprehensive review of the current literature on network representation learning in the data mining and machine learning field. We propose new taxonomies to categorize and summarize the state-of-the-art network representation learning techniques according to the underlying learning mechanisms, the network information intended to preserve, as well as the algorithmic designs and methodologies. We summarize evaluation protocols used for validating network representation learning including published benchmark datasets, evaluation methods, and open source algorithms. We also perform empirical studies to compare the performance of representative algorithms on common datasets, and analyze their computational complexity. Finally, we suggest promising research directions to facilitate future study.",2017,131,407,31,False,Computer Science,Mathematics,2589584,Daokun Zhang,2965064.0,Jie Yin,1694121.0,Xingquan Zhu,32076894.0,Chengqi Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93e583e5abdf699fdbd0bf26f645f883a9b64f07,https://www.semanticscholar.org/paper/93e583e5abdf699fdbd0bf26f645f883a9b64f07,ThunderSVM: A Fast SVM Library on GPUs and CPUs,"Support Vector Machines (SVMs) are classic supervised learning models for classification, regression and distribution estimation. A survey conducted by Kaggle in 2017 shows that 26% of the data mining and machine learning practitioners are users of SVMs. However, SVM training and prediction are very expensive computationally for large and complex problems. This paper presents an efficient and open source SVM software toolkit called ThunderSVM which exploits the high-performance of Graphics Processing Units (GPUs) and multi-core CPUs. ThunderSVM supports all the functionalities—including classification (SVC), regression (SVR) and one-class SVMs—of LibSVM and uses identical command line options, such that existing LibSVM users can easily apply our toolkit. ThunderSVM can be used through multiple language interfaces including C/C++, Python, R and MATLAB. Our experimental results show that ThunderSVM is generally an order of magnitude faster than LibSVM while producing identical SVMs. In addition to the high efficiency, we design our convex optimization solver in a general way such that SVC, SVR, and one-class SVMs share the same solver for the ease of maintenance. Documentation, examples, and more about ThunderSVM are available at https://github.com/zeyiwen/thundersvm.",2018,43,131,16,False,Computer Science,Mathematics,39003902,Zeyi Wen,49887534.0,Jiashuai Shi,92621060.0,Q. Li,143824511.0,Bingsheng He,,Jian Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aece25afa8896ed482cb3f33983d1884fb69b65b,https://www.semanticscholar.org/paper/aece25afa8896ed482cb3f33983d1884fb69b65b,Machine Learning in Energy Economics and Finance: A Review,"Abstract Machine learning (ML) is generating new opportunities for innovative research in energy economics and finance. We critically review the burgeoning literature dedicated to Energy Economics/Finance applications of ML. Our review identifies applications in areas such as predicting energy prices (e.g. crude oil, natural gas, and power), demand forecasting, risk management, trading strategies, data processing, and analyzing macro/energy trends. We critically review the content (methods and findings) of more than 130 articles published between 2005 and 2018. Our analysis suggests that Support Vector Machine (SVM), Artificial Neural Network (ANN), and Genetic Algorithms (GAs) are among the most popular techniques used in energy economics papers. We discuss the achievements and limitations of existing literature. The survey concludes by identifying current gaps and offering some suggestions for future research.",2018,220,141,3,False,Computer Science,,1831038,Hamed Ghoddusi,41031754.0,Germán G. Creamer,123279154.0,Nima Rafizadeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f9700e197e5bdfd6fffa9dc1badd25f224739fe,https://www.semanticscholar.org/paper/2f9700e197e5bdfd6fffa9dc1badd25f224739fe,Exploiting Linguistic Resources for Neural Machine Translation Using Multi-task Learning,"Linguistic resources such as part-of-speech (POS) tags have been extensively used in statistical machine translation (SMT) frameworks and have yielded better performances. However, usage of such linguistic annotations in neural machine translation (NMT) systems has been left under-explored. In this work, we show that multi-task learning is a successful and a easy approach to introduce an additional knowledge into an end-to-end neural attentional model. By jointly training several natural language processing (NLP) tasks in one system, we are able to leverage common information and improve the performance of the individual task. We analyze the impact of three design decisions in multi-task learning: the tasks used in training, the training schedule, and the degree of parameter sharing across the tasks, which is defined by the network architecture. The experiments are conducted for an German to English translation task. As additional linguistic resources, we exploit POS information and named-entities (NE). Experiments show that the translation quality can be improved by up to 1.5 BLEU points under the low-resource condition. The performance of the POS tagger is also improved using the multi-task learning scheme.",2017,27,102,3,True,Computer Science,,2920247,J. Niehues,4006425.0,Eunah Cho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a662d1666ea9f4ec7d375baeedf4f364e698986c,https://www.semanticscholar.org/paper/a662d1666ea9f4ec7d375baeedf4f364e698986c,ROC analysis for predictions made by probabilistic classifiers,"Receiver operating characteristics (ROC) analysis was originated from signal detection theory and has been introduced to machine learning community in recent years to evaluate the algorithm performance under imprecise environment. ROC graphs have become increasingly popular in machine learning, because they offer a more robust framework for evaluating classifier performance than the traditional accuracy measure. In this paper, we investigate the relation between a probabilistic classifier and its corresponding predictor in a view of ROC analysis. A method of generating ROC curves for prediction (or regression) problems is proposed and some properties of ROC curves for prediction are discussed with examples.",2005,9,51,4,False,Computer Science,,31055300,Zengchang Qin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654a162b55f0e78c595e1d9f9591bc6901b94797,https://www.semanticscholar.org/paper/654a162b55f0e78c595e1d9f9591bc6901b94797,A Comparison of Machine Learning Methods for the Diagnosis of Pigmented Skin Lesions,"We analyze the discriminatory power of k-nearest neighbors, logistic regression, artificial neural networks (ANNs), decision tress, and support vector machines (SVMs) on the task of classifying pigmented skin lesions as common nevi, dysplastic nevi, or melanoma. Three different classification tasks were used as benchmarks: the dichotomous problem of distinguishing common nevi from dysplastic nevi and melanoma, the dichotomous problem of distinguishing melanoma from common and dysplastic nevi, and the trichotomous problem of correctly distinguishing all three classes. Using ROC analysis to measure the discriminatory power of the methods shows that excellent results for specific classification problems in the domain of pigmented skin lesions can be achieved with machine-learning methods. On both dichotomous and trichotomous tasks, logistic regression, ANNs, and SVMs performed on about the same level, with k-nearest neighbors and decision trees performing worse.",2001,28,249,9,False,Computer Science,Medicine,1886460,S. Dreiseitl,1397958221.0,L. Ohno-Machado,2236754.0,H. Kittler,2711007.0,S. Vinterbo,1725454.0,H. Billhardt,143780950.0,M. Binder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f830f53a30081ccd4e1f80983651afedd6e8459e,https://www.semanticscholar.org/paper/f830f53a30081ccd4e1f80983651afedd6e8459e,Multi-class Support Vector Machine (SVM) Classifiers -- An Application in Hypothyroid Detection and Classification,"The paper presents a Multi-class Support Vector Machine classifier and its application to hypothyroid detection and classification. Support Vector Machines (SVM) have been well known method in the machine learning community for binary classification problems. Multi-class SVMs (MCSVM) are usually implemented by combining several binary SVMs. The objective of this work is to show: first, robustness of various kind of kernels for Multi-class SVM classifier, second, a comparison of different constructing methods for Multi-class SVM, such as One-Against-One and One-Against-All, and finally comparing the classifiers' accuracy of Multi-class SVM classifier to AdaBoost and Decision Tree. The simulation results show that One-Against-All Support Vector Machines (OAASVM) are superior to One-Against-One Support Vector Machines (OAOSVM) with polynomial kernels. The accuracy of OAASVM is also higher than AdaBoost and Decision Tree classifier on hypothyroid disease datasets from UCI machine learning dataset.",2011,20,95,6,False,Computer Science,,2417228,F. F. Chamasemani,32530121.0,Y. P. Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683c1a68da7222e4aa9558084c8b4418d2c14339,https://www.semanticscholar.org/paper/683c1a68da7222e4aa9558084c8b4418d2c14339,Deep learning methods in transportation domain: a review,"Recent years have seen a significant amount of transportation data collected from multiple sources including road sensors, probe, GPS, CCTV and incident reports. Similar to many other industries, transportation has entered the generation of big data. With a rich volume of traffic data, it is challenging to build reliable prediction models based on traditional shallow machine learning methods. Deep learning is a new state-of-the-art machine learning approach which has been of great interest in both academic research and industrial applications. This study reviews recent studies of deep learning for popular topics in processing traffic data including transportation network representation, traffic flow forecasting, traffic signal control, automatic vehicle detection, traffic incident processing, travel demand prediction, autonomous driving and driver behaviours. In general, the use of deep learning systems in transportation is still limited and there are potential limitations for utilising this advanced approach to improve prediction models.",2018,74,122,5,False,Computer Science,,2110609816,Hoang Nguyen,1968493.0,L. Kieu,2055590073.0,Tao Wen,145086896.0,C. Cai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
