paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/2,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,fieldsOfStudy/3
fe8db65fe5d94de49777388e40b7951fbea636cf,https://www.semanticscholar.org/paper/fe8db65fe5d94de49777388e40b7951fbea636cf,Quantum Entanglement in Deep Learning Architectures.,"Modern deep learning has enabled unprecedented achievements in various domains. Nonetheless, employment of machine learning for wave function representations is focused on more traditional architectures such as restricted Boltzmann machines (RBMs) and fully connected neural networks. In this Letter, we establish that contemporary deep learning architectures, in the form of deep convolutional and recurrent networks, can efficiently represent highly entangled quantum systems. By constructing tensor network equivalents of these architectures, we identify an inherent reuse of information in the network operation as a key trait which distinguishes them from standard tensor network-based representations, and which enhances their entanglement capacity. Our results show that such architectures can support volume-law entanglement scaling, polynomially more efficiently than presently employed RBMs. Thus, beyond a quantification of the entanglement capacity of leading deep learning architectures, our analysis formally motivates a shift of trending neural-network-based wave function representations closer to the state-of-the-art in machine learning.",2018,67,124,3,True,Medicine,152754428,Yoav Levine,3074811.0,Or Sharir,Physics,32289606.0,Nadav Cohen,3140335.0,A. Shashua,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,
107d68e984ec961dff26d4bd74687fef4d1a6564,https://www.semanticscholar.org/paper/107d68e984ec961dff26d4bd74687fef4d1a6564,Machine Learning and Pattern Recognition,"Learning is needed when there is no human expertise existing or when human beings are unable to explain their expertise. In such a situation, one simply collects all the possible previous information, analyse it and then make a rule for future prediction or taking meaningful decision. When we plan to conclude such a work with the help of a computer by providing it ample amount of data and our past experience with tools and techniques, then the whole process becomes machine learning. Hence, machine learning can be defined as programming computers to optimise a performance criterion using example data and past experience. For example, recognition of spoken speech is being done by human beings seemingly without any difficulty, but cannot explain how they do it. Defence Science Journal, 2010, 60(4), pp.345-347 , DOI:http://dx.doi.org/10.14429/dsj.60.502",2010,5,72,11,False,Computer Science,49824784,Shri Kant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36b8c88c8b3dd4048ad7583ca41c1b21f6a71ef7,https://www.semanticscholar.org/paper/36b8c88c8b3dd4048ad7583ca41c1b21f6a71ef7,"Deep Learning: The Good, the Bad, and the Ugly.","Artificial vision has often been described as one of the key remaining challenges to be solved before machines can act intelligently. Recent developments in a branch of machine learning known as deep learning have catalyzed impressive gains in machine vision-giving a sense that the problem of vision is getting closer to being solved. The goal of this review is to provide a comprehensive overview of recent deep learning developments and to critically assess actual progress toward achieving human-level visual intelligence. I discuss the implications of the successes and limitations of modern machine vision algorithms for biological vision and the prospect for neuroscience to inform the design of future artificial vision systems. Expected final online publication date for the Annual Review of Vision Science, Volume 5 is September 16, 2019. Please see http://www.annualreviews.org/page/journal/pubdates for revised estimates.",2019,37,139,6,False,Medicine,152684324,T. Serre,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6409189c1949945e57fa9033c2ec26247cfffb39,https://www.semanticscholar.org/paper/6409189c1949945e57fa9033c2ec26247cfffb39,Introduction to Tensor Decompositions and their Applications in Machine Learning,"Tensors are multidimensional arrays of numerical values and therefore generalize matrices to multiple dimensions. While tensors first emerged in the psychometrics community in the $20^{\text{th}}$ century, they have since then spread to numerous other disciplines, including machine learning. Tensors and their decompositions are especially beneficial in unsupervised learning settings, but are gaining popularity in other sub-disciplines like temporal and multi-relational data analysis, too. The scope of this paper is to give a broad overview of tensors, their decompositions, and how they are used in machine learning. As part of this, we are going to introduce basic tensor concepts, discuss why tensors can be considered more rigid than matrices with respect to the uniqueness of their decomposition, explain the most important factorization algorithms and their properties, provide concrete examples of tensor decomposition applications in machine learning, conduct a case study on tensor-based estimation of mixture models, talk about the current state of research, and provide references to available software libraries.",2017,43,152,10,False,Computer Science,29938263,Stephan Rabanser,32724677.0,Oleksandr Shchur,Mathematics,3075189.0,Stephan Günnemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb45b073b52040d05aa9b462415cb881595b85fc,https://www.semanticscholar.org/paper/eb45b073b52040d05aa9b462415cb881595b85fc,Concept formation knowledge and experience in unsupervised learning,"Concept formation lies at the center of learning and cognition. Unlike much work in machine learning and cognitive psychology, research on this topic focuses on the unsupervised and incremental acquisition of conceptual knowledge. Recent work on concept formation addresses a number of important issues. Foremost among these are the principles of similarity that guide concept learning and retrieval in human and machine, including the contribution of surface features, goals, and `deep' features. Another active area of research explores mechanisms for efficiently reorganizing memory in response to the ongoing experiences that confront intelligent agents. Finally, methods for concept formation play an increasing role in work on problem solving and planning, developmental psychology, engineering applications, and constructive induction. This book brings together results on concept formation from cognitive psychology and machine learning, including explanation-based and inductive approaches. Chapters from these differing perspectives are intermingled to highlight the commonality of their research agendas. In addition to cognitive scientists and AI researchers, the book will interest data analysts involved in clustering, philosophers concerned with the nature and origin of concepts, and any researcher dealing with issues of similarity, memory organization, and problem solving.",1991,2,234,5,False,Psychology,8993101,D. Fisher,1694780.0,M. Pazzani,,1713919.0,P. Langley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81fc34df88b2293981380454e7259629ff645320,https://www.semanticscholar.org/paper/81fc34df88b2293981380454e7259629ff645320,Deep Learning the Ising Model Near Criticality,"It is well established that neural networks with deep architectures perform better than shallow networks for many tasks in machine learning. In statistical physics, while there has been recent interest in representing physical data with generative modelling, the focus has been on shallow neural networks. A natural question to ask is whether deep neural networks hold any advantage over shallow networks in representing such data. We investigate this question by using unsupervised, generative graphical models to learn the probability distribution of a two-dimensional Ising system. Deep Boltzmann machines, deep belief networks, and deep restricted Boltzmann networks are trained on thermal spin configurations from this system, and compared to the shallow architecture of the restricted Boltzmann machine. We benchmark the models, focussing on the accuracy of generating energetic observables near the phase transition, where these quantities are most difficult to approximate. Interestingly, after training the generative networks, we observe that the accuracy essentially depends only on the number of neurons in the first hidden layer of the network, and not on other model details such as network depth or model type. This is evidence that shallow networks are more efficient than deep networks at representing physical probability distributions associated with Ising systems near criticality.",2017,31,73,4,False,Computer Science,23976374,A. Morningstar,3422513.0,R. Melko,Physics,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,
55fc39658e9554f81bb29f95905ed8108d4e5f27,https://www.semanticscholar.org/paper/55fc39658e9554f81bb29f95905ed8108d4e5f27,Wheel Defect Detection With Machine Learning,"Wheel defects on railway wagons have been identified as an important source of damage to the railway infrastructure and rolling stock. They also cause noise and vibration emissions that are costly to mitigate. We propose two machine learning methods to automatically detect these wheel defects, based on the wheel vertical force measured by a permanently installed sensor system on the railway network. Our methods automatically learn different types of wheel defects and predict during normal operation if a wheel has a defect or not. The first method is based on novel features for classifying time series data and it is used for classification with a support vector machine. To evaluate the performance of our method we construct multiple data sets for the following defect types: flat spot, shelling, and non-roundness. We outperform classical defect detection methods for flat spots and demonstrate prediction for the other two defect types for the first time. Motivated by the recent success of artificial neural networks for image classification, we train custom artificial neural networks with convolutional layers on 2-D representations of the measurement time series. The neural network approach improves the performance on wheels with flat spots and non-roundness by explicitly modeling the multi sensor structure of the measurement system through multiple instance learning and shift invariant networks.",2018,35,109,5,False,Engineering,1762319,Gabriel Krummenacher,1706780.0,Cheng Soon Ong,Computer Science,2067087623.0,Stefan Koller,51194506.0,Seijin Kobayashi,1682548.0,J. Buhmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89a0884dc1e456afda244357e45c0ea812869d4d,https://www.semanticscholar.org/paper/89a0884dc1e456afda244357e45c0ea812869d4d,Real-time human interaction with supervised learning algorithms for music composition and performance,"This thesis examines machine learning through the lens of human-computer interaction in order to address fundamental questions surrounding the application of machine learning to real-life problems, including: Can we make machine learning algorithms more usable and useful? Can we better understand the real-world consequences of algorithm choices and user interface designs for end-user machine learning? How can human interaction play a role in enabling users to efficiently create useful machine learning systems, in enabling successful application of algorithms by machine learning novices, and in ultimately making it possible in practice to apply machine learning to new problems? The scope of the research presented here is the application of supervised learning algorithms to contemporary computer music composition and performance. Computer music is a domain rich with computational problems requiring the modeling of complex phenomena, the construction of real-time interactive systems, and the support of human creativity. Though varied, many of these problems may be addressed using machine learning techniques, including supervised learning in particular. This work endeavors to gain a deeper knowledge of the human factors surrounding the application of supervised learning to these types of problems, to make supervised learning algorithms more usable by musicians, and to study how supervised learning can function as a creative tool. This thesis presents a general-purpose software system for applying standard supervised learning algorithms in music and other real-time problem domains. This system, called the Wekinator, supports human interaction throughout the entire supervised learning process, including the generation of training examples and the application of trained models to real-time inputs. The Wekinator is published as a freely-available, open source software project, and several composers have already employed it in the creation of new musical instruments and compositions. This thesis also presents work utilizing the Wekinator to study human-computer interaction with supervised learning in computer music. Research is presented which includes a participatory design process with practicing composers, pedagogical use with non-expert users in an undergraduate classroom, a study of the design of a gesture recognition system for a sensor-augmented cello bow, and case studies with three composers who have used the system in completed artistic works. The primary contributions of this work include (1) a new software tool allowing real-time human interaction with supervised learning algorithms, which includes a novel “playalong” interaction for generating training data in real-time; (2) a demonstration of the important roles that interaction|encompassing both human-computer control and computer-human feedback|can play in the development of supervised learning systems, and a greater understanding of the differences between interactive and conventional machine learning contexts; (3) a better understanding of the requirements and challenges in the analysis and design of algorithms and interfaces for interactive supervised learning in real-time and creative problem domains; (4) a clearer characterization of composers' goals and priorities for interacting with computers in music composition and instrument design; and (5) a demonstration of the usefulness of interactive supervised learning as a creativity support tool. This work both empowers musicians to create new forms of art and contributes to a broader HCI perspective on machine learning practice.",2011,180,104,5,False,Computer Science,1716507,P. Cook,1745615.0,R. Fiebrink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398ead8535b127521f609828e1cd15f26ce1b4e1,https://www.semanticscholar.org/paper/398ead8535b127521f609828e1cd15f26ce1b4e1,Learning Machine Translation,"The Internet gives us access to a wealth of information in languages we don't understand. The investigation of automated or semi-automated approaches to translation has become a thriving research field with enormous commercial potential. This volume investigates how machine learning techniques can improve statistical machine translation, currently at the forefront of research in the field. The book looks first at enabling technologiestechnologies that solve problems that are not machine translation proper but are linked closely to the development of a machine translation system. These include the acquisition of bilingual sentence-aligned data from comparable corpora, automatic construction of multilingual name dictionaries, and word alignment. The book then presents new or improved statistical machine translation techniques, including a discriminative training framework for leveraging syntactic information, the use of semi-supervised and kernel-based learning methods, and the combination of multiple machine translation outputs in order to improve overall translation quality. Contributors: Srinivas Bangalore, Nicola Cancedda, Josep M. Crego, Marc Dymetman, Jakob Elming, George Foster, Jess Gimnez, Cyril Goutte, Nizar Habash, Gholamreza Haffari, Patrick Haffner, Hitoshi Isahara, Stephan Kanthak, Alexandre Klementiev, Gregor Leusch, Pierre Mah, Llus Mrquez, Evgeny Matusov, I. Dan Melamed, Ion Muslea, Hermann Ney, Bruno Pouliquen, Dan Roth, Anoop Sarkar, John Shawe-Taylor, Ralf Steinberger, Joseph Turian, Nicola Ueffing, Masao Utiyama, Zhuoran Wang, Benjamin Wellington, Kenji Yamada Neural Information Processing series",2010,4,69,3,False,Computer Science,2788842,Cyril Goutte,1683776.0,Nicola Cancedda,,2954698.0,Marc Dymetman,2458308.0,George F. Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54a13bcc9613dcaa76fb25fbe96572f376cfcca9,https://www.semanticscholar.org/paper/54a13bcc9613dcaa76fb25fbe96572f376cfcca9,Adafactor: Adaptive Learning Rates with Sublinear Memory Cost,"In several recently proposed stochastic optimization methods (e.g. RMSProp, Adam, Adadelta), parameter updates are scaled by the inverse square roots of exponential moving averages of squared past gradients. Maintaining these per-parameter second-moment estimators requires memory equal to the number of parameters. For the case of neural network weight matrices, we propose maintaining only the per-row and per-column sums of these moving averages, and estimating the per-parameter second moments based on these sums. We demonstrate empirically that this method produces similar results to the baseline. Secondly, we show that adaptive methods can produce larger-than-desired updates when the decay rate of the second moment accumulator is too slow. We propose update clipping and a gradually increasing decay rate scheme as remedies. Combining these methods and dropping momentum, we achieve comparable results to the published Adam regime in training the Transformer model on the WMT 2014 English-German machine translation task, while using very little auxiliary storage in the optimizer. Finally, we propose scaling the parameter updates based on the scale of the parameters themselves.",2018,13,390,69,False,Computer Science,1846258,Noam M. Shazeer,144872294.0,Mitchell Stern,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150538d8117b8fb08d9efc340e49c52afd11399a,https://www.semanticscholar.org/paper/150538d8117b8fb08d9efc340e49c52afd11399a,Decision tree classifier for network intrusion detection with GA-based feature selection,"Machine Learning techniques such as Genetic Algorithms and Decision Trees have been applied to the field of intrusion detection for more than a decade. Machine Learning techniques can learn normal and anomalous patterns from training data and generate classifiers that then are used to detect attacks on computer systems. In general, the input data to classifiers is in a high dimension feature space, but not all of features are relevant to the classes to be classified. In this paper, we use a genetic algorithm to select a subset of input features for decision tree classifiers, with a goal of increasing the detection rate and decreasing the false alarm rate in network intrusion detection. We used the KDDCUP 99 data set to train and test the decision tree classifiers. The experiments show that the resulting decision trees can have better performance than those built with all available features.",2005,33,319,3,False,Computer Science,50435109,G. Stein,2146710489.0,Bing Chen,,2989050.0,A. Wu,1730455.0,K. Hua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81af3058f2df78be332f50ea3813be5aa1f02f58,https://www.semanticscholar.org/paper/81af3058f2df78be332f50ea3813be5aa1f02f58,The Hidden Vulnerability of Distributed Learning in Byzantium,"While machine learning is going through an era of celebrated success, concerns have been raised about the vulnerability of its backbone: stochastic gradient descent (SGD). Recent approaches have been proposed to ensure the robustness of distributed SGD against adversarial (Byzantine) workers sending poisoned gradients during the training phase. Some of these approaches have been proven Byzantine-resilient: they ensure the convergence of SGD despite the presence of a minority of adversarial workers. We show in this paper that convergence is not enough. In high dimension $d \gg 1$, an adver\-sary can build on the loss function's non-convexity to make SGD converge to ineffective models. More precisely, we bring to light that existing Byzantine-resilient schemes leave a margin of poisoning of $\Omega\left(f(d)\right)$, where $f(d)$ increases at least like $\sqrt{d~}$. Based on this leeway, we build a simple attack, and experimentally show its strong to utmost effectivity on CIFAR-10 and MNIST. We introduce Bulyan, and prove it significantly reduces the attackers leeway to a narrow $O( \frac{1}{\sqrt{d~}})$ bound. We empirically show that Bulyan does not suffer the fragility of existing aggregation rules and, at a reasonable cost in terms of required batch size, achieves convergence as if only non-Byzantine gradients had been used to update the model.",2018,34,293,63,False,Computer Science,9623412,El Mahdi El Mhamdi,1727558.0,R. Guerraoui,Mathematics,36055256.0,Sébastien Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c2a642effd543babace0c565b48cadcb6fce14f,https://www.semanticscholar.org/paper/4c2a642effd543babace0c565b48cadcb6fce14f,An Empirical Evaluation of Knowledge Sources and Learning Algorithms for Word Sense Disambiguation,"In this paper, we evaluate a variety of knowledge sources and supervised learning algorithms for word sense disambiguation on SENSEVAL-2 and SENSEVAL-1 data. Our knowledge sources include the part-of-speech of neighboring words, single words in the surrounding context, local collocations, and syntactic relations. The learning algorithms evaluated include Support Vector Machines (SVM), Naive Bayes, AdaBoost, and decision tree algorithms. We present empirical results showing the relative contribution of the component knowledge sources and the different learning algorithms. In particular, using all of these knowledge sources and SVM (i.e., a single learning algorithm) achieves accuracy higher than the best official scores on both SENSEVAL-2 and SENSEVAL-1 test data.",2002,42,290,22,True,Computer Science,2110391587,Yoong Keok Lee,34789794.0,H. Ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f6d30772a94d978c9f81e2f7c1f4b0bdec117dd,https://www.semanticscholar.org/paper/1f6d30772a94d978c9f81e2f7c1f4b0bdec117dd,Large Scale Incremental Learning,"Modern machine learning suffers from \textit{catastrophic forgetting} when learning new classes incrementally. The performance dramatically degrades due to the missing data of old classes. Incremental learning methods have been proposed to retain the knowledge acquired from the old classes, by using knowledge distilling and keeping a few exemplars from the old classes. However, these methods struggle to \textbf{scale up to a large number of classes}. We believe this is because of the combination of two factors: (a) the data imbalance between the old and new classes, and (b) the increasing number of visually similar classes. Distinguishing between an increasing number of visually similar classes is particularly challenging, when the training data is unbalanced. We propose a simple and effective method to address this data imbalance issue. We found that the last fully connected layer has a strong bias towards the new classes, and this bias can be corrected by a linear model. With two bias parameters, our method performs remarkably well on two large datasets: ImageNet (1000 classes) and MS-Celeb-1M (10000 classes), outperforming the state-of-the-art algorithms by 11.1\% and 13.2\% respectively.",2019,27,484,128,True,Computer Science,2119299240,Yue Wu,2109306087.0,Yinpeng Chen,,29957038.0,Lijuan Wang,3105254.0,Yuancheng Ye,2145253136.0,Zicheng Liu,3133575.0,Yandong Guo,46956675.0,Y. Fu,,,,,,,,,,,,,,,,,,,,,,,,
203392c8269d1ab241c71cd9df1cda829cc8b651,https://www.semanticscholar.org/paper/203392c8269d1ab241c71cd9df1cda829cc8b651,"Settable Systems: An Extension of Pearl's Causal Model with Optimization, Equilibrium, and Learning","Judea Pearl's Causal Model is a rich framework that provides deep insight into the nature of causal relations. As yet, however, the Pearl Causal Model (PCM) has had a lesser impact on economics or econometrics than on other disciplines. This may be due in part to the fact that the PCM is not as well suited to analyzing structures that exhibit features of central interest to economists and econometricians: optimization, equilibrium, and learning. We offer the settable systems framework as an extension of the PCM that permits causal discourse in systems embodying optimization, equilibrium, and learning. Because these are common features of physical, natural, or social systems, our framework may prove generally useful for machine learning. Important features distinguishing the settable system framework from the PCM are its countable dimensionality and the use of partitioning and partition-specific response functions to accommodate the behavior of optimizing and interacting agents and to eliminate the requirement of a unique fixed point for the system. Refinements of the PCM include the settable systems treatment of attributes, the causal role of exogenous variables, and the dual role of variables as causes and responses. A series of closely related machine learning examples and examples from game theory and machine learning with feedback demonstrates some limitations of the PCM and motivates the distinguishing features of settable systems.",2009,55,65,4,False,Computer Science,2149702798,H. White,2605889.0,Karim Chalak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c4b8f52f207939b6f959108bb81d008c4f9887d,https://www.semanticscholar.org/paper/3c4b8f52f207939b6f959108bb81d008c4f9887d,Missing Data Problems in Machine Learning,"Learning, inference, and prediction in the presence of missing data are pervasive problems in machine learning and statistical data analysis. This thesis focuses on the problems of collaborative prediction with non-random missing data and classification with missing features. We begin by presenting and elaborating on the theory of missing data due to Little and Rubin. We place a particular emphasis on the missing at random assumption in the multivariate setting with arbitrary patterns of missing data. We derive inference and prediction methods in the presence of random missing data for a variety of probabilistic models including finite mixture models, Dirichlet process mixture models, and factor analysis. Based on this foundation, we develop several novel models and inference procedures for both the collaborative prediction problem and the problem of classification with missing features. We develop models and methods for collaborative prediction with non-random missing data by combining standard models for complete data with models of the missing data process. Using a novel recommender system data set and experimental protocol, we show that each proposed method achieves a substantial increase in rating prediction performance compared to models that assume missing ratings are missing at random. We describe several strategies for classification with missing features including the use of generative classifiers, and the combination of standard discriminative classifiers with single imputation, multiple imputation, classification in subspaces, and an approach based on modifying the classifier input representation to include response indicators. Results on real and synthetic data sets show that in some cases performance gains over baseline methods can be achieved by methods that do not learn a detailed model of the feature space.",2008,87,116,6,False,Computer Science,1805742,Benjamin M Marlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916c816f16e4934e41f09a3ff81a10e5fc4bb459,https://www.semanticscholar.org/paper/916c816f16e4934e41f09a3ff81a10e5fc4bb459,Multicalibration: Calibration for the (Computationally-Identifiable) Masses,"We develop and study multicalibration as a new measure of fairness in machine learning that aims to mitigate inadvertent or malicious discrimination that is introduced at training time (even from ground truth data). Multicalibration guarantees meaningful (calibrated) predictions for every subpopulation that can be identified within a specified class of computations. The specified class can be quite rich; in particular, it can contain many overlapping subgroups of a protected group. We demonstrate that in many settings this strong notion of protection from discrimination is provably attainable and aligned with the goal of accurate predictions. Along the way, we present algorithms for learning a multicalibrated predictor, study the computational complexity of this task, and illustrate tight connections to the agnostic learning model.",2018,34,142,16,False,Computer Science,1405130584,Úrsula Hébert-Johnson,2110079050.0,Michael P. Kim,,1746057.0,O. Reingold,2551824.0,G. Rothblum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c16629bf5286cb30d5ccbee276a5270127a3530e,https://www.semanticscholar.org/paper/c16629bf5286cb30d5ccbee276a5270127a3530e,Robust feature selection algorithms,"Selecting a set of features which is optimal for a given task is a problem which plays an important role in wide variety of contexts including pattern recognition, adaptive control and machine learning. Experience with traditional feature selection algorithms in the domain of machine learning leads to an appreciation for their computational efficiency and a concern for their brittleness. The authors describe an alternative approach to feature selection which uses genetic algorithms as the primary search component. Results are presented which suggested that genetic algorithms can be used to increase the robustness of feature selection algorithms without a significant decrease in compuational efficiency.",1993,8,197,3,False,Computer Science,2020670,H. Vafaie,2069839824.0,K. A. Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0506e3089918a2d9e24043e0919ae2d20f6fd09e,https://www.semanticscholar.org/paper/0506e3089918a2d9e24043e0919ae2d20f6fd09e,Metric learning for text documents,"Many algorithms in machine learning rely on being given a good distance metric over the input space. Rather than using a default metric such as the Euclidean metric, it is desirable to obtain a metric based on the provided data. We consider the problem of learning a Riemannian metric associated with a given differentiable manifold and a set of points. Our approach to the problem involves choosing a metric from a parametric family that is based on maximizing the inverse volume of a given data set of points. From a statistical perspective, it is related to maximum likelihood under a model that assigns probabilities inversely proportional to the Riemannian volume element. We discuss in detail learning a metric on the multinomial simplex where the metric candidates are pull-back metrics of the Fisher information under a Lie group of transformations. When applied to text document classification the resulting geodesic distance resemble, but outperform, the tfidf cosine similarity measure.",2006,12,145,10,False,Computer Science,1717932,G. Lebanon,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b68e8d2f4d2c709bb5919b82effcb6a7bbd3db37,https://www.semanticscholar.org/paper/b68e8d2f4d2c709bb5919b82effcb6a7bbd3db37,Stock Market Forecasting Using Machine Learning Algorithms,"Prediction of stock market is a long-time attractive topic to researchers from different fields. In particular, numerous studies have been conducted to predict the movement of stock market using machine learning algorithms such as support vector machine (SVM) and reinforcement learning. In this project, we propose a new prediction algorithm that exploits the temporal correlation among global stock markets and various financial products to predict the next-day stock trend with the aid of SVM. Numerical results indicate a prediction accuracy of 74.4% in NASDAQ, 76% in S&P500 and 77.6% in DJIA. The same algorithm is also applied with different regression algorithms to trace the actual increment in the markets. Finally, a simple trading model is established to study the performance of the proposed prediction algorithm against other benchmarks.",2012,3,109,3,False,Computer Science,31157189,S. Shen,2484506.0,Haomiao Jiang,,2116382.0,Tongda Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4baee71da9b4e8ea1feec5bbed8249eed670272e,https://www.semanticscholar.org/paper/4baee71da9b4e8ea1feec5bbed8249eed670272e,Machine Learning Methods for Property Prediction in Chemoinformatics: Quo Vadis?,"This paper is focused on modern approaches to machine learning, most of which are as yet used infrequently or not at all in chemoinformatics. Machine learning methods are characterized in terms of the ""modes of statistical inference"" and ""modeling levels"" nomenclature and by considering different facets of the modeling with respect to input/ouput matching, data types, models duality, and models inference. Particular attention is paid to new approaches and concepts that may provide efficient solutions of common problems in chemoinformatics: improvement of predictive performance of structure-property (activity) models, generation of structures possessing desirable properties, model applicability domain, modeling of properties with functional endpoints (e.g., phase diagrams and dose-response curves), and accounting for multiple molecular species (e.g., conformers or tautomers).",2012,305,173,2,False,Computer Science,1685042,A. Varnek,2539452.0,I. Baskin,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbff6e316722053f5233f4c7869cc18e705af2e3,https://www.semanticscholar.org/paper/fbff6e316722053f5233f4c7869cc18e705af2e3,Learning to Filter Unsolicited Commercial E-Mail,"We present a thorough investigation on using machine learning to construct effective personalized anti-spam filters. The investigation includes four learning algorithms, Naive Bayes, Flexible Bayes, LogitBoost, and Support Vector Machines, and four datasets, constructed from the mailboxes of different users. We discuss the model and search biases of the learning algorithms, along with worst-case computational complexity figures, and observe how the latter relate to experimental measurements. We study how classification accuracy is affected when using attributes that represent sequences of tokens, as opposed to single tokens, and explore the effect of the size of the attribute and training set, all within a cost-sensitive framework. Furthermore, we describe the architecture of a fully implemented learning-based anti-spam filter, and present an analysis of its behavior in real use over a period of seven months. Information is also provided on other available learning-based anti-spam filters, and alternative filtering approaches.",2006,52,175,26,False,Computer Science,1752430,Ion Androutsopoulos,4738873.0,G. Paliouras,,31650939.0,E. Michelakis,31650939.0,E. Michelakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371f7ac8d33a044b71d392638c81077b72030814,https://www.semanticscholar.org/paper/371f7ac8d33a044b71d392638c81077b72030814,ProfilIoT: a machine learning approach for IoT device identification based on network traffic analysis,"In this work we apply machine learning algorithms on network traffic data for accurate identification of IoT devices connected to a network. To train and evaluate the classifier, we collected and labeled network traffic data from nine distinct IoT devices, and PCs and smartphones. Using supervised learning, we trained a multi-stage meta classifier; in the first stage, the classifier can distinguish between traffic generated by IoT and non-IoT devices. In the second stage, each IoT device is associated a specific IoT device class. The overall IoT classification accuracy of our model is 99.281+.",2017,13,261,6,True,Computer Science,11034542,Yair Meidan,11055183.0,Michael Bohadana,,1720589.0,A. Shabtai,144953724.0,J. Guarnizo,145010553.0,Martín Ochoa,2225170.0,Nils Ole Tippenhauer,1724372.0,Y. Elovici,,,,,,,,,,,,,,,,,,,,,,,,
c141b7c4ccb4a0e5d2a327aa260b318c7c3bcfbb,https://www.semanticscholar.org/paper/c141b7c4ccb4a0e5d2a327aa260b318c7c3bcfbb,Real-Time Adaptive Image Compression,"We present a machine learning-based approach to lossy image compression which outperforms all existing codecs, while running in real-time. Our algorithm typically produces files 2.5 times smaller than JPEG and JPEG 2000, 2 times smaller than WebP, and 1.7 times smaller than BPG on datasets of generic images across all quality levels. At the same time, our codec is designed to be lightweight and deployable: for example, it can encode or decode the Kodak dataset in around 10ms per image on GPU. Our architecture is an autoencoder featuring pyramidal analysis, an adaptive coding module, and regularization of the expected codelength. We also supplement our approach with adversarial training specialized towards use in a compression setting: this enables us to produce visually pleasing reconstructions for very low bitrates.",2017,24,424,53,False,Mathematics,1757324,Oren Rippel,1769383.0,Lubomir D. Bourdev,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314913e088d254f49890e1feb32f3b70c92170a4,https://www.semanticscholar.org/paper/314913e088d254f49890e1feb32f3b70c92170a4,Learning Program Behavior Profiles for Intrusion Detection,"Profiling the behavior of programs can be a useful reference for detecting potential intrusions against systems. This paper presents three anomaly detection techniques for profiling program behavior that evolve from memorization to generalization. The goal of monitoring program behavior is to be able to detect potential intrusions by noting irregularities in program behavior. The techniques start from a simple equality matching algorithm for determining anomalous behavior, and evolve to a feed-forward backpropagation neural network for learning program behavior, and finally to an Elman network for recognizing recurrent features in program execution traces. In order to detect future attacks against systems, intrusion detection systems must be able to generalize from past observed behavior. The goal of this research is to employ machine learning techniques that can generalize from past observed behavior to the problem of intrusion detection. The performance of these systems is compared by testing them with data provided by the DARPA Intrusion Detection Evaluation program.",1999,35,510,21,False,Computer Science,144034315,Anup K. Ghosh,38901901.0,A. Schwartzbard,,145258307.0,M. Schatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
