paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,fieldsOfStudy/1,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,fieldsOfStudy/2,fieldsOfStudy/3,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name
ff6682ed50a568c1da0deda671585a094abb7b47,https://www.semanticscholar.org/paper/ff6682ed50a568c1da0deda671585a094abb7b47,Application of Machine Learning in Microbiology,"Microorganisms are ubiquitous and closely related to people’s daily lives. Since they were first discovered in the 19th century, researchers have shown great interest in microorganisms. People studied microorganisms through cultivation, but this method is expensive and time consuming. However, the cultivation method cannot keep a pace with the development of high-throughput sequencing technology. To deal with this problem, machine learning (ML) methods have been widely applied to the field of microbiology. Literature reviews have shown that ML can be used in many aspects of microbiology research, especially classification problems, and for exploring the interaction between microorganisms and the surrounding environment. In this study, we summarize the application of ML in microbiology.",2019,175,93,0,True,Computer Science,26953868,Kaiyang Qu,144199653.0,Fei Guo,46522058.0,Xiangrong Liu,47904186.0,Yuan Lin,144268946.0,Q. Zou,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a75869d69cc86f501939c237ae4711aa2885f6a6,https://www.semanticscholar.org/paper/a75869d69cc86f501939c237ae4711aa2885f6a6,Meta-Learning for Low-Resource Neural Machine Translation,"In this paper, we propose to extend the recently introduced model-agnostic meta-learning algorithm (MAML, Finn, et al., 2017) for low-resource neural machine translation (NMT). We frame low-resource translation as a meta-learning problem where we learn to adapt to low-resource languages based on multilingual high-resource language tasks. We use the universal lexical representation (Gu et al., 2018b) to overcome the input-output mismatch across different languages. We evaluate the proposed meta-learning strategy using eighteen European languages (Bg, Cs, Da, De, El, Es, Et, Fr, Hu, It, Lt, Nl, Pl, Pt, Sk, Sl, Sv and Ru) as source tasks and five diverse languages (Ro,Lv, Fi, Tr and Ko) as target tasks. We show that the proposed approach significantly outperforms the multilingual, transfer learning based approach (Zoph et al., 2016) and enables us to train a competitive NMT system with only a fraction of training examples. For instance, the proposed approach can achieve as high as 22.04 BLEU on Romanian-English WMT’16 by seeing only 16,000 translated words (~600 parallel sentences)",2018,46,170,12,True,Computer Science,3016273,Jiatao Gu,1683878.0,Yong Wang,47558643.0,Yun Chen,1979489.0,Kyunghyun Cho,2052674293.0,V. Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9430434487bd65fd8f7f48c748216f1d00be9fe,https://www.semanticscholar.org/paper/c9430434487bd65fd8f7f48c748216f1d00be9fe,Automatic selection of atomic fingerprints and reference configurations for machine-learning potentials.,"Machine learning of atomic-scale properties is revolutionizing molecular modeling, making it possible to evaluate inter-atomic potentials with first-principles accuracy, at a fraction of the costs. The accuracy, speed, and reliability of machine learning potentials, however, depend strongly on the way atomic configurations are represented, i.e., the choice of descriptors used as input for the machine learning method. The raw Cartesian coordinates are typically transformed in ""fingerprints,"" or ""symmetry functions,"" that are designed to encode, in addition to the structure, important properties of the potential energy surface like its invariances with respect to rotation, translation, and permutation of like atoms. Here we discuss automatic protocols to select a number of fingerprints out of a large pool of candidates, based on the correlations that are intrinsic to the training data. This procedure can greatly simplify the construction of neural network potentials that strike the best balance between accuracy and computational efficiency and has the potential to accelerate by orders of magnitude the evaluation of Gaussian approximation potentials based on the smooth overlap of atomic positions kernel. We present applications to the construction of neural network potentials for water and for an Al-Mg-Si alloy and to the prediction of the formation energies of small organic molecules using Gaussian process regression.",2018,96,175,2,True,Computer Science,50983068,G. Imbalzano,47389217.0,Andrea Anelli,7930582.0,Daniele Giofré,50991188.0,Sinja Klees,144136091.0,J. Behler,1917770.0,M. Ceriotti,,,Physics,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
f8d6eafbb6a3af6c6463f672850ef9cca3f15f6c,https://www.semanticscholar.org/paper/f8d6eafbb6a3af6c6463f672850ef9cca3f15f6c,Machine Learning Methods for Data-Driven Turbulence Modeling,"As part of a larger effort on data-driven turbulence modeling, this paper investigates machine learning models in their capability to reconstruct the functional forms of spatially distributed quantities extracted from high fidelity simulation and experimental data. Such datasets typically involve very high dimensional feature spaces with sparsely populated and noisy data. A new multiscale Gaussian process regression technique is described and is compared to ‘conventional’ Gaussian process regression and artificial neural networks. All these techniques are applied to the reconstruction of functions arising from Bayesian inference applied to turbulent channel flow and bypass transition. The efficiency, accuracy and effectiveness of each learning algorithm as well as factors that influence their output is assessed. The results highlight the potential of machine learning as an enabling tool in data-driven turbulence modeling.",2015,15,116,4,True,Computer Science,2118690189,Z. Zhang,1974037.0,K. Duraisamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584dcf00d07bbe9fc2c34de6ef1a6ce63734eef5,https://www.semanticscholar.org/paper/584dcf00d07bbe9fc2c34de6ef1a6ce63734eef5,Max-Margin Action Prediction Machine,"The speed with which intelligent systems can react to an action depends on how soon it can be recognized. The ability to recognize ongoing actions is critical in many applications, for example, spotting criminal activity. It is challenging, since decisions have to be made based on partial videos of temporally incomplete action executions. In this paper, we propose a novel discriminative multi-scale kernelized model for predicting the action class from a partially observed video. The proposed model captures temporal dynamics of human actions by explicitly considering all the history of observed features as well as features in smaller temporal segments. A compositional kernel is proposed to hierarchically capture the relationships between partial observations as well as the temporal segments, respectively. We develop a new learning formulation, which elegantly captures the temporal evolution over time, and enforces the label consistency between segments and corresponding partial videos. We prove that the proposed learning formulation minimizes the upper bound of the empirical risk. Experimental results on four public datasets show that the proposed approach outperforms state-of-the-art action prediction methods.",2016,58,81,10,False,Computer Science,145873652,Yu Kong,46956675.0,Y. Fu,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86970090de4df895c3b24902a3c41b94be82f8ab,https://www.semanticscholar.org/paper/86970090de4df895c3b24902a3c41b94be82f8ab,Evaluation of machine learning algorithms for prediction of regions of high Reynolds averaged Navier Stokes uncertainty,"Reynolds Averaged Navier Stokes (RANS) models are widely used in industry to predict fluid flows, despite their acknowledged deficiencies. Not only do RANS models often produce inaccurate flow predictions, but there are very limited diagnostics available to assess RANS accuracy for a given flow configuration. If experimental or higher fidelity simulation results are not available for RANS validation, there is no reliable method to evaluate RANS accuracy. This paper explores the potential of utilizing machine learning algorithms to identify regions of high RANS uncertainty. Three different machine learning algorithms were evaluated: support vector machines, Adaboost decision trees, and random forests. The algorithms were trained on a database of canonical flow configurations for which validated direct numerical simulation or large eddy simulation results were available, and were used to classify RANS results on a point-by-point basis as having either high or low uncertainty, based on the breakdown of specific RANS modeling assumptions. Classifiers were developed for three different basic RANS eddy viscosity model assumptions: the isotropy of the eddy viscosity, the linearity of the Boussinesq hypothesis, and the non-negativity of the eddy viscosity. It is shown that these classifiers are able to generalize to flows substantially different from those on which they were trained. Feature selection techniques, model evaluation, and extrapolation detection are discussed in the context of turbulence modeling applications.",2015,47,256,15,False,Physics,40540679,J. Templeton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74db87eb3ec2abbfa81ea8729c2512f01cc3fdd1,https://www.semanticscholar.org/paper/74db87eb3ec2abbfa81ea8729c2512f01cc3fdd1,Object correspondence as a machine learning problem,"We propose machine learning methods for the estimation of deformation fields that transform two given objects into each other, thereby establishing a dense point to point correspondence. The fields are computed using a modified support vector machine containing a penalty enforcing that points of one object will be mapped to ""similar"" points on the other one. Our system, which contains little engineering or domain knowledge, delivers state of the art performance. We present application results including close to photorealistic morphs of 3D head models.",2005,34,36,0,False,Computer Science,1707625,B. Schölkopf,2083878667.0,F. Steinke,2880906.0,V. Blanz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f71687796caa7d2a5d68406b53b51cb9ed57f586,https://www.semanticscholar.org/paper/f71687796caa7d2a5d68406b53b51cb9ed57f586,SecureBoost: A Lossless Federated Learning Framework,"The protection of user privacy is an important concern in machine learning, as evidenced by the rolling out of the General Data Protection Regulation (GDPR) in the European Union (EU) in May 2018. The GDPR is designed to give users more control over their personal data, which motivates us to explore machine learning frameworks for data sharing that do not violate user privacy. To meet this goal, in this article, we propose a novel lossless privacy-preserving tree-boosting system known as SecureBoost in the setting of federated learning. SecureBoost first conducts entity alignment under a privacy-preserving protocol and then constructs boosting trees across multiple parties with a carefully designed encryption strategy. This federated learning system allows the learning process to be jointly conducted over multiple parties with common user samples but different feature sets, which corresponds to a vertically partitioned dataset. An advantage of SecureBoost is that it provides the same level of accuracy as the non -privacy-preserving approach while at the same time, reveals no information of each private data provider. We show that the SecureBoost framework is as accurate as other nonfederated gradient tree-boosting algorithms that require centralized data, and thus, it is highly scalable and practical for industrial applications such as credit risk analysis. To this end, we discuss information leakage during the protocol execution and propose ways to provably reduce it.",2019,41,246,38,True,Computer Science,3161399,Kewei Cheng,2072650627.0,Tao Fan,9372198.0,Yilun Jin,1614034792.0,Yang Liu,11573257.0,Tianjian Chen,152290618.0,Qiang Yang,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a67980c3fb10a7679b7592eb27b64e0b350e3dfc,https://www.semanticscholar.org/paper/a67980c3fb10a7679b7592eb27b64e0b350e3dfc,Machine Learning Approaches in Cardiovascular Imaging,"Cardiovascular imaging technologies continue to increase in their capacity to capture and store large quantities of data. Modern computational methods, developed in the field of machine learning, offer new approaches to leveraging the growing volume of imaging data available for analyses. Machine learning methods can now address data-related problems ranging from simple analytic queries of existing measurement data to the more complex challenges involved in analyzing raw images. To date, machine learning has been used in 2 broad and highly interconnected areas: automation of tasks that might otherwise be performed by a human and generation of clinically important new knowledge. Most cardiovascular imaging studies have focused on task-oriented problems, but more studies involving algorithms aimed at generating new clinical insights are emerging. Continued expansion in the size and dimensionality of cardiovascular imaging databases is driving strong interest in applying powerful deep learning methods, in particular, to analyze these data. Overall, the most effective approaches will require an investment in the resources needed to appropriately prepare such large data sets for analyses. Notwithstanding current technical and logistical challenges, machine learning and especially deep learning methods have much to offer and will substantially impact the future practice and science of cardiovascular imaging.",2017,38,75,0,True,Medicine,6062062,M. Henglin,40639570.0,G. Stein,25904274.0,Pavel Hushcha,1714516.0,Jasper Snoek,49398909.0,Alexander B. Wiltschko,152434470.0,Susan Cheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24f8b9d8b9ec39322a6e141f5bd99f2e947fd22e,https://www.semanticscholar.org/paper/24f8b9d8b9ec39322a6e141f5bd99f2e947fd22e,Discovering phase transitions with unsupervised learning,"Unsupervised learning is a discipline of machine learning which aims at discovering patterns in large data sets or classifying the data into several categories without being trained explicitly. We show that unsupervised learning techniques can be readily used to identify phases and phases transitions of many-body systems. Starting with raw spin configurations of a prototypical Ising model, we use principal component analysis to extract relevant low-dimensional representations of the original data and use clustering analysis to identify distinct phases in the feature space. This approach successfully finds physical concepts such as the order parameter and structure factor to be indicators of a phase transition. We discuss the future prospects of discovering more complex phases and phase transitions using unsupervised learning techniques.",2016,16,346,14,True,Computer Science,2152511187,Lei Wang,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,
60b779cc6b8147768fdafd1a223fb18ade6d72cf,https://www.semanticscholar.org/paper/60b779cc6b8147768fdafd1a223fb18ade6d72cf,Symmetry-Adapted Machine Learning for Tensorial Properties of Atomistic Systems.,"Statistical learning methods show great promise in providing an accurate prediction of materials and molecular properties, while minimizing the need for computationally demanding electronic structure calculations. The accuracy and transferability of these models are increased significantly by encoding into the learning procedure the fundamental symmetries of rotational and permutational invariance of scalar properties. However, the prediction of tensorial properties requires that the model respects the appropriate geometric transformations, rather than invariance, when the reference frame is rotated. We introduce a formalism that extends existing schemes and makes it possible to perform machine learning of tensorial properties of arbitrary rank, and for general molecular geometries. To demonstrate it, we derive a tensor kernel adapted to rotational symmetry, which is the natural generalization of the smooth overlap of atomic positions kernel commonly used for the prediction of scalar properties at the atomic scale. The performance and generality of the approach is demonstrated by learning the instantaneous response to an external electric field of water oligomers of increasing complexity, from the isolated molecule to the condensed phase.",2017,74,140,1,True,Physics,3371253,Andrea Grisafi,6287077.0,D. Wilkins,2559761.0,Gábor Csányi,1917770.0,M. Ceriotti,,,,,,,Computer Science,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,
3f10804d53644a47ce141a5ac273081b1ec6e62c,https://www.semanticscholar.org/paper/3f10804d53644a47ce141a5ac273081b1ec6e62c,On the use of support vector machines for phonetic classification,"Support vector machines (SVMs) represent a new approach to pattern classification which has attracted a great deal of interest in the machine learning community. Their appeal lies in their strong connection to the underlying statistical learning theory, in particular the theory of structural risk minimization. SVMs have been shown to be particularly successful in fields such as image identification and face recognition; in many problems SVM classifiers have been shown to perform much better than other nonlinear classifiers such as artificial neural networks and k-nearest neighbors. This paper explores the issues involved in applying SVMs to phonetic classification as a first step to speech recognition. We present results on several standard vowel and phonetic classification tasks and show better performance than Gaussian mixture classifiers. We also present an analysis of the difficulties we foresee in applying SVMs to continuous speech recognition problems.",1999,18,208,18,True,Computer Science,2066017394,P. Clarkson,47690405.0,P. Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497d645d7b81dd0a6e8db2deccd77097ac94bc4e,https://www.semanticscholar.org/paper/497d645d7b81dd0a6e8db2deccd77097ac94bc4e,"Explainable Artificial Intelligence: Understanding, Visualizing and Interpreting Deep Learning Models","With the availability of large databases and recent improvements in deep learning methodology, the performance of AI systems is reaching or even exceeding the human level on an increasing number of complex tasks. Impressive examples of this development can be found in domains such as image classification, sentiment analysis, speech understanding or strategic game playing. However, because of their nested non-linear structure, these highly successful machine learning and artificial intelligence models are usually applied in a black box manner, i.e., no information is provided about what exactly makes them arrive at their predictions. Since this lack of transparency can be a major drawback, e.g., in medical applications, the development of methods for visualizing, explaining and interpreting deep learning models has recently attracted increasing attention. This paper summarizes recent developments in this field and makes a plea for more interpretability in artificial intelligence. Furthermore, it presents two approaches to explaining predictions of deep learning models, one method which computes the sensitivity of the prediction with respect to changes in the input and one approach which meaningfully decomposes the decision in terms of the input variables. These methods are evaluated on three classification tasks.",2017,41,807,26,False,Computer Science,1699054,W. Samek,1745395.0,T. Wiegand,145034054.0,K. Müller,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e3bb1e6f2e2971a7d4da229ba6a8064e0c1c020,https://www.semanticscholar.org/paper/3e3bb1e6f2e2971a7d4da229ba6a8064e0c1c020,Machine learning in materials design and discovery: Examples from the present and suggestions for the future,"Much is being currently written about machine learning applied to materials science, but, what is machine learning? It is certainly not physics, chemistry, or materials science, in which case how do these sciences enter? In this Research Update the authors examine what machine learning is and is not, review several applications of machine learning methods for predicting new materials, noting some of the cases where the predictions have been experimentally validated, and illustrate the spectrum of applications possible. The emphasis is on the broader picture where they discuss some newer methods and more importantly reference their successes. Thus, the paper looks more towards the future than to the past, sharing some of the lessons the authors have learned from their own experience in the field.",2018,106,76,1,False,Materials Science,3122483,J. Gubernatis,2891010.0,T. Lookman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83c137c3ca9e14b3d87f5b2c96ff021a3ba76b1a,https://www.semanticscholar.org/paper/83c137c3ca9e14b3d87f5b2c96ff021a3ba76b1a,Journal of Machine Learning Technologies,"The Journal of Machine Learning Technologies, ISSN: 2229–3981 & ISSN: 2229-399X, aims to publish all the latest and outstanding research articles, reviews and letters in all areas of Machine Learning Technologie. Each issue contains a series of timely, in-depth written articles by leaders in the field, covering a wide range of the integration of multidimensional challenges of research including integration issues of Machine Learning Technologie.",2013,4,56,1,False,Computer Science,52022340,Publisher Bioinfo Publications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a0d35989d91b3b7d2318802b1de6d10e4e6e830,https://www.semanticscholar.org/paper/4a0d35989d91b3b7d2318802b1de6d10e4e6e830,Wasserstein Distributionally Robust Optimization: Theory and Applications in Machine Learning,"Many decision problems in science, engineering and economics are affected by uncertain parameters whose distribution is only indirectly observable through samples. The goal of data-driven decision-making is to learn a decision from finitely many training samples that will perform well on unseen test samples. This learning task is difficult even if all training and test samples are drawn from the same distribution---especially if the dimension of the uncertainty is large relative to the training sample size. Wasserstein distributionally robust optimization seeks data-driven decisions that perform well under the most adverse distribution within a certain Wasserstein distance from a nominal distribution constructed from the training samples. In this tutorial we will argue that this approach has many conceptual and computational benefits. Most prominently, the optimal decisions can often be computed by solving tractable convex optimization problems, and they enjoy rigorous out-of-sample and asymptotic consistency guarantees. We will also show that Wasserstein distributionally robust optimization has interesting ramifications for statistical learning and motivates new approaches for fundamental learning tasks such as classification, regression, maximum likelihood estimation or minimum mean square error estimation, among others.",2019,115,203,20,True,Computer Science,2500534,D. Kuhn,1787177.0,Peyman Mohajerin Esfahani,2075327618.0,Viet Anh Nguyen,1380260325.0,Soroosh Shafieezadeh-Abadeh,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0653631b4a476abf5276a264f6bbff40b132061,https://www.semanticscholar.org/paper/e0653631b4a476abf5276a264f6bbff40b132061,Automated Bitcoin Trading via Machine Learning Algorithms,"In this project, we attempt to apply machine-learning algorithms to predict Bitcoin price. For the first phase of our investigation, we aimed to understand and better identify daily trends in the Bitcoin market while gaining insight into optimal features surrounding Bitcoin price. Our data set consists of over 25 features relating to the Bitcoin price and payment network over the course of five years, recorded daily. Using this information we were able to predict the sign of the daily price change with an accuracy of 98.7%. For the second phase of our investigation, we focused on the Bitcoin price data alone and leveraged data at 10-minute and 10-second interval timepoints, as we saw an opportunity to evaluate price predictions at varying levels of granularity and noisiness. By predicting the sign of the future change in price, we are modeling the price prediction problem as a binomial classification task, experimenting with a custom algorithm that leverages both random forests and generalized linear models. These results had 50-55% accuracy in predicting the sign of future price change using 10 minute time intervals.",2014,1,100,3,False,Computer Science,3998505,Isaac Madan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f409da263cfc82f0dd98a9b22992a850e7016a90,https://www.semanticscholar.org/paper/f409da263cfc82f0dd98a9b22992a850e7016a90,Causal Discovery via MML,"Automating the learning of causal models from sample data is a key step toward incorporating machine learning into decisionmaking and reasoning under uncertainty. This paper presents a Bayesian approach to the discovery of causal models, using a Minimum Message Length (MML) method. We have developed encoding and search methods for discovering linear causal models. The initial experimental results presented in this paper show that the MML induction approach can recover causal models from generated data which are quite accurate re ections of the original models and compare favorably with those of TETRAD II (Spirtes et al. 1994) even when it is supplied with prior temporal information and MML is not.",1996,33,99,3,False,Computer Science,8635127,C. S. Wallace,1730706.0,K. Korb,2732405.0,H. Dai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3139012b29462f1f2585949a94ef9a2a0ac0b21,https://www.semanticscholar.org/paper/b3139012b29462f1f2585949a94ef9a2a0ac0b21,Are Accuracy and Robustness Correlated,"Machine learning models are vulnerable to adversarial examples formed by applying small carefully chosen perturbations to inputs that cause unexpected classification errors. In this paper, we perform experiments on various adversarial example generation approaches with multiple deep convolutional neural networks including Residual Networks, the best performing models on ImageNet Large-Scale Visual Recognition Challenge 2015. We compare the adversarial example generation techniques with respect to the quality of the produced images, and measure the robustness of the tested machine learning models to adversarial examples. Finally, we conduct large-scale experiments on cross-model adversarial portability. We find that adversarial examples are mostly transferable across similar network topologies, and we demonstrate that better machine learning models are less vulnerable to adversarial examples.",2016,23,49,2,True,Computer Science,2974221,Andras Rozsa,38636666.0,Manuel Günther,32163276.0,T. Boult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75c4d189fc9607b02948cfb65b47005d142bb1e3,https://www.semanticscholar.org/paper/75c4d189fc9607b02948cfb65b47005d142bb1e3,Learning to Route,"Recently, much attention has been devoted to the question of whether/when traditional network protocol design, which relies on the application of algorithmic insights by human experts, can be replaced by a data-driven (i.e., machine learning) approach. We explore this question in the context of the arguably most fundamental networking task: routing. Can ideas and techniques from machine learning (ML) be leveraged to automatically generate ""good"" routing configurations? We focus on the classical setting of intradomain traffic engineering. We observe that this context poses significant challenges for data-driven protocol design. Our preliminary results regarding the power of data-driven routing suggest that applying ML (specifically, deep reinforcement learning) to this context yields high performance and is a promising direction for further research. We outline a research agenda for ML-guided routing.",2017,50,130,12,False,Computer Science,3338812,Asaf Valadarsky,1718880.0,Michael Schapira,1805894.0,Dafna Shahaf,3025260.0,Aviv Tamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502b5ef1afb16f76bcae33db17179195bbcdaae,https://www.semanticscholar.org/paper/3502b5ef1afb16f76bcae33db17179195bbcdaae,Generating Natural Adversarial Examples,"Due to their complex nature, it is hard to characterize the ways in which machine learning models can misbehave or be exploited when deployed. Recent work on adversarial examples, i.e. inputs with minor perturbations that result in substantially different model predictions, is helpful in evaluating the robustness of these models by exposing the adversarial scenarios where they fail. However, these malicious perturbations are often unnatural, not semantically meaningful, and not applicable to complicated domains such as language. In this paper, we propose a framework to generate natural and legible adversarial examples that lie on the data manifold, by searching in semantic space of dense and continuous data representation, utilizing the recent advances in generative adversarial networks. We present generated adversaries to demonstrate the potential of the proposed approach for black-box classifiers for a wide range of applications such as image classification, textual entailment, and machine translation. We include experiments to show that the generated adversaries are natural, legible to humans, and useful in evaluating and analyzing black-box classifiers.",2017,33,438,50,False,Computer Science,2708739,Zhengli Zhao,33546336.0,Dheeru Dua,34650964.0,Sameer Singh,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
