paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,fieldsOfStudy/1,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,fieldsOfStudy/2,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name
4f99a213d5c16a94b0eecd3f20cdabac3683df90,https://www.semanticscholar.org/paper/4f99a213d5c16a94b0eecd3f20cdabac3683df90,Ternary Compression for Communication-Efficient Federated Learning,"Learning over massive data stored in different locations is essential in many real-world applications. However, sharing data is full of challenges due to the increasing demands of privacy and security with the growing use of smart mobile devices and Internet of thing (IoT) devices. Federated learning provides a potential solution to privacy-preserving and secure machine learning, by means of jointly training a global model without uploading data distributed on multiple devices to a central server. However, most existing work on federated learning adopts machine learning models with full-precision weights, and almost all these models contain a large number of redundant parameters that do not need to be transmitted to the server, consuming an excessive amount of communication costs. To address this issue, we propose a federated trained ternary quantization (FTTQ) algorithm, which optimizes the quantized networks on the clients through a self-learning quantization factor. Theoretical proofs of the convergence of quantization factors, unbiasedness of FTTQ, as well as a reduced weight divergence are given. On the basis of FTTQ, we propose a ternary federated averaging protocol (T-FedAvg) to reduce the upstream and downstream communication of federated learning systems. Empirical experiments are conducted to train widely used deep learning models on publicly available data sets, and our results demonstrate that the proposed T-FedAvg is effective in reducing communication costs and can even achieve slightly better performance on non-IID data in contrast to the canonical federated learning algorithms.",2020,59,48,2,True,Computer Science,2136350969,Jinjin Xu,2903496.0,W. Du,Mathematics,2157835870.0,Yaochu Jin,1765250.0,Wangli He,39336044.0,Ran Cheng,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6aa32c69559c78403d977e34cb80ad2a472a64,https://www.semanticscholar.org/paper/5b6aa32c69559c78403d977e34cb80ad2a472a64,Benchmarking Machine Learning Technologies for Software Defect Detection,"Machine Learning approaches are good in solving problems that have less information. In most cases, the software domain problems characterize as a process of learning that depend on the various circumstances and changes accordingly. A predictive model is constructed by using machine learning approaches and classified them into defective and non-defective modules. Machine learning techniques help developers to retrieve useful information after the classification and enable them to analyse data from different perspectives. Machine learning techniques are proven to be useful in terms of software bug prediction. This study used public available data sets of software modules and provides comparative performance analysis of different machine learning techniques for software bug prediction. Results showed most of the machine learning methods performed well on software bug datasets.",2015,50,37,1,False,Computer Science,2146784,Saiqa Aleem,1739277.0,Luiz Fernando Capretz,,3085539.0,F. Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbfc5a911e50b275d9b8adb5d311286d50b3f9dc,https://www.semanticscholar.org/paper/dbfc5a911e50b275d9b8adb5d311286d50b3f9dc,Using machine learning on cardiorespiratory fitness data for predicting hypertension: The Henry Ford ExercIse Testing (FIT) Project,"This study evaluates and compares the performance of different machine learning techniques on predicting the individuals at risk of developing hypertension, and who are likely to benefit most from interventions, using the cardiorespiratory fitness data. The dataset of this study contains information of 23,095 patients who underwent clinician- referred exercise treadmill stress testing at Henry Ford Health Systems between 1991 and 2009 and had a complete 10-year follow-up. The variables of the dataset include information on vital signs, diagnosis and clinical laboratory measurements. Six machine learning techniques were investigated: LogitBoost (LB), Bayesian Network classifier (BN), Locally Weighted Naive Bayes (LWB), Artificial Neural Network (ANN), Support Vector Machine (SVM) and Random Tree Forest (RTF). Using different validation methods, the RTF model has shown the best performance (AUC = 0.93) and outperformed all other machine learning techniques examined in this study. The results have also shown that it is critical to carefully explore and evaluate the performance of the machine learning models using various model evaluation methods as the prediction accuracy can significantly differ.",2018,75,69,2,True,Computer Science,144250946,S. Sakr,5742338.0,Radwa Elshawi,Medicine,144454000.0,Amjad M Ahmed,32704135.0,W. Qureshi,4701643.0,C. Brawner,5834795.0,S. Keteyian,,3455659.0,M. Blaha,1397581130.0,M. Al-Mallah,,,,,,,,,,,,,,,,,,,,,,
21b51aeb5626f0fea9d4dec742616c62b4bd2113,https://www.semanticscholar.org/paper/21b51aeb5626f0fea9d4dec742616c62b4bd2113,Challenges and design choices for global weather and climate models based on machine learning,"Abstract. Can models that are based on deep learning and trained on atmospheric data compete with weather and climate models that are based on physical principles and the basic equations of motion? This question has been asked often recently due to the boom in deep-learning techniques. The question is valid given the huge amount of data that are available, the computational efficiency of deep-learning techniques and the limitations of today's weather and climate models in particular with respect to resolution and complexity.In this paper, the question will be discussed in the context of global weather forecasts. A toy model for global weather predictions will be presented and used to identify challenges and fundamental design choices for a forecast system based on neural networks.",2018,24,181,16,True,Computer Science,1389726126,P. Dueben,50734944.0,P. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03f6ee322583d360acabf33b43d3a7db1d5d8d56,https://www.semanticscholar.org/paper/03f6ee322583d360acabf33b43d3a7db1d5d8d56,Opposition-Based Reinforcement Learning,"Reinforcement learning is a machine intelligence scheme for learning in highly dynamic, probabilistic environments. By interaction with the environment, reinforcement agents learn optimal control policies, especially in the absence of a priori knowledge and/or a sufficiently large amount of training data. Despite its advantages, however, reinforcement learning suffers from a major drawback – high calculation cost because convergence to an optimal solution usually requires that all states be visited frequently to ensure that policy is reliable. This is not always possible, however, due to the complex, high-dimensional state space in many applications. This paper introduces opposition-based reinforcement learning, inspired by opposition-based learning, to speed up convergence. Considering opposite actions simultaneously enables individual states to be updated more than once shortening exploration and expediting convergence. Three versions of Q-learning algorithm will be given as examples. Experimental results for the grid world problem of different sizes demonstrate the superior performance of the proposed approach.",2006,17,188,5,False,Computer Science,9315255,H. Tizhoosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea414818831d2098e2876f465814564f9a5acabb,https://www.semanticscholar.org/paper/ea414818831d2098e2876f465814564f9a5acabb,A Simple and Generic Belief Tracking Mechanism for the Dialog State Tracking Challenge: On the believability of observed information,"This paper presents a generic dialogue state tracker that maintains beliefs over user goals based on a few simple domainindependent rules, using basic probability operations. The rules apply to observed system actions and partially observable user acts, without using any knowledge obtained from external resources (i.e. without requiring training data). The core insight is to maximise the amount of information directly gainable from an errorprone dialogue itself, so as to better lowerbound one’s expectations on the performance of more advanced statistical techniques for the task. The proposed method is evaluated in the Dialog State Tracking Challenge, where it achieves comparable performance in hypothesis accuracy to machine learning based systems. Consequently, with respect to different scenarios for the belief tracking problem, the potential superiority and weakness of machine learning approaches in general are investigated.",2013,15,165,7,False,Computer Science,47196992,Zhuoran Wang,1782798.0,Oliver Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297042abe4b19cb26c45bca67189dbcae300909,https://www.semanticscholar.org/paper/6297042abe4b19cb26c45bca67189dbcae300909,Identifying Stable Patterns over Time for Emotion Recognition from EEG,"In this paper, we investigate stable patterns of electroencephalogram (EEG) over time for emotion recognition using a machine learning approach. Up to now, various findings of activated patterns associated with different emotions have been reported. However, their stability over time has not been fully investigated yet. In this paper, we focus on identifying EEG stability in emotion recognition. We systematically evaluate the performance of various popular feature extraction, feature selection, feature smoothing and pattern classification methods with the DEAP dataset and a newly developed dataset called SEED for this study. Discriminative Graph regularized Extreme Learning Machine with differential entropy features achieves the best average accuracies of 69.67 and 91.07 percent on the DEAP and SEED datasets, respectively. The experimental results indicate that stable patterns exhibit consistency across sessions; the lateral temporal areas activate more for positive emotions than negative emotions in beta and gamma bands; the neural patterns of neutral emotions have higher alpha responses at parietal and occipital sites; and for negative emotions, the neural patterns have significant higher delta responses at parietal and occipital sites and higher gamma responses at prefrontal sites. The performance of our emotion recognition models shows that the neural patterns are relatively stable within and between sessions.",2016,74,380,37,True,Computer Science,3108302,Wei-Long Zheng,2682019.0,Jia-Yi Zhu,,1715839.0,Bao-Liang Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
027c7c1898a9bae0a20f1a06c603ebac5c059978,https://www.semanticscholar.org/paper/027c7c1898a9bae0a20f1a06c603ebac5c059978,Large margin transductive transfer learning,"Recently there has been increasing interest in the problem of transfer learning, in which the typical assumption that training and testing data are drawn from identical distributions is relaxed. We specifically address the problem of transductive transfer learning in which we have access to labeled training data and unlabeled testing data potentially drawn from different, yet related distributions, and the goal is to leverage the labeled training data to learn a classifier to correctly predict data from the testing distribution. We have derived efficient algorithms for transductive transfer learning based on a novel viewpoint and the Support Vector Machine (SVM) paradigm, of a large margin hyperplane classifier in a feature space. We show that our method can out-perform some recent state-of-the-art approaches for transfer learning on several data sets, with the added benefits of model and data separation and the potential to leverage existing work on support vector machines.",2009,49,107,19,False,Computer Science,2770631,Brian Quanz,144733837.0,Jun Huan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882f42973556389220dc8c474af91a141f0f43c1,https://www.semanticscholar.org/paper/882f42973556389220dc8c474af91a141f0f43c1,Deep Learning for Infrared Thermal Image Based Machine Health Monitoring,"The condition of a machine can automatically be identified by creating and classifying features that summarize characteristics of measured signals. Currently, experts, in their respective fields, devise these features based on their knowledge. Hence, the performance and usefulness depends on the expert's knowledge of the underlying physics or statistics. Furthermore, if new and additional conditions should be detectable, experts have to implement new feature extraction methods. To mitigate the drawbacks of feature engineering, a method from the subfield of feature learning, i.e., deep learning (DL), more specifically convolutional neural networks (NNs), is researched in this paper. The objective of this paper is to investigate if and how DL can be applied to infrared thermal (IRT) video to automatically determine the condition of the machine. By applying this method on IRT data in two use cases, i.e., machine-fault detection and oil-level prediction, we show that the proposed system is able to detect many conditions in rotating machinery very accurately (i.e., 95 and 91.67% accuracy for the respective use cases), without requiring any detailed knowledge about the underlying physics, and thus having the potential to significantly simplify condition monitoring using complex sensor data. Furthermore, we show that by using the trained NNs, important regions in the IRT images can be identified related to specific conditions, which can potentially lead to new physical insights.",2017,24,130,4,True,Engineering,3001762,Olivier Janssens,115624058.0,R. Van de Walle,,2755281.0,M. Loccufier,134767416.0,S. Van Hoecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226aa30a0666b18fe1e90d4ed9e74311481f20dd,https://www.semanticscholar.org/paper/226aa30a0666b18fe1e90d4ed9e74311481f20dd,Machine learning paradigm for structural health monitoring,"Structural health diagnosis and prognosis is the goal of structural health monitoring. Vibration-based structural health monitoring methodology has been extensively investigated. However, the conventional vibration–based methods find it difficult to detect damages of actual structures because of a high incompleteness in the monitoring information (the number of sensors is much fewer with respect to the number of degrees of freedom of a structure), intense uncertainties in the structural conditions and monitoring systems, and coupled effects of damage and environmental actions on modal parameters. It is a truth that the performance and conditions of a structure must be embedded in the monitoring data (vehicles, wind, etc.; acceleration, displacement, cable force, strain, images, videos, etc.). Therefore, there is a need to develop completely novel structural health diagnosis and prognosis methodology based on the various monitoring data. Machine learning provides the advanced mathematical frameworks and algorithms that can help discover and model the performance and conditions of a structure through deep mining of monitoring data. Thus, machine learning takes an opportunity to establish novel machine learning paradigm for structural health diagnosis and prognosis theory termed the machine learning paradigm for structural health monitoring. This article sheds light on principles for machine learning paradigm for structural health monitoring with some examples and reviews the existing challenges and open questions in this field.",2020,137,57,2,False,Computer Science,49955399,Y. Bao,145824388.0,Hui Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220ac48a22547a455d05f416e1fd22bbd0b0788d,https://www.semanticscholar.org/paper/220ac48a22547a455d05f416e1fd22bbd0b0788d,Unsupervised Pixel-Level Domain Adaptation with Generative Adversarial Networks,"Collecting well-annotated image datasets to train modern machine learning algorithms is prohibitively expensive for many tasks. One appealing alternative is rendering synthetic data where ground-truth annotations are generated automatically. Unfortunately, models trained purely on rendered images fail to generalize to real images. To address this shortcoming, prior work introduced unsupervised domain adaptation algorithms that have tried to either map representations between the two domains, or learn to extract features that are domain-invariant. In this work, we approach the problem in a new light by learning in an unsupervised manner a transformation in the pixel space from one domain to the other. Our generative adversarial network (GAN)-based method adapts source-domain images to appear as if drawn from the target domain. Our approach not only produces plausible samples, but also outperforms the state-of-the-art on a number of unsupervised domain adaptation scenarios by large margins. Finally, we demonstrate that the adaptation process generalizes to object classes unseen during training.",2016,54,1164,98,True,Computer Science,2732737,Konstantinos Bousmalis,2286640.0,N. Silberman,,35363891.0,David Dohan,1761978.0,D. Erhan,1707347.0,Dilip Krishnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d150cec2775f9bc863760448f14104cc8f42368,https://www.semanticscholar.org/paper/5d150cec2775f9bc863760448f14104cc8f42368,Discovering governing equations from data by sparse identification of nonlinear dynamical systems,"Significance Understanding dynamic constraints and balances in nature has facilitated rapid development of knowledge and enabled technology, including aircraft, combustion engines, satellites, and electrical power. This work develops a novel framework to discover governing equations underlying a dynamical system simply from data measurements, leveraging advances in sparsity techniques and machine learning. The resulting models are parsimonious, balancing model complexity with descriptive ability while avoiding overfitting. There are many critical data-driven problems, such as understanding cognition from neural recordings, inferring climate patterns, determining stability of financial markets, predicting and suppressing the spread of disease, and controlling turbulence for greener transportation and energy. With abundant data and elusive laws, data-driven discovery of dynamics will continue to play an important role in these efforts. Extracting governing equations from data is a central challenge in many diverse areas of science and engineering. Data are abundant whereas models often remain elusive, as in climate science, neuroscience, ecology, finance, and epidemiology, to name only a few examples. In this work, we combine sparsity-promoting techniques and machine learning with nonlinear dynamical systems to discover governing equations from noisy measurement data. The only assumption about the structure of the model is that there are only a few important terms that govern the dynamics, so that the equations are sparse in the space of possible functions; this assumption holds for many physical systems in an appropriate basis. In particular, we use sparse regression to determine the fewest terms in the dynamic governing equations required to accurately represent the data. This results in parsimonious models that balance accuracy with model complexity to avoid overfitting. We demonstrate the algorithm on a wide range of problems, from simple canonical systems, including linear and nonlinear oscillators and the chaotic Lorenz system, to the fluid vortex shedding behind an obstacle. The fluid example illustrates the ability of this method to discover the underlying dynamics of a system that took experts in the community nearly 30 years to resolve. We also show that this method generalizes to parameterized systems and systems that are time-varying or have external forcing.",2015,61,1917,194,True,Mathematics,3083169,S. Brunton,2424683.0,J. Proctor,Medicine,144484983.0,J. Kutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db3ea129add716192f11d41e605c0020ee2488d7,https://www.semanticscholar.org/paper/db3ea129add716192f11d41e605c0020ee2488d7,REDD : A Public Data Set for Energy Disaggregation Research,"Energy and sustainability issues raise a large number of problems that can be tackled using approaches from data mining and machine learning, but traction of such problems has been slow due to the lack of publicly available data. In this paper we present the Reference Energy Disaggregation Data Set (REDD), a freely available data set containing detailed power usage information from several homes, which is aimed at furthering research on energy disaggregation (the task of determining the component appliance contributions from an aggregated electricity signal). We discuss past approaches to disaggregation and how they have influenced our design choices in collecting data, we describe the hardware and software setups for the data collection, and we present initial benchmark disaggregation results using a well-known Factorial Hidden Markov Model (FHMM) technique.",2011,19,1078,248,False,Computer Science,145116464,J. Z. Kolter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2a240cc67c2909128f2154db2facba5810a94b0,https://www.semanticscholar.org/paper/e2a240cc67c2909128f2154db2facba5810a94b0,"Artificial Intelligence, Economics, and Industrial Organization","Machine learning (ML) and artificial intelligence (AI) have been around for many years. However, in the last 5 years, remarkable progress has been made using multilayered neural networks in diverse areas such as image recognition, speech recognition, and machine translation. AI is a general purpose technology that is likely to impact many industries. In this chapter I consider how machine learning availability might affect the industrial organization of both firms that provide AI services and industries that adopt AI technology. My intent is not to provide an extensive overview of this rapidly-evolving area, but instead to provide a short summary of some of the forces at work and to describe some possible areas for future research.",2018,46,116,3,True,Computer Science,2070970,H. Varian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858fb6efb0e7ef549db94813b9d6f896073d60a,https://www.semanticscholar.org/paper/0858fb6efb0e7ef549db94813b9d6f896073d60a,Bayesian Reinforcement Learning: A Survey,"Bayesian methods for machine learning have been widely investigated, yielding principled methods for incorporating prior information into inference algorithms. In this survey, we provide an in-depth review of the role of Bayesian methods for the reinforcement learning (RL) paradigm. The major incentives for incorporating Bayesian reasoning in RL are: 1) it provides an elegant approach to action-selection (exploration/exploitation) as a function of the uncertainty in learning; and 2) it provides a machinery to incorporate prior knowledge into the algorithms. We first discuss models and methods for Bayesian inference in the simple single-step Bandit model. We then review the extensive recent literature on Bayesian methods for model-based RL, where prior information can be expressed on the parameters of the Markov model. We also present Bayesian methods for model-free RL, where priors are expressed over the value function or policy class. The objective of the paper is to provide a comprehensive survey on Bayesian RL algorithms and their theoretical and empirical properties.",2015,184,311,26,True,Computer Science,1678622,M. Ghavamzadeh,1712535.0,Shie Mannor,Mathematics,145134886.0,Joelle Pineau,3025260.0,Aviv Tamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a51659b4df7d43b450df6134af107ec4d2c203f,https://www.semanticscholar.org/paper/3a51659b4df7d43b450df6134af107ec4d2c203f,Extreme‐learning‐machine‐based land cover classification,"The extreme learning machine (ELM), a single hidden layer neural network based supervised classifier is used for remote sensing classifications. In comparison to the backpropagation neural network, which requires the setting of several user‐defined parameters and may produce local minima, the ELM requires setting of one parameter, and produces a unique solution for a set of randomly assigned weights. Two datasets, one multispectral and another hyperspectral, were used for classification. Accuracies of 89.0% and 91.1% are achieved with this classifier using multispectral and hyperspectral data, respectively. Results suggest that the ELM provides a classification accuracy comparable to a backpropagation neural network with both datasets. The computational cost using the ELM classifier (1.25 s with Enhanced Thematic Mapper (ETM+) and 0.675 s with Digital Airborne Imaging Spectrometer (DAIS) data) is very small in comparison to the backpropagation neural network.",2008,26,78,6,True,Computer Science,3639504,M. Pal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ff76dab4aeeb9b17759329c290755b665a6d640,https://www.semanticscholar.org/paper/3ff76dab4aeeb9b17759329c290755b665a6d640,Machine Learning Based Botnet Identification Traffic,"The continued growth of the Internet has resulted in the increasing sophistication of toolkit and methods to conduct computer attacks and intrusions that are easy to use and publicly available to download, such as Zeus botnet toolkit. Botnets are responsible for many cyber-attacks, such as spam, distributed denial-of-service (DDoS), identity theft, and phishing. Most of existence botnet toolkits release updates for new features, development and support. This presents challenges in the detection and prevention of bots. Current botnet detection approaches mostly ineffective as botnets change their Command and Control (C&C) server structures, centralized (e.g., IRC, HTTP), distributed (e.g., P2P), and encryption deterrent. In this paper, based on real world data sets we present our preliminary research on predicting the new bots before they launch their attack. We propose a rich set of features of network traffic using Classification of Network Information Flow Analysis (CONIFA) framework to capture regularities in C&C communication channels and malicious traffic. We present a case study of applying the approach to a popular botnet toolkit, Zeus. The experimental evaluation suggest that it is possible to detect effectively botnets during the botnet C&C communication generated from new updated Zeus botnet toolkit by building the classifier using machine learning from an earlier version and before they launch their attacks using traffic behaviors. Also, show that there is similarity in C&C structures various Botnet toolkit versions and that the network characteristics of botnet C&C traffic is different from legitimate network traffic. Such methods could reduce many different resources needed to identify C&C communication channels and malicious traffic.",2016,34,68,1,True,Computer Science,144759750,A. Azab,2474250.0,M. Alazab,,2569386.0,Mahdi Aiash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a870af1c356f14c51c0af75bd9fec5f2e20f8f7,https://www.semanticscholar.org/paper/9a870af1c356f14c51c0af75bd9fec5f2e20f8f7,Debugging Machine Learning Tasks,"Unlike traditional programs (such as operating systems or word processors) which have large amounts of code, machine learning tasks use programs with relatively small amounts of code (written in machine learning libraries), but voluminous amounts of data. Just like developers of traditional programs debug errors in their code, developers of machine learning tasks debug and fix errors in their data. However, algorithms and tools for debugging and fixing errors in data are less common, when compared to their counterparts for detecting and fixing errors in code. In this paper, we consider classification tasks where errors in training data lead to misclassifications in test points, and propose an automated method to find the root causes of such misclassifications. Our root cause analysis is based on Pearl's theory of causation, and uses Pearl's PS (Probability of Sufficiency) as a scoring metric. Our implementation, Psi, encodes the computation of PS as a probabilistic program, and uses recent work on probabilistic programs and transformations on probabilistic programs (along with gray-box models of machine learning algorithms) to efficiently compute PS. Psi is able to identify root causes of data errors in interesting data sets.",2016,26,36,1,False,Computer Science,3237101,Aleksandar Chakarov,34894873.0,A. Nori,Mathematics,1685546.0,S. Rajamani,1774073.0,S. Sen,2541122.0,Deepak Vijaykeerthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5de430fffd090658af35538fd2ceffa5dda8d96e,https://www.semanticscholar.org/paper/5de430fffd090658af35538fd2ceffa5dda8d96e,Linear Manifold Regularization for Large Scale Semi-supervised Learning,"The enormous wealth of unlabeled data in many applications of machine learning is beginning to pose challenges to the designers of semi-supervised learning methods. We are interested in developing linear classification algorithms to efficiently learn from massive partially labeled datasets. In this paper, we propose Linear Laplacian Support Vector Machines and Linear Laplacian Regularized Least Squares as promising solutions to this problem.",2005,12,72,12,False,,1808676,V. Sindhwani,1770745.0,P. Niyogi,,145520115.0,Mikhail Belkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0aa1ae9d8df097524fda2b7ff0d4ee81ee8be73,https://www.semanticscholar.org/paper/d0aa1ae9d8df097524fda2b7ff0d4ee81ee8be73,Learning to Filter Spam E-Mail: A Comparison of a Naive Bayesian and a Memory-Based Approach,"We investigate the performance of two machine learning algorithms in the context of antispam filtering. The increasing volume of unsolicited bulk e-mail (spam) has generated a need for reliable anti-spam filters. Filters of this type have so far been based mostly on keyword patterns that are constructed by hand and perform poorly. The Naive Bayesian classifier has recently been suggested as an effective method to construct automatically anti-spam filters with superior performance. We investigate thoroughly the performance of the Naive Bayesian filter on a publicly available corpus, contributing towards standard benchmarks. At the same time, we compare the performance of the Naive Bayesian filter to an alternative memorybased learning approach, after introducing suitable cost-sensitive evaluation measures. Both methods achieve very accurate spam filtering, outperforming clearly the keyword-based filter of a widely used e-mail reader.",2000,21,403,45,False,Computer Science,1752430,Ion Androutsopoulos,4738873.0,G. Paliouras,,1745631.0,V. Karkaletsis,2589004.0,Georgios Sakkis,2124138.0,C. Spyropoulos,1800781.0,Panagiotis Stamatopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,
4532a6dc17973a44d068ef64d8a40b8070209fbd,https://www.semanticscholar.org/paper/4532a6dc17973a44d068ef64d8a40b8070209fbd,Two-Layer Multiple Kernel Learning,"Multiple Kernel Learning (MKL) aims to learn kernel machines for solving a real machine learning problem (e.g. classification) by exploring the combinations of multiple kernels. The traditional MKL approach is in general “shallow” in the sense that the target kernel is simply a linear (or convex) combination of some base kernels. In this paper, we investigate a framework of Multi-Layer Multiple Kernel Learning (MLMKL) that aims to learn “deep” kernel machines by exploring the combinations of multiple kernels in a multi-layer structure, which goes beyond the conventional MKL approach. Through a multiple layer mapping, the proposed MLMKL framework offers higher flexibility than the regular MKL for finding the optimal kernel for applications. As the first attempt to this new MKL framework, we present a Two-Layer Multiple Kernel Learning (2LMKL) method together with two efficient algorithms for classification tasks. We analyze their generalization performances and have conducted an extensive set of experiments over 16 benchmark datasets, in which encouraging results showed that our method performed better than the conventional MKL methods.",2011,32,99,21,False,Mathematics,2146277,Jinfeng Zhuang,1807998.0,I. Tsang,Computer Science,1741126.0,S. Hoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ef0075e5a42b807bb8ee1f5b2a64fe78ccbdfcd,https://www.semanticscholar.org/paper/7ef0075e5a42b807bb8ee1f5b2a64fe78ccbdfcd,Klasifikasi Citra Menggunakan Convolutional Neural Network (CNN) pada Caltech 101,"Deep Learning adalah sebuah bidang keilmuan baru dalam bidang Machine Learning yang akhir-akhir ini berkembang karena perkembangan teknologi GPU accelaration. Deep Learning memiliki kemampuan yang sangat baik dalam visi komputer. Salah satunya adalah pada kasus klasifikasi objek pada citra. Dengan mengimplementasikan salah satu metode machine learning yang dapat digunakan untuk klasifikasi citra objek yaitu CNN. Metode CNN terdiri dari dua tahap. Tahap pertama adalah klasifikasi citra menggunakan feedforward. Tahap kedua merupakan tahap pembelajaran dengan metode backpropagation. Sebelum dilakukan klasifikasi, terlebih dahulu dilakukan praproses dengan metode wrapping dan cropping untuk memfokuskan objek yang akan diklasifikasi. Selanjutnya dilakukan training menggunakan metode feedforward dan backpropagation. Terakhir adalah tahap klasifikasi menggunakan metode feedforward dengan bobot dan bias yang diperbarui. Hasil uji coba dari klasifikasi citra objek dengan tingkat confusion yang berbeda pada basis data Caltech 101 menghasilkan rata-rata nilai akurasi mencapai. Sehingga dapat disimpulkan bahwa metode CNN yang digunakan pada Tugas Akhir ini mampu melakukan klasifikasi dengan baik.",2016,14,104,7,True,Computer Science,143851555,I. E. Putra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9b901fcd68a3715d5ef186a398476bc1e762b0e,https://www.semanticscholar.org/paper/a9b901fcd68a3715d5ef186a398476bc1e762b0e,Deep Reinforcement Learning for Cyber Security,"The scale of Internet-connected systems has increased considerably, and these systems are being exposed to cyberattacks more than ever. The complexity and dynamics of cyberattacks require protecting mechanisms to be responsive, adaptive, and scalable. Machine learning, or more specifically deep reinforcement learning (DRL), methods have been proposed widely to address these issues. By incorporating deep learning into traditional RL, DRL is highly capable of solving complex, dynamic, and especially high-dimensional cyber defense problems. This article presents a survey of DRL approaches developed for cyber security. We touch on different vital aspects, including DRL-based security methods for cyber-physical systems, autonomous intrusion detection techniques, and multiagent DRL-based game theory simulations for defense strategies against cyberattacks. Extensive discussions and future research directions on DRL-based cyber security are also given. We expect that this comprehensive review provides the foundations for and facilitates future studies on exploring the potential of emerging DRL to cope with increasingly complex cyber security problems.",2019,212,92,4,True,Computer Science,32579488,T. Nguyen,1805668.0,V. Reddi,Mathematics,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,
d0c18f9af4b394c265c09ef792a4360cc4efa6a0,https://www.semanticscholar.org/paper/d0c18f9af4b394c265c09ef792a4360cc4efa6a0,Multimodal Machine Learning for Automated ICD Coding,"This study presents a multimodal machine learning model to predict ICD-10 diagnostic codes. We developed separate machine learning models that can handle data from different modalities, including unstructured text, semi-structured text and structured tabular data. We further employed an ensemble method to integrate all modality-specific models to generate ICD-10 codes. Key evidence was also extracted to make our prediction more convincing and explainable. We used the Medical Information Mart for Intensive Care III (MIMIC -III) dataset to validate our approach. For ICD code prediction, our best-performing model (micro-F1 = 0.7633, micro-AUC = 0.9541) significantly outperforms other baseline models including TF-IDF (micro-F1 = 0.6721, micro-AUC = 0.7879) and Text-CNN model (micro-F1 = 0.6569, micro-AUC = 0.9235). For interpretability, our approach achieves a Jaccard Similarity Coefficient (JSC) of 0.1806 on text data and 0.3105 on tabular data, where well-trained physicians achieve 0.2780 and 0.5002 respectively.",2018,44,62,5,False,Computer Science,2117101011,Keyang Xu,2055768861.0,Mike Lam,Mathematics,2054728417.0,Jingzhi Pang,2109103156.0,Xin Gao,82543609.0,Charlotte Band,2731090.0,P. Mathur,,32719808.0,F. Papay,1717205287.0,A. Khanna,6508641.0,J. Cywinski,2685055.0,K. Maheshwari,40526720.0,P. Xie,143977260.0,E. Xing,,,,,,,,,,,,,,
