paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,fieldsOfStudy/3,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,authors/26/authorId,authors/26/name,authors/27/authorId,authors/27/name
abcbfc9742e8f4825cfc536091fd414e08d03998,https://www.semanticscholar.org/paper/abcbfc9742e8f4825cfc536091fd414e08d03998,Reinforcement Learning for Bandit Neural Machine Translation with Simulated Human Feedback,"Machine translation is a natural candidate problem for reinforcement learning from human feedback: users provide quick, dirty ratings on candidate translations to guide a system to improve. Yet, current neural machine translation training focuses on expensive human-generated reference translations. We describe a reinforcement learning algorithm that improves neural machine translation systems from simulated human feedback. Our algorithm combines the advantage actor-critic algorithm (Mnih et al., 2016) with the attention-based neural encoder-decoder architecture (Luong et al., 2015). This algorithm (a) is well-designed for problems with a large action space and delayed rewards, (b) effectively optimizes traditional corpus-level machine translation metrics, and (c) is robust to skewed, high-variance, granular feedback modeled after actual human behaviors.",2017,45,73,8,True,Computer Science,144867624,Khanh Nguyen,1722360.0,Hal Daumé,1389036863.0,Jordan L. Boyd-Graber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d5d954aaba0ca66d7f30ab8dbcc7d998e8c200f,https://www.semanticscholar.org/paper/3d5d954aaba0ca66d7f30ab8dbcc7d998e8c200f,MLPerf: An Industry Standard Benchmark Suite for Machine Learning Performance,"In this article, we describe the design choices behind MLPerf, a machine learning performance benchmark that has become an industry standard. The first two rounds of the MLPerf Training benchmark helped drive improvements to software-stack performance and scalability, showing a 1.3× speedup in the top 16-chip results despite higher quality targets and a 5.5× increase in system scale. The first round of MLPerf Inference received over 500 benchmark results from 14 different organizations, showing growing adoption.",2020,15,82,15,False,Computer Science,2065823421,Peter Mattson,46666025.0,Hanlin Tang,2255803.0,Gu-Yeon Wei,2797270.0,Carole-Jean Wu,,,1805668.0,V. Reddi,2109795452.0,Christine Cheng,2866919.0,Cody A. Coleman,2040049.0,G. Diamos,2033833485.0,David Kanter,1802359.0,P. Micikevicius,1701130.0,D. Patterson,1403239610.0,Guenther Schmuelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9720635bebdffa5fa46c6400746f32862d2d6ebb,https://www.semanticscholar.org/paper/9720635bebdffa5fa46c6400746f32862d2d6ebb,Prediction of Coronary Heart Disease using Machine Learning: An Experimental Analysis,"The field of medical analysis is often referred to be a valuable source of rich information. Coronary Heart Disease (CHD) is one of the major causes of death all around the world therefore early detection of CHD can help reduce these rates. The challenge lies in the complexity of the data and correlations when it comes to prediction using conventional techniques. The aim of this research is to use the historical medical data to predict CHD using Machine Learning (ML) technology. The scope of this research is limited to using three supervised learning techniques namely Naïve Bayes (NB), Support Vector Machine (SVM) and Decision Tree (DT), to discover correlations in CHD data that might help improving the prediction rate. Using the South African Heart Disease dataset of 462 instances, intelligent models are derived by the considered ML techniques using 10-fold cross validation. Empirical results using different performance evaluation measures report that probabilistic models derived by NB are promising in detecting CHD.",2019,28,40,0,False,Computer Science,153536286,Amanda Gonsalves,1692763.0,F. Thabtah,145612369.0,R. Mohammad,2117055852.0,Gurpreet Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89e352129303691c22f7c64b90f452147eb5c07c,https://www.semanticscholar.org/paper/89e352129303691c22f7c64b90f452147eb5c07c,An ensemble scheme based on language function analysis and feature engineering for text genre classification,"Text genre classification is the process of identifying functional characteristics of text documents. The immense quantity of text documents available on the web can be properly filtered, organised and retrieved with the use of text genre classification, which may have potential use on several other tasks of natural language processing and information retrieval. Genre may refer to several aspects of text documents, such as function and purpose. The language function analysis (LFA) concentrates on single aspect of genres and it aims to classify text documents into three abstract classes, such as expressive, appellative and informative. Text genre classification is typically performed by supervised machine learning algorithms. The extraction of an efficient feature set to represent text documents is an essential task for building a robust classification scheme with high predictive performance. In addition, ensemble learning, which combines the outputs of individual classifiers to obtain a robust classification scheme, is a promising research field in machine learning research. In this regard, this article presents an extensive comparative analysis of different feature engineering schemes (such as features used in authorship attribution, linguistic features, character n-grams, part of speech n-grams and the frequency of the most discriminative words) and five different base learners (Naïve Bayes, support vector machines, logistic regression, k-nearest neighbour and Random Forest) in conjunction with ensemble learning methods (such as Boosting, Bagging and Random Subspace). Based on the empirical analysis, an ensemble classification scheme is presented, which integrates Random Subspace ensemble of Random Forest with four types of features (features used in authorship attribution, character n-grams, part of speech n-grams and the frequency of the most discriminative words). For LFA corpus, the highest average predictive performance obtained by the proposed scheme is 94.43%.",2018,64,139,2,False,Computer Science,3170717,Aytuğ Onan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df721fd78e29c06409730b0cac90f394da6bc96c,https://www.semanticscholar.org/paper/df721fd78e29c06409730b0cac90f394da6bc96c,UX Design Innovation: Challenges for Working with Machine Learning as a Design Material,"Machine learning (ML) is now a fairly established technology, and user experience (UX) designers appear regularly to integrate ML services in new apps, devices, and systems. Interestingly, this technology has not experienced a wealth of design innovation that other technologies have, and this might be because it is a new and difficult design material. To better understand why we have witnessed little design innovation, we conducted a survey of current UX practitioners with regards to how new ML services are envisioned and developed in UX practice. Our survey probed on how ML may or may not have been a part of their UX design education, on how they work to create new things with developers, and on the challenges they have faced working with this material. We use the findings from this survey and our review of related literature to present a series of challenges for UX and interaction design research and education. Finally, we discuss areas where new research and new curriculum might help our community unlock the power of design thinking to re-imagine what ML might be and might do.",2017,67,217,20,False,Computer Science,153836482,G. Dove,7918941.0,Kim Halskov,145174228.0,J. Forlizzi,145308025.0,J. Zimmerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f48b92b6268be68eca81b8c556b6c1bef815aa82,https://www.semanticscholar.org/paper/f48b92b6268be68eca81b8c556b6c1bef815aa82,Deep Learning in Visual Computing and Signal Processing,"Deep learning is a subfield of machine learning, which aims to learn a hierarchy of features from input data. Nowadays, researchers have intensively investigated deep learning algorithms for solving challenging problems in many areas such as image classification, speech recognition, signal processing, and natural language processing. In this study, we not only review typical deep learning algorithms in computer vision and signal processing but also provide detailed information on how to apply deep learning to specific areas such as road crack detection, fault diagnosis, and human activity detection. Besides, this study also discusses the challenges of designing and training deep neural networks.",2017,105,97,0,True,Computer Science,3107463,Danfeng Xie,2152836933.0,Lei Zhang,143642697.0,Li Bai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81b751c223324576495582a1d5b033b61b6f7b38,https://www.semanticscholar.org/paper/81b751c223324576495582a1d5b033b61b6f7b38,CORN: Correlation-driven nonparametric learning approach for portfolio selection,"Machine learning techniques have been adopted to select portfolios from financial markets in some emerging intelligent business applications. In this article, we propose a novel learning-to-trade algorithm termed CORrelation-driven Nonparametric learning strategy (CORN) for actively trading stocks. CORN effectively exploits statistical relations between stock market windows via a nonparametric learning approach. We evaluate the empirical performance of our algorithm extensively on several large historical and latest real stock markets, and show that it can easily beat both the market index and the best stock in the market substantially (without or with small transaction costs), and also surpass a variety of state-of-the-art techniques significantly.",2011,49,106,8,False,Computer Science,2185909392,Bin Li,1741126.0,S. Hoi,1744041.0,V. Gopalkrishnan,,,Mathematics,Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509a8ee7cc9edbf24d9a2940ecbbf6362ccb3392,https://www.semanticscholar.org/paper/509a8ee7cc9edbf24d9a2940ecbbf6362ccb3392,Machine learning techniques for classification of diabetes and cardiovascular diseases,"This paper presents the overview of machine learning techniques in classification of diabetes and cardiovascular diseases (CVD) using Artificial Neural Networks (ANNs) and Bayesian Networks (BNs). The comparative analysis was performed on selected papers that are published in the period from 2008 to 2017. The most commonly used type of ANN in selected papers is multilayer feedforward neural network with Levenberg-Marquardt learning algorithm. On the other hand, the most commonly used type of BN is Na'ive Bayesian network which shown the highest accuracy values for classification of diabetes and CVD, 99.51% and 97.92% retrospectively. Moreover, the calculation of mean accuracy of observed networks has shown better results using ANN, which indicates that higher possibility to obtain more accurate results in diabetes and/or CVD classification is when it is applied to ANN.",2017,39,83,2,False,Computer Science,21267873,Berina Alić,3223231.0,Lejla Gurbeta,2600501.0,A. Badnjević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529d6782da36a003c59cc6c7418b33dbd6ed7700,https://www.semanticscholar.org/paper/529d6782da36a003c59cc6c7418b33dbd6ed7700,Adaptive on-line software aging prediction based on machine learning,"The growing complexity of software systems is resulting in an increasing number of software faults. According to the literature, software faults are becoming one of the main sources of unplanned system outages, and have an important impact on company benefits and image. For this reason, a lot of techniques (such as clustering, fail-over techniques, or server redundancy) have been proposed to avoid software failures, and yet they still happen. Many software failures are those due to the software aging phenomena. In this work, we present a detailed evaluation of our chosen machine learning prediction algorithm (M5P) in front of dynamic and non-deterministic software aging. We have tested our prediction model on a three-tier web J2EE application achieving acceptable prediction accuracy against complex scenarios with small training data sets. Furthermore, we have found an interesting approach to help to determine the root cause failure: The model generated by machine learning algorithms.",2010,39,80,2,True,Computer Science,145377122,Javier Alonso,144345280.0,J. Torres,2658652.0,Josep Lluís Berral,1745702.0,Ricard Gavaldà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b1e4e897b62085f2f4d731e5c3ec891b76b76cd,https://www.semanticscholar.org/paper/9b1e4e897b62085f2f4d731e5c3ec891b76b76cd,Retrosynthetic Reaction Prediction Using Neural Sequence-to-Sequence Models,"We describe a fully data driven model that learns to perform a retrosynthetic reaction prediction task, which is treated as a sequence-to-sequence mapping problem. The end-to-end trained model has an encoder–decoder architecture that consists of two recurrent neural networks, which has previously shown great success in solving other sequence-to-sequence prediction tasks such as machine translation. The model is trained on 50,000 experimental reaction examples from the United States patent literature, which span 10 broad reaction types that are commonly used by medicinal chemists. We find that our model performs comparably with a rule-based expert system baseline model, and also overcomes certain limitations associated with rule-based expert systems and with any machine learning approach that contains a rule-based expert system component. Our model provides an important first step toward solving the challenging problem of computational retrosynthetic analysis.",2017,62,257,19,True,Computer Science,2156641189,Bowen Liu,2378027.0,Bharath Ramsundar,10732277.0,Prasad Kawthekar,2109380078.0,Jade Shi,Medicine,Biology,145986494.0,Joseph Gomes,2057072037.0,Quang Luu Nguyen,50311881.0,Stephen Ho,40351908.0,Jack L. Sloane,2048046.0,P. Wender,1806271.0,V. Pande,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36653f8705b56e39642bcd123494eb680cd1636b,https://www.semanticscholar.org/paper/36653f8705b56e39642bcd123494eb680cd1636b,Training Confidence-calibrated Classifiers for Detecting Out-of-Distribution Samples,"The problem of detecting whether a test sample is from in-distribution (i.e., training distribution by a classifier) or out-of-distribution sufficiently different from it arises in many real-world machine learning applications. However, the state-of-art deep neural networks are known to be highly overconfident in their predictions, i.e., do not distinguish in- and out-of-distributions. Recently, to handle this issue, several threshold-based detectors have been proposed given pre-trained neural classifiers. However, the performance of prior works highly depends on how to train the classifiers since they only focus on improving inference procedures. In this paper, we develop a novel training method for classifiers so that such inference algorithms can work better. In particular, we suggest two additional terms added to the original loss (e.g., cross entropy). The first one forces samples from out-of-distribution less confident by the classifier and the second one is for (implicitly) generating most effective training samples for the first one. In essence, our method jointly trains both classification and generative neural networks for out-of-distribution. We demonstrate its effectiveness using deep convolutional neural networks on various popular image datasets.",2017,39,556,99,False,Computer Science,3436470,Kimin Lee,1697141.0,Honglak Lee,2208511.0,Kibok Lee,143720148.0,Jinwoo Shin,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e633b41d93051375ef9135102d54fa097dc8cf8,https://www.semanticscholar.org/paper/6e633b41d93051375ef9135102d54fa097dc8cf8,Classification and Regression by randomForest,"Recently there has been a lot of interest in “ensemble learning” — methods that generate many classifiers and aggregate their results. Two well-known methods are boosting (see, e.g., Shapire et al., 1998) and bagging Breiman (1996) of classification trees. In boosting, successive trees give extra weight to points incorrectly predicted by earlier predictors. In the end, a weighted vote is taken for prediction. In bagging, successive trees do not depend on earlier trees — each is independently constructed using a bootstrap sample of the data set. In the end, a simple majority vote is taken for prediction. Breiman (2001) proposed random forests, which add an additional layer of randomness to bagging. In addition to constructing each tree using a different bootstrap sample of the data, random forests change how the classification or regression trees are constructed. In standard trees, each node is split using the best split among all variables. In a random forest, each node is split using the best among a subset of predictors randomly chosen at that node. This somewhat counterintuitive strategy turns out to perform very well compared to many other classifiers, including discriminant analysis, support vector machines and neural networks, and is robust against overfitting (Breiman, 2001). In addition, it is very user-friendly in the sense that it has only two parameters (the number of variables in the random subset at each node and the number of trees in the forest), and is usually not very sensitive to their values. The randomForest package provides an R interface to the Fortran programs by Breiman and Cutler (available at http://www.stat.berkeley.edu/ users/breiman/). This article provides a brief introduction to the usage and features of the R functions.",2007,6,14533,831,False,Computer Science,2587444,Andy Liaw,39707890.0,M. Wiener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06b2a66c86c270e24a2177f816c6bc6e971819ee,https://www.semanticscholar.org/paper/06b2a66c86c270e24a2177f816c6bc6e971819ee,Towards Automatically-Tuned Neural Networks,"Recent advances in AutoML have led to automated tools that can compete with machine learning experts on supervised learning tasks. However, current AutoML tools do not yet support modern neural networks effectively. In this work, we present a first version of AutoNet, which provides automatically-tuned feed-forward neural networks without any human intervention. We report results on datasets from the recent AutoML challenge showing that ensembling Auto-Net with Auto-sklearn can perform better than either approach alone and report the first results on winning competition datasets against human experts with automatically-tuned neural networks.",2016,32,166,4,False,Computer Science,2065953606,Hector Mendoza,145227684.0,Aaron Klein,2868444.0,Matthias Feurer,2060551.0,J. T. Springenberg,,,144661829.0,F. Hutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02f61b8391c840358f4946cb955e0b2bc711fd87,https://www.semanticscholar.org/paper/02f61b8391c840358f4946cb955e0b2bc711fd87,Cardiac imaging: working towards fully-automated machine analysis & interpretation,"ABSTRACT Introduction: Non-invasive imaging plays a critical role in managing patients with cardiovascular disease. Although subjective visual interpretation remains the clinical mainstay, quantitative analysis facilitates objective, evidence-based management, and advances in clinical research. This has driven developments in computing and software tools aimed at achieving fully automated image processing and quantitative analysis. In parallel, machine learning techniques have been used to rapidly integrate large amounts of clinical and quantitative imaging data to provide highly personalized individual patient-based conclusions. Areas covered: This review summarizes recent advances in automated quantitative imaging in cardiology and describes the latest techniques which incorporate machine learning principles. The review focuses on the cardiac imaging techniques which are in wide clinical use. It also discusses key issues and obstacles for these tools to become utilized in mainstream clinical practice. Expert commentary: Fully-automated processing and high-level computer interpretation of cardiac imaging are becoming a reality. Application of machine learning to the vast amounts of quantitative data generated per scan and integration with clinical data also facilitates a move to more patient-specific interpretation. These developments are unlikely to replace interpreting physicians but will provide them with highly accurate tools to detect disease, risk-stratify, and optimize patient-specific treatment. However, with each technological advance, we move further from human dependence and closer to fully-automated machine interpretation.",2017,137,83,1,True,Engineering,3106896,P. Slomka,2596578.0,D. Dey,2314603.0,Arkadiusz Sitek,144511973.0,M. Motwani,Medicine,,3264955.0,D. Berman,145793358.0,G. Germano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030cb9f6fdc735dcf9455e594e5bfd00daacfcc7,https://www.semanticscholar.org/paper/030cb9f6fdc735dcf9455e594e5bfd00daacfcc7,Detection of Alzheimer’s disease by displacement field and machine learning,"Aim. Alzheimer’s disease (AD) is a chronic neurodegenerative disease. Recently, computer scientists have developed various methods for early detection based on computer vision and machine learning techniques. Method. In this study, we proposed a novel AD detection method by displacement field (DF) estimation between a normal brain and an AD brain. The DF was treated as the AD-related features, reduced by principal component analysis (PCA), and finally fed into three classifiers: support vector machine (SVM), generalized eigenvalue proximal SVM (GEPSVM), and twin SVM (TSVM). The 10-fold cross validation repeated 50 times. Results. The results showed the “DF + PCA + TSVM” achieved the accuracy of 92.75 ± 1.77, sensitivity of 90.56 ± 1.15, specificity of 93.37 ± 2.05, and precision of 79.61 ± 2.21. This result is better than or comparable with not only the other proposed two methods, but also ten state-of-the-art methods. Besides, our method discovers the AD is related to following brain regions disclosed in recent publications: Angular Gyrus, Anterior Cingulate, Cingulate Gyrus, Culmen, Cuneus, Fusiform Gyrus, Inferior Frontal Gyrus, Inferior Occipital Gyrus, Inferior Parietal Lobule, Inferior Semi-Lunar Lobule, Inferior Temporal Gyrus, Insula, Lateral Ventricle, Lingual Gyrus, Medial Frontal Gyrus, Middle Frontal Gyrus, Middle Occipital Gyrus, Middle Temporal Gyrus, Paracentral Lobule, Parahippocampal Gyrus, Postcentral Gyrus, Posterior Cingulate, Precentral Gyrus, Precuneus, Sub-Gyral, Superior Parietal Lobule, Superior Temporal Gyrus, Supramarginal Gyrus, and Uncus. Conclusion. The displacement filed is effective in detection of AD and related brain-regions.",2015,116,89,2,False,Medicine,121310035,Yudong Zhang,7488474.0,Shuihua Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67049930a70b1ea731dc9a7a7e1646735d47e113,https://www.semanticscholar.org/paper/67049930a70b1ea731dc9a7a7e1646735d47e113,Constructing Diverse Classifier Ensembles using Artificial Training Examples,"Ensemble methods like bagging and boosting that combine the decisions of multiple hypotheses are some of the strongest existing machine learning methods. The diversity of the members of an ensemble is known to be an important factor in determining its generalization error. This paper presents a new method for generating ensembles that directly constructs diverse hypotheses using additional artificially-constructed training examples. The technique is a simple, general metalearner that can use any strong learner as a base classifier to build diverse committees. Experimental results using decision-tree induction as a base learner demonstrate that this approach consistently achieves higher predictive accuracy than both the base classifier and bagging (whereas boosting can occasionally decrease accuracy), and also obtains higher accuracy than boosting early in the learning curve when training data is limited.",2003,22,296,15,False,Computer Science,2780489,Prem Melville,1797655.0,R. Mooney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136ce90046e39091e240a80340861b96545c964,https://www.semanticscholar.org/paper/5136ce90046e39091e240a80340861b96545c964,Support Vector Machine Concept-Dependent Active Learning for Image Retrieval,"Relevance feedback is a critical component when designing image databases. With these databases it is difficult to specify queries directly and explicitly. Relevance feedback interactively learns a user’s desired output or query concept by asking the user whether certain proposed images are relevant or not. For a learning algorithm to be effective, it must learn a user’s query concept accurately and quickly, while also asking the user to label only a small number of images. In addition, the concept-learning algorithm should consider the complexity a concept in determining its learning strategies. In this paper, we present the use of support vector machines active learning in a concept-dependent way (SVM Active) for conducting relevance feedback. We characterize a concept’s complexity using three measures: hit-rate, isolation and diversity. To reduce concept complexity so as to improve concept learnability, we propose a multimodal learning approach that uses images’ semantic labels to intelligently adjust the sampling strategy and the sampling pool of SVM Active . Our empirical study on several datasets shows that active learning outperforms traditional passive learning, and concept-dependent learning is superior to the traditional conceptindependent relevance-feedback schemes.",2005,70,62,2,False,Computer Science,33794424,E. Chang,2058177533.0,Simon Tong,2152340751.0,Che-Han Chang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5acc6b0e128ae8c1026fa85b79f328d74e18aaba,https://www.semanticscholar.org/paper/5acc6b0e128ae8c1026fa85b79f328d74e18aaba,Detecting malicious URLs using machine learning techniques,"The World Wide Web supports a wide range of criminal activities such as spam-advertised e-commerce, financial fraud and malware dissemination. Although the precise motivations behind these schemes may differ, the common denominator lies in the fact that unsuspecting users visit their sites. These visits can be driven by email, web search results or links from other web pages. In all cases, however, the user is required to take some action, such as clicking on a desired Uniform Resource Locator (URL). In order to identify these malicious sites, the web security community has developed blacklisting services. These blacklists are in turn constructed by an array of techniques including manual reporting, honeypots, and web crawlers combined with site analysis heuristics. Inevitably, many malicious sites are not blacklisted either because they are too recent or were never or incorrectly evaluated. In this paper, we address the detection of malicious URLs as a binary classification problem and study the performance of several well-known classifiers, namely Naïve Bayes, Support Vector Machines, Multi-Layer Perceptron, Decision Trees, Random Forest and k-Nearest Neighbors. Furthermore, we adopted a public dataset comprising 2.4 million URLs (instances) and 3.2 million features. The numerical simulations have shown that most classification methods achieve acceptable prediction rates without requiring either advanced feature selection techniques or the involvement of a domain expert. In particular, Random Forest and Multi-Layer Perceptron attain the highest accuracy.",2016,33,62,5,False,Computer Science,9036690,Frank Vanhoenshoven,2486393.0,G. Nápoles,145292060.0,R. Falcon,2212083.0,K. Vanhoof,,,1754837.0,M. Köppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88cd352a02b017f8190686271594b62ca464b638,https://www.semanticscholar.org/paper/88cd352a02b017f8190686271594b62ca464b638,Cyber security meets artificial intelligence: a survey,"There is a wide range of interdisciplinary intersections between cyber security and artificial intelligence (AI). On one hand, AI technologies, such as deep learning, can be introduced into cyber security to construct smart models for implementing malware classification and intrusion detection and threating intelligence sensing. On the other hand, AI models will face various cyber threats, which will disturb their sample, learning, and decisions. Thus, AI models need specific cyber security defense and protection technologies to combat adversarial machine learning, preserve privacy in machine learning, secure federated learning, etc. Based on the above two aspects, we review the intersection of AI and cyber security. First, we summarize existing research efforts in terms of combating cyber attacks using AI, including adopting traditional machine learning methods and existing deep learning solutions. Then, we analyze the counterattacks from which AI itself may suffer, dissect their characteristics, and classify the corresponding defense methods. Finally, from the aspects of constructing encrypted neural network and realizing a secure federated deep learning, we expatiate the existing research on how to build a secure AI system.",2018,69,68,3,False,Computer Science,2116452692,Jian-hua Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56f59b1f721e32700a638e77fff29ac18a0e0feb,https://www.semanticscholar.org/paper/56f59b1f721e32700a638e77fff29ac18a0e0feb,Foundations of Support Constraint Machines,"Abstract The mathematical foundations of a new theory for the design of intelligent agents are presented. The proposed learning paradigm is centered around the concept of constraint, representing the interactions with the environment, and the parsimony principle. The classical regularization framework of kernel machines is naturally extended to the case in which the agents interact with a richer environment, where abstract granules of knowledge, compactly described by different linguistic formalisms, can be translated into the unified notion of constraint for defining the hypothesis set. Constrained variational calculus is exploited to derive general representation theorems that provide a description of the optimal body of the agent (i.e., the functional structure of the optimal solution to the learning problem), which is the basis for devising new learning algorithms. We show that regardless of the kind of constraints, the optimal body of the agent is a support constraint machine (SCM) based on representer theorems that extend classical results for kernel machines and provide new representations. In a sense, the expressiveness of constraints yields a semantic-based regularization theory, which strongly restricts the hypothesis set of classical regularization. Some guidelines to unify continuous and discrete computational mechanisms are given so as to accommodate in the same framework various kinds of stimuli, for example, supervised examples and logic predicates. The proposed view of learning from constraints incorporates classical learning from examples and extends naturally to the case in which the examples are subsets of the input space, which is related to learning propositional logic clauses.",2015,111,45,0,True,Medicine,2264182,G. Gnecco,145467467.0,M. Gori,1760309.0,S. Melacci,145993481.0,M. Sanguineti,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7075ed16cc3a6b82936ae9d18b848fbec4fddafd,https://www.semanticscholar.org/paper/7075ed16cc3a6b82936ae9d18b848fbec4fddafd,Support Kernel Machines for Object Recognition,"Kernel classifiers based on Support Vector Machines (SVM) have recently achieved state-of-the art results on several popular datasets like Caltech or Pascal. This was possible by combining the advantages of SVM - convexity and the availability of efficient optimizers, with 'hyperkernels' - linear combinations of kernels computed at multiple levels of image encoding. The use of hyperkernels faces the challenge of choosing the kernel weights, the use of possibly irrelevant, poorly performing kernels, and an increased number of parameters that can lead to overfitting. In this paper we advocate the transition from SVMs to Support Kernel Machines (SKM) - models that estimate both the parameters of a sparse linear combination of kernels, and the parameters of a discriminative classifier. We exploit recent kernel learning techniques, not previously used in computer vision, that show how learning SKMs can be formulated as a convex optimization problem, which can be solved efficiently using Sequential Minimal Optimization. We study kernel learning for several multi-level image encodings for supervised object recognition and report competitive results on several datasets, including INRIA pedestrian, Caltech 101 and the newly created Caltech 256.",2007,19,83,10,False,Mathematics,2119321914,Ankita Kumar,1781120.0,C. Sminchisescu,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611e0bd5d466668989df04d642104428d03eaeb6,https://www.semanticscholar.org/paper/611e0bd5d466668989df04d642104428d03eaeb6,"Deep Learning Inference in Facebook Data Centers: Characterization, Performance Optimizations and Hardware Implications","The application of deep learning techniques resulted in remarkable improvement of machine learning models. In this paper provides detailed characterizations of deep learning models used in many Facebook social network services. We present computational characteristics of our models, describe high performance optimizations targeting existing systems, point out their limitations and make suggestions for the future general-purpose/accelerated inference hardware. Also, we highlight the need for better co-design of algorithms, numerics and computing platforms to address the challenges of workloads often run in data centers.",2018,72,125,11,False,Computer Science,1686843,Jongsoo Park,144685269.0,M. Naumov,33071717.0,P. Basu,46193056.0,Summer Deng,Mathematics,,2552318.0,A. Kalaiah,1724652.0,D. Khudia,2057766961.0,James Law,2398587.0,Parth Malani,143682293.0,Andrey Malevich,143758120.0,N. Satish,145503806.0,J. Pino,2741461.0,Martin D. Schatz,,2059694687.0,Alexander Sidorov,145422368.0,V. Sivakumar,3609856.0,Andrew Tulloch,2108429236.0,Xiaodong Wang,2115877352.0,Yiming Wu,30891915.0,Hector Yuen,40863835.0,Utku Diril,40858378.0,Dmytro Dzhulgakov,1775500.0,Kim M. Hazelwood,33920592.0,Bill Jia,39978391.0,Yangqing Jia,2065508882.0,Lin Qiao,2066758688.0,Vijay Rao,3121592.0,Nadav Rotem,1808405.0,S. Yoo,1711231.0,M. Smelyanskiy
