paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,fieldsOfStudy/1,fieldsOfStudy/2,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name
542df9c07b06202e6df417d80e4a026cd567f30a,https://www.semanticscholar.org/paper/542df9c07b06202e6df417d80e4a026cd567f30a,Deep Learning with R,,2019,0,103,17,true,Computer Science,47380999,A. Ghatak,,,,,,,,,,,,,Geology,,,,,,,,,,,
7793e3f51f3c373bd75f9768e927ff6632fe8d69,https://www.semanticscholar.org/paper/7793e3f51f3c373bd75f9768e927ff6632fe8d69,Multilabel dimensionality reduction via dependence maximization,"Multilabel learning deals with data associated with multiple labels simultaneously. Like other data mining and machine learning tasks, multilabel learning also suffers from the curse of dimensionality. Dimensionality reduction has been studied for many years, however, multilabel dimensionality reduction remains almost untouched. In this article, we propose a multilabel dimensionality reduction method, MDDM, with two kinds of projection strategies, attempting to project the original data into a lower-dimensional feature space maximizing the dependence between the original feature description and the associated class labels. Based on the Hilbert-Schmidt Independence Criterion, we derive a eigen-decomposition problem which enables the dimensionality reduction process to be efficient. Experiments validate the performance of MDDM.",2008,49,328,40,false,Computer Science,2108506794,Yin Zhang,145624000,Zhi-Hua Zhou,,,,,,,,,,,Mathematics,,,,,,,,,,,
fc4e87e1ff60cb80d50b3bd7a77d5b6672bbecbc,https://www.semanticscholar.org/paper/fc4e87e1ff60cb80d50b3bd7a77d5b6672bbecbc,Deep Belief Networks Based Voice Activity Detection,"Fusing the advantages of multiple acoustic features is important for the robustness of voice activity detection (VAD). Recently, the machine-learning-based VADs have shown a superiority to traditional VADs on multiple feature fusion tasks. However, existing machine-learning-based VADs only utilize shallow models, which cannot explore the underlying manifold of the features. In this paper, we propose to fuse multiple features via a deep model, called deep belief network (DBN). DBN is a powerful hierarchical generative model for feature extraction. It can describe highly variant functions and discover the manifold of the features. We take the multiple serially-concatenated features as the input layer of DBN, and then extract a new feature by transferring these features through multiple nonlinear hidden layers. Finally, we predict the class of the new feature by a linear classifier. We further analyze that even a single-hidden-layer-based belief network is as powerful as the state-of-the-art models in the machine-learning-based VADs. In our empirical comparison, ten common features are used for performance analysis. Extensive experimental results on the AURORA2 corpus show that the DBN-based VAD not only outperforms eleven referenced VADs, but also can meet the real-time detection demand of VAD. The results also show that the DBN-based VAD can fuse the advantages of multiple features effectively.",2013,80,295,19,true,Computer Science,2118044484,Xiao-Lei Zhang,2130527774,Ji Wu,,,,,,,,,,,,,,,,,,,,,,
43751304d64c9c56c00db6659f9d041ac4cd561c,https://www.semanticscholar.org/paper/43751304d64c9c56c00db6659f9d041ac4cd561c,Water quality prediction using machine learning methods,"This study investigates the performance of artificial intelligence techniques including artificial neural network (ANN), group method of data handling (GMDH) and support vector machine (SVM) for predicting water quality components of Tireh River located in the southwest of Iran. To develop the ANN and SVM, different types of transfer and kernel functions were tested, respectively. Reviewing the results of ANN and SVM indicated that both models have suitable performance for predicting water quality components. During the process of development of ANN and SVM, it was found that tansig and RBF as transfer and kernel functions have the best performance among the tested functions. Comparison of outcomes of GMDH model with other applied models shows that although this model has acceptable performance for predicting the components of water quality, its accuracy is slightly less than ANN and SVM. The evaluation of the accuracy of the applied models according to the error indexes declared that SVM was the most accurate model. Examining the results of the models showed that all of them had some over-estimation properties. By evaluating the results of the models based on the DDR index, it was found that the lowest DDR value was related to the performance of the SVM model.",2018,55,130,2,false,Computer Science,8517689,A. Haghiabi,50304295,A. Nasrolahi,31855805,A. Parsaie,,,,,,,,,,,,,,,,,,,,
57a7260208da54b0abc9b9435bc40091553ca561,https://www.semanticscholar.org/paper/57a7260208da54b0abc9b9435bc40091553ca561,Convolutional Neural Support Vector Machines: Hybrid Visual Pattern Classifiers for Multi-robot Systems,"We introduce Convolutional Neural Support Vector Machines (CNSVMs), a combination of two heterogeneous supervised classification techniques, Convolutional Neural Networks (CNNs) and Support Vector Machines (SVMs). CNSVMs are trained using a Stochastic Gradient Descent approach, that provides the computational capability of online incremental learning and is robust for typical learning scenarios in which training samples arrive in mini-batches. This is the case for visual learning and recognition in multi-robot systems, where each robot acquires a different image of the same sample. The experimental results indicate that the CNSVM can be successfully applied to visual learning and recognition of hand gestures as well as to measure learning progress.",2012,25,53,2,false,Computer Science,3022882,J. Nagi,1744127,G. D. Caro,33354551,A. Giusti,2242640,F. Nagi,6803671,L. Gambardella,,,,,,,,,,,,,,,,
fc8db0fc1fece539f2af39d798efb0463928f8bb,https://www.semanticscholar.org/paper/fc8db0fc1fece539f2af39d798efb0463928f8bb,Learning from Examples as an Inverse Problem,"Many works related learning from examples to regularization techniques for inverse problems, emphasizing the strong algorithmic and conceptual analogy of certain learning algorithms with regularization algorithms. In particular it is well known that regularization schemes such as Tikhonov regularization can be effectively used in the context of learning and are closely related to algorithms such as support vector machines. Nevertheless the connection with inverse problem was considered only for the discrete (finite sample) problem and the probabilistic aspects of learning from examples were not taken into account. In this paper we provide a natural extension of such analysis to the continuous (population) case and study the interplay between the discrete and continuous problems. From a theoretical point of view, this allows to draw a clear connection between the consistency approach in learning theory and the stability convergence property in ill-posed inverse problems. The main mathematical result of the paper is a new probabilistic bound for the regularized least-squares algorithm. By means of standard results on the approximation term, the consistency of the algorithm easily follows.",2005,61,211,9,false,Mathematics,144305413,E. D. Vito,1690976,L. Rosasco,2277624,A. Caponnetto,39872333,U. Giovannini,1712692,F. Odone,,,,,Computer Science,,,,,,,,,,,
d9188c981b0a458a657d49453e2aac0c4a599e19,https://www.semanticscholar.org/paper/d9188c981b0a458a657d49453e2aac0c4a599e19,Structured large margin machines: sensitive to data distributions,,2007,29,71,10,true,Mathematics,143784081,D. Yeung,2145350567,Defeng Wang,38218996,Wing W. Y. Ng,1830488,E. Tsang,40162103,Xizhao Wang,,,,,Computer Science,,,,,,,,,,,
10e9936c02bd79a0df49df329d6ae04042ad684a,https://www.semanticscholar.org/paper/10e9936c02bd79a0df49df329d6ae04042ad684a,Is Extreme Learning Machine Feasible? A Theoretical Assessment (Part II),"An extreme learning machine (ELM) can be regarded as a two-stage feed-forward neural network (FNN) learning system that randomly assigns the connections with and within hidden neurons in the first stage and tunes the connections with output neurons in the second stage. Therefore, ELM training is essentially a linear learning problem, which significantly reduces the computational burden. Numerous applications show that such a computation burden reduction does not degrade the generalization capability. It has, however, been open that whether this is true in theory. The aim of this paper is to study the theoretical feasibility of ELM by analyzing the pros and cons of ELM. In the previous part of this topic, we pointed out that via appropriately selected activation functions, ELM does not degrade the generalization capability in the sense of expectation. In this paper, we launch the study in a different direction and show that the randomness of ELM also leads to certain negative consequences. On one hand, we find that the randomness causes an additional uncertainty problem of ELM, both in approximation and learning. On the other hand, we theoretically justify that there also exist activation functions such that the corresponding ELM degrades the generalization capability. In particular, we prove that the generalization capability of ELM with Gaussian kernel is essentially worse than that of FNN with Gaussian kernel. To facilitate the use of ELM, we also provide a remedy to such a degradation. We find that the well-developed coefficient regularization technique can essentially improve the generalization capability. The obtained results reveal the essential characteristic of ELM in a certain sense and give theoretical guidance concerning how to use ELM.",2014,67,104,1,true,Computer Science,2432506,Shaobo Lin,2110880625,Xia Liu,2115378715,Jian Fang,98220533,Zongben Xu,,,,,,,Medicine,Mathematics,,,,,,,,,,
3d80107be8c081cb0d9a5488e9d259783c407d01,https://www.semanticscholar.org/paper/3d80107be8c081cb0d9a5488e9d259783c407d01,Musical genre classification using support vector machines,"Automatic musical genre classification is very useful for music indexing and retrieval. In this paper, an efficient and effective automatic musical genre classification approach is presented. A set of features is extracted and used to characterize music content. A multi-layer classifier based on support vector machines is applied to musical genre classification. Support vector machines are used to obtain the optimal class boundaries between different genres of music by learning from training data. Experimental results of multi-layer support vector machines illustrate good performance in musical genre classification and are more advantageous than traditional Euclidean distance based method and other statistic learning methods.",2003,10,155,10,false,Computer Science,145194969,Changsheng Xu,2256869,N. Maddage,2056132398,Xi Shao,2061271818,Fang Cao,2056267488,Q. Tian,,,,,,,,,,,,,,,,
aa9b433daef865e7b3b1e3704b2b96d64bfaf78b,https://www.semanticscholar.org/paper/aa9b433daef865e7b3b1e3704b2b96d64bfaf78b,A structural approach to relaxation in glassy liquids,,2015,34,263,1,true,Physics,2601641,S. Schoenholz,8132903,E. D. Cubuk,11644159,D. Sussman,144996542,E. Kaxiras,3307247,Andrea J. Liu,,,,,Materials Science,,,,,,,,,,,
07f229cc6e5b80fc8ffbbb3e4db85142466f55a9,https://www.semanticscholar.org/paper/07f229cc6e5b80fc8ffbbb3e4db85142466f55a9,DeepChain: Auditable and Privacy-Preserving Deep Learning with Blockchain-Based Incentive,"Deep learning can achieve higher accuracy than traditional machine learning algorithms in a variety of machine learning tasks. Recently, privacy-preserving deep learning has drawn tremendous attention from information security community, in which neither training data nor the training model is expected to be exposed. Federated learning is a popular learning mechanism, where multiple parties upload local gradients to a server and the server updates model parameters with the collected gradients. However, there are many security problems neglected in federated learning, for example, the participants may behave incorrectly in gradient collecting or parameter updating, and the server may be malicious as well. In this article, we present a distributed, secure, and fair deep learning framework named DeepChain to solve these problems. DeepChain provides a value-driven incentive mechanism based on Blockchain to force the participants to behave correctly. Meanwhile, DeepChain guarantees data privacy for each participant and provides auditability for the whole training process. We implement a prototype of DeepChain and conduct experiments on a real dataset for different settings, and the results show that our DeepChain is promising.",2019,76,234,20,false,Computer Science,51148392,Jiasi Weng,145369053,J. Weng,35834541,Ming Li,48378565,Yue Zhang,144644709,Weiqi Luo,,,,,,,,,,,,,,,,
0594c62529549fae2c91909539c4df8682fce442,https://www.semanticscholar.org/paper/0594c62529549fae2c91909539c4df8682fce442,Multinomial Naive Bayes for Text Categorization Revisited,,2004,17,392,37,true,Computer Science,1879932,A. M. Kibriya,143713826,Eibe Frank,1737420,B. Pfahringer,144282963,G. Holmes,,,,,,,,,,,,,,,,,,
15e18a801c0016766d4544e4440e615c4e5d6952,https://www.semanticscholar.org/paper/15e18a801c0016766d4544e4440e615c4e5d6952,Identification of COVID-19 can be quicker through artificial intelligence framework using a mobile phone–based survey when cities and towns are under quarantine,Abstract We propose the use of a machine learning algorithm to improve possible COVID-19 case identification more quickly using a mobile phone–based web survey. This method could reduce the spread of the virus in susceptible populations under quarantine.,2020,24,260,2,true,Medicine,7923294,Arni S. R. Srinivasa Rao,122753891,J. Vazquez,,,,,,,,,,,Computer Science,,,,,,,,,,,
4df2176e5310ec09bbc27b6a88001eec9669c8ec,https://www.semanticscholar.org/paper/4df2176e5310ec09bbc27b6a88001eec9669c8ec,Prediction of Student Dropout in E-Learning Program Through the Use of Machine Learning Method,"The high rate of dropout is a serious problem in E-learning program. Thus it has received extensive concern from the education administrators and researchers. Predicting the potential dropout students is a workable solution to prevent dropout. Based on the analysis of related literature, this study selected student’s personal characteristic and academic performance as input attributions. Prediction models were developed using Artificial Neural Network (ANN), Decision Tree (DT) and Bayesian Networks (BNs). A large sample of 62375 students was utilized in the procedures of model training and testing. The results of each model were presented in confusion matrix, and analyzed by calculating the rates of accuracy, precision, recall, and F-measure. The results suggested all of the three machine learning methods were effective in student dropout prediction, and DT presented a better performance. Finally, some suggestions were made for considerable future research.",2015,44,91,4,true,Computer Science,2095389,Mingjie Tan,37782184,Peiji Shao,,,,,,,,,,,,,,,,,,,,,,
77122542dfb5772b394cfc95acef885583f6414d,https://www.semanticscholar.org/paper/77122542dfb5772b394cfc95acef885583f6414d,Statistical Learning and Kernel Methods,,2001,40,154,10,false,Computer Science,1707625,B. Schölkopf,,,,,,,,,,,,,,,,,,,,,,,,
17fb6c82f9725cd781c91fb8ece15733ea82f66e,https://www.semanticscholar.org/paper/17fb6c82f9725cd781c91fb8ece15733ea82f66e,Photonic delay systems as machine learning implementations,"Nonlinear photonic delay systems present interesting implementation platforms for machine learning models. They can be extremely fast, offer great degrees of parallelism and potentially consume far less power than digital processors. So far they have been successfully employed for signal processing using the Reservoir Computing paradigm. In this paper we show that their range of applicability can be greatly extended if we use gradient descent with backpropagation through time on a model of the system to optimize the input encoding of such systems. We perform physical experiments that demonstrate that the obtained input encodings work well in reality, and we show that optimized systems perform significantly better than the common Reservoir Computing approach. The results presented here demonstrate that common gradient descent techniques from machine learning may well be applicable on physical neuro-inspired analog computers.",2015,36,43,0,false,Computer Science,2179062,Michiel Hermans,144524298,M. C. Soriano,2309489,J. Dambre,3275560,P. Bienstman,1795232,Ingo Fischer,,,,,,,,,,,,,,,,
c0ec50a3a933e9d55efa1a304a76c4cdf9367442,https://www.semanticscholar.org/paper/c0ec50a3a933e9d55efa1a304a76c4cdf9367442,Proceedings of the European Conference on Machine Learning,,1993,0,286,3,false,Computer Science,1712908,P. Brazdil,,,,,,,,,,,,,,,,,,,,,,,,
22c2c3020c6379e3d72e541783b99ff9355a0625,https://www.semanticscholar.org/paper/22c2c3020c6379e3d72e541783b99ff9355a0625,Encog: library of interchangeable machine learning models for Java and C#,"This paper introduces the Encog library for Java and C#, a scalable, adaptable, multiplatform machine learning framework that was 1st released in 2008. Encog allows a variety of machine learning models to be applied to datasets using regression, classification, and clustering. Various supported machine learning models can be used interchangeably with minimal recoding. Encog uses efficient multithreaded code to reduce training time by exploiting modern multicore processors. The current version of Encog can be downloaded from this http URL",2015,22,78,5,false,Computer Science,3150244,Jeff Heaton,,,,,,,,,,,,,,,,,,,,,,,,
593338fbbb79065891beaf985a95860bd39f52bf,https://www.semanticscholar.org/paper/593338fbbb79065891beaf985a95860bd39f52bf,Semi-Supervised Learning for Neural Machine Translation,"While end-to-end neural machine translation (NMT) has made remarkable progress recently, NMT systems only rely on parallel corpora for parameter estimation. Since parallel corpora are usually limited in quantity, quality, and coverage, especially for low-resource languages, it is appealing to exploit monolingual corpora to improve NMT. We propose a semi-supervised approach for training NMT models on the concatenation of labeled (parallel corpora) and unlabeled (monolingual corpora) data. The central idea is to reconstruct the monolingual corpora using an autoencoder, in which the source-to-target and target-to-source translation models serve as the encoder and decoder, respectively. Our approach can not only exploit the monolingual corpora of the target language, but also of the source language. Experiments on the Chinese-English dataset show that our approach achieves significant improvements over state-of-the-art SMT and NMT systems.",2016,34,161,6,true,Computer Science,145161801,Yong Cheng,47210460,W. Xu,37985966,Zhongjun He,48692318,W. He,40354707,Hua Wu,1753344,Maosong Sun,2152798100,Yang Liu,,,,,,,,,,,,
a844595c3b561b00325c75d00e5cc7f639e8ed9a,https://www.semanticscholar.org/paper/a844595c3b561b00325c75d00e5cc7f639e8ed9a,Event-Driven Random Back-Propagation: Enabling Neuromorphic Deep Learning Machines,"An ongoing challenge in neuromorphic computing is to devise general and computationally efficient models of inference and learning which are compatible with the spatial and temporal constraints of the brain. The gradient descent back-propagation rule is a powerful algorithm that is ubiquitous in deep learning, but it relies on the immediate availability of network-wide information stored with high-precision memory. However, recent work shows that exact backpropagated weights are not essential for learning deep representations. Here, we demonstrate an event-driven random backpropagation (eRBP) rule that uses an error-modulated synaptic plasticity rule for learning deep representations in neuromorphic computing hardware. The rule is very suitable for implementation in neuromorphic hardware using a two-compartment leaky integrate & fire neuron and a membrane-voltage modulated, spike-driven plasticity rule. Our results show that using eRBP, deep representations are rapidly learned without using backpropagated gradients, achieving nearly identical classification accuracies compared to artificial neural network simulations on GPUs, while being robust to neural and synaptic state quantizations during learning.",2016,99,207,8,true,Computer Science,1734355,E. Neftci,145696267,C. Augustine,7908929,Somnath Paul,8119742,Georgios Detorakis,,,,,,,Medicine,,,,,,,,,,,
3df911e7c59258ef385d770f55f4d2c3fe044a38,https://www.semanticscholar.org/paper/3df911e7c59258ef385d770f55f4d2c3fe044a38,Spatiotemporal Learning via Infinite-Dimensional Bayesian Filtering and Smoothing: A Look at Gaussian Process Regression Through Kalman Filtering,"Gaussian process-based machine learning is a powerful Bayesian paradigm for nonparametric nonlinear regression and classification. In this article, we discuss connections of Gaussian process regression with Kalman filtering and present methods for converting spatiotemporal Gaussian process regression problems into infinite-dimensional state-space models. This formulation allows for use of computationally efficient infinite-dimensional Kalman filtering and smoothing methods, or more general Bayesian filtering and smoothing methods, which reduces the problematic cubic complexity of Gaussian process regression in the number of time steps into linear time complexity. The implication of this is that the use of machine-learning models in signal processing becomes computationally feasible, and it opens the possibility to combine machine-learning techniques with signal processing methods.",2013,29,165,10,false,Computer Science,30443320,S. Särkkä,145410662,A. Solin,34153908,Jouni Hartikainen,,,,,,,,,Mathematics,,,,,,,,,,,
bc7dce62e404d9d3f313bcc7bdb21129be21e6e4,https://www.semanticscholar.org/paper/bc7dce62e404d9d3f313bcc7bdb21129be21e6e4,A weighted nearest neighbor algorithm for learning with symbolic features,,2004,39,217,15,true,,12725437,S. Cost,1744109,S. Salzberg,,,,,,,,,,,,,,,,,,,,,,
0e18db82467f100589f1a285ce34698536b0cd7a,https://www.semanticscholar.org/paper/0e18db82467f100589f1a285ce34698536b0cd7a,Applying machine learning to anaphora resolution,,1995,10,47,1,false,Computer Science,2939759,Chinatsu Aone,48213604,Scott W. Bennett,,,,,,,,,,,,,,,,,,,,,,
24636a3ee6b9fdfed2c4eb1643d8e1b39665f06d,https://www.semanticscholar.org/paper/24636a3ee6b9fdfed2c4eb1643d8e1b39665f06d,Predicting the Band Gaps of Inorganic Solids by Machine Learning.,"A machine-learning model is developed that can accurately predict the band gap of inorganic solids based only on composition. This method uses support vector classification to first separate metals from nonmetals, followed by quantitatively predicting the band gap of the nonmetals using support vector regression. The superb accuracy of the regression model is obtained by using a training set composed entirely of experimentally measured band gaps and utilizing only compositional descriptors. In fact, because of the unique training set of experimental data, the machine learning predicted band gaps are significantly closer to the experimentally reported values than DFT (PBE-level) calculated band gaps. Not only does this resulting tool provide the ability to accurately predict the band gap for any composition but also the versatility and speed of the prediction based only on composition will make this a great resource to screen inorganic phase space and direct the development of functional inorganic materials.",2018,0,189,1,false,Computer Science,49501947,Ya Zhuo,14646016,Aria Mansouri Tehrani,13191312,Jakoah Brgoch,,,,,,,,,Medicine,,,,,,,,,,,
0620c2e510f5dfc1c2b717b3ac8ac132a653c1b0,https://www.semanticscholar.org/paper/0620c2e510f5dfc1c2b717b3ac8ac132a653c1b0,Network Intrusion Detection using Supervised Machine Learning Technique with Feature Selection,"A novel supervised machine learning system is developed to classify network traffic whether it is malicious or benign. To find the best model considering detection success rate, combination of supervised learning algorithm and feature selection method have been used. Through this study, it is found that Artificial Neural Network (ANN) based machine learning with wrapper feature selection outperform support vector machine (SVM) technique while classifying network traffic. To evaluate the performance, NSL-KDD dataset is used to classify network traffic using SVM and ANN supervised machine learning techniques. Comparative study shows that the proposed model is efficient than other existing models with respect to intrusion detection success rate.",2019,20,75,5,false,Computer Science,5102294,K. A. Taher,73771648,Billal Mohammed Yasin Jisan,9449574,M. Rahman,,,,,,,,,,,,,,,,,,,,
082f4323a6631741a448526d6de4444712ce8539,https://www.semanticscholar.org/paper/082f4323a6631741a448526d6de4444712ce8539,Self-adaptive extreme learning machine,,2016,61,94,1,false,Computer Science,1781320,Gaige Wang,2111220743,Mei Lu,2115750823,Yong-Quan Dong,2302428,Xiangjun Zhao,,,,,,,,,,,,,,,,,,
9a12ac1e3b51f30042abdadc5636c88d41bf0ca7,https://www.semanticscholar.org/paper/9a12ac1e3b51f30042abdadc5636c88d41bf0ca7,KEA: practical automatic keyphrase extraction,"Keyphrases provide semantic metadata that summarize and characterize documents. This paper describes Kea, an algorithm for automatically extracting keyphrases from text. Kea identifies candidate keyphrases using lexical methods, calculates feature values for each candidate, and uses a machinelearning algorithm to predict which candidates are good keyphrases. The machine learning scheme first builds a prediction model using training documents with known keyphrases, and then uses the model to find keyphrases in new documents. We use a large test corpus to evaluate Kea’s effectiveness in terms of how many author-assigned keyphrases are correctly identified. The system is simple, robust, and publicly available.",1999,23,1023,139,true,Computer Science,9419406,I. Witten,2171407,G. Paynter,143713826,Eibe Frank,1693768,C. Gutwin,1389909404,C. Nevill-Manning,,,,,,,,,,,,,,,,
ef6efab98ec19f1be937a21f9a98c4c3686b1122,https://www.semanticscholar.org/paper/ef6efab98ec19f1be937a21f9a98c4c3686b1122,Optimized Scoring Systems: Toward Trust in Machine Learning for Healthcare and Criminal Justice,The authors developed and implemented transparent machine-learning models that call into question the use of black-box machine-learning models in healthcare and criminal justice applications.,2018,113,74,2,false,Business,48395540,C. Rudin,3072590,Berk Ustun,,,,,,,,,,,Computer Science,,,,,,,,,,,
887a80f2b85c1737f8f882986d078017654f23e4,https://www.semanticscholar.org/paper/887a80f2b85c1737f8f882986d078017654f23e4,Fast rates for support vector machines using Gaussian kernels,"For binary classification we establish learning rates up to the order of n −1 for support vector machines (SVMs) with hinge loss and Gaussian RBF kernels. These rates are in terms of two assumptions on the considered distributions: Tsybakov’s noise assumption to establish a small estimation error, and a new geometric noise condition which is used to bound the approximation error. Unlike previously proposed concepts for bounding the approximation error, the geometric noise assumption does not employ any smoothness assumption. 1. Introduction. In recent years support vector machines (SVMs) have been the subject of many theoretical considerations. Despite this effort, their learning performance on restricted classes of distributions is still widely unknown. In particular, it is unknown under which nontrivial circumstances SVMs can guarantee fast learning rates. The aim of this work is to use concepts like Tsybakov’s noise assumption and local Rademacher averages to establish learning rates up to the order of n −1 for nontrivial distributions. In addition to these concepts that are used to deal with the stochastic part of the analysis we also introduce a geometric assumption for distributions that allows us to estimate the approximation properties of Gaussian RBF kernels. Unlike many other concepts introduced for bounding the approximation error, our geometric assumption is not in terms of smoothness but describes the concentration and the noisiness of the data-generating distribution near the decision boundary. Let us formally introduce the statistical classification problem. To this end let us fix a subset X ⊂ R d . We write Y := {−1,1}. Given a finite training set",2007,50,264,38,true,Mathematics,1782193,Ingo Steinwart,143790221,C. Scovel,,,,,,,,,,,,,,,,,,,,,,
0f4cb4ca84cb23c1454d319005647ea47a3daa03,https://www.semanticscholar.org/paper/0f4cb4ca84cb23c1454d319005647ea47a3daa03,VCONF: a reinforcement learning approach to virtual machines auto-configuration,"Virtual machine (VM) technology enables multiple VMs to share resources on the same host. Resources allocated to the VMs should be re-configured dynamically in response to the change of application demands or resource supply. Because VM execution involves privileged domain and VM monitor, this causes uncertainties in VMs' resource to performance mapping and poses challenges in online determination of appropriate VM configurations. In this paper, we propose a reinforcement learning (RL) based approach, namely VCONF, to automate the VM configuration process. VCONF employs model-based RL algorithms to address the scalability and adaptability issues in applying RL in systems management. Experimental results on both controlled environments and a testbed of clouds with Xen VMs and representative server workloads demonstrate the effectiveness of VCONF. The approach is able to find optimal (near optimal) configurations in small scale systems and shows good adaptability and scalability.",2009,29,263,16,false,Computer Science,144711146,J. Rao,1983401,Xiangping Bu,71868840,Chengzhong Xu,2108571638,L. Wang,143634612,G. Yin,,,,,,,,,,,,,,,,
8446830f3c05b97c4d12a0751c022d1ae6a5115b,https://www.semanticscholar.org/paper/8446830f3c05b97c4d12a0751c022d1ae6a5115b,Learning to Extract Symbolic Knowledge from the World Wide Web,"The World Wide Web is a vast source of information accessible to computers, but understandable only to humans. The goal of the research described here is to automatically create a computer understandable world wide knowledge base whose content mirrors that of the World Wide Web. Such a knowledge base would enable much more effective retrieval of Web information, and promote new uses of the Web to support knowledge-based inference and problem solving. Our approach is to develop a trainable information extraction system that takes two inputs: an ontology defining the classes and relations of interest, and a set of training data consisting of labeled regions of hypertext representing instances of these classes and relations. Given these inputs, the system learns to extract information from other pages and hyperlinks on the Web. This paper describes our general approach, several machine learning algorithms for this task, and promising initial results with a prototype system.",1998,89,814,66,false,Computer Science,144557047,M. Craven,2922396,Dan DiPasquo,1758106,D. Freitag,143753639,A. McCallum,40975594,Tom Michael Mitchell,145172877,K. Nigam,1682522,Seán Slattery,,,,,,,,,,,,
b95dda2f2e606c91b69f371c1a706248cb5f69bb,https://www.semanticscholar.org/paper/b95dda2f2e606c91b69f371c1a706248cb5f69bb,On the Feasibility of Deep Learning in Sensor Network Intrusion Detection,"In this letter, we present a comprehensive analysis of the use of machine and deep learning (DL) solutions for IDS systems in wireless sensor networks (WSNs). To accomplish this, we introduce restricted Boltzmann machine-based clustered IDS (RBC-IDS), a potential DL-based IDS methodology for monitoring critical infrastructures by WSNs. We study the performance of RBC-IDS, and compare it to the previously proposed adaptive machine learning-based IDS: the adaptively supervised and clustered hybrid IDS (ASCH-IDS). Numerical results show that RBC-IDS and ASCH-IDS achieve the same detection and accuracy rates, though the detection time of RBC-IDS is approximately twice that of ASCH-IDS.",2019,16,150,3,false,Computer Science,2823694,S. Otoum,2497479,B. Kantarci,144769367,H. Mouftah,,,,,,,,,,,,,,,,,,,,
fbe44e3b52e7f2b481e7480a2507ffcc80a63ff2,https://www.semanticscholar.org/paper/fbe44e3b52e7f2b481e7480a2507ffcc80a63ff2,Machine Learning Applications for Mass Spectrometry-Based Metabolomics,"The metabolome of an organism depends on environmental factors and intracellular regulation and provides information about the physiological conditions. Metabolomics helps to understand disease progression in clinical settings or estimate metabolite overproduction for metabolic engineering. The most popular analytical metabolomics platform is mass spectrometry (MS). However, MS metabolome data analysis is complicated, since metabolites interact nonlinearly, and the data structures themselves are complex. Machine learning methods have become immensely popular for statistical analysis due to the inherent nonlinear data representation and the ability to process large and heterogeneous data rapidly. In this review, we address recent developments in using machine learning for processing MS spectra and show how machine learning generates new biological insights. In particular, supervised machine learning has great potential in metabolomics research because of the ability to supply quantitative predictions. We review here commonly used tools, such as random forest, support vector machines, artificial neural networks, and genetic algorithms. During processing steps, the supervised machine learning methods help peak picking, normalization, and missing data imputation. For knowledge-driven analysis, machine learning contributes to biomarker detection, classification and regression, biochemical pathway identification, and carbon flux determination. Of important relevance is the combination of different omics data to identify the contributions of the various regulatory levels. Our overview of the recent publications also highlights that data quality determines analysis quality, but also adds to the challenge of choosing the right model for the data. Machine learning methods applied to MS-based metabolomics ease data analysis and can support clinical decisions, guide metabolic engineering, and stimulate fundamental biological discoveries.",2020,142,82,1,true,Medicine,3230233,Ulf W. Liebal,1703842397,An N T Phan,1473597205,Malvika Sudhakar,145874089,Karthik Raman,3062034,L. Blank,,,,,Computer Science,,,,,,,,,,,
0fd8e04c9717409fa23e0d2fc995920a23c933be,https://www.semanticscholar.org/paper/0fd8e04c9717409fa23e0d2fc995920a23c933be,Machine learning in biomedical engineering,,2018,10,58,0,true,Engineering,34331906,Cheolsoo Park,7249907,C. C. Took,47396772,J. Seong,,,,,,,,,Medicine,,,,,,,,,,,
8294698a449b6f701aaf6d2d8f8af03ce948392b,https://www.semanticscholar.org/paper/8294698a449b6f701aaf6d2d8f8af03ce948392b,NSML: Meet the MLaaS platform with a real-world case study,"The boom of deep learning induced many industries and academies to introduce machine learning based approaches into their concern, competitively. However, existing machine learning frameworks are limited to sufficiently fulfill the collaboration and management for both data and models. We proposed NSML, a machine learning as a service (MLaaS) platform, to meet these demands. NSML helps machine learning work be easily launched on a NSML cluster and provides a collaborative environment which can afford development at enterprise scale. Finally, NSML users can deploy their own commercial services with NSML cluster. In addition, NSML furnishes convenient visualization tools which assist the users in analyzing their work. To verify the usefulness and accessibility of NSML, we performed some experiments with common examples. Furthermore, we examined the collaborative advantages of NSML through three competitions with real-world use cases.",2018,35,104,4,false,Computer Science,2145498170,Hanjoo Kim,1645213350,Minkyu Kim,2061385477,Dongjoo Seo,2144171578,Jinwoong Kim,25104364,Heungseok Park,2107879373,Soeun Park,47878351,Hyunwoo Jo,Mathematics,,2109351321,KyungHyun Kim,32076945,Youngil Yang,7651979,Youngkwan Kim,40188877,Nako Sung,2577039,Jung-Woo Ha
