paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,fieldsOfStudy/2,fieldsOfStudy/3,authors/16/authorId,authors/16/name
6a61b4967c161347525abc3ab5dba590c0cd99ca,https://www.semanticscholar.org/paper/6a61b4967c161347525abc3ab5dba590c0cd99ca,Analysis of function of rectified linear unit used in deep learning,"Deep Learning is attracting much attention in object recognition and speech processing. A benefit of using the deep learning is that it provides automatic pre-training. Several proposed methods that include auto-encoder are being successfully used in various applications. Moreover, deep learning uses a multilayer network that consists of many layers, a huge number of units, and huge amount of data. Thus, executing deep learning requires heavy computation, so deep learning is usually utilized with parallel computation with many cores or many machines. Deep learning employs the gradient algorithm, however this traps the learning into the saddle point or local minima. To avoid this difficulty, a rectified linear unit (ReLU) is proposed to speed up the learning convergence. However, the reasons the convergence is speeded up are not well understood. In this paper, we analyze the ReLU by a using simpler network called the soft-committee machine and clarify the reason for the speedup. We also train the network in an on-line manner. The soft-committee machine provides a good test bed to analyze deep learning. The results provide some reasons for the speedup of the convergence of the deep learning.",2015,18,209,8,false,Computer Science,,3217681,K. Hara,34282232,D. Saitoh,144548336,Hayaru Shouno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aea2d6337264545a3da2ed5958845d6b622d176f,https://www.semanticscholar.org/paper/aea2d6337264545a3da2ed5958845d6b622d176f,Prognosis of Bearing Acoustic Emission Signals Using Supervised Machine Learning,"Acoustic emission (AE) technique can be successfully utilized for condition monitoring of various machining and industrial processes. To keep machines function at optimal levels, fault prognosis model to predict the remaining useful life (RUL) of machine components is required. This model is used to analyze the output signals of a machine whilst in operation and accordingly helps to set an early alarm tool that reduces the untimely replacement of components and the wasteful machine downtime. Recent improvements indicate the drive on the way towards incorporation of prognosis and diagnosis machine learning techniques in future machine health management systems. With this in mind, this work employs three supervised machine learning techniques; support vector machine regression, multilayer artificial neural network model and gaussian process regression, to correlate AE features with corresponding natural wear of slow speed bearings throughout series of laboratory experiments. Analysis of signal parameters such as signal intensity estimator and root mean square was undertaken to discriminate individual types of early damage. It was concluded that neural networks model with back propagation learning algorithm has an advantage over the other models in estimating the RUL for slow speed bearings if the proper network structure is chosen and sufficient data is provided.",2018,27,128,2,true,Computer Science,,30988326,M. Elforjani,31380622,Suliman Shanbr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f54b85fcd5074482a74f32a96e808b5be3a9da7,https://www.semanticscholar.org/paper/8f54b85fcd5074482a74f32a96e808b5be3a9da7,Towards energy-aware scheduling in data centers using machine learning,"As energy-related costs have become a major economical factor for IT infrastructures and data-centers, companies and the research community are being challenged to find better and more efficient power-aware resource management strategies. There is a growing interest in ""Green"" IT and there is still a big gap in this area to be covered.
 In order to obtain an energy-efficient data center, we propose a framework that provides an intelligent consolidation methodology using different techniques such as turning on/off machines, power-aware consolidation algorithms, and machine learning techniques to deal with uncertain information while maximizing performance. For the machine learning approach, we use models learned from previous system behaviors in order to predict power consumption levels, CPU loads, and SLA timings, and improve scheduling decisions. Our framework is vertical, because it considers from watt consumption to workload features, and cross-disciplinary, as it uses a wide variety of techniques.
 We evaluate these techniques with a framework that covers the whole control cycle of a real scenario, using a simulation with representative heterogeneous workloads, and we measure the quality of the results according to a set of metrics focused toward our goals, besides traditional policies. The results obtained indicate that our approach is close to the optimal placement and behaves better when the level of uncertainty increases.",2010,34,256,9,true,Computer Science,,2658652,Josep Lluís Berral,2495308,Íñigo Goiri,2526886,Ramon Nou,144322760,F. Julià,143814317,Jordi Guitart,1745702,Ricard Gavaldà,144345280,J. Torres,,,,,,,,,,,,,,,,,,,,,,
5f54adfd6d6959e0c9ae8953ac00ea675087085f,https://www.semanticscholar.org/paper/5f54adfd6d6959e0c9ae8953ac00ea675087085f,Named Entity Extraction using AdaBoost,"This paper presents a Named Entity Extraction (NEE) system for the CoNLL 2002 competition. The two main sub-tasks of the problem, recognition (NER) and classification (NEC), are performed sequentially and independently with separate modules. Both modules are machine learning based systems, which make use of binary AdaBoost classifiers.",2002,5,198,18,true,Computer Science,,1701734,X. Carreras,3049328,Lluís Màrquez i Villodre,1778523,Lluís Padró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c9ba700f9871a41cfc007658c9ff24f84dc4dcb,https://www.semanticscholar.org/paper/9c9ba700f9871a41cfc007658c9ff24f84dc4dcb,Deep Learning with Topological Signatures,"Inferring topological and geometrical information from data can offer an alternative perspective on machine learning problems. Methods from topological data analysis, e.g., persistent homology, enable us to obtain such information, typically in the form of summary representations of topological features. However, such topological signatures often come with an unusual structure (e.g., multisets of intervals) that is highly impractical for most machine learning techniques. While many strategies have been proposed to map these topological signatures into machine learning compatible representations, they suffer from being agnostic to the target learning task. In contrast, we propose a technique that enables us to input topological signatures to deep neural networks and learn a task-optimal representation during training. Our approach is realized as a novel input layer with favorable theoretical properties. Classification experiments on 2D object shapes and social network graphs demonstrate the versatility of the approach and, in case of the latter, we even outperform the state-of-the-art by a large margin.",2017,32,170,20,false,Computer Science,Mathematics,2059648771,Christoph Hofer,2132917,R. Kwitt,1695046,M. Niethammer,30134366,A. Uhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8529c088924433f2c80c77bc2346129ab75db081,https://www.semanticscholar.org/paper/8529c088924433f2c80c77bc2346129ab75db081,Selective Transfer Machine for Personalized Facial Expression Analysis,"Automatic facial action unit (AU) and expression detection from videos is a long-standing problem. The problem is challenging in part because classifiers must generalize to previously unknown subjects that differ markedly in behavior and facial morphology (e.g., heavy versus delicate brows, smooth versus deeply etched wrinkles) from those on which the classifiers are trained. While some progress has been achieved through improvements in choices of features and classifiers, the challenge occasioned by individual differences among people remains. Person-specific classifiers would be a possible solution but for a paucity of training data. Sufficient training data for person-specific classifiers typically is unavailable. This paper addresses the problem of how to <italic>personalize</italic> a generic classifier without additional labels from the test subject. We propose a transductive learning method, which we refer to as a Selective Transfer Machine (STM), to personalize a generic classifier by attenuating person-specific mismatches. STM achieves this effect by simultaneously learning a classifier and re-weighting the training samples that are most relevant to the test subject. We compared STM to both generic classifiers and cross-domain learning methods on four benchmarks: CK+ <xref ref-type=""bibr"" rid=""ref44"">[44]</xref> , GEMEP-FERA <xref ref-type=""bibr"" rid=""ref67"">[67]</xref> , RU-FACS <xref ref-type=""bibr"" rid=""ref4"">[4]</xref> and GFT <xref ref-type=""bibr"" rid=""ref57"">[57]</xref> . STM outperformed generic classifiers in all.",2017,94,155,18,false,Computer Science,Medicine,39336289,Wen-Sheng Chu,143867160,F. D. L. Torre,1737918,J. Cohn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a43d7b8e5e1bcb7c3fbf82164cfc9d12737176e8,https://www.semanticscholar.org/paper/a43d7b8e5e1bcb7c3fbf82164cfc9d12737176e8,Task Clustering and Gating for Bayesian Multitask Learning,"Modeling a collection of similar regression or classification tasks can be improved by making the tasks 'learn from each other'. In machine learning, this subject is approached through 'multitask learning', where parallel tasks are modeled as multiple outputs of the same network. In multilevel analysis this is generally implemented through the mixed-effects linear model where a distinction is made between 'fixed effects', which are the same for all tasks, and 'random effects', which may vary between tasks. In the present article we will adopt a Bayesian approach in which some of the model parameters are shared (the same for all tasks) and others more loosely connected through a joint prior distribution that can be learned from the data. We seek in this way to combine the best parts of both the statistical multilevel approach and the neural network machinery. The standard assumption expressed in both approaches is that each task can learn equally well from any other task. In this article we extend the model by allowing more differentiation in the similarities between tasks. One such extension is to make the prior mean depend on higher-level task characteristics. More unsupervised clustering of tasks is obtained if we go from a single Gaussian prior to a mixture of Gaussians. This can be further generalized to a mixture of experts architecture with the gates depending on task characteristics. All three extensions are demonstrated through application both on an artificial data set and on two real-world problems, one a school problem and the other involving single-copy newspaper sales.",2003,27,612,44,false,Computer Science,,143626983,B. Bakker,1790356,T. Heskes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c529f5b08675f787cdcc094ee495239592339f82,https://www.semanticscholar.org/paper/c529f5b08675f787cdcc094ee495239592339f82,Learning to Simulate Complex Physics with Graph Networks,"Here we present a machine learning framework and model implementation that can learn to simulate a wide variety of challenging physical domains, involving fluids, rigid solids, and deformable materials interacting with one another. Our framework---which we term ""Graph Network-based Simulators"" (GNS)---represents the state of a physical system with particles, expressed as nodes in a graph, and computes dynamics via learned message-passing. Our results show that our model can generalize from single-timestep predictions with thousands of particles during training, to different initial conditions, thousands of timesteps, and at least an order of magnitude more particles at test time. Our model was robust to hyperparameter choices across various evaluation metrics: the main determinants of long-term performance were the number of message-passing steps, and mitigating the accumulation of error by corrupting the training data with noise. Our GNS framework advances the state-of-the-art in learned physical simulation, and holds promise for solving a wide range of complex forward and inverse problems.",2020,42,422,32,false,Computer Science,Physics,1398105826,Alvaro Sanchez-Gonzalez,2069002234,Jonathan Godwin,2054956,T. Pfaff,83539859,Rex Ying,1702139,J. Leskovec,2019153,P. Battaglia,,,,,,,,,,,,,,,,,,,,,Mathematics,,,
9abd1ff6214eacd65a8ba7f790e9e87c86088cb9,https://www.semanticscholar.org/paper/9abd1ff6214eacd65a8ba7f790e9e87c86088cb9,The importance of interpretability and visualization in machine learning for applications in medicine and health care,,2020,98,181,2,true,Computer Science,,1723612,A. Vellido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601c715a8042543e88a0bd63095ae6d6a6a6faa,https://www.semanticscholar.org/paper/4601c715a8042543e88a0bd63095ae6d6a6a6faa,Fundamentals of Deep Learning: Designing Next-Generation Machine Intelligence Algorithms,"With the reinvigoration of neural networks in the 2000s, deep learning has become an extremely active area of research, one thats paving the way for modern machine learning. In this practical book, author Nikhil Buduma provides examples and clear explanations to guide you through major concepts of this complicated field. Companies such as Google, Microsoft, and Facebook are actively growing in-house deep-learning teams. For the rest of us, however, deep learning is still a pretty complex and difficult subject to grasp. If youre familiar with Python, and have a background in calculus, along with a basic understanding of machine learning, this book will get you started. Examine the foundations of machine learning and neural networks Learn how to train feed-forward neural networks Use Tensor Flow to implement your first neural network Manage problems that arise as you begin to make networks deeper Build neural networks that analyze complex images Perform effective dimensionality reduction using autoencoders Dive deep into sequence analysis to examine language Understand the fundamentals of reinforcement learning",2017,0,168,15,false,Computer Science,,90635111,Nikhil Buduma,36278644,N. Locascio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f22d50504a79cfb8f01b3dacb9a4d8f613f049b1,https://www.semanticscholar.org/paper/f22d50504a79cfb8f01b3dacb9a4d8f613f049b1,Statistical Learning from a Regression Perspective,Statistical Learning as a Regression Problem.- Regression Splines and Regression Smoothers.- Classification and Regression Trees (CART).- Bagging.- Random Forests.- Boosting.- Support Vector Machines.- Broader Implications and a Bit of Craft Lore.,2008,2,301,15,false,Mathematics,,1974692,J. Maindonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9239696d0dc5b029e0946e4b84a1515cb31d2e6b,https://www.semanticscholar.org/paper/9239696d0dc5b029e0946e4b84a1515cb31d2e6b,Learning from Distributions via Support Measure Machines,"This paper presents a kernel-based discriminative learning framework on probability measures. Rather than relying on large collections of vectorial training examples, our framework learns using a collection of probability distributions that have been constructed to meaningfully represent training data. By representing these probability distributions as mean embeddings in the reproducing kernel Hilbert space (RKHS), we are able to apply many standard kernel-based learning techniques in straightforward fashion. To accomplish this, we construct a generalization of the support vector machine (SVM) called a support measure machine (SMM). Our analyses of SMMs provides several insights into their relationship to traditional SVMs. Based on such insights, we propose a flexible SVM (Flex-SVM) that places different kernel functions on each training example. Experimental results on both synthetic and real-world data demonstrate the effectiveness of our proposed framework.",2012,21,176,20,false,Mathematics,Computer Science,2276351,Krikamol Muandet,1693668,K. Fukumizu,3125402,Francesco Dinuzzo,1707625,B. Schölkopf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78a3f425af2d1227591481df83273c01e83e4e98,https://www.semanticscholar.org/paper/78a3f425af2d1227591481df83273c01e83e4e98,Deep Learning Trends for Focal Brain Pathology Segmentation in MRI,,2016,91,75,1,true,Computer Science,,2203743,Mohammad Havaei,2886006,N. Guizard,1777528,H. Larochelle,1687510,Pierre-Marc Jodoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999a011a93942ec4760a9c7eb8005e7acd60239b,https://www.semanticscholar.org/paper/999a011a93942ec4760a9c7eb8005e7acd60239b,Evaluating Machine Learning Models,,2019,0,44,2,false,,,2060163247,Alice Zheng,87365215,N. Shelby,2083310973,Ellie Volckhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6bf288da1c2cdfc31004e44daaa1344aa50ebfb,https://www.semanticscholar.org/paper/a6bf288da1c2cdfc31004e44daaa1344aa50ebfb,Kernel techniques: From machine learning to meshless methods,"Kernels are valuable tools in various fields of numerical analysis, including approximation, interpolation, meshless methods for solving partial differential equations, neural networks, and machine learning. This contribution explains why and how kernels are applied in these disciplines. It uncovers the links between them, in so far as they are related to kernel techniques. It addresses non-expert readers and focuses on practical guidelines for using kernels in applications.",2006,315,254,13,false,Computer Science,,3261621,R. Schaback,3235534,H. Wendland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3dd8bf5cca76b1690a2642b73b509fb3a27e4f36,https://www.semanticscholar.org/paper/3dd8bf5cca76b1690a2642b73b509fb3a27e4f36,MetaReg: Towards Domain Generalization using Meta-Regularization,"Training models that generalize to new domains at test time is a problem of fundamental importance in machine learning. In this work, we encode this notion of domain generalization using a novel regularization function. We pose the problem of finding such a regularization function in a Learning to Learn (or) meta-learning framework. The objective of domain generalization is explicitly modeled by learning a regularizer that makes the model trained on one domain to perform well on another domain. Experimental validations on computer vision and natural language datasets indicate that our method can learn regularizers that achieve good cross-domain generalization.",2018,34,361,48,false,Computer Science,,3458479,Y. Balaji,2716670,S. Sankaranarayanan,9215658,R. Chellappa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a248138f807d67240eeb5030cfdc9fc305dc6d4,https://www.semanticscholar.org/paper/1a248138f807d67240eeb5030cfdc9fc305dc6d4,Supervised machine learning techniques in cognitive radio networks during cooperative spectrum handovers,,2017,39,298,4,false,Computer Science,,2932559,H. Anandakumar,46903437,K. Umamaheswari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60373a16e4088cf6f91ddd03f617474d42cf8927,https://www.semanticscholar.org/paper/60373a16e4088cf6f91ddd03f617474d42cf8927,Machine learning: Discriminative and generative,,2006,2,130,9,false,Computer Science,,2316129,M. Meilă,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53eef24a59b12107e6188e121c85f85fa8a78100,https://www.semanticscholar.org/paper/53eef24a59b12107e6188e121c85f85fa8a78100,Explainable machine-learning predictions for the prevention of hypoxaemia during surgery,,2018,38,659,36,true,Medicine,,23451726,Scott M. Lundberg,2447936,B. Nair,145552173,M. Vavilala,2062639,M. Horibe,5615276,M. Eisses,2052327253,Trevor L. Adams,35577567,D. Liston,2135149452,Daniel King-Wai Low,87906368,Shu-Fang Newman,2135608343,Jerry H. Kim,2180463,Su-In Lee,,,,,,,,,,,,,,
6a26268d2ba9d34e5b59ae6e5c11a83cdca1a85e,https://www.semanticscholar.org/paper/6a26268d2ba9d34e5b59ae6e5c11a83cdca1a85e,Matching Words and Pictures,"We present a new approach for modeling multi-modal data sets, focusing on the specific case of segmented images with associated text. Learning the joint distribution of image regions and words has many applications. We consider in detail predicting words associated with whole images (auto-annotation) and corresponding to particular image regions (region naming). Auto-annotation might help organize and access large collections of images. Region naming is a model of object recognition as a process of translating image regions to words, much as one might translate from one language to another. Learning the relationships between image regions and semantic correlates (words) is an interesting example of multi-modal data mining, particularly because it is typically hard to apply data mining techniques to collections of images. We develop a number of models for the joint distribution of image regions and words, including several which explicitly learn the correspondence between regions and words. We study multi-modal and correspondence extensions to Hofmann's hierarchical clustering/aspect model, a translation model adapted from statistical machine translation (Brown et al.), and a multi-modal extension to mixture of latent Dirichlet allocation (MoM-LDA). All models are assessed using a large collection of annotated images of real scenes. We study in depth the difficult problem of measuring performance. For the annotation task, we look at prediction performance on held out data. We present three alternative measures, oriented toward different types of task. Measuring the performance of correspondence methods is harder, because one must determine whether a word has been placed on the right region of an image. We can use annotation performance as a proxy measure, but accurate measurement requires hand labeled data, and thus must occur on a smaller scale. We show results using both an annotation proxy, and manually labeled data.",2003,68,1789,104,false,Computer Science,,145602732,Kobus Barnard,2446509,P. D. Sahin,144016256,D. Forsyth,1737568,N. D. Freitas,1796335,D. Blei,1694621,Michael I. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
ca0ea624b068042ca34264ddaa5e42620ceee875,https://www.semanticscholar.org/paper/ca0ea624b068042ca34264ddaa5e42620ceee875,Keepaway Soccer: From Machine Learning Testbed to Benchmark,,2005,25,155,17,true,Computer Science,,144848112,P. Stone,145805766,Gregory Kuhlmann,39286677,Matthew E. Taylor,2108818054,Yaxin Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9ecc83042f6d439a32815a19c1bc11cc82b6a8b,https://www.semanticscholar.org/paper/e9ecc83042f6d439a32815a19c1bc11cc82b6a8b,Introduction to MAchine Learning & Knowledge Extraction (MAKE),"The grand goal of Machine Learning is to develop software which can learn from previous experience—similar to how we humans do. Ultimately, to reach a level of usable intelligence, we need (1) to learn from prior data, (2) to extract knowledge, (3) to generalize—i.e., guessing where probability function mass/density concentrates, (4) to fight the curse of dimensionality, and (5) to disentangle underlying explanatory factors of the data—i.e., to make sense of the data in the context of an application domain. To address these challenges and to ensure successful machine learning applications in various domains an integrated machine learning approach is important. This requires a concerted international effort without boundaries, supporting collaborative, cross-domain, interdisciplinary and transdisciplinary work of experts from seven sections, ranging from data pre-processing to data visualization, i.e., to map results found in arbitrarily high dimensional spaces into the lower dimensions to make it accessible, usable and useful to the end user. An integrated machine learning approach needs also to consider issues of privacy, data protection, safety, security, user acceptance and social implications. This paper is the inaugural introduction to the new journal of MAchine Learning & Knowledge Extraction (MAKE). The goal is to provide an incomplete, personally biased, but consistent introduction into the concepts of MAKE and a brief overview of some selected topics to stimulate future research in the international research community.",2017,123,50,3,true,Computer Science,,1749801,Andreas Holzinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a73eef4e0ec8e49be1c0e6abb04cc1967a681c50,https://www.semanticscholar.org/paper/a73eef4e0ec8e49be1c0e6abb04cc1967a681c50,The need for uncertainty quantification in machine-assisted medical decision making,,2019,18,172,7,false,Computer Science,,2856308,Edmon Begoli,144296799,Tanmoy Bhattacharya,3095535,D. Kusnezov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1edfaf279f01d6ea3469b20c57cff6fa69dec219,https://www.semanticscholar.org/paper/1edfaf279f01d6ea3469b20c57cff6fa69dec219,Application of machine learning techniques for supply chain demand forecasting,,2008,40,380,14,false,Computer Science,,32422549,R. Carbonneau,1750984,K. Laframboise,143634220,R. Vahidov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21832c7ae5193450e5344f2d349e7c6c89741840,https://www.semanticscholar.org/paper/21832c7ae5193450e5344f2d349e7c6c89741840,Using Machine Learning,,2022,41,77,3,false,Computer Science,,50657891,Molly K. Maskrey,49336963,Wallace Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706253fafc50bb126c1d78058952ef92270bf72d,https://www.semanticscholar.org/paper/706253fafc50bb126c1d78058952ef92270bf72d,Teaching machines and programmed learning,,1960,0,151,2,false,Psychology,,50066563,A. A. Lumsdaine,31813000,R. Glaser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a28c4a55514bf6a8ddd536e2aeaa4fc6a31018c8,https://www.semanticscholar.org/paper/a28c4a55514bf6a8ddd536e2aeaa4fc6a31018c8,Recent Advances in Hierarchical Reinforcement Learning,,2003,0,601,39,false,Computer Science,,1730590,A. Barto,1850503,S. Mahadevan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37acbbbcfe9d8eb89e5b01da28dac6d44c3903ee,https://www.semanticscholar.org/paper/37acbbbcfe9d8eb89e5b01da28dac6d44c3903ee,"Data Programming: Creating Large Training Sets, Quickly","Large labeled training sets are the critical building blocks of supervised learning methods and are key enablers of deep learning techniques. For some applications, creating labeled training sets is the most time-consuming and expensive part of applying machine learning. We therefore propose a paradigm for the programmatic creation of training sets called data programming in which users express weak supervision strategies or domain heuristics as labeling functions, which are programs that label subsets of the data, but that are noisy and may conflict. We show that by explicitly representing this training set labeling process as a generative model, we can ""denoise"" the generated training set, and establish theoretically that we can recover the parameters of these generative models in a handful of settings. We then show how to modify a discriminative loss function to make it noise-aware, and demonstrate our method over a range of discriminative models including logistic regression and LSTMs. Experimentally, on the 2014 TAC-KBP Slot Filling challenge, we show that data programming would have led to a new winning score, and also show that applying data programming to an LSTM model leads to a TAC-KBP score almost 6 F1 points over a state-of-the-art LSTM baseline (and into second place in the competition). Additionally, in initial user studies we observed that data programming may be an easier way for non-experts to create machine learning models when training data is limited or unavailable.",2016,34,507,81,false,Computer Science,Mathematics,143711421,Alexander J. Ratner,1801197,Christopher De Sa,144766615,Sen Wu,2196579,Daniel Selsam,2114485554,C. Ré,,,,,,,,,,,,,,,,,,,,,,,Medicine,,,
05eb25b9b945ec6cd37af3fc80dd36b6be4711e0,https://www.semanticscholar.org/paper/05eb25b9b945ec6cd37af3fc80dd36b6be4711e0,Fast Rates for Support Vector Machines,,2005,14,103,9,false,Mathematics,Computer Science,1782193,Ingo Steinwart,143790221,C. Scovel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e406c7d0bf67ea13dc9553fd4514ceaa3a61f6df,https://www.semanticscholar.org/paper/e406c7d0bf67ea13dc9553fd4514ceaa3a61f6df,Learning to Identify Review Spam,"In the past few years, sentiment analysis and opinion mining becomes a popular and important task. These studies all assume that their opinion resources are real and trustful. However, they may encounter the faked opinion or opinion spam problem. In this paper, we study this issue in the context of our product review mining system. On product review site, people may write faked reviews, called review spam, to promote their products, or defame their competitors' products. It is important to identify and filter out the review spam. Previous work only focuses on some heuristic rules, such as helpfulness voting, or rating deviation, which limits the performance of this task. 
 
In this paper, we exploit machine learning methods to identify review spam. Toward the end, we manually build a spam collection from our crawled reviews. We first analyze the effect of various features in spam identification. We also observe that the review spammer consistently writes spam. This provides us another view to identify review spam: we can identify if the author of the review is spammer. Based on this observation, we provide a twoview semi-supervised method, co-training, to exploit the large amount of unlabeled data. The experiment results show that our proposed method is effective. Our designed machine learning methods achieve significant improvements in comparison to the heuristic baselines.",2011,24,369,36,false,Computer Science,,1794976,Fangtao Li,1730108,Minlie Huang,2143684688,Yi Yang,145213540,Xiaoyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e90f281bcc5ca3499bfb5e56983ba82c97e81490,https://www.semanticscholar.org/paper/e90f281bcc5ca3499bfb5e56983ba82c97e81490,Bayesian compressive sensing and projection optimization,"This paper introduces a new problem for which machine-learning tools may make an impact. The problem considered is termed ""compressive sensing"", in which a real signal of dimension N is measured accurately based on K << N real measurements. This is achieved under the assumption that the underlying signal has a sparse representation in some basis (e.g., wavelets). In this paper we demonstrate how techniques developed in machine learning, specifically sparse Bayesian regression and active learning, may be leveraged to this new problem. We also point out future research directions in compressive sensing of interest to the machine-learning community.",2007,26,51,12,true,Computer Science,,144576567,Shihao Ji,145006560,L. Carin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e8ec502208f29ee9f78ded19226578e027ecd16,https://www.semanticscholar.org/paper/8e8ec502208f29ee9f78ded19226578e027ecd16,Universal Intelligence: A Definition of Machine Intelligence,,2007,168,513,51,true,Computer Science,,34313265,S. Legg,144154444,Marcus Hutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2d1aaedb70777d1fa047af6db30e84c55b81023,https://www.semanticscholar.org/paper/a2d1aaedb70777d1fa047af6db30e84c55b81023,Bayesian Optimization of Combinatorial Structures,"The optimization of expensive-to-evaluate black-box functions over combinatorial structures is an ubiquitous task in machine learning, engineering and the natural sciences. The combinatorial explosion of the search space and costly evaluations pose challenges for current techniques in discrete optimization and machine learning, and critically require new algorithmic ideas. This article proposes, to the best of our knowledge, the first algorithm to overcome these challenges, based on an adaptive, scalable model that identifies useful combinatorial structure even when data is scarce. Our acquisition function pioneers the use of semidefinite programming to achieve efficiency and scalability. Experimental evaluations demonstrate that this algorithm consistently outperforms other methods from combinatorial and Bayesian optimization.",2018,50,90,22,false,Mathematics,Computer Science,145539374,R. Baptista,31925701,Matthias Poloczek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d42f875d9580de703a29c9b6c05cd535a41976dc,https://www.semanticscholar.org/paper/d42f875d9580de703a29c9b6c05cd535a41976dc,Statistical Reinforcement Learning - Modern Machine Learning Approaches,"Reinforcement learning (RL) is a framework for decision making in unknown environments based on a large amount of data. Several practical RL applications for business intelligence, plant control, and game players have been successfully explored in recent years. Providing an accessible introduction to the field, this book covers model-based and model-free approaches, policy iteration, and policy search methods. It presents illustrative examples and state-of-the-art results, including dimensionality reduction in RL and risk-sensitive RLm. The book provides a bridge between RL and data mining and machine learning research.",2015,0,37,2,false,Computer Science,,67154907,Masashi Sugiyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9a2cfd0e7991de8bd19749d78be26c44ccae94c,https://www.semanticscholar.org/paper/d9a2cfd0e7991de8bd19749d78be26c44ccae94c,Extreme Learning Machine with Randomly Assigned RBF Kernels,"A new learning algorithm called extreme learning machine (ELM) has recently been proposed for single-hidden layer feedforward neural networks (SLFNs) with additive neurons to easily achieve good generalization performance at extremely fast learning speed. ELM randomly chooses the input weights and analytically determines the output weights of SLFNs. It is proved in theory that ELM can be extended to single-hidden layer feedforward neural networks (SLFNs) with radial basis function (RBF) kernels RBF networks, which allows the centers and impact widths of RBF kernels to be randomly generated and the output weights to be simply analytically calculated instead of iteratively tuned. The kernel function of ELM can be any nonlinear bounded integrable function which is almost continuous anywhere. Interestingly, the experimental results show that the ELM algorithm for RBF networks can complete learning at extremely fast speed and produce generalization performance very close to that of SVM in some benchmarking function approximation and classification problems. Index terms Radial basis function network, feedforward neural networks, real time learning, extreme learning machine, ELM, arbitrary kernels. The preliminary idea of the ELM algorithm for RBF networks has been shown in the Proceedings of the Eighth International Conference on Control, Automation, Robotics and Vision (ICARCV 2004), Dec 6-9, Kunming, China. Guang-Bin Huang and Chee-Kheong Siew Extreme Learning Machine with Randomly Assigned RBF Kernels",2005,13,185,13,false,,,145678691,G. Huang,1683268,C. Siew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a96afaf3261a87f0daa51699b4b3cf169e092c4,https://www.semanticscholar.org/paper/2a96afaf3261a87f0daa51699b4b3cf169e092c4,Rotation Equivariant CNNs for Digital Pathology,,2018,17,267,38,true,Computer Science,Mathematics,46221215,Bastiaan S. Veeling,14327727,J. Linmans,46258792,Jim Winkens,2056266,Taco Cohen,1678311,M. Welling,,,,,,,,,,,,,,,,,,,,,,,,,,
