paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,fieldsOfStudy/1,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,fieldsOfStudy/2
52a2f0c109de361fa4b927c52c3ab2aff2664f83,https://www.semanticscholar.org/paper/52a2f0c109de361fa4b927c52c3ab2aff2664f83,Applications of ANNs in Stock Market Prediction : A Survey,This paper surveys recent literature in the domain of machine learning techniques and artificial intelligence used to predict stock market movements. Artificial Neural Networks (ANNs) are identified to be the dominant machine learning technique in stock market prediction area. Keywords— Artificial Neural Networks (ANNs); Stock Market; Prediction,2011,51,61,3,false,,,2105523221,Sneha Soni,,,,,,,,,,,,,,,,,,,,,,,
fb10d1a92790c4190ebf9c8acb8ada829e3620fa,https://www.semanticscholar.org/paper/fb10d1a92790c4190ebf9c8acb8ada829e3620fa,Secure Kernel Machines against Evasion Attacks,"Machine learning is widely used in security-sensitive settings like spam and malware detection, although it has been shown that malicious data can be carefully modified at test time to evade detection. To overcome this limitation, adversary-aware learning algorithms have been developed, exploiting robust optimization and game-theoretical models to incorporate knowledge of potential adversarial data manipulations into the learning algorithm. Despite these techniques have been shown to be effective in some adversarial learning tasks, their adoption in practice is hindered by different factors, including the difficulty of meeting specific theoretical requirements, the complexity of implementation, and scalability issues, in terms of computational time and space required during training. In this work, we aim to develop secure kernel machines against evasion attacks that are not computationally more demanding than their non-secure counterparts. In particular, leveraging recent work on robustness and regularization, we show that the security of a linear classifier can be drastically improved by selecting a proper regularizer, depending on the kind of evasion attack, as well as unbalancing the cost of classification errors. We then discuss the security of nonlinear kernel machines, and show that a proper choice of the kernel function is crucial. We also show that unbalancing the cost of classification errors and varying some kernel parameters can further improve classifier security, yielding decision functions that better enclose the legitimate data. Our results on spam and PDF malware detection corroborate our analysis.",2016,36,72,0,false,Computer Science,,1788142,P. Russu,2272441,Ambra Demontis,1684175,B. Biggio,1716261,G. Fumera,1710171,F. Roli,,,,,,,,,,,,,,,
4cd2ffebffd60708fb958c82b5fc72813fb9a1dd,https://www.semanticscholar.org/paper/4cd2ffebffd60708fb958c82b5fc72813fb9a1dd,Incorporating prior knowledge with weighted margin support vector machines,"Like many purely data-driven machine learning methods, Support Vector Machine (SVM) classifiers are learned exclusively from the evidence presented in the training dataset; thus a larger training dataset is required for better performance. In some applications, there might be human knowledge available that, in principle, could compensate for the lack of data. In this paper, we propose a simple generalization of SVM: Weighted Margin SVM (WMSVMs) that permits the incorporation of prior knowledge. We show that Sequential Minimal Optimization can be used in training WMSVM. We discuss the issues of incorporating prior knowledge using this rather general formulation. The experimental results show that the proposed methods of incorporating prior knowledge is effective.",2004,24,152,20,false,Computer Science,,2143690397,Xiaoyun Wu,1748081,R. Srihari,,,,,,,,,,,,,,,,,,,,,
d696f22560388393c170cf5c6f214466c921f2ce,https://www.semanticscholar.org/paper/d696f22560388393c170cf5c6f214466c921f2ce,Glaucoma Progression Detection Using Structural Retinal Nerve Fiber Layer Measurements and Functional Visual Field Points,"Machine learning classifiers were employed to detect glaucomatous progression using longitudinal series of structural data extracted from retinal nerve fiber layer thickness measurements and visual functional data recorded from standard automated perimetry tests. Using the collected data, a longitudinal feature vector was created for each patient's eye by computing the norm 1 difference vector of the data at the baseline and at each follow-up visit. The longitudinal features from each patient's eye were then fed to the machine learning classifier to classify each eye as stable or progressed over time. This study was performed using several machine learning classifiers including Bayesian, Lazy, Meta, and Tree, composing different families. Combinations of structural and functional features were selected and ranked to determine the relative effectiveness of each feature. Finally, the outcomes of the classifiers were assessed by several performance metrics and the effectiveness of structural and functional features were analyzed.",2014,47,79,1,true,Computer Science,Medicine,1732890,Siamak Yousefi,32618175,M. Goldbaum,2841631,M. Balasubramanian,144437435,T. Jung,2418684,R. Weinreb,2688841,F. Medeiros,2306091,L. Zangwill,2912106,J. Liebmann,2389101,C. Girkin,2375070,C. Bowd,,,,,
9b6f975cfdaefc6df7b92c8dc74dc084ca62140b,https://www.semanticscholar.org/paper/9b6f975cfdaefc6df7b92c8dc74dc084ca62140b,Machine Learning in PET: From Photon Detection to Quantitative Image Reconstruction,"Machine learning has found unique applications in nuclear medicine from photon detection to quantitative image reconstruction. Although there have been impressive strides in detector development for time-of-flight positron emission tomography (PET), most detectors still make use of simple signal processing methods to extract the time and position information from the detector signals. Now, with the availability of fast waveform digitizers, machine learning techniques have been applied to estimate the position and arrival time of high-energy photons. In quantitative image reconstruction, machine learning has been used to estimate various corrections factors, including scattered events and attenuation images, as well as to reduce statistical noise in reconstructed images. Here, machine learning either provides a faster alternative to an existing time-consuming computation, such as in the case of scatter estimation, or creates a data-driven approach to map an implicitly defined function, such as in the case of estimating the attenuation map for PET/MR scans. In this article, we will review the above-mentioned applications of machine learning in nuclear medicine.",2020,164,53,2,false,Computer Science,,6165576,K. Gong,145853615,E. Berg,2158695,S. Cherry,38379220,J. Qi,,,,,,,,,,,,,,,,,
deeb1258396d281bdcdaded26f1f1a19973f2ad2,https://www.semanticscholar.org/paper/deeb1258396d281bdcdaded26f1f1a19973f2ad2,A Survey of Visual Analytics Techniques for Machine Learning,,2020,305,95,1,true,Computer Science,,2110948874,Jun Yuan,48240660,Changjian Chen,1604645934,Weikai Yang,145823303,Mengchen Liu,40579032,Jiazhi Xia,48641970,Shixia Liu,,,,,,,,,,,,,
5f3b369eb088a62e2f7e27632973cf8a7a347c8f,https://www.semanticscholar.org/paper/5f3b369eb088a62e2f7e27632973cf8a7a347c8f,10 Challenging Problems in Data Mining Research,"In October 2005, we took an initiative to identify 10 challenging problems in data mining research, by consulting some of the most active researchers in data mining and machine learning for their opinions on what are considered important and worthy topics for future research in data mining. We hope their insights will inspire new research efforts, and give young researchers (including PhD students) a high-level guideline as to where the hot problems are located in data mining.Due to the limited amount of time, we were only able to send out our survey requests to the organizers of the IEEE ICDM and ACM KDD conferences, and we received an overwhelming response. We are very grateful for the contributions provided by these researchers despite their busy schedules. This short article serves to summarize the 10 most challenging problems of the 14 responses we have received from this survey. The order of the listing does not reflect their level of importance.",2006,0,890,15,false,Computer Science,,152290618,Qiang Yang,1748808,Xindong Wu,,,,,,,,,,,,,,,,,,,,,
fbdbeb5d6d249041034d6357a431115145b3d7af,https://www.semanticscholar.org/paper/fbdbeb5d6d249041034d6357a431115145b3d7af,Deep convolutional neural networks for interpretable analysis of EEG sleep stage scoring,"Sleep studies are important for diagnosing sleep disorders such as insomnia, narcolepsy or sleep apnea. They rely on manual scoring of sleep stages from raw polisomnography signals, which is a tedious visual task requiring the workload of highly trained professionals. Consequently, research efforts to purse for an automatic stage scoring based on machine learning techniques have been carried out over the last years. In this work, we resort to multitaper spectral analysis to create visually interpretable images of sleep patterns from EEG signals as inputs to a deep convolutional network trained to solve visual recognition tasks. As a working example of transfer learning, a system able to accurately classify sleep stages in new unseen patients is presented. Evaluations in a widely-used publicly available dataset favourably compare to state-of-the-art results, while providing a framework for visual interpretation of outcomes.",2017,30,105,8,true,Computer Science,Mathematics,36438375,A. Vilamala,2482540,Kristoffer Hougaard Madsen,145579972,L. K. Hansen,,,,,,,,,,,,,,,,,,,
148209fa0c9279bb40322794833aa075769de95b,https://www.semanticscholar.org/paper/148209fa0c9279bb40322794833aa075769de95b,Preserving Causal Constraints in Counterfactual Explanations for Machine Learning Classifiers,"To construct interpretable explanations that are consistent with the original ML model, counterfactual examples---showing how the model's output changes with small perturbations to the input---have been proposed. This paper extends the work in counterfactual explanations by addressing the challenge of feasibility of such examples. For explanations of ML models in critical domains such as healthcare and finance, counterfactual examples are useful for an end-user only to the extent that perturbation of feature inputs is feasible in the real world. We formulate the problem of feasibility as preserving causal relationships among input features and present a method that uses (partial) structural causal models to generate actionable counterfactuals. When feasibility constraints cannot be easily expressed, we consider an alternative mechanism where people can label generated CF examples on feasibility: whether it is feasible to intervene and realize the candidate CF example from the original input. To learn from this labelled feasibility data, we propose a modified variational auto encoder loss for generating CF examples that optimizes for feasibility as people interact with its output. Our experiments on Bayesian networks and the widely used ''Adult-Income'' dataset show that our proposed methods can generate counterfactual explanations that better satisfy feasibility constraints than existing methods.. Code repository can be accessed here: \textit{this https URL}",2019,28,108,19,false,Computer Science,Mathematics,133841722,Divyat Mahajan,40348583,Chenhao Tan,144676398,Amit Sharma,,,,,,,,,,,,,,,,,,,
4bd48e59590908d103e0c8b379002a64253f124a,https://www.semanticscholar.org/paper/4bd48e59590908d103e0c8b379002a64253f124a,Learning to Align from Scratch,"Unsupervised joint alignment of images has been demonstrated to improve performance on recognition tasks such as face verification. Such alignment reduces undesired variability due to factors such as pose, while only requiring weak supervision in the form of poorly aligned examples. However, prior work on unsupervised alignment of complex, real-world images has required the careful selection of feature representation based on hand-crafted image descriptors, in order to achieve an appropriate, smooth optimization landscape. In this paper, we instead propose a novel combination of unsupervised joint alignment with unsupervised feature learning. Specifically, we incorporate deep learning into the congealing alignment framework. Through deep learning, we obtain features that can represent the image at differing resolutions based on network depth, and that are tuned to the statistics of the specific data being aligned. In addition, we modify the learning algorithm for the restricted Boltzmann machine by incorporating a group sparsity penalty, leading to a topographic organization of the learned filters and improving subsequent alignment results. We apply our method to the Labeled Faces in the Wild database (LFW). Using the aligned images produced by our proposed unsupervised algorithm, we achieve higher accuracy in face verification compared to prior work in both unsupervised and supervised alignment. We also match the accuracy for the best available commercial method.",2012,47,298,39,false,Computer Science,,3219900,Gary B. Huang,2985062,Marwan A. Mattar,1697141,Honglak Lee,1389846455,E. Learned-Miller,,,,,,,,,,,,,,,,,
4f44a807ee185937c6c3caa14274b11de0b8b05c,https://www.semanticscholar.org/paper/4f44a807ee185937c6c3caa14274b11de0b8b05c,Machine Learning Capabilities of a Simulated Cerebellum,"This paper describes the learning and control capabilities of a biologically constrained bottom-up model of the mammalian cerebellum. Results are presented from six tasks: 1) eyelid conditioning; 2) pendulum balancing; 3) proportional–integral–derivative control; 4) robot balancing; 5) pattern recognition; and 6) MNIST handwritten digit recognition. These tasks span several paradigms of machine learning, including supervised learning, reinforcement learning, control, and pattern recognition. Results over these six domains indicate that the cerebellar simulation is capable of robustly identifying static input patterns even when randomized across the sensory apparatus. This capability allows the simulated cerebellum to perform several different supervised learning and control tasks. On the other hand, both reinforcement learning and temporal pattern recognition prove problematic due to the delayed nature of error signals and the simulator’s inability to solve the credit assignment problem. These results are consistent with previous findings which hypothesize that in the human brain, the basal ganglia is responsible for reinforcement learning, while the cerebellum handles supervised learning.",2017,50,22,1,false,Computer Science,Medicine,3308897,Matthew J. Hausknecht,35507898,Wen-Ke Li,3002354,M. Mauk,144848112,P. Stone,,,,,,,,,,,,,,,,,
a9670054c1a5159e15ca61e1faeae9483be3f2ec,https://www.semanticscholar.org/paper/a9670054c1a5159e15ca61e1faeae9483be3f2ec,The use of machine learning in rare diseases: a scoping review,,2020,31,51,1,false,Medicine,,1740921765,Julia Schaefer,145370472,Moritz Lehne,49392456,Josef Schepers,3351408,F. Prasser,120414776,S. Thun,,,,,,,,,,,,,,,
74aca1a6cf3d9a45c93145a318f7f1357836cf99,https://www.semanticscholar.org/paper/74aca1a6cf3d9a45c93145a318f7f1357836cf99,Machine Learning of Noise-Resilient Quantum Circuits,"Noise mitigation and reduction will be crucial for obtaining useful answers from near-term quantum computers. In this work, we present a general framework based on machine learning for reducing the impact of quantum hardware noise on quantum circuits. Our method, called noise-aware circuit learning (NACL), applies to circuits designed to compute a unitary transformation, prepare a set of quantum states, or estimate an observable of a many-qubit state. Given a task and a device model that captures information about the noise and connectivity of qubits in a device, NACL outputs an optimized circuit to accomplish this task in the presence of noise. It does so by minimizing a task-specific cost function over circuit depths and circuit structures. To demonstrate NACL, we construct circuits resilient to a fine-grained noise model derived from gate set tomography on a superconducting-circuit quantum device, for applications including quantum state overlap, quantum Fourier transform, and W-state preparation.",2020,55,57,1,true,Computer Science,Physics,49556529,L. Cincio,47368368,K. Rudinger,2707503,M. Sarovar,50721537,Patrick J. Coles,,,,,,,,,,,,,,,,,
68c9b3ec8384a18957a21a3fddaecf8a27e464c4,https://www.semanticscholar.org/paper/68c9b3ec8384a18957a21a3fddaecf8a27e464c4,Comparing and Validating Machine Learning Models for Mycobacterium tuberculosis Drug Discovery.,"Tuberculosis is a global health dilemma. In 2016, the WHO reported 10.4 million incidences and 1.7 million deaths. The need to develop new treatments for those infected with Mycobacterium tuberculosis ( Mtb) has led to many large-scale phenotypic screens and many thousands of new active compounds identified in vitro. However, with limited funding, efforts to discover new active molecules against Mtb needs to be more efficient. Several computational machine learning approaches have been shown to have good enrichment and hit rates. We have curated small molecule Mtb data and developed new models with a total of 18,886 molecules with activity cutoffs of 10 μM, 1 μM, and 100 nM. These data sets were used to evaluate different machine learning methods (including deep learning) and metrics and to generate predictions for additional molecules published in 2017. One Mtb model, a combined in vitro and in vivo data Bayesian model at a 100 nM activity yielded the following metrics for 5-fold cross validation: accuracy = 0.88, precision = 0.22, recall = 0.91, specificity = 0.88, kappa = 0.31, and MCC = 0.41. We have also curated an evaluation set ( n = 153 compounds) published in 2017, and when used to test our model, it showed the comparable statistics (accuracy = 0.83, precision = 0.27, recall = 1.00, specificity = 0.81, kappa = 0.36, and MCC = 0.47). We have also compared these models with additional machine learning algorithms showing Bayesian machine learning models constructed with literature Mtb data generated by different laboratories generally were equivalent to or outperformed deep neural networks with external test sets. Finally, we have also compared our training and test sets to show they were suitably diverse and different in order to represent useful evaluation sets. Such Mtb machine learning models could help prioritize compounds for testing in vitro and in vivo.",2018,83,62,2,true,Medicine,Computer Science,50556284,T. Lane,8903363,Daniel P. Russo,67164018,Kimberley M. Zorn,143961624,A. Clark,46927010,A. Korotcov,145694312,Valery Tkachenko,2184787,R. Reynolds,1846797,A. Perryman,2566048,Joel S. Freundlich,1887610,S. Ekins,,,,,
648feae09d5aeb952fec385971908367b65e7deb,https://www.semanticscholar.org/paper/648feae09d5aeb952fec385971908367b65e7deb,Investigation of relationship between object-oriented metrics and change proneness,,2013,36,63,2,false,Computer Science,,1944388,R. Malhotra,38179100,Megha Khanna,,,,,,,,,,,,,,,,,,,,,
a596f03145285cd05a6ca57a4e25418b23b24976,https://www.semanticscholar.org/paper/a596f03145285cd05a6ca57a4e25418b23b24976,Learning to Prove Theorems via Interacting with Proof Assistants,"Humans prove theorems by relying on substantial high-level reasoning and problem-specific insights. Proof assistants offer a formalism that resembles human mathematical reasoning, representing theorems in higher-order logic and proofs as high-level tactics. However, human experts have to construct proofs manually by entering tactics into the proof assistant. In this paper, we study the problem of using machine learning to automate the interaction with proof assistants. We construct CoqGym, a large-scale dataset and learning environment containing 71K human-written proofs from 123 projects developed with the Coq proof assistant. We develop ASTactic, a deep learning-based model that generates tactics as programs in the form of abstract syntax trees (ASTs). Experiments show that ASTactic trained on CoqGym can generate effective tactics and can be used to prove new theorems not previously provable by automated methods. Code is available at this https URL.",2019,58,64,8,false,Computer Science,Mathematics,34284131,Kaiyu Yang,153302678,Jia Deng,,,,,,,,,,,,,,,,,,,,,
29982a92ab849f5f81f1f98e096f06caa95001d9,https://www.semanticscholar.org/paper/29982a92ab849f5f81f1f98e096f06caa95001d9,Predicting the insurgence of human genetic diseases associated to single point protein mutations with support vector machines and evolutionary information,"MOTIVATION
Human single nucleotide polymorphisms (SNPs) are the most frequent type of genetic variation in human population. One of the most important goals of SNP projects is to understand which human genotype variations are related to Mendelian and complex diseases. Great interest is focused on non-synonymous coding SNPs (nsSNPs) that are responsible of protein single point mutation. nsSNPs can be neutral or disease associated. It is known that the mutation of only one residue in a protein sequence can be related to a number of pathological conditions of dramatic social impact such as Alzheimer's, Parkinson's and Creutzfeldt-Jakob's diseases. The quality and completeness of presently available SNPs databases allows the application of machine learning techniques to predict the insurgence of human diseases due to single point protein mutation starting from the protein sequence.


RESULTS
In this paper, we develop a method based on support vector machines (SVMs) that starting from the protein sequence information can predict whether a new phenotype derived from a nsSNP can be related to a genetic disease in humans. Using a dataset of 21 185 single point mutations, 61% of which are disease-related, out of 3587 proteins, we show that our predictor can reach more than 74% accuracy in the specific task of predicting whether a single point mutation can be disease related or not. Our method, although based on less information, outperforms other web-available predictors implementing different approaches.


AVAILABILITY
A beta version of the web tool is available at http://gpcr.biocomp.unibo.it/cgi/predictors/PhD-SNP/PhD-SNP.cgi",2006,26,711,84,true,Medicine,Biology,1959846,E. Capriotti,2634755,R. Calabrese,1753858,R. Casadio,,,,,,,,,,,,,,,,,,,Computer Science
125cf56f5d6b1da3289246b6b5a51c83aaa910fa,https://www.semanticscholar.org/paper/125cf56f5d6b1da3289246b6b5a51c83aaa910fa,A 128-Channel Extreme Learning Machine-Based Neural Decoder for Brain Machine Interfaces,"Currently, state-of-the-art motor intention decoding algorithms in brain-machine interfaces are mostly implemented on a PC and consume significant amount of power. A machine learning coprocessor in 0.35- μm CMOS for the motor intention decoding in the brain-machine interfaces is presented in this paper. Using Extreme Learning Machine algorithm and low-power analog processing, it achieves an energy efficiency of 3.45 pJ/MAC at a classification rate of 50 Hz. The learning in second stage and corresponding digitally stored coefficients are used to increase robustness of the core analog processor. The chip is verified with neural data recorded in monkey finger movements experiment, achieving a decoding accuracy of 99.3% for movement type. The same coprocessor is also used to decode time of movement from asynchronous neural spikes. With time-delayed feature dimension enhancement, the classification accuracy can be increased by 5% with limited number of input channels. Further, a sparsity promoting training scheme enables reduction of number of programmable weights by ≈ 2X.",2015,48,67,3,true,Computer Science,Medicine,2118047696,Yi Chen,3297627,Enyi Yao,1824852,A. Basu,,,,,,,,,,,,,,,,,,,
72549a3f0c70de740a9e7ddc8a005a367e862d8b,https://www.semanticscholar.org/paper/72549a3f0c70de740a9e7ddc8a005a367e862d8b,Classifying snapshots of the doped Hubbard model with machine learning,,2018,65,88,0,true,Physics,Computer Science,92858169,A. Bohrdt,143909469,C. Chiu,39043684,G. Ji,46258276,Muqing Xu,47514740,D. Greif,50176535,M. Greiner,6487042,E. Demler,5927798,F. Grusdt,37637471,M. Knap,,,,,,,
1fc23d88f1274abc285d97c1232bc5b72c7985c1,https://www.semanticscholar.org/paper/1fc23d88f1274abc285d97c1232bc5b72c7985c1,Co-Creative Level Design via Machine Learning,"Procedural Level Generation via Machine Learning (PLGML), the study of generating game levels with machine learning, has received a large amount of recent academic attention. For certain measures these approaches have shown success at replicating the quality of existing game levels. However, it is unclear the extent to which they might benefit human designers. In this paper we present a framework for co-creative level design with a PLGML agent. In support of this framework we present results from a user study and results from a comparative study of PLGML approaches.",2018,16,52,3,false,Computer Science,,144599741,Matthew J. Guzdial,20985870,N. Liao,2757194,Mark O. Riedl,,,,,,,,,,,,,,,,,,,
d70b4a2f3c43a834f6d52279ab0f8621897ef880,https://www.semanticscholar.org/paper/d70b4a2f3c43a834f6d52279ab0f8621897ef880,Nanoparticle synthesis assisted by machine learning,,2021,223,54,0,false,,,14075791,Huachen Tao,2112663859,Tianyi Wu,3372027,Matteo Aldeghi,1473214251,Tony C Wu,1380248954,Alán Aspuru-Guzik,46288374,E. Kumacheva,,,,,,,,,,,,,
82bab33fc8793565697e893c19117220b496dc67,https://www.semanticscholar.org/paper/82bab33fc8793565697e893c19117220b496dc67,Machine learning for online query relaxation,"In this paper we provide a fast, data-driven solution to the failing query problem: given a query that returns an empty answer, how can one relax the query's constraints so that it returns a non-empty set of tuples? We introduce a novel algorithm, loqr, which is designed to relax queries that are in the disjunctive normal form and contain a mixture of discrete and continuous attributes. loqr discovers the implicit relationships that exist among the various domain attributes and then uses this knowledge to relax the constraints from the failing query.In a first step, loqr uses a small, randomly-chosen subset of the target database to learn a set of decision rules that predict whether an attribute's value satisfies the constraints in the failing query; this query-driven operation is performed online for each failing query. In the second step, loqr uses nearest-neighbor techniques to find the learned rule that is the most similar to the failing query; then it uses the attributes' values from this rule to relax the failing query's constraints. Our experiments on six application domains show that loqr is both robust and fast: it successfully relaxes more than 95% of the failing queries, and it takes under a second for processing queries that consist of up to 20 attributes (larger queries of up to 93 attributes are processed in several seconds).",2004,29,68,2,false,Mathematics,Computer Science,3276863,Ion Muslea,,,,,,,,,,,,,,,,,,,,,,,
73bc87477e45d49f7254fccd5f34d23b4ae5f254,https://www.semanticscholar.org/paper/73bc87477e45d49f7254fccd5f34d23b4ae5f254,Feature selection using linear classifier weights: interaction with classification models,"This paper explores feature scoring and selection based on weights from linear classification models. It investigates how these methods combine with various learning models. Our comparative analysis includes three learning algorithms: Naïve Bayes, Perceptron, and Support Vector Machines (SVM) in combination with three feature weighting methods: Odds Ratio, Information Gain, and weights from linear models, the linear SVM and Perceptron. Experiments show that feature selection using weights from linear SVMs yields better classification performance than other feature weighting methods when combined with the three explored learning algorithms. The results support the conjecture that it is the sophistication of the feature weighting method rather than its apparent compatibility with the learning algorithm that improves classification performance.",2004,16,209,12,false,Computer Science,,1764321,D. Mladenic,1795846,J. Brank,1775954,M. Grobelnik,1398136050,Natasa Milic-Frayling,,,,,,,,,,,,,,,,,
87a3676647d1bd553ceb08cf83439b1833f1036f,https://www.semanticscholar.org/paper/87a3676647d1bd553ceb08cf83439b1833f1036f,CXPlain: Causal Explanations for Model Interpretation under Uncertainty,"Feature importance estimates that inform users about the degree to which given inputs influence the output of a predictive model are crucial for understanding, validating, and interpreting machine-learning models. However, providing fast and accurate estimates of feature importance for high-dimensional data, and quantifying the uncertainty of such estimates remain open challenges. Here, we frame the task of providing explanations for the decisions of machine-learning models as a causal learning task, and train causal explanation (CXPlain) models that learn to estimate to what degree certain inputs cause outputs in another machine-learning model. CXPlain can, once trained, be used to explain the target model in little time, and enables the quantification of the uncertainty associated with its feature importance estimates via bootstrap ensembling. We present experiments that demonstrate that CXPlain is significantly more accurate and faster than existing model-agnostic methods for estimating feature importance. In addition, we confirm that the uncertainty estimates provided by CXPlain ensembles are strongly correlated with their ability to accurately estimate feature importance on held-out data.",2019,59,107,13,false,Computer Science,Mathematics,144861285,Patrick Schwab,144660470,W. Karlen,,,,,,,,,,,,,,,,,,,,,
447c91fafe70f82f259b01440b620140b6dd019f,https://www.semanticscholar.org/paper/447c91fafe70f82f259b01440b620140b6dd019f,Network Traffic Classification techniques and comparative analysis using Machine Learning algorithms,"Network Traffic Classification is a central topic nowadays in the field of computer science. It is a very essential task for internet service providers (ISPs) to know which types of network applications flow in a network. Network Traffic Classification is the first step to analyze and identify different types of applications flowing in a network. Through this technique, internet service providers or network operators can manage the overall performance of a network. There are many methods traditional technique to classify internet traffic like Port Based, Pay Load Based and Machine Learning Based technique. The most common technique used these days is Machine Learning (ML) technique. Which is used by many researchers and got very effective accuracy results. In this paper, we discuss network traffic classification techniques step by step and real time internet data set is develop using network traffic capture tool, after that feature extraction tool is use to extract features from the capture traffic and then four machine learning classifiers Support Vector Machine, C4.5 decision tree, Naïve Bays and Bayes Net classifiers are applied. Experimental analysis shows that C4.5 classifiers gives very good accuracy result as compare to other classifies.",2016,11,81,5,false,Computer Science,,2066491573,M. Shafiq,7933066,Xiangzhan Yu,7928685,A. Laghari,2106356341,Lu Yao,3471067,N. K. Karn,8810703,Foudil Abdessamia,,,,,,,,,,,,,
149ad380837451a3903dafbb13f6de3815547852,https://www.semanticscholar.org/paper/149ad380837451a3903dafbb13f6de3815547852,Towards Machine Learning on the Automata Processor,,2016,23,57,3,false,Computer Science,,3414831,Tommy Tracy,143785074,Yao Fu,46804898,Indranil Roy,145426489,Eric Jonas,1926589,P. Glendenning,,,,,,,,,,,,,,,
09637aff1622938a39687b101bbd8dbeb645ce3a,https://www.semanticscholar.org/paper/09637aff1622938a39687b101bbd8dbeb645ce3a,Comparing machine learning classifiers in potential distribution modelling,,2011,60,116,9,false,Computer Science,,145268980,Ana Carolina Lorena,2130828,Luís F. O. Jacintho,36911560,M. F. Siqueira,5795236,R. Giovanni,1718656,L. Lohmann,143618972,A. Carvalho,37816384,Missae Yamamoto,,,,,,,,,,,
8398013ce2202572851890680f7af918af8a51ad,https://www.semanticscholar.org/paper/8398013ce2202572851890680f7af918af8a51ad,Automatic hourly solar forecasting using machine learning models,,2019,84,116,2,false,Computer Science,,31911888,Gokhan Mert Yagli,36626577,Dazhi Yang,144055157,D. Srinivasan,,,,,,,,,,,,,,,,,,,
1080ba3f963eb940427e72d405bb822b3a543b73,https://www.semanticscholar.org/paper/1080ba3f963eb940427e72d405bb822b3a543b73,Challenges in the Deployment and Operation of Machine Learning in Practice,"Machine learning has recently emerged as a powerful technique to increase operational efficiency or to develop new value propositions. However, the translation of a prediction algorithm into an operationally usable machine learning model is a time-consuming and in various ways challenging task. In this work, we target to systematically elicit the challenges in deployment and operation to enable broader practical dissemination of machine learning applications. To this end, we first identify relevant challenges with a structured literature analysis. Subsequently, we conduct an interview study with machine learning practitioners across various industries, perform a qualitative content analysis, and identify challenges organized along three distinct categories as well as six overarching clusters. Eventually, results from both literature and interviews are evaluated with a comparative analysis. Key issues identified include auto- mated strategies for data drift detection and handling, standardization of machine learning infrastructure, and appropriate communication and expectation management.",2019,54,40,2,false,Computer Science,,38148198,Lucas Baier,133959836,Fabian Jöhren,9610652,S. Seebacher,,,,,,,,,,,,,,,,,,,
c9e5c123aa3a5acd749cfad0d2433a73718affe9,https://www.semanticscholar.org/paper/c9e5c123aa3a5acd749cfad0d2433a73718affe9,A Tutorial on Machine Learning and Data Science Tools with Python,,2016,17,22,0,true,Computer Science,,1872639,Marcus D. Bloice,1749801,Andreas Holzinger,,,,,,,,,,,,,,,,,,,,,
b75a15b1acc09c533134f9d91ea73ded61c1c616,https://www.semanticscholar.org/paper/b75a15b1acc09c533134f9d91ea73ded61c1c616,Robust Adaptive Dynamic Programming and Feedback Stabilization of Nonlinear Systems,"This paper studies the robust optimal control design for a class of uncertain nonlinear systems from a perspective of robust adaptive dynamic programming (RADP). The objective is to fill up a gap in the past literature of adaptive dynamic programming (ADP) where dynamic uncertainties or unmodeled dynamics are not addressed. A key strategy is to integrate tools from modern nonlinear control theory, such as the robust redesign and the backstepping techniques as well as the nonlinear small-gain theorem, with the theory of ADP. The proposed RADP methodology can be viewed as an extension of ADP to uncertain nonlinear systems. Practical learning algorithms are developed in this paper, and have been applied to the controller design problems for a jet engine and a one-machine power system.",2014,56,276,17,false,Computer Science,Medicine,145615652,Yu Jiang,144073377,Zhong-Ping Jiang,,,,,,,,,,,,,,,,,,,,,
