paperId,url,title,abstract,year,referenceCount,citationCount,influentialCitationCount,isOpenAccess,fieldsOfStudy/0,authors/0/authorId,authors/0/name,authors/1/authorId,authors/1/name,authors/2/authorId,authors/2/name,authors/3/authorId,authors/3/name,authors/4/authorId,authors/4/name,authors/5/authorId,authors/5/name,authors/6/authorId,authors/6/name,authors/7/authorId,authors/7/name,fieldsOfStudy/1,authors/8/authorId,authors/8/name,authors/9/authorId,authors/9/name,authors/10/authorId,authors/10/name,authors/11/authorId,authors/11/name,authors/12/authorId,authors/12/name,authors/13/authorId,authors/13/name,authors/14/authorId,authors/14/name,authors/15/authorId,authors/15/name,authors/16/authorId,authors/16/name,authors/17/authorId,authors/17/name,authors/18/authorId,authors/18/name,authors/19/authorId,authors/19/name,authors/20/authorId,authors/20/name,authors/21/authorId,authors/21/name,authors/22/authorId,authors/22/name,authors/23/authorId,authors/23/name,authors/24/authorId,authors/24/name,authors/25/authorId,authors/25/name,fieldsOfStudy/2,fieldsOfStudy/3
6ce1922802169f757bbafc6e087cc274a867c763,https://www.semanticscholar.org/paper/6ce1922802169f757bbafc6e087cc274a867c763,Regularizing Neural Networks by Penalizing Confident Output Distributions,"We systematically explore regularizing neural networks by penalizing low entropy output distributions. We show that penalizing low entropy output distributions, which has been shown to improve exploration in reinforcement learning, acts as a strong regularizer in supervised learning. Furthermore, we connect a maximum entropy based confidence penalty to label smoothing through the direction of the KL divergence. We exhaustively evaluate the proposed confidence penalty and label smoothing on 6 common benchmarks: image classification (MNIST and Cifar-10), language modeling (Penn Treebank), machine translation (WMT'14 English-to-German), and speech recognition (TIMIT and WSJ). We find that both label smoothing and the confidence penalty improve state-of-the-art models across benchmarks without modifying existing hyperparameters, suggesting the wide applicability of these regularizers.",2017,50,793,134,false,Computer Science,2064737506,Gabriel Pereyra,145499435,G. Tucker,2292403,J. Chorowski,40527594,Lukasz Kaiser,1695689,Geoffrey E. Hinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db68a79e59291b85e10300b79c43843b651aa195,https://www.semanticscholar.org/paper/db68a79e59291b85e10300b79c43843b651aa195,Support vector machines for classification in remote sensing,"Support vector machines (SVM) represent a promising development in machine learning research that is not widely used within the remote sensing community. This paper reports the results of two experiments in which multi‐class SVMs are compared with maximum likelihood (ML) and artificial neural network (ANN) methods in terms of classification accuracy. The two land cover classification experiments use multispectral (Landsat‐7 ETM+) and hyperspectral (DAIS) data, respectively, for test areas in eastern England and central Spain. Our results show that the SVM achieves a higher level of classification accuracy than either the ML or the ANN classifier, and that the SVM can be used with small training datasets and high‐dimensional data.",2005,14,838,40,false,Computer Science,3639504,M. Pal,34684035,P. Mather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80c3c1cb86eeb9f2ab0934d6f914918889d34db7,https://www.semanticscholar.org/paper/80c3c1cb86eeb9f2ab0934d6f914918889d34db7,"Tslearn, A Machine Learning Toolkit for Time Series Data","tslearn is a general-purpose Python machine learning library for time series that offers tools for pre-processing and feature extraction as well as dedicated models for clustering, classification and regression. It follows scikit-learn's Application Programming Interface for transformers and estimators, allowing the use of standard pipelines and model selection tools on top of tslearn objects. It is distributed under the BSD-2-Clause license, and its source code is available at https://github.com/tslearn-team/tslearn.",2020,22,139,4,false,Computer Science,2576923,R. Tavenard,1572627978,J. Faouzi,7876438,Gilles Vandewiele,2083496889,Felix Divo,2064934605,Guillaume Androz,2109765,Chester Holtz,2052418358,Marie Payne,8657082,R. Yurchak,,35469144,M. Rußwurm,1402250456,Kushal Kolar,102818944,E. Woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0bc4ef587b4cbebd5839baeed95274fbf26c43a,https://www.semanticscholar.org/paper/c0bc4ef587b4cbebd5839baeed95274fbf26c43a,Applications of machine learning to diagnosis and treatment of neurodegenerative diseases,,2020,309,114,0,true,Medicine,5569230,Monika A. Myszczynska,10753629,P. Ojamies,2003831275,Alix M. B. Lacoste,145243593,Daniel Neil,1741702,Amir Saffari,2059872991,R. Mead,4080239,G. Hautbergue,2602146,J. Holbrook,,6346151,L. Ferraiuolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9df3542f670302e101943a65362c4c6c0df727d9,https://www.semanticscholar.org/paper/9df3542f670302e101943a65362c4c6c0df727d9,Low-Rank Kernel Learning with Bregman Matrix Divergences,"In this paper, we study low-rank matrix nearness problems, with a focus on learning low-rank positive semidefinite (kernel) matrices for machine learning applications. We propose efficient algorithms that scale linearly in the number of data points and quadratically in the rank of the input matrix. Existing algorithms for learning kernel matrices often scale poorly, with running times that are cubic in the number of data points. We employ Bregman matrix divergences as the measures of nearness---these divergences are natural for learning low-rank kernels since they preserve rank as well as positive semidefiniteness. Special cases of our framework yield faster algorithms for various existing learning problems, and experimental results demonstrate that our algorithms can effectively learn both low-rank and full-rank kernel matrices.",2009,49,246,22,false,Mathematics,1692670,B. Kulis,2190189,Mátyás A. Sustik,1783667,I. Dhillon,,,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83996f9214d998ffb5ea8c2ea6104e96584f587b,https://www.semanticscholar.org/paper/83996f9214d998ffb5ea8c2ea6104e96584f587b,Enhanced Network Anomaly Detection Based on Deep Neural Networks,"Due to the monumental growth of Internet applications in the last decade, the need for security of information network has increased manifolds. As a primary defense of network infrastructure, an intrusion detection system is expected to adapt to dynamically changing threat landscape. Many supervised and unsupervised techniques have been devised by researchers from the discipline of machine learning and data mining to achieve reliable detection of anomalies. Deep learning is an area of machine learning which applies neuron-like structure for learning tasks. Deep learning has profoundly changed the way we approach learning tasks by delivering monumental progress in different disciplines like speech processing, computer vision, and natural language processing to name a few. It is only relevant that this new technology must be investigated for information security applications. The aim of this paper is to investigate the suitability of deep learning approaches for anomaly-based intrusion detection system. For this research, we developed anomaly detection models based on different deep neural network structures, including convolutional neural networks, autoencoders, and recurrent neural networks. These deep models were trained on NSLKDD training data set and evaluated on both test data sets provided by NSLKDD, namely NSLKDDTest+ and NSLKDDTest21. All experiments in this paper are performed by authors on a GPU-based test bed. Conventional machine learning-based intrusion detection models were implemented using well-known classification techniques, including extreme learning machine, nearest neighbor, decision-tree, random-forest, support vector machine, naive-bays, and quadratic discriminant analysis. Both deep and conventional machine learning models were evaluated using well-known classification metrics, including receiver operating characteristics, area under curve, precision-recall curve, mean average precision and accuracy of classification. Experimental results of deep IDS models showed promising results for real-world application in anomaly detection systems.",2018,40,217,10,false,Computer Science,38897515,Sheraz Naseer,145854986,Y. Saleem,144665620,S. Khalid,9236457,Muhammad Khawar Bashir,1845785166,Jihun Han,145149104,M. Iqbal,2149740935,Kijun Han,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ecd3155ea1b5056c43c624a91e3d9523f303e74,https://www.semanticscholar.org/paper/9ecd3155ea1b5056c43c624a91e3d9523f303e74,Learning with non-positive kernels,"In this paper we show that many kernel methods can be adapted to deal with indefinite kernels, that is, kernels which are not positive semidefinite. They do not satisfy Mercer's condition and they induce associated functional spaces called Reproducing Kernel Kreĭn Spaces (RKKS), a generalization of Reproducing Kernel Hilbert Spaces (RKHS).Machine learning in RKKS shares many ""nice"" properties of learning in RKHS, such as orthogonality and projection. However, since the kernels are indefinite, we can no longer minimize the loss, instead we stabilize it. We show a general representer theorem for constrained stabilization and prove generalization bounds by computing the Rademacher averages of the kernel class. We list several examples of indefinite kernels and investigate regularization methods to solve spline interpolation. Some preliminary experiments with indefinite kernels for spline smoothing are reported for truncated spectral factorization, Landweber-Fridman iterations, and MR-II.",2004,23,256,38,false,Mathematics,1706780,Cheng Soon Ong,143955806,X. Mary,1794818,S. Canu,46234526,Alex Smola,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e7e1d962ab25ae00e6fb5713116967e9b64be50,https://www.semanticscholar.org/paper/9e7e1d962ab25ae00e6fb5713116967e9b64be50,IEEE Transactions on Pattern Analysis and Machine Intelligence,"Nonparametric kernel methods are widely used and proven to be successful in many statistical learning problems. Well-known examples include the kernel density estimate (KDE) for density estimation and the support vector machine (SVM) for classification. We propose a kernel classifier that optimizes the L2 or integrated squared error (ISE) of a “difference of densities”. We focus on the Gaussian kernel, although the method applies to other kernels suitable for density estimation. Like a support vector machine (SVM), the classifier is sparse and results from solving a quadratic program. We provide statistical performance guarantees for the proposed L2 kernel classifier in the form of a finite sample oracle inequality, and strong consistency in the sense of both ISE and probability of error. A special case of our analysis applies to a previously introduced ISE-based method for kernel density estimation. For dimensionality greater than 15, the basic L2 kernel classifier performs poorly in practice. Thus, we extend the method through the introduction of a natural regularization parameter, which allows it to remain competitive with the SVM in high dimensions. Simulation results for both synthetic and real-world data are presented.",2022,31,842,82,false,,2061918,JooSeuk Kim,40531965,C. Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20244e1e5a051816159ce8c5d681a4903a2f7653,https://www.semanticscholar.org/paper/20244e1e5a051816159ce8c5d681a4903a2f7653,AXIS: Generating Explanations at Scale with Learnersourcing and Machine Learning,"While explanations may help people learn by providing information about why an answer is correct, many problems on online platforms lack high-quality explanations. This paper presents AXIS (Adaptive eXplanation Improvement System), a system for obtaining explanations. AXIS asks learners to generate, revise, and evaluate explanations as they solve a problem, and then uses machine learning to dynamically determine which explanation to present to a future learner, based on previous learners' collective input. Results from a case study deployment and a randomized experiment demonstrate that AXIS elicits and identifies explanations that learners find helpful. Providing explanations from AXIS also objectively enhanced learning, when compared to the default practice where learners solved problems and received answers without explanations. The rated quality and learning benefit of AXIS explanations did not differ from explanations generated by an experienced instructor.",2016,26,139,7,true,Computer Science,1580222881,J. Williams,1800981,Juho Kim,1875900,Anna N. Rafferty,2019633,Samuel G. Maldonado,1770992,Krzysztof Z Gajos,2598433,Walter S. Lasecki,1686529,N. Heffernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f95f5b715eb0441ca4ee1b0fac6b4bcaaba65556,https://www.semanticscholar.org/paper/f95f5b715eb0441ca4ee1b0fac6b4bcaaba65556,"The HAM10000 dataset, a large collection of multi-source dermatoscopic images of common pigmented skin lesions",,2018,53,1093,124,true,Medicine,3819689,P. Tschandl,145770068,C. Rosendahl,2236754,H. Kittler,,,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635cf1572f0194d900c11b6b34e41e3b85616863,https://www.semanticscholar.org/paper/635cf1572f0194d900c11b6b34e41e3b85616863,MLC++: a machine learning library in C++,"We present MLC++, a library of C++ classes and tools for supervised machine learning. While MLC++ provides general learning algorithms that can be used by end users, the main objective is to provide researchers and experts with a wide variety of tools that can accelerate algorithm development, increase software reliability, provide comparison tools, and display information visually. More than just a collection of existing algorithms, MLC++ is can attempt to extract commonalities of algorithms and decompose them for a unified view that is simple, coherent, and extensible. In this paper we discuss the problems MLC++ aims to solve, the design of MLC++, and the current functionality.<<ETX>>",1994,37,224,9,false,Computer Science,1726733,Ron Kohavi,34929449,George H. John,2057352235,Richard Long,2061867819,David Manley,30079006,Karl Pfleger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3be7a0b80128dd2395d3230982dbd44d656d658e,https://www.semanticscholar.org/paper/3be7a0b80128dd2395d3230982dbd44d656d658e,Toward an Intelligent Edge: Wireless Communication Meets Machine Learning,"The recent revival of AI is revolutionizing almost every branch of science and technology. Given the ubiquitous smart mobile gadgets and IoT devices, it is expected that a majority of intelligent applications will be deployed at the edge of wireless networks. This trend has generated strong interest in realizing an ""intelligent edge"" to support AI-enabled applications at various edge devices. Accordingly, a new research area, called edge learning, has emerged, which crosses and revolutionizes two disciplines: wireless communication and machine learning. A major theme in edge learning is to overcome the limited computing power, as well as limited data, at each edge device. This is accomplished by leveraging the mobile edge computing platform and exploiting the massive data distributed over a large number of edge devices. In such systems, learning from distributed data and communicating between the edge server and devices are two critical and coupled aspects, and their fusion poses many new research challenges. This article advocates a new set of design guidelines for wireless communication in edge learning, collectively called learning- driven communication. Illustrative examples are provided to demonstrate the effectiveness of these design guidelines. Unique research opportunities are identified.",2018,24,281,5,true,Computer Science,2957831,Guangxu Zhu,10747375,Dongzhu Liu,144894286,Yuqing Du,1974803,Changsheng You,31653740,Jun Zhang,1697582,Kaibin Huang,,,,,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathematics,
7da323e7103245eeaed32367c46abe3f4913df86,https://www.semanticscholar.org/paper/7da323e7103245eeaed32367c46abe3f4913df86,A survey of techniques for internet traffic classification using machine learning,"The research community has begun looking for IP traffic classification techniques that do not rely on `well known¿ TCP or UDP port numbers, or interpreting the contents of packet payloads. New work is emerging on the use of statistical traffic characteristics to assist in the identification and classification process. This survey paper looks at emerging research into the application of Machine Learning (ML) techniques to IP traffic classification - an inter-disciplinary blend of IP networking and data mining techniques. We provide context and motivation for the application of ML techniques to IP traffic classification, and review 18 significant works that cover the dominant period from 2004 to early 2007. These works are categorized and reviewed according to their choice of ML strategies and primary contributions to the literature. We also discuss a number of key requirements for the employment of ML-based traffic classifiers in operational IP networks, and qualitatively critique the extent to which the reviewed works meet these requirements. Open issues and challenges in the field are also discussed.",2008,63,1479,83,false,Computer Science,1716282,Thuy T. T. Nguyen,145027304,G. Armitage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2403c1ce02120f7bd383e395b561ff7c64d52ec,https://www.semanticscholar.org/paper/a2403c1ce02120f7bd383e395b561ff7c64d52ec,A System for Massively Parallel Hyperparameter Tuning,"Modern learning models are characterized by large hyperparameter spaces and long training times. These properties, coupled with the rise of parallel computing and the growing demand to productionize machine learning workloads, motivate the need to develop mature hyperparameter optimization functionality in distributed computing settings. We address this challenge by first introducing a simple and robust hyperparameter optimization algorithm called ASHA, which exploits parallelism and aggressive early-stopping to tackle large-scale hyperparameter optimization problems. Our extensive empirical results show that ASHA outperforms existing state-of-the-art hyperparameter optimization methods; scales linearly with the number of workers in distributed settings; and is suitable for massive parallelism, as demonstrated on a task with 500 workers. We then describe several design decisions we encountered, along with our associated solutions, when integrating ASHA in Determined AI's end-to-end production-quality machine learning system that offers hyperparameter tuning as a service.",2018,48,170,32,false,Computer Science,51517360,Liam Li,40566417,Kevin G. Jamieson,2435268,Afshin Rostamizadeh,2308319,Ekaterina Gonina,2086100700,Jonathan Ben-tzur,1775622,Moritz Hardt,9229182,B. Recht,145532827,Ameet S. Talwalkar,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba4cbda7a3a40a8d0917008e4d84890456b92038,https://www.semanticscholar.org/paper/ba4cbda7a3a40a8d0917008e4d84890456b92038,Probability machines: consistent probability estimation using nonparametric learning machines.,"BACKGROUND
Most machine learning approaches only provide a classification for binary responses. However, probabilities are required for risk estimation using individual patient characteristics. It has been shown recently that every statistical learning machine known to be consistent for a nonparametric regression problem is a probability machine that is provably consistent for this estimation problem.


OBJECTIVES
The aim of this paper is to show how random forests and nearest neighbors can be used for consistent estimation of individual probabilities.


METHODS
Two random forest algorithms and two nearest neighbor algorithms are described in detail for estimation of individual probabilities. We discuss the consistency of random forests, nearest neighbors and other learning machines in detail. We conduct a simulation study to illustrate the validity of the methods. We exemplify the algorithms by analyzing two well-known data sets on the diagnosis of appendicitis and the diagnosis of diabetes in Pima Indians.


RESULTS
Simulations demonstrate the validity of the method. With the real data application, we show the accuracy and practicality of this approach. We provide sample code from R packages in which the probability estimation is already available. This means that all calculations can be performed using existing software.


CONCLUSIONS
Random forest algorithms as well as nearest neighbor approaches are valid machine learning methods for estimating individual probabilities for binary responses. Freely available implementations are available in R and may be used for applications.",2011,36,162,6,true,Computer Science,1753856,J. Malley,48740962,J. Kruppa,2057370798,A. Dasgupta,49547346,K. Malley,144071896,A. Ziegler,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5e04e45416dbfb66c3e132570f897d67f13d474,https://www.semanticscholar.org/paper/f5e04e45416dbfb66c3e132570f897d67f13d474,Using GPUs for machine learning algorithms,"Using dedicated hardware to do machine learning typically ends up in disaster because of cost, obsolescence, and poor software. The popularization of graphic processing units (GPUs), which are now available on every PC, provides an attractive alternative. We propose a generic 2-layer fully connected neural network GPU implementation which yields over 3/spl times/ speedup for both training and testing with respect to a 3 GHz P4 CPU.",2005,12,218,12,false,Computer Science,3265929,Dave Steinkrau,2812486,P. Simard,144437216,I. Buck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93cb06180743fa648d844b9e7883b62468921c84,https://www.semanticscholar.org/paper/93cb06180743fa648d844b9e7883b62468921c84,Pattern Recognition and Neural Networks,"From the Publisher: 
Pattern recognition has long been studied in relation to many different (and mainly unrelated) applications, such as remote sensing, computer vision, space research, and medical imaging. In this book Professor Ripley brings together two crucial ideas in pattern recognition; statistical methods and machine learning via neural networks. Unifying principles are brought to the fore, and the author gives an overview of the state of the subject. Many examples are included to illustrate real problems in pattern recognition and how to overcome them.This is a self-contained account, ideal both as an introduction for non-specialists readers, and also as a handbook for the more expert reader.",1996,113,2856,63,true,Computer Science,2122942,B. Ripley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16e22b6ab82096eab926228b83d20936c0c249dc,https://www.semanticscholar.org/paper/16e22b6ab82096eab926228b83d20936c0c249dc,Self-Adaptive Evolutionary Extreme Learning Machine,,2012,27,232,12,false,Computer Science,39874278,Jiuwen Cao,145558868,Zhiping Lin,145678691,G. Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82d2170d0a40c87fdd06f825339bc3c71fe56508,https://www.semanticscholar.org/paper/82d2170d0a40c87fdd06f825339bc3c71fe56508,Unsupervised extreme learning machine with representational features,,2017,24,77,1,false,Computer Science,2066430561,Shifei Ding,47899254,Nan Zhang,2151811677,Jian Zhang,29279000,Xinzheng Xu,145000409,Zhongzhi Shi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dab261b25ff8ccd2c9144a5cb3a46b39ac0ac4bd,https://www.semanticscholar.org/paper/dab261b25ff8ccd2c9144a5cb3a46b39ac0ac4bd,Troubling Trends in Machine Learning Scholarship,"Flawed scholarship threatens to mislead the public and stymie future research by compromising ML’s intellectual foundations. Indeed, many of these problems have recurred cyclically throughout the history of AI and, more broadly, in scientific research. In 1976, Drew McDermott chastised the AI community for abandoning self-discipline, warning prophetically that ""if we can’t criticize ourselves, someone else will save us the trouble."" The current strength of machine learning owes to a large body of rigorous research to date, both theoretical and empirical. By promoting clear scientific thinking and communication, our community can sustain the trust and investment it currently enjoys.",2018,89,224,9,true,Computer Science,32219137,Zachary Chase Lipton,5164568,J. Steinhardt,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a43e61f7900c64e7f3bf18ef7ff5770295149b37,https://www.semanticscholar.org/paper/a43e61f7900c64e7f3bf18ef7ff5770295149b37,"Machine Learning, a Probabilistic Perspective","ISBN-13: 978-0262018029 The book also introduces the notion of a Bayesian likelihood function (p.228), which “differs slightly from that in classical statistics.” The only difference I can spot is in the interpretation: Both functions of (θ, x) are numerically the same. Overall, the chapter on Bayesian inference does not spend much time on prior specification. There is a section on conjugate priors that does not mention picking the hyperparameters. While improper priors are introduced as limits of proper priors and as conveying “the least amount of information about [the parameters]” (p.236), the difficulty in using improper priors for hypothesis testing is not mentioned. Both Chib’s method and the Savage-Dickey density ratio are suggested for the approximation of marginal likelihoods.",2014,0,187,9,false,Computer Science,145155783,C. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561b15685fb900593f43ac8f7e615a73bb4ff965,https://www.semanticscholar.org/paper/561b15685fb900593f43ac8f7e615a73bb4ff965,"Artificial intelligence, machine learning and health systems","Artificial Intelligence and machine learning have the potential to be the catalyst for transformation of health systems to improve efficiency and effectiveness, create headroom for universal health coverage and improve outcomes.",2018,20,209,5,false,Medicine,3264383,T. Panch,1679873,Peter Szolovits,40144701,R. Atun,,,,,,,,,,,Psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78947497cbbffc691aac3f590d972130259af9ce,https://www.semanticscholar.org/paper/78947497cbbffc691aac3f590d972130259af9ce,Distance Metric Learning for Large Margin Nearest Neighbor Classification,"The accuracy of k-nearest neighbor (kNN) classification depends significantly on the metric used to compute distances between different examples. In this paper, we show how to learn a Mahalanobis distance metric for kNN classification from labeled examples. The Mahalanobis metric can equivalently be viewed as a global linear transformation of the input space that precedes kNN classification using Euclidean distances. In our approach, the metric is trained with the goal that the k-nearest neighbors always belong to the same class while examples from different classes are separated by a large margin. As in support vector machines (SVMs), the margin criterion leads to a convex optimization based on the hinge loss. Unlike learning in SVMs, however, our approach requires no modification or extension for problems in multiway (as opposed to binary) classification. In our framework, the Mahalanobis distance metric is obtained as the solution to a semidefinite program. On several data sets of varying size and difficulty, we find that metrics trained in this way lead to significant improvements in kNN classification. Sometimes these results can be further improved by clustering the training examples and learning an individual metric within each cluster. We show how to learn and combine these local metrics in a globally integrated manner.",2005,34,5238,741,false,Mathematics,7446832,Kilian Q. Weinberger,1796044,L. Saul,,,,,,,,,,,,,Computer Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d720f25d5d2c6dcaebfe108ead3036b7fe06940,https://www.semanticscholar.org/paper/1d720f25d5d2c6dcaebfe108ead3036b7fe06940,CoCoA: A General Framework for Communication-Efficient Distributed Optimization,"The scale of modern datasets necessitates the development of efficient distributed optimization methods for machine learning. We present a general-purpose framework for distributed computing environments, CoCoA, that has an efficient communication scheme and is applicable to a wide variety of problems in machine learning and signal processing. We extend the framework to cover general non-strongly-convex regularizers, including L1-regularized problems like lasso, sparse logistic regression, and elastic net regularization, and show how earlier work can be derived as a special case. We provide convergence guarantees for the class of convex regularized loss minimization objectives, leveraging a novel approach in handling non-strongly-convex regularizers and non-smooth loss functions. The resulting framework has markedly improved performance over state-of-the-art methods, as we illustrate with an extensive set of experiments on real distributed datasets.",2016,80,214,17,false,Computer Science,145260024,Virginia Smith,2820634,Simone Forte,2008023,Chenxin Ma,144696183,Martin Takác,1694621,Michael I. Jordan,2456863,Martin Jaggi,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806c2c4327a31fded64a5d673ab82b133194c234,https://www.semanticscholar.org/paper/806c2c4327a31fded64a5d673ab82b133194c234,Introduction to information retrieval,"Class-tested and coherent, this textbook teaches classical and web information retrieval, including web search and the related areas of text classification and text clustering from basic concepts. It gives an up-to-date treatment of all aspects of the design and implementation of systems for gathering, indexing, and searching documents; methods for evaluating systems; and an introduction to the use of machine learning methods on text collections. All the important ideas are explained using examples and figures, making it perfect for introductory courses in information retrieval for advanced undergraduates and graduate students in computer science. Based on feedback from extensive classroom experience, the book has been carefully structured in order to make teaching more natural and effective. Slides and additional exercises (with solutions for lecturers) are also available through the book's supporting website to help course instructors prepare their lectures.",2008,0,8486,810,true,Computer Science,144783904,Christopher D. Manning,145503401,P. Raghavan,144418438,Hinrich Schütze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e316ada2fd1717d49d4c3c84681325ae8665785d,https://www.semanticscholar.org/paper/e316ada2fd1717d49d4c3c84681325ae8665785d,Learning with genetic algorithms: An overview,,1988,42,223,4,true,Computer Science,2069839824,K. A. Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34ebde68c7bbc5c95eacd212e7277e529536e922,https://www.semanticscholar.org/paper/34ebde68c7bbc5c95eacd212e7277e529536e922,Machine Learning Approaches to Manufacturing,,1996,20,189,1,false,Engineering,152236629,L. Monostori,144272272,A. Márkus,9280443,H. V. Brussel,97641597,E. Westkämpfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eef183687fab4d762a381f2e80e357e08e923f0a,https://www.semanticscholar.org/paper/eef183687fab4d762a381f2e80e357e08e923f0a,"Model Evaluation, Model Selection, and Algorithm Selection in Machine Learning","The correct use of model evaluation, model selection, and algorithm selection techniques is vital in academic machine learning research as well as in many industrial settings. This article reviews different techniques that can be used for each of these three subtasks and discusses the main advantages and disadvantages of each technique with references to theoretical and empirical studies. Further, recommendations are given to encourage best yet feasible practices in research and applications of machine learning. Common methods such as the holdout method for model evaluation and selection are covered, which are not recommended when working with small datasets. Different flavors of the bootstrap technique are introduced for estimating the uncertainty of performance estimates, as an alternative to confidence intervals via normal approximation if bootstrapping is computationally feasible. Common cross-validation techniques such as leave-one-out cross-validation and k-fold cross-validation are reviewed, the bias-variance trade-off for choosing k is discussed, and practical tips for the optimal choice of k are given based on empirical evidence. Different statistical tests for algorithm comparisons are presented, and strategies for dealing with multiple comparisons such as omnibus tests and multiple-comparison corrections are discussed. Finally, alternative methods for algorithm selection, such as the combined F-test 5x2 cross-validation and nested cross-validation, are recommended for comparing machine learning algorithms when datasets are small.",2018,35,400,17,false,Computer Science,2562040,S. Raschka,,,,,,,,,,,,,,,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f39178f2a59fa0f62fcfc29e5fcbb60eaae91ceb,https://www.semanticscholar.org/paper/f39178f2a59fa0f62fcfc29e5fcbb60eaae91ceb,Argument based machine learning,,2006,139,145,6,false,Computer Science,145703442,M. Mozina,3057356,J. Zabkar,1725040,I. Bratko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b911e5e9c190b8338f5fab2fd5cf23b577e6fbf9,https://www.semanticscholar.org/paper/b911e5e9c190b8338f5fab2fd5cf23b577e6fbf9,Preventing Student Dropout in Distance Learning Using Machine Learning Techniques,,2003,19,192,12,false,Computer Science,1697867,S. Kotsiantis,1744804,C. Pierrakeas,1725504,P. Pintelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3f788ee95e16dac7a2e4d65aa095199bbc3439f,https://www.semanticscholar.org/paper/d3f788ee95e16dac7a2e4d65aa095199bbc3439f,An Empirical Comparison of Machine Learning Models for Time Series Forecasting,"In this work we present a large scale comparison study for the major machine learning models for time series forecasting. Specifically, we apply the models on the monthly M3 time series competition data (around a thousand time series). There have been very few, if any, large scale comparison studies for machine learning models for the regression or the time series forecasting problems, so we hope this study would fill this gap. The models considered are multilayer perceptron, Bayesian neural networks, radial basis functions, generalized regression neural networks (also called kernel regression), K-nearest neighbor regression, CART regression trees, support vector regression, and Gaussian processes. The study reveals significant differences between the different methods. The best two methods turned out to be the multilayer perceptron and the Gaussian process regression. In addition to model comparisons, we have tested different preprocessing methods and have shown that they have different impacts on the performance.",2010,88,515,37,false,Computer Science,47699955,Nesreen Ahmed,1686506,A. Atiya,9317897,N. E. Gayar,1398534738,H. El-Shishiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
